,Unnecessary Copy,copyParticleData,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
308,0.0278,0.274,0.3372,0.219,0.1815,0.2253,0.6324,0.0002,0.0001,0.0851,0.2086,1.5453,1.5761,5.123,0.6039,7.4189
309,0.0271,0.2859,0.3271,0.2115,0.1927,0.2252,0.6393,0.0002,0.0002,0.0773,0.2261,1.5699,1.6003,6.5091,0.891,9.1176
310,0.0271,0.2956,0.3668,0.2134,0.1895,0.2245,0.6367,0.0003,0.0001,0.0847,0.1997,1.5982,1.6286,4.5411,0.6052,6.8922
311,0.0276,0.2863,0.3475,0.2122,0.1783,0.2497,0.6518,0.0002,0.0002,0.0875,0.2368,1.628,1.6589,6.4318,0.6078,8.8174
312,0.0321,0.1817,0.3747,0.2055,0.1873,0.2161,0.6156,0.0003,0.0002,0.0722,0.2211,1.4834,1.5209,6.7562,0.6039,9.0157
313,0.0279,0.2863,0.378,0.2244,0.1953,0.2277,0.658,0.0003,0.0002,0.0801,0.2193,1.6359,1.6674,5.3542,1.0146,8.1609
314,0.028,0.306,0.3759,0.2143,0.192,0.2241,0.6384,0.0003,0.0001,0.074,0.2154,1.6248,1.6562,4.8557,0.6136,7.2496
315,0.028,0.3199,0.3651,0.2154,0.1889,0.2226,0.6354,0.0003,0.0001,0.0825,0.2062,1.6242,1.6558,5.9424,0.9994,8.7195
316,0.027,0.355,0.3504,0.2085,0.1938,0.2229,0.6318,0.0002,0.0001,0.0903,0.2155,1.6613,1.6918,7.7291,0.6063,10.1445
317,0.027,0.3597,0.3508,0.2116,0.219,0.2237,0.6587,0.0002,0.0001,0.0732,0.1947,1.6513,1.6819,6.287,0.6036,8.6885
318,0.0279,0.3579,0.3211,0.2089,0.1743,0.2236,0.6101,0.0002,0.0002,0.0766,0.2092,1.586,1.6172,4.5354,0.6064,6.8754
319,0.028,0.2836,0.322,0.2128,0.1911,0.2274,0.6377,0.0002,0.0001,0.0782,0.2183,1.5471,1.5782,5.7472,0.6015,8.0449
320,0.0278,0.2663,0.3534,0.2064,0.2424,0.2279,0.7002,0.0002,0.0001,0.0847,0.2346,1.655,1.6878,8.3067,0.9688,11.0897
321,0.0297,0.3098,0.3778,0.2101,0.2349,0.2352,0.693,0.0003,0.0001,0.0849,0.2063,1.69,1.7236,6.7512,0.8292,9.4338
322,0.0268,0.3022,0.3675,0.2162,0.181,0.2214,0.6266,0.0003,0.0001,0.074,0.2257,1.6095,1.6395,4.5578,0.6066,6.9211
323,0.0274,0.2811,0.3576,0.2184,0.1868,0.2209,0.6342,0.0002,0.0002,0.0847,0.2037,1.5816,1.6124,4.5549,1.0177,7.3018
324,0.0266,0.2928,0.367,0.2137,0.1905,0.2251,0.637,0.0002,0.0002,0.0659,0.205,1.5842,1.6145,5.2719,0.5935,7.6007
325,0.0271,0.2827,0.3467,0.2248,0.1679,0.2203,0.6165,0.0003,0.0002,0.068,0.2107,1.5361,1.5667,4.5018,0.5977,6.7829
326,0.0284,0.2819,0.3436,0.2161,0.1824,0.2227,0.6294,0.0003,0.0001,0.0824,0.2242,1.5749,1.6067,8.1831,1.0243,10.9341
327,0.0278,0.3565,0.3702,0.2146,0.1771,0.2222,0.6168,0.0002,0.0002,0.0919,0.2238,1.6723,1.7038,6.4154,0.7714,9.0149
328,0.0289,0.1774,0.3859,0.2117,0.1998,0.2164,0.6371,0.0003,0.0001,0.0677,0.2184,1.5084,1.5425,6.893,0.5997,9.1599
329,0.0268,0.3036,0.3449,0.2182,0.1736,0.2187,0.6138,0.0001,0.0001,0.0683,0.2068,1.5455,1.5755,4.5337,0.5997,6.8248
330,0.0279,0.2785,0.3161,0.2072,0.1738,0.2193,0.6034,0.0001,0.0002,0.0763,0.2116,1.4976,1.5287,4.5447,0.5999,6.7912
331,0.0274,0.2888,0.3323,0.2163,0.1768,0.2157,0.6148,0.0002,0.0001,0.0665,0.195,1.5072,1.5378,4.8337,0.5946,7.0835
332,0.0287,0.2852,0.322,0.2061,0.1734,0.2189,0.6015,0.0002,0.0002,0.076,0.214,1.5059,1.5376,4.5053,0.5926,6.7512
333,0.0279,0.2869,0.3263,0.2106,0.1643,0.232,0.6114,0.0002,0.0002,0.067,0.2102,1.5093,1.5401,4.5471,0.5957,6.8002
334,0.0267,0.2831,0.3356,0.2161,0.1628,0.2203,0.6021,0.0001,0.0001,0.0749,0.2215,1.5246,1.5542,4.5028,0.5946,6.7717
335,0.0271,0.2754,0.3564,0.2149,0.24,0.2188,0.6784,0.0002,0.0001,0.0788,0.2083,1.6087,1.6389,5.6811,0.5957,8.0324
336,0.0268,0.1578,0.3396,0.2025,0.1774,0.2104,0.5935,0.0001,0.0001,0.0774,0.2055,1.3846,1.4158,7.8009,0.6028,9.9351
337,0.0268,0.2822,0.3376,0.2099,0.1671,0.2198,0.6,0.0002,0.0001,0.0754,0.205,1.5085,1.5384,4.507,0.5943,6.7564
338,0.0272,0.2788,0.3115,0.2071,0.1739,0.2239,0.6082,0.0002,0.0001,0.0653,0.2129,1.484,1.5139,5.6705,0.5872,7.8892
339,0.027,0.3007,0.3676,0.2163,0.1833,0.2244,0.6342,0.0002,0.0001,0.0697,0.2121,1.6021,1.6324,4.5241,0.5935,6.8675
340,0.0271,0.2795,0.3464,0.2123,0.1931,0.2231,0.6376,0.0002,0.0001,0.0848,0.2133,1.5774,1.6081,4.7692,0.5927,7.0868
341,0.027,0.2847,0.3505,0.2142,0.1904,0.2221,0.6344,0.0002,0.0002,0.0811,0.2143,1.5814,1.612,4.4993,0.5806,6.8095
342,0.0307,0.2816,0.3314,0.2202,0.1719,0.2274,0.6228,0.0002,0.0001,0.0772,0.202,1.5245,1.5586,4.4457,0.8436,6.9649
343,0.0272,0.3052,0.3315,0.2185,0.1721,0.2228,0.6164,0.0001,0.0001,0.066,0.2119,1.5397,1.5698,7.5907,0.907,10.1855
344,0.0279,0.2705,0.381,0.2057,0.1832,0.2114,0.6054,0.0001,0.0001,0.0747,0.2221,1.5681,1.6004,7.0137,0.7608,9.4943
345,0.028,0.2924,0.3526,0.2127,0.1692,0.2265,0.6116,0.0001,0.0001,0.079,0.2138,1.5588,1.5902,5.415,0.5971,7.7245
346,0.0272,0.3202,0.357,0.2108,0.2503,0.2264,0.6922,0.0001,0.0001,0.069,0.2033,1.6507,1.6806,5.372,0.5939,7.7632
347,0.0271,0.2951,0.3367,0.2121,0.1692,0.2317,0.616,0.0001,0.0001,0.0775,0.2141,1.5482,1.5784,5.144,0.5906,7.4311
348,0.0272,0.3061,0.3352,0.2183,0.1727,0.22,0.6159,0.0001,0.0001,0.0694,0.2154,1.5495,1.5797,4.4983,0.5919,6.7872
349,0.0276,0.276,0.3232,0.2117,0.2177,0.2221,0.6546,0.0002,0.0001,0.0742,0.1964,1.5314,1.5617,5.1526,0.7123,7.5528
350,0.0284,0.281,0.3485,0.2175,0.1966,0.2252,0.6475,0.0003,0.0002,0.0858,0.219,1.5978,1.6301,5.6768,0.5851,8.0143
351,0.0271,0.2841,0.3863,0.2112,0.1844,0.2236,0.6282,0.0002,0.0002,0.0787,0.2028,1.5962,1.6267,5.1131,0.5887,7.4457
352,0.0271,0.1813,0.3623,0.2048,0.1904,0.2247,0.6284,0.0003,0.0002,0.0723,0.226,1.4863,1.5176,5.6281,0.5864,7.8559
353,0.0275,0.3102,0.3821,0.2182,0.1917,0.2404,0.6571,0.0002,0.0002,0.0809,0.2492,1.6988,1.7302,6.9337,0.5876,9.3733
354,0.0267,0.2914,0.3707,0.2136,0.1933,0.2232,0.6355,0.0002,0.0002,0.0793,0.2054,1.5999,1.6301,5.0955,0.5889,7.4334
355,0.0303,0.3002,0.3614,0.2172,0.1821,0.2281,0.6355,0.0002,0.0002,0.0801,0.1971,1.6045,1.6381,4.5095,0.5901,6.855
356,0.0266,0.2916,0.3668,0.2251,0.1754,0.2333,0.6386,0.0002,0.0002,0.0795,0.2005,1.5912,1.6211,4.6208,0.755,7.1248
357,0.0298,0.3203,0.3828,0.2264,0.1937,0.2287,0.6523,0.0002,0.0001,0.0684,0.216,1.6556,1.6893,4.473,0.5888,6.8736
358,0.0272,0.286,0.3299,0.2179,0.1655,0.2293,0.6158,0.0001,0.0002,0.0719,0.2052,1.5156,1.5458,4.4392,0.589,6.6915
359,0.0271,0.2965,0.3386,0.2156,0.1678,0.2268,0.6133,0.0002,0.0001,0.0665,0.2113,1.5329,1.5628,4.4616,0.5779,6.7188
360,0.0271,0.2509,0.3402,0.2107,0.1697,0.2178,0.6015,0.0001,0.0001,0.0784,0.2087,1.487,1.5179,6.3347,0.7625,8.7288
361,0.027,0.3118,0.3318,0.2268,0.1717,0.2357,0.6373,0.0001,0.0001,0.069,0.1984,1.5566,1.5865,4.4561,0.5838,6.7435
362,0.0284,0.2737,0.3175,0.2164,0.1815,0.229,0.6302,0.0002,0.0001,0.0648,0.2273,1.5249,1.5568,4.4759,0.5832,6.7377
363,0.0312,0.2826,0.3353,0.2159,0.1695,0.2296,0.6183,0.0002,0.0002,0.0775,0.2024,1.524,1.5584,4.4912,0.5876,6.7555
364,0.027,0.2855,0.3217,0.2199,0.1674,0.2315,0.6219,0.0002,0.0001,0.0697,0.2078,1.5137,1.5436,4.5667,0.5904,6.8205
365,0.0274,0.2871,0.3312,0.2231,0.1693,0.2319,0.6276,0.0002,0.0001,0.0723,0.2285,1.5597,1.5907,4.5138,0.5871,6.8149
366,0.0275,0.2739,0.3483,0.225,0.1937,0.2382,0.6685,0.0003,0.0002,0.0848,0.2085,1.6004,1.6313,4.5148,0.5806,6.8482
367,0.0277,0.288,0.3329,0.2181,0.1689,0.2298,0.6199,0.0002,0.0002,0.0761,0.2122,1.5362,1.567,4.5181,0.5774,6.7811
368,0.0272,0.2454,0.325,0.215,0.1866,0.2379,0.6429,0.0002,0.0002,0.0826,0.2099,1.5181,1.55,5.8113,0.6498,8.1355
369,0.0283,0.2919,0.3617,0.238,0.2053,0.2386,0.6906,0.0002,0.0002,0.0834,0.2069,1.6505,1.6826,4.6436,0.5864,7.0361
370,0.027,0.3188,0.3902,0.2221,0.194,0.2416,0.6656,0.0002,0.0001,0.0745,0.2296,1.6965,1.7271,4.5637,0.5794,6.9874
371,0.0271,0.3039,0.3771,0.2283,0.2007,0.2397,0.6777,0.0003,0.0001,0.0864,0.2276,1.6887,1.719,4.8868,0.5829,7.3075
372,0.0271,0.2953,0.3655,0.2197,0.182,0.242,0.6528,0.0002,0.0001,0.0633,0.2026,1.5933,1.6236,4.4292,0.5758,6.7452
373,0.0268,0.2893,0.3547,0.2378,0.1808,0.2375,0.6652,0.0002,0.0002,0.0828,0.2103,1.6124,1.6425,4.4108,0.5805,6.7549
374,0.027,0.3013,0.3338,0.233,0.1787,0.2424,0.6585,0.0002,0.0002,0.0647,0.1975,1.5675,1.5983,4.4382,0.5806,6.7344
375,0.0269,0.279,0.3386,0.2267,0.2233,0.2318,0.6862,0.0002,0.0001,0.0774,0.2064,1.5965,1.6266,4.3662,0.5644,6.674
376,0.0281,0.3166,0.3438,0.2137,0.2301,0.2228,0.6714,0.0002,0.0002,0.0612,0.2063,1.61,1.6425,6.1129,0.5763,8.4545
377,0.0284,0.2815,0.3863,0.2196,0.1845,0.2366,0.6472,0.0002,0.0002,0.0856,0.2066,1.6235,1.6554,4.5051,0.58,6.8633
378,0.0277,0.2911,0.3441,0.2204,0.1832,0.2336,0.6454,0.0002,0.0002,0.0712,0.2117,1.5763,1.6076,4.4264,0.5806,6.7379
379,0.0279,0.2842,0.3596,0.2273,0.1979,0.2341,0.6677,0.0001,0.0001,0.0832,0.2114,1.6182,1.6492,5.0422,0.5816,7.398
380,0.027,0.2826,0.3454,0.2204,0.1691,0.2352,0.6279,0.0002,0.0002,0.0775,0.1981,1.539,1.5691,4.4383,0.5791,6.7034
381,0.0269,0.2789,0.3474,0.2218,0.1677,0.2284,0.6213,0.0002,0.0001,0.0731,0.2095,1.541,1.5709,4.3753,0.5786,6.6447
382,0.0277,0.2751,0.3204,0.2275,0.1631,0.2304,0.6241,0.0002,0.0001,0.0733,0.2055,1.5053,1.5358,4.5867,0.574,6.8171
383,0.0274,0.2832,0.3645,0.2167,0.1854,0.2323,0.6374,0.0001,0.0002,0.0781,0.2173,1.5921,1.6231,4.3624,0.5724,6.6752
384,0.0279,0.2624,0.346,0.2107,0.202,0.2135,0.6338,0.0003,0.0001,0.064,0.2097,1.532,1.5647,7.052,0.8732,9.6139
385,0.027,0.2928,0.3575,0.2208,0.2485,0.2333,0.7121,0.0003,0.0002,0.0894,0.2133,1.6817,1.7121,4.4113,0.5639,6.8034
386,0.0272,0.2939,0.3441,0.2178,0.1716,0.2253,0.618,0.0001,0.0001,0.0675,0.2013,1.5368,1.5671,4.3538,0.5613,6.599
387,0.0277,0.2729,0.3167,0.2172,0.1626,0.2377,0.6207,0.0002,0.0002,0.064,0.204,1.4859,1.5166,4.378,0.5623,6.5734
388,0.0313,0.2917,0.3117,0.2299,0.2098,0.2361,0.6789,0.0001,0.0002,0.0711,0.2329,1.5929,1.6271,4.3536,0.5607,6.6576
389,0.027,0.2772,0.3023,0.2241,0.1667,0.2261,0.6201,0.0001,0.0001,0.0858,0.215,1.5087,1.5386,4.4258,0.573,6.6552
390,0.027,0.2939,0.359,0.2183,0.1931,0.2285,0.6514,0.0002,0.0002,0.0707,0.2003,1.5917,1.6221,4.4501,0.5733,6.7656
391,0.027,0.2847,0.3451,0.2148,0.1797,0.229,0.6268,0.0002,0.0002,0.0869,0.2161,1.5848,1.6154,4.3729,0.5659,6.6704
392,0.028,0.1733,0.3667,0.212,0.1845,0.2235,0.6292,0.0002,0.0002,0.0652,0.2159,1.4659,1.4986,5.5107,0.5769,7.707
393,0.027,0.3106,0.3602,0.2123,0.1813,0.2321,0.6302,0.0002,0.0002,0.082,0.2168,1.6096,1.6399,5.0251,0.569,7.3505
394,0.0276,0.2912,0.3421,0.2166,0.2189,0.2296,0.6681,0.0001,0.0001,0.0587,0.2056,1.5736,1.6043,4.4308,0.5686,6.7201
395,0.0271,0.2828,0.3254,0.2209,0.1752,0.2356,0.6351,0.0001,0.0001,0.0707,0.2009,1.523,1.5529,4.4525,0.5676,6.6892
396,0.0273,0.2797,0.3385,0.2247,0.1683,0.2328,0.6291,0.0002,0.0002,0.0761,0.197,1.5304,1.5607,4.4591,0.5662,6.7029
397,0.0269,0.2857,0.3305,0.2263,0.1667,0.2303,0.6265,0.0002,0.0001,0.0788,0.2055,1.5338,1.5635,4.3837,0.567,6.6301
398,0.0267,0.2821,0.3218,0.2197,0.2034,0.2375,0.6638,0.0001,0.0001,0.0771,0.2052,1.5576,1.5873,4.3634,0.5634,6.6297
399,0.0267,0.2725,0.3189,0.2181,0.1689,0.2285,0.6185,0.0002,0.0001,0.0778,0.215,1.5115,1.5413,4.3466,0.5641,6.568
400,0.0272,0.1597,0.3554,0.2131,0.2249,0.2167,0.6579,0.0002,0.0002,0.0762,0.1986,1.4561,1.4871,4.9987,0.5684,7.1701
401,0.026,0.29,0.3461,0.2272,0.1835,0.233,0.6497,0.0002,0.0002,0.0848,0.2133,1.596,1.6253,4.632,0.5637,6.9385
402,0.0272,0.2822,0.3321,0.2305,0.1726,0.236,0.6432,0.0002,0.0002,0.0782,0.2136,1.5655,1.5964,4.924,0.5609,7.2005
403,0.0278,0.3052,0.3383,0.2231,0.2246,0.2315,0.6867,0.0003,0.0002,0.0697,0.2076,1.6195,1.6507,4.3456,0.5579,6.6743
404,0.0268,0.2727,0.3469,0.2098,0.1932,0.2387,0.6503,0.0002,0.0001,0.0685,0.1983,1.5496,1.5796,4.399,0.5589,6.6545
405,0.027,0.2922,0.3532,0.2197,0.1864,0.2325,0.6469,0.0002,0.0002,0.0869,0.1999,1.5942,1.6246,4.3149,0.5553,6.6111
406,0.0266,0.2818,0.3657,0.2223,0.2296,0.2352,0.6928,0.0002,0.0002,0.0697,0.218,1.6459,1.6757,4.5922,0.7751,7.1617
407,0.027,0.3131,0.3829,0.2322,0.2073,0.2425,0.6947,0.0002,0.0001,0.0877,0.2343,1.7348,1.7655,5.893,0.7877,8.569
408,0.0327,0.2826,0.3606,0.2312,0.2477,0.2449,0.7349,0.0002,0.0002,0.078,0.2159,1.6899,1.7278,6.7688,0.5569,9.1852
409,0.027,0.3015,0.3602,0.2245,0.2331,0.232,0.7,0.0002,0.0001,0.0822,0.2005,1.6608,1.6956,4.433,0.56,6.8094
410,0.027,0.2966,0.3552,0.2221,0.1844,0.2343,0.6504,0.0002,0.0001,0.0758,0.2219,1.6163,1.6469,4.2556,0.5552,6.5753
411,0.0272,0.2778,0.3551,0.2254,0.188,0.2325,0.655,0.0002,0.0002,0.0836,0.2106,1.5967,1.6271,4.3092,0.5591,6.6172
412,0.0273,0.303,0.3631,0.2231,0.2333,0.2386,0.7041,0.0002,0.0002,0.0705,0.2158,1.6729,1.7037,4.3033,0.5556,6.6819
413,0.0273,0.2903,0.3631,0.222,0.2261,0.2343,0.6903,0.0003,0.0002,0.086,0.2153,1.6607,1.6915,4.317,0.5542,6.6799
414,0.027,0.2783,0.3381,0.241,0.1821,0.2359,0.6681,0.0002,0.0001,0.0847,0.2236,1.6059,1.6362,4.2995,0.5495,6.6023
415,0.0271,0.2828,0.3634,0.23,0.1792,0.2384,0.6568,0.0003,0.0001,0.0862,0.2017,1.6078,1.6381,4.3023,0.5481,6.6064
416,0.0267,0.2721,0.3614,0.2176,0.2173,0.2231,0.6681,0.0003,0.0001,0.0756,0.2045,1.5972,1.6284,5.6334,0.5512,7.9336
417,0.0285,0.289,0.3711,0.2248,0.2407,0.2324,0.7064,0.0002,0.0001,0.0817,0.2172,1.6842,1.7163,4.5431,0.7836,7.171
418,0.0272,0.3141,0.377,0.2322,0.2404,0.2439,0.7254,0.0003,0.0002,0.0747,0.2239,1.7316,1.7623,4.4029,0.5537,6.8465
419,0.0279,0.2863,0.3522,0.2279,0.2361,0.2354,0.7071,0.0003,0.0001,0.072,0.2002,1.631,1.6622,4.5162,0.5501,6.8499
420,0.027,0.2783,0.3544,0.2295,0.1887,0.2391,0.6645,0.0002,0.0001,0.0845,0.2109,1.6077,1.638,4.2802,0.5493,6.5871
421,0.027,0.2939,0.3695,0.2426,0.2275,0.2411,0.7205,0.0003,0.0002,0.0827,0.1984,1.679,1.7095,4.2706,0.5496,6.6468
422,0.0268,0.2796,0.3529,0.24,0.2285,0.2386,0.7153,0.0002,0.0001,0.0871,0.2118,1.6616,1.6917,4.2596,0.541,6.6099
423,0.0274,0.2899,0.3533,0.2397,0.2443,0.2406,0.7349,0.0003,0.0002,0.0862,0.2121,1.6902,1.721,4.338,0.5437,6.7219
424,0.0329,0.2649,0.3605,0.2325,0.2344,0.2377,0.7151,0.0003,0.0001,0.0755,0.2102,1.6419,1.68,6.2259,0.8124,8.851
425,0.0282,0.2971,0.3575,0.2379,0.1832,0.2416,0.6718,0.0002,0.0002,0.0849,0.221,1.6478,1.6795,6.8535,0.9808,9.6392
426,0.027,0.2915,0.3419,0.2248,0.1879,0.2358,0.6577,0.0003,0.0002,0.0641,0.2079,1.5916,1.6221,4.2785,0.5398,6.5579
427,0.0271,0.2819,0.3324,0.2388,0.2545,0.2429,0.7478,0.0003,0.0001,0.0839,0.2101,1.6696,1.7,4.3472,0.5813,6.754
428,0.0276,0.2922,0.3398,0.2369,0.177,0.238,0.6555,0.0002,0.0002,0.0861,0.2058,1.5914,1.6226,4.3083,0.5507,6.601
429,0.027,0.2856,0.3406,0.2277,0.2287,0.2427,0.7033,0.0002,0.0001,0.0776,0.2073,1.6258,1.6559,4.3128,0.5523,6.6378
430,0.0285,0.2768,0.3035,0.2225,0.1647,0.2409,0.6311,0.0002,0.0002,0.0774,0.22,1.5181,1.5494,4.2952,0.5487,6.5098
431,0.0274,0.2759,0.3295,0.2266,0.2236,0.2441,0.6981,0.0002,0.0002,0.0753,0.1967,1.5858,1.616,4.2927,0.5506,6.5756
432,0.0288,0.1738,0.3543,0.2183,0.242,0.2296,0.6972,0.0002,0.0001,0.0714,0.1982,1.5094,1.5428,6.1766,0.5671,8.4053
433,0.0273,0.3198,0.3533,0.229,0.224,0.2401,0.6975,0.0002,0.0002,0.0817,0.22,1.6849,1.7153,5.0172,0.5527,7.4065
434,0.027,0.3113,0.3653,0.2264,0.1857,0.2451,0.6662,0.0002,0.0002,0.0692,0.2039,1.6314,1.6618,4.3185,0.5585,6.6567
435,0.0281,0.2746,0.3403,0.2405,0.2374,0.2535,0.7391,0.0002,0.0002,0.0839,0.2238,1.6798,1.7111,4.3234,0.5558,6.7092
436,0.0274,0.2811,0.3418,0.2261,0.2243,0.2417,0.7002,0.0002,0.0001,0.0834,0.2155,1.6374,1.6683,4.347,0.5614,6.6973
437,0.0276,0.2983,0.3352,0.2287,0.2293,0.239,0.7033,0.0002,0.0002,0.0777,0.2033,1.6323,1.6632,4.3061,0.5538,6.6424
438,0.0271,0.2878,0.3475,0.2344,0.2349,0.2447,0.7209,0.0003,0.0002,0.0717,0.2078,1.6505,1.681,4.2989,0.5628,6.6621
439,0.027,0.2849,0.334,0.237,0.2341,0.2451,0.7246,0.0002,0.0001,0.0839,0.2208,1.6631,1.6936,4.3427,0.5591,6.7163
440,0.0284,0.2743,0.3608,0.2225,0.2299,0.2388,0.7009,0.0003,0.0002,0.0709,0.2154,1.6396,1.6725,5.9442,0.566,8.3058
441,0.0271,0.2976,0.3692,0.2266,0.2264,0.2463,0.7034,0.0002,0.0002,0.0718,0.1982,1.6518,1.6824,4.4216,0.5604,6.781
442,0.0275,0.3138,0.3428,0.2293,0.2152,0.2448,0.6928,0.0001,0.0002,0.0695,0.2083,1.6371,1.6677,4.8885,0.5599,7.2333
443,0.0284,0.3211,0.3137,0.2278,0.2152,0.243,0.6893,0.0002,0.0001,0.0763,0.2174,1.6251,1.6564,4.7651,0.5553,7.0979
444,0.0264,0.2944,0.3398,0.2366,0.2193,0.2475,0.7065,0.0001,0.0001,0.0883,0.2234,1.6613,1.6907,4.3088,0.5606,6.6766
445,0.027,0.2762,0.3088,0.2296,0.2101,0.2486,0.6915,0.0002,0.0001,0.0664,0.2,1.5499,1.5799,4.3307,0.5734,6.6
446,0.0274,0.2895,0.3108,0.2402,0.1678,0.2394,0.6505,0.0002,0.0002,0.0633,0.207,1.5279,1.5582,4.3226,0.5731,6.5703
447,0.0281,0.2746,0.3539,0.2378,0.2188,0.2415,0.7011,0.0002,0.0002,0.0762,0.2008,1.6133,1.6443,4.324,0.5691,6.6554
448,0.0268,0.1655,0.3477,0.2219,0.2177,0.2367,0.6796,0.0002,0.0002,0.0675,0.2117,1.4804,1.5116,5.6225,0.5674,7.8178
449,0.0271,0.3105,0.3572,0.2281,0.1811,0.2349,0.6479,0.0002,0.0002,0.0771,0.219,1.6231,1.6535,4.9685,0.5643,7.3033
450,0.0271,0.3076,0.3601,0.2316,0.198,0.2447,0.6847,0.0002,0.0001,0.0707,0.2067,1.6456,1.6758,4.3564,0.5675,6.7158
451,0.0272,0.2751,0.3279,0.2238,0.1797,0.2325,0.639,0.0002,0.0002,0.0763,0.2102,1.5356,1.5659,4.8518,0.5659,7.1049
452,0.0271,0.284,0.334,0.2264,0.2118,0.2368,0.6783,0.0002,0.0002,0.0786,0.1971,1.5803,1.6106,4.3688,0.5731,6.6685
453,0.0276,0.2857,0.3268,0.2254,0.1681,0.2358,0.6322,0.0002,0.0002,0.0798,0.2178,1.5538,1.5846,4.4137,0.5718,6.6871
454,0.0273,0.2742,0.3496,0.23,0.2374,0.2418,0.7146,0.0002,0.0002,0.0789,0.2158,1.6552,1.6863,4.3269,0.5755,6.7067
455,0.0271,0.299,0.3521,0.226,0.2248,0.2359,0.6904,0.0002,0.0002,0.0799,0.2126,1.6433,1.6737,4.4152,0.5807,6.7865
456,0.027,0.2682,0.3643,0.2172,0.1966,0.2269,0.6524,0.0002,0.0001,0.0738,0.2125,1.5859,1.6178,5.3784,0.5759,7.6904
457,0.0279,0.304,0.3608,0.2302,0.2307,0.2695,0.7403,0.0003,0.0002,0.0945,0.2182,1.7347,1.7663,4.9339,0.5765,7.4023
458,0.0279,0.3028,0.3642,0.2275,0.1895,0.2391,0.6647,0.0002,0.0002,0.083,0.2105,1.6369,1.6682,4.7401,0.5764,7.1106
459,0.0269,0.2782,0.3375,0.2286,0.2322,0.2387,0.7067,0.0002,0.0002,0.0862,0.2115,1.6365,1.6666,4.3122,0.5725,6.6676
460,0.0268,0.2849,0.3703,0.2231,0.1862,0.2362,0.6545,0.0003,0.0001,0.083,0.2133,1.6231,1.6533,4.3309,0.5751,6.6786
461,0.0274,0.2975,0.3647,0.2288,0.1864,0.2407,0.6647,0.0002,0.0002,0.076,0.2037,1.6197,1.6509,4.3229,0.5792,6.6713
462,0.027,0.2934,0.3521,0.2269,0.1873,0.2436,0.6669,0.0002,0.0002,0.071,0.2178,1.6314,1.6616,4.3238,0.5812,6.6834
463,0.0268,0.2894,0.3506,0.2303,0.2297,0.2394,0.7082,0.0002,0.0001,0.0838,0.1957,1.6396,1.6697,4.324,0.5769,6.6889
464,0.0282,0.2727,0.3509,0.2188,0.2409,0.2328,0.6999,0.0003,0.0001,0.0746,0.21,1.6232,1.6561,5.6769,0.58,8.0389
465,0.0284,0.2913,0.3581,0.2278,0.2443,0.2358,0.7131,0.0002,0.0002,0.0859,0.2056,1.669,1.7012,4.4403,0.5818,6.8474
466,0.0274,0.3181,0.3494,0.2299,0.1904,0.2472,0.6802,0.0004,0.0002,0.0756,0.2117,1.6469,1.6779,4.9378,0.581,7.3226
467,0.028,0.2865,0.3624,0.227,0.2364,0.2444,0.7135,0.0002,0.0001,0.0835,0.2142,1.6767,1.7082,4.4406,0.5823,6.856
468,0.0277,0.293,0.3485,0.231,0.1877,0.2508,0.6755,0.0002,0.0002,0.0794,0.2126,1.6224,1.6536,4.6051,0.5802,6.9605
469,0.0274,0.2857,0.342,0.2507,0.1744,0.2396,0.669,0.0002,0.0001,0.0786,0.2044,1.5911,1.6215,4.2803,0.5895,6.6074
470,0.0277,0.2885,0.3426,0.2245,0.2311,0.2381,0.6977,0.0002,0.0001,0.0692,0.2074,1.6182,1.6491,4.3001,0.592,6.6578
471,0.028,0.2826,0.3378,0.2252,0.2135,0.2349,0.6769,0.0002,0.0002,0.075,0.2089,1.5934,1.6247,4.3095,0.5798,6.6305
472,0.0276,0.3265,0.3504,0.2226,0.2331,0.2284,0.6912,0.0002,0.0001,0.0723,0.2186,1.6726,1.7048,5.8519,0.5906,8.273
473,0.028,0.2996,0.3639,0.2298,0.2457,0.2421,0.7267,0.0003,0.0001,0.0829,0.2161,1.7026,1.7343,4.4388,0.5859,6.8827
474,0.0284,0.2995,0.3537,0.2318,0.2396,0.2443,0.7258,0.0003,0.0002,0.0723,0.2245,1.6897,1.7215,4.4225,0.585,6.8579
475,0.0319,0.288,0.3602,0.2291,0.1976,0.2379,0.6724,0.0002,0.0002,0.0834,0.2033,1.621,1.6564,4.4354,0.5849,6.7998
476,0.0308,0.3052,0.3538,0.2298,0.2539,0.2401,0.7329,0.0002,0.0001,0.0726,0.2334,1.7123,1.7466,4.4311,0.5911,6.892
477,0.028,0.2921,0.3628,0.2359,0.2398,0.2445,0.7264,0.0002,0.0001,0.0821,0.1968,1.6727,1.7041,4.3032,0.5898,6.7163
478,0.0269,0.2888,0.3494,0.232,0.2312,0.2426,0.7138,0.0002,0.0001,0.0747,0.2194,1.6642,1.6944,4.3164,0.588,6.7154
