,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
405,0.0449,0.3421,0.4638,0.329,0.2649,0.1697,0.2836,0.7212,0.0002,0.0001,0.0861,0.2683,2.2183,2.2659,8.4024,1.1157,11.9878
406,0.0459,0.3766,0.4649,0.3116,0.2712,0.1673,0.2831,0.7246,0.0002,0.0001,0.0701,0.2598,2.2154,2.2639,8.3554,1.1069,11.9301
407,0.0454,0.3725,0.4668,0.3118,0.2591,0.1692,0.285,0.7161,0.0001,0.0002,0.0615,0.2671,2.2036,2.2517,8.4639,1.1666,12.0922
408,0.0471,0.3106,0.4568,0.3098,0.2582,0.1805,0.277,0.7219,0.0002,0.0001,0.0756,0.26,2.1451,2.1965,12.2639,1.106,15.7756
409,0.0452,0.4198,0.4975,0.3059,0.2673,0.1652,0.2872,0.7228,0.0002,0.0002,0.0696,0.2641,2.2917,2.3401,8.4154,1.1222,12.0821
410,0.0456,0.3571,0.4604,0.3209,0.2609,0.1653,0.2785,0.7077,0.0002,0.0001,0.0601,0.2592,2.1731,2.2215,8.3948,1.1247,11.9449
411,0.045,0.3672,0.4708,0.3099,0.2629,0.1749,0.2829,0.7236,0.0001,0.0002,0.0615,0.2634,2.2041,2.2518,8.2931,1.1016,11.8491
412,0.0453,0.3979,0.4781,0.307,0.2724,0.1655,0.2838,0.7247,0.0001,0.0001,0.0893,0.2669,2.2748,2.3231,8.3277,1.1079,11.9625
413,0.0451,0.3386,0.4652,0.3147,0.273,0.1647,0.2888,0.7296,0.0002,0.0002,0.0675,0.2589,2.1824,2.2303,8.34,1.1127,11.8877
414,0.0461,0.3898,0.4776,0.312,0.2709,0.1667,0.2832,0.7236,0.0002,0.0002,0.0719,0.2676,2.2504,2.2992,8.2758,1.0866,11.8703
415,0.0451,0.4276,0.4777,0.3334,0.2711,0.1864,0.2909,0.7605,0.0003,0.0002,0.0633,0.265,2.3438,2.3922,8.3061,1.0938,11.9956
416,0.0463,0.294,0.4495,0.355,0.269,0.1848,0.276,0.7408,0.0003,0.0002,0.0762,0.2879,2.2248,2.2755,13.1045,1.0832,16.6614
417,0.045,0.3194,0.5024,0.3179,0.2703,0.1712,0.2848,0.73,0.0002,0.0002,0.076,0.2862,2.2478,2.2962,8.3097,1.0927,11.9061
418,0.0453,0.3551,0.4553,0.3449,0.2797,0.1806,0.2902,0.758,0.0003,0.0001,0.0652,0.2598,2.2622,2.3108,8.3411,1.1086,11.9639
419,0.0459,0.3741,0.4846,0.3152,0.2692,0.165,0.2795,0.7169,0.0002,0.0002,0.0862,0.26,2.2512,2.3001,8.9632,1.1105,12.5802
420,0.0459,0.3494,0.4785,0.3225,0.2636,0.1677,0.283,0.7173,0.0001,0.0002,0.0853,0.2615,2.2234,2.2722,8.2484,1.0833,11.8076
421,0.0456,0.2897,0.4704,0.3178,0.2633,0.2164,0.278,0.7606,0.0001,0.0002,0.0717,0.2674,2.1902,2.2389,8.3239,1.1078,11.8739
422,0.0454,0.3525,0.4675,0.3157,0.2678,0.1698,0.2857,0.7263,0.0001,0.0001,0.0589,0.2658,2.1965,2.2449,8.3603,1.1201,11.9289
423,0.0449,0.3993,0.4657,0.3222,0.2707,0.1644,0.2857,0.7239,0.0001,0.0001,0.0616,0.2686,2.2488,2.2964,8.3562,1.1182,11.9774
424,0.0463,0.2743,0.45,0.3323,0.2597,0.1831,0.2808,0.7331,0.0003,0.0002,0.0676,0.2783,2.1567,2.2076,11.9925,1.1133,15.5166
425,0.0458,0.3115,0.4939,0.3296,0.2695,0.1761,0.2858,0.742,0.0002,0.0002,0.0831,0.2833,2.2605,2.3094,8.4713,1.1194,12.1051
426,0.0463,0.3824,0.5093,0.3763,0.2717,0.2002,0.2983,0.7832,0.0003,0.0002,0.0876,0.2878,2.4469,2.4963,8.4728,1.1351,12.3107
427,0.0457,0.3906,0.4869,0.3448,0.2696,0.1863,0.2885,0.7533,0.0003,0.0002,0.0674,0.2648,2.3263,2.3751,8.3463,1.1107,12.037
428,0.0457,0.3405,0.4936,0.3428,0.2689,0.1896,0.2839,0.7542,0.0002,0.0001,0.0902,0.2757,2.3146,2.3636,8.2811,1.1046,11.9565
429,0.046,0.2928,0.4889,0.3512,0.2655,0.1834,0.2869,0.746,0.0002,0.0002,0.0859,0.2804,2.2659,2.3153,8.4198,1.1138,12.0588
430,0.0459,0.4766,0.4822,0.3184,0.263,0.1677,0.2828,0.7166,0.0001,0.0001,0.0791,0.2679,2.3524,2.4015,8.3608,1.1113,12.077
431,0.0448,0.4825,0.4668,0.305,0.2652,0.2142,0.2818,0.7643,0.0002,0.0002,0.0705,0.2662,2.3682,2.4164,8.3068,1.108,12.0421
432,0.0537,0.186,0.4547,0.3355,0.2616,0.1832,0.2743,0.7283,0.0003,0.0002,0.072,0.2695,2.085,2.1439,11.2498,1.1112,14.7291
433,0.0446,0.3231,0.4905,0.3253,0.2667,0.1813,0.2909,0.7476,0.0003,0.0002,0.0745,0.2815,2.2589,2.3069,8.4087,1.1148,12.0365
434,0.0459,0.4293,0.4873,0.3557,0.2682,0.183,0.2896,0.7478,0.0002,0.0002,0.0711,0.2751,2.3851,2.4343,8.3718,1.1158,12.1311
435,0.0458,0.447,0.4785,0.3395,0.2675,0.1834,0.2835,0.7423,0.0003,0.0002,0.0686,0.2775,2.3743,2.4232,8.367,1.1042,12.101
436,0.0496,0.3565,0.4912,0.3326,0.2605,0.1868,0.2851,0.7414,0.0003,0.0001,0.0678,0.2779,2.2875,2.3404,8.2879,1.0993,11.9322
437,0.0455,0.4154,0.475,0.349,0.2687,0.1905,0.2867,0.7553,0.0002,0.0001,0.0929,0.2752,2.3812,2.43,8.3794,1.1107,12.1281
438,0.0463,0.3509,0.4774,0.328,0.2605,0.1889,0.2917,0.7489,0.0002,0.0002,0.0889,0.2754,2.2854,2.3348,8.9449,1.11,12.5972
439,0.0456,0.373,0.4901,0.3406,0.2646,0.1803,0.2835,0.7364,0.0001,0.0002,0.0838,0.2733,2.3157,2.3646,8.3012,1.1065,11.9774
440,0.0562,0.2755,0.4427,0.3211,0.2571,0.1858,0.2751,0.7251,0.0003,0.0002,0.067,0.2694,2.1231,2.1839,10.5499,1.074,14.0368
441,0.0476,0.3277,0.5051,0.3333,0.2686,0.1839,0.285,0.7478,0.0003,0.0001,0.0728,0.293,2.2971,2.3482,9.0059,1.0991,12.6679
442,0.0457,0.3569,0.4844,0.3226,0.2672,0.1683,0.2837,0.7229,0.0002,0.0002,0.0678,0.268,2.2336,2.2825,8.2877,1.1043,11.8936
443,0.0451,0.3401,0.4789,0.326,0.2663,0.1717,0.2816,0.723,0.0002,0.0001,0.0971,0.2667,2.2408,2.2887,8.3272,1.0774,11.9026
444,0.0456,0.2937,0.4885,0.3407,0.2653,0.1828,0.2854,0.7423,0.0002,0.0002,0.0855,0.2688,2.2378,2.2866,8.2793,1.106,11.8785
445,0.0457,0.4303,0.4753,0.3249,0.2676,0.1826,0.2831,0.7399,0.0002,0.0001,0.068,0.2714,2.3306,2.3797,8.2201,1.0742,11.88
446,0.0459,0.4252,0.4747,0.3318,0.2671,0.178,0.2845,0.738,0.0002,0.0001,0.0627,0.2641,2.3104,2.3593,8.2726,1.0988,11.9403
447,0.0455,0.3564,0.4892,0.3402,0.2674,0.1924,0.2886,0.7573,0.0003,0.0001,0.0889,0.2865,2.3376,2.3865,8.2941,1.1114,11.9979
448,0.0482,0.2888,0.4548,0.3316,0.2573,0.2283,0.2762,0.7716,0.0003,0.0002,0.0644,0.269,2.1983,2.2512,9.9397,1.1153,13.5151
449,0.0471,0.3217,0.4867,0.348,0.2694,0.1812,0.2846,0.7433,0.0003,0.0002,0.0676,0.2867,2.2701,2.3206,8.3169,1.1197,11.9714
450,0.0471,0.4057,0.4828,0.3549,0.2645,0.1829,0.2845,0.7383,0.0002,0.0001,0.0661,0.2859,2.3511,2.4015,8.3726,1.0955,12.083
451,0.0477,0.432,0.4744,0.3478,0.273,0.1888,0.286,0.7556,0.0003,0.0002,0.0897,0.2814,2.3999,2.4507,8.3467,1.1089,12.1158
452,0.0462,0.3378,0.4781,0.3334,0.2634,0.1809,0.2809,0.7295,0.0003,0.0001,0.0875,0.2756,2.2609,2.3103,8.3177,1.1049,11.939
453,0.0455,0.3829,0.4848,0.3599,0.2657,0.1837,0.2873,0.7446,0.0002,0.0001,0.0864,0.276,2.3543,2.403,8.2412,1.0893,11.943
454,0.0457,0.3695,0.4746,0.3432,0.2654,0.1774,0.2827,0.7338,0.0002,0.0002,0.0672,0.2675,2.2706,2.3197,8.2515,1.0954,11.871
455,0.0454,0.3594,0.4764,0.3501,0.2653,0.1787,0.2833,0.7348,0.0003,0.0001,0.0685,0.2725,2.2805,2.329,8.251,1.0888,11.8741
456,0.0607,0.2727,0.4621,0.3487,0.2554,0.1961,0.2752,0.7356,0.0003,0.0001,0.0771,0.2844,2.1998,2.265,10.9016,1.1038,14.4902
457,0.0456,0.3247,0.5011,0.3175,0.2622,0.1861,0.2828,0.7416,0.0003,0.0001,0.0771,0.2786,2.2597,2.3085,8.281,1.0965,11.8925
458,0.0457,0.4387,0.4771,0.3342,0.2707,0.18,0.2848,0.7432,0.0003,0.0001,0.0655,0.2738,2.3479,2.3967,8.2162,1.0923,11.9092
459,0.0457,0.4258,0.4795,0.3487,0.273,0.1837,0.2907,0.7592,0.0003,0.0002,0.0801,0.2865,2.4021,2.451,8.2951,1.0951,12.0533
460,0.0456,0.2923,0.4895,0.3237,0.2691,0.179,0.285,0.7372,0.0002,0.0001,0.0867,0.2763,2.2231,2.2724,8.231,1.0901,11.7968
461,0.0447,0.3485,0.4787,0.335,0.2657,0.1877,0.2816,0.7434,0.0002,0.0001,0.086,0.2636,2.2762,2.3244,8.3425,1.1057,11.9782
462,0.045,0.3934,0.4852,0.3336,0.2674,0.1769,0.2849,0.7363,0.0002,0.0001,0.0868,0.2761,2.3307,2.379,8.6643,1.0995,12.3523
463,0.0445,0.3584,0.483,0.3252,0.2709,0.1894,0.287,0.7558,0.0002,0.0001,0.0772,0.2899,2.3109,2.3587,8.2423,1.0844,11.8901
464,0.0486,0.2787,0.4549,0.3127,0.2598,0.1941,0.2783,0.7428,0.0003,0.0002,0.0761,0.2703,2.1545,2.2077,11.878,1.0934,15.3873
465,0.045,0.4701,0.4923,0.3219,0.268,0.1856,0.2851,0.7616,0.0002,0.0001,0.0816,0.2815,2.4237,2.4721,8.2019,1.0813,11.9642
466,0.0438,0.3756,0.4787,0.3431,0.2605,0.1806,0.2817,0.7319,0.0003,0.0002,0.0747,0.287,2.312,2.359,8.1813,1.0851,11.8311
467,0.0454,0.3529,0.4716,0.3354,0.2693,0.1832,0.2825,0.742,0.0002,0.0002,0.0761,0.2657,2.2603,2.3089,8.2033,1.081,11.7983
468,0.045,0.3081,0.4804,0.3298,0.2658,0.1805,0.2817,0.7348,0.0002,0.0001,0.0853,0.2695,2.2271,2.2754,8.2159,1.0864,11.7854
469,0.0455,0.4239,0.486,0.3506,0.2599,0.1864,0.2844,0.7363,0.0002,0.0002,0.0875,0.2572,2.3623,2.4111,8.2088,1.0882,11.9127
470,0.0454,0.4095,0.4861,0.3428,0.2676,0.178,0.2854,0.7388,0.0002,0.0002,0.0871,0.272,2.3558,2.4045,8.3024,1.0919,12.0046
471,0.0458,0.3006,0.4759,0.3413,0.2627,0.1824,0.2851,0.739,0.0003,0.0002,0.0845,0.2643,2.2222,2.2711,8.4939,1.0886,12.0628
472,0.0483,0.2829,0.4463,0.3439,0.2511,0.1884,0.2768,0.7243,0.0003,0.0002,0.0678,0.2654,2.1504,2.2039,11.3015,1.0878,14.8095
473,0.0469,0.3157,0.4937,0.3266,0.263,0.1875,0.285,0.7435,0.0003,0.0002,0.0736,0.2768,2.249,2.2991,8.2731,1.0951,11.877
474,0.0455,0.4767,0.4812,0.306,0.2734,0.1689,0.2845,0.7305,0.0002,0.0002,0.0747,0.2751,2.3585,2.4071,8.1305,1.0662,11.8116
475,0.0449,0.3791,0.4789,0.3269,0.2662,0.1703,0.2845,0.7256,0.0002,0.0001,0.0743,0.2779,2.2718,2.32,8.2084,1.0694,11.8029
476,0.0452,0.2998,0.4659,0.3167,0.2655,0.1663,0.275,0.7098,0.0002,0.0002,0.0626,0.2744,2.1406,2.1891,8.1605,1.0615,11.614
477,0.0457,0.29,0.4731,0.3402,0.2675,0.2521,0.2859,0.8151,0.0003,0.0001,0.0883,0.2713,2.3002,2.3495,8.219,1.0821,11.8553
478,0.0461,0.3475,0.4957,0.3337,0.2691,0.1785,0.2781,0.7336,0.0002,0.0001,0.0755,0.2588,2.2638,2.3131,8.2613,1.0911,11.8773
479,0.0455,0.3101,0.4791,0.3257,0.2653,0.1805,0.2794,0.7339,0.0002,0.0001,0.0661,0.2642,2.1948,2.2435,8.2363,1.0883,11.773
480,0.0491,0.285,0.4515,0.3238,0.2618,0.1863,0.2743,0.731,0.0002,0.0002,0.076,0.2862,2.175,2.2291,11.2011,1.0808,14.7226
481,0.0471,0.3229,0.4915,0.3267,0.2703,0.1808,0.2901,0.7497,0.0003,0.0002,0.0754,0.2785,2.2641,2.3145,8.7659,1.0531,12.3452
482,0.0459,0.3762,0.4881,0.3445,0.2707,0.1782,0.2844,0.7425,0.0003,0.0002,0.0826,0.2724,2.3246,2.3737,8.4095,1.8628,12.8566
483,0.0454,0.4409,0.4795,0.3471,0.2697,0.1856,0.2879,0.7508,0.0002,0.0002,0.077,0.2705,2.3843,2.4329,10.3145,1.0964,14.054
484,0.046,0.4128,0.4733,0.2996,0.2668,0.1659,0.2853,0.7209,0.0002,0.0001,0.0748,0.2666,2.2564,2.3055,9.36,1.0691,12.941
485,0.0455,0.3198,0.4876,0.3341,0.2676,0.1727,0.2814,0.7255,0.0002,0.0001,0.0651,0.2665,2.2184,2.267,9.2844,1.0782,12.8331
486,0.046,0.2649,0.4754,0.3155,0.2738,0.1884,0.2888,0.7594,0.0003,0.0002,0.0917,0.2907,2.2156,2.2653,10.228,1.0829,13.7833
487,0.0457,0.3408,0.4882,0.304,0.2671,0.1849,0.2904,0.7516,0.0002,0.0001,0.0883,0.281,2.2723,2.3213,10.5437,1.0748,14.1434
488,0.046,0.1836,0.4469,0.3401,0.2553,0.1745,0.272,0.7091,0.0003,0.0001,0.0728,0.281,2.0565,2.1066,11.2677,1.0929,14.6723
489,0.0471,0.3355,0.4934,0.3704,0.2703,0.2473,0.2897,0.8153,0.0003,0.0002,0.0853,0.2921,2.414,2.4649,10.8836,1.0863,14.6466
490,0.0473,0.3824,0.4986,0.3276,0.2723,0.1894,0.2897,0.7557,0.0002,0.0002,0.0682,0.2812,2.3304,2.3811,9.8851,1.0871,13.5653
491,0.0452,0.3725,0.4914,0.3259,0.2672,0.1854,0.2888,0.751,0.0003,0.0002,0.0786,0.2781,2.3162,2.3645,9.3494,1.0809,13.0029
492,0.0447,0.4095,0.4949,0.3259,0.2714,0.1887,0.2901,0.7565,0.0002,0.0001,0.0912,0.279,2.3773,2.4253,8.887,1.05,12.5669
493,0.0451,0.3577,0.4828,0.3332,0.2746,0.2335,0.2829,0.799,0.0003,0.0002,0.0868,0.2791,2.3593,2.4077,10.3432,1.0848,14.0578
494,0.045,0.351,0.4886,0.3238,0.2717,0.1857,0.2846,0.7482,0.0002,0.0002,0.0845,0.2622,2.2753,2.3233,10.2824,1.0533,13.8626
495,0.0438,0.3406,0.4825,0.2979,0.2584,0.1618,0.2869,0.71,0.0002,0.0002,0.0858,0.2727,2.2021,2.2489,10.3151,1.0499,13.8169
496,0.0441,0.273,0.4477,0.3067,0.257,0.1712,0.2784,0.7097,0.0003,0.0002,0.0716,0.2573,2.0748,2.1228,12.2322,1.8172,16.3735
497,0.0521,0.3276,0.5099,0.3292,0.2709,0.2555,0.2982,0.8365,0.0003,0.0002,0.0865,0.2847,2.392,2.4476,10.4577,1.0692,14.1856
498,0.0455,0.4477,0.4972,0.309,0.2657,0.1756,0.281,0.7297,0.0003,0.0002,0.0841,0.2782,2.3825,2.4312,11.0482,1.0396,14.7273
499,0.0417,0.3625,0.4691,0.3052,0.2686,0.1731,0.2843,0.7293,0.0002,0.0001,0.0733,0.2794,2.2274,2.2724,8.001,1.0346,11.5166
500,0.0434,0.3461,0.4657,0.3137,0.2722,0.2806,0.2878,0.845,0.0002,0.0002,0.0901,0.2913,2.3651,2.4121,8.4257,1.0721,12.1214
501,0.0501,0.3815,0.4962,0.3508,0.2659,0.167,0.2839,0.7211,0.0003,0.0002,0.0719,0.2754,2.3152,2.3689,8.1324,1.0615,11.777
502,0.0456,0.2957,0.4691,0.3321,0.2662,0.169,0.2819,0.7207,0.0001,0.0001,0.0747,0.2817,2.1887,2.2376,8.0598,1.0612,11.566
503,0.0427,0.3619,0.4754,0.3631,0.2757,0.1754,0.2826,0.7411,0.0002,0.0002,0.0661,0.2772,2.3045,2.3504,8.1728,1.0652,11.7973
504,0.0548,0.2951,0.4375,0.3251,0.2523,0.2202,0.282,0.7626,0.0002,0.0002,0.078,0.2629,2.1812,2.2408,11.566,1.0671,15.0928
505,0.0454,0.3234,0.4869,0.3317,0.2762,0.23,0.2862,0.7997,0.0003,0.0001,0.0749,0.2818,2.3189,2.3675,8.1796,1.0429,11.7941
506,0.0436,0.3802,0.482,0.3361,0.2746,0.2169,0.292,0.7871,0.0002,0.0001,0.0682,0.2781,2.3492,2.3958,8.1424,1.0629,11.8054
507,0.0429,0.3421,0.4751,0.3384,0.2797,0.2128,0.2903,0.7897,0.0003,0.0001,0.0883,0.2589,2.3091,2.355,8.1101,1.0593,11.7293
508,0.0427,0.3441,0.4755,0.3413,0.2799,0.2373,0.2934,0.8191,0.0002,0.0001,0.0855,0.2609,2.3443,2.3902,8.038,1.0388,11.6712
509,0.0413,0.4089,0.4819,0.3432,0.2797,0.1834,0.294,0.7633,0.0002,0.0002,0.0871,0.2708,2.3717,2.4163,8.0655,1.0412,11.7301
510,0.0419,0.3636,0.4836,0.3492,0.2711,0.2317,0.2976,0.8069,0.0002,0.0002,0.0703,0.2785,2.3726,2.4178,8.1481,1.0349,11.8064
511,0.0454,0.3051,0.4865,0.3243,0.2655,0.2071,0.2877,0.7635,0.0001,0.0001,0.0696,0.2733,2.2394,2.2879,8.0722,1.0697,11.6358
512,0.0424,0.2835,0.4681,0.3368,0.2666,0.1824,0.2812,0.7393,0.0003,0.0002,0.0712,0.281,2.2015,2.2481,10.9307,1.0572,14.4464
513,0.0478,0.3272,0.4923,0.3353,0.2719,0.2467,0.2933,0.8209,0.0002,0.0002,0.0675,0.2733,2.3331,2.3844,8.5251,1.0289,12.1509
514,0.0455,0.4438,0.4735,0.3348,0.2732,0.2222,0.2902,0.7905,0.0002,0.0002,0.066,0.2671,2.3936,2.4423,8.115,1.0534,11.8154
515,0.0456,0.4411,0.4477,0.3285,0.2796,0.1775,0.2949,0.7563,0.0002,0.0002,0.0849,0.2732,2.3499,2.3988,8.104,1.0427,11.757
516,0.0449,0.3039,0.4866,0.3203,0.27,0.2157,0.2919,0.7805,0.0002,0.0002,0.0726,0.273,2.2473,2.2955,8.1101,1.0514,11.6612
517,0.0416,0.2915,0.4703,0.3206,0.2691,0.1704,0.2876,0.7301,0.0001,0.0001,0.0689,0.2605,2.1499,2.1942,8.0993,1.0383,11.5349
518,0.0459,0.4252,0.4716,0.3094,0.2645,0.2087,0.2848,0.7609,0.0002,0.0001,0.0677,0.2723,2.3172,2.366,8.1364,1.0423,11.7486
519,0.0437,0.362,0.4877,0.3433,0.2733,0.1786,0.2883,0.7483,0.0003,0.0001,0.0667,0.2733,2.3041,2.3508,7.999,1.0495,11.6051
