,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
69,18.4811,61.8607,8.3673,90.4716
70,18.1528,68.7073,8.4528,97.0652
71,18.0009,71.1823,8.4443,99.3771
72,20.0054,110.691,9.1421,141.422
73,19.1666,110.351,14.482,145.597
74,18.7146,64.055,8.5917,92.915
75,19.5297,69.3427,8.6179,99.2257
76,21.0457,65.0721,8.6463,96.5345
77,19.7621,67.0901,8.7081,97.2422
78,21.2709,65.3614,8.72,97.0785
79,19.0004,66.4831,8.7557,95.9597
80,23.817,66.7679,8.7847,100.965
81,21.0751,66.1177,8.8312,97.75
82,26.9597,88.3512,8.9625,126.004
83,19.8607,119.934,10.4216,151.851
84,20.0707,120.769,15.9048,158.365
85,28.4315,109.302,16.1008,155.394
86,20.0981,109.637,15.0143,146.341
87,19.7965,66.9264,8.9517,97.2762
88,21.8808,67.2023,8.986,99.6388
89,20.3413,70.0039,16.4681,108.53
90,19.7022,67.7857,9.5174,98.6929
91,19.4097,74.3556,16.4788,111.944
92,26.9257,76.564,9.2693,114.438
93,19.5164,68.5912,15.4772,105.298
94,29.1876,67.8938,8.9961,107.705
95,19.2828,89.294,11.5971,121.85
96,23.6946,122.547,9.0111,156.782
97,21.571,67.4221,8.9476,99.5035
98,20.7596,67.528,9.0797,99.0595
99,20.1263,67.6515,9.1175,98.5919
100,20.0251,67.7503,9.265,98.739
101,19.9676,67.4313,9.0754,98.2068
102,19.439,70.0068,9.0879,100.242
103,25.1205,67.3848,9.0484,103.256
104,21.406,113.008,9.0359,144.967
105,23.3432,75.3798,9.0296,109.364
106,19.7304,74.9361,15.9475,112.314
107,23.9681,69.9004,9.0948,104.645
108,19.4188,68.0392,9.1197,98.2865
109,23.9515,82.595,9.0304,117.288
110,20.6683,67.6315,9.0384,99.0555
111,19.3267,69.5712,9.0825,99.6993
112,27.1348,123.446,17.8437,170.092
113,23.7711,117.721,15.8889,158.899
114,23.088,124.715,17.0057,166.366
115,35.4273,125.87,15.175,178.003
116,34.0455,118.05,17.2469,170.896
117,29.6202,125.667,17.2243,173.996
118,23.2266,126.727,14.5674,166.081
119,25.0082,67.813,9.092,103.568
120,36.8812,126.294,16.245,180.977
121,25.3176,126.112,13.8588,166.821
122,34.7081,68.3095,9.1903,113.792
123,22.4372,68.1599,9.2842,101.63
124,21.439,88.9244,9.1863,121.271
125,23.3838,126.329,17.3397,168.78
126,25.2924,69.5175,9.1514,105.579
127,22.179,76.9044,9.6559,110.481
128,37.6532,130.424,18.1996,187.825
129,25.7325,68.0465,9.2095,104.569
130,22.3531,69.5574,9.1559,102.787
131,21.3049,71.7289,9.3002,104.069
132,21.1767,76.0412,9.2803,108.231
133,20.8069,81.3922,9.1948,113.096
134,20.5979,68.0998,9.2439,99.6715
135,20.1986,83.6984,9.224,114.84
136,37.7524,129.962,16.212,185.442
137,26.163,120.453,9.3969,157.599
138,34.7831,68.2147,9.1912,113.855
139,23.004,93.2942,10.0349,128.076
140,34.3566,127.252,17.5935,180.839
141,25.0493,127.401,17.3774,171.421
142,24.4848,125.646,17.4504,169.209
143,25.8266,127.343,13.3199,168.093
144,27.0846,127.538,16.2281,172.444
145,25.7665,118.399,17.3178,163.191
146,26.3092,129.078,17.621,174.597
147,36.87,129.957,18.0756,186.518
148,26.3882,125.945,14.5363,168.475
149,25.8732,128.099,18.2239,173.795
150,25.8119,127.767,16.3909,171.595
151,25.9032,126.96,17.4529,171.956
152,27.4448,129.48,17.8496,176.335
153,25.4967,128.462,17.3745,172.957
154,24.6436,128.217,17.4927,171.949
155,25.1646,128.786,17.5412,173.107
156,24.226,128.072,17.6067,171.561
157,24.4479,129.449,17.3997,172.959
158,35.5742,127.922,16.6691,181.737
159,35.5624,129.045,17.8293,184.006
160,26.4916,127.402,18.3493,173.875
161,24.9261,122.721,16.3408,165.529
162,24.4828,127.916,17.4662,171.473
163,25.6679,128.086,17.3605,172.718
164,35.3057,127.958,17.5339,182.436
165,24.7403,127.865,16.8292,171.025
166,23.6445,128.941,17.61,171.803
167,23.4449,130.669,17.6265,173.311
168,27.4796,128.541,17.6645,175.388
169,25.3242,68.899,9.3257,105.099
170,22.6097,70.0904,9.2639,103.711
171,23.3261,73.864,9.2713,108.194
172,21.3854,77.7525,9.4513,110.317
173,22.6756,101.263,10.234,135.92
174,26.6516,77.2099,16.812,122.305
175,23.5325,84.8966,9.3375,119.461
176,28.6419,127.643,10.081,167.988
177,25.1712,126.724,17.2181,170.742
178,25.7401,117.645,16.4881,161.527
179,24.1291,125.285,17.4275,168.47
180,24.84,130.938,17.5234,174.889
181,25.4384,126.614,15.4176,169.057
182,23.3311,125.271,16.89,167.152
183,25.2094,132.15,16.6092,175.558
184,27.7182,125.147,17.426,171.839
185,25.432,127.192,11.5877,165.877
186,24.192,77.8489,9.4178,113.148
187,37.1673,70.9692,9.2799,119.198
188,32.8818,117.838,18.1955,170.647
189,38.8937,127.93,17.5694,186.008
190,37.4451,128.054,16.4093,183.502
191,39.0266,131.018,17.597,189.276
192,38.9223,134.344,17.8511,192.733
193,29.9488,131.767,17.8033,181.212
194,33.971,128.788,17.7627,182.202
195,39.9328,125.891,17.588,185.065
196,28.7873,127.366,17.2665,175.088
197,33.5347,128.283,17.9281,181.394
198,25.4662,128.657,17.5162,173.308
199,24.9569,120.027,16.8492,163.43
200,27.2299,130.129,11.6199,170.555
201,25.2922,125.962,16.5756,169.407
202,24.6817,127.092,16.5312,169.916
203,24.8362,128.937,17.4824,172.906
204,25.3092,116.705,16.5473,160.182
205,23.8387,131.046,17.5791,174.095
206,26.4284,129.165,11.4114,168.571
207,25.0629,128.706,16.2764,171.653
208,27.6756,69.4039,9.2987,107.961
209,22.9922,68.8906,9.32,102.934
210,24.1985,94.4935,10.781,131.211
211,32.8906,127.141,12.3247,173.95
212,36.6518,126.808,16.9552,182.063
213,25.0926,117.739,10.8322,155.238
214,35.5483,116.427,17.9336,171.553
215,24.3689,68.8581,9.3307,104.145
216,37.6703,128.233,17.1957,184.706
217,36.6535,127.401,18.3529,184.038
218,35.2965,69.7463,9.3182,115.948
219,32.7071,72.3819,9.3776,116.195
220,32.4435,76.4969,16.268,126.944
221,32.9392,127.275,16.5464,178.39
222,33.6362,125.532,17.8173,178.575
223,30.4891,129.073,18.1354,179.313
224,29.8847,129.448,17.6483,178.522
225,31.3786,127.385,17.4867,177.889
226,34.85,127.9,18.0928,182.358
227,37.6353,69.1361,9.3278,117.698
228,33.8501,78.9955,9.327,123.908
229,33.7794,90.9886,15.7419,142.294
230,33.2849,127.003,17.3213,179.205
231,36.3834,127.954,17.2539,183.235
232,38.6739,129.561,17.82,187.643
233,37.0048,68.8026,9.3899,116.821
234,36.8039,70.0296,9.3432,117.92
235,33.4341,69.3472,9.3166,113.82
236,32.6641,95.8518,16.2396,146.483
237,36.8399,132.836,18.3297,189.584
238,34.87,129.049,17.8658,183.344
239,30.161,127.595,17.2688,176.629
240,26.071,127.31,16.2064,171.142
241,22.9276,126.931,17.2116,168.586
242,23.5941,128.752,17.4268,171.277
243,24.2256,128.101,18.1319,172.089
244,25.2978,129.901,18.2026,175.024
245,38.6342,130.565,17.8404,188.731
246,37.3347,130.917,16.0675,185.996
247,33.453,131.382,17.6986,184.114
248,29.804,126.713,17.4617,175.613
249,32.2989,128.159,17.0112,179.037
250,29.8093,127.29,17.3034,175.952
251,31.9616,128.651,16.6764,178.918
252,30.6789,125.917,17.7478,175.943
253,29.5499,130.461,17.3587,179.002
254,26.3916,69.6187,9.3109,106.927
255,22.4107,78.7925,11.5431,114.484
256,36.4633,84.0323,9.3353,131.423
257,27.6782,69.3857,9.3456,108.154
258,21.9214,76.8725,9.2942,109.819
259,21.6351,69.3851,9.307,102.08
260,21.022,69.9847,9.3399,102.091
261,21.2599,70.4503,9.3441,102.784
262,20.9448,68.7333,9.3397,100.754
263,20.6813,71.2058,9.4337,103.07
264,36.267,128.299,12.5701,178.783
265,24.6145,116.88,17.4932,160.566
266,23.3285,128.114,17.6197,170.657
267,33.7834,128.74,16.8846,181.031
268,25.3003,115.108,17.4757,159.42
269,23.6828,127.778,16.3014,169.42
270,23.0214,68.5302,9.2622,102.48
271,21.5335,73.219,9.5363,106.039
272,27.9157,127.964,16.04,173.657
273,24.4842,116.736,17.5392,160.4
274,22.2616,114.575,15.7994,154.346
275,21.9865,128.183,16.0841,167.877
276,22.6123,127.419,17.6163,169.221
277,22.6065,116.274,17.7759,158.228
278,33.6613,126.262,13.1438,174.657
279,32.5437,79.9935,9.3715,123.57
280,25.1965,128.403,17.2837,172.456
281,29.995,126.054,17.4754,175.142
282,26.0066,122.718,10.2728,160.561
283,21.711,68.7346,9.307,101.473
284,21.4104,74.8665,10.7689,108.771
285,22.9306,80.1763,9.3274,114.168
286,20.9187,68.7149,9.3369,100.715
287,25.5698,91.8537,9.2762,128.431
288,26.7568,126.795,15.2854,170.45
289,24.1638,127.701,17.4235,170.941
290,23.282,68.996,9.3989,103.402
291,22.1215,94.2454,9.3393,127.457
292,31.7875,125.348,16.715,175.471
293,23.8469,127.78,16.2368,169.441
294,24.4799,113.981,16.5604,156.59
295,21.8027,69.0473,9.355,101.867
296,25.1534,128.274,17.1102,172.123
297,23.812,114.796,16.8234,157.113
298,32.7383,128.804,10.2046,173.343
299,33.8337,124.925,16.6933,177.08
300,22.6503,126.882,17.3251,168.509
301,22.7454,82.2685,9.4025,116.018
302,21.4799,72.0298,15.52,110.831
303,21.2734,68.729,9.346,101.077
304,25.6903,126.64,12.6487,166.531
305,22.3877,126.831,17.5484,168.413
306,24.0303,127.92,17.1207,170.623
307,22.4152,116.174,16.6493,156.941
308,22.2351,128.073,17.0298,169.052
309,22.7797,113.38,16.7517,154.559
310,22.3873,69.8643,16.7558,110.664
311,21.2865,81.3995,9.3451,113.744
312,24.594,124.512,16.8379,167.508
313,23.4299,125.301,15.699,166.034
314,23.4527,114.707,17.5663,157.43
315,33.5007,126.597,13.6739,175.413
316,32.5466,114.943,15.165,164.367
317,30.3974,70.0906,9.3661,111.456
318,21.4602,76.7631,9.315,109.285
319,21.2294,71.4298,9.3637,103.776
320,26.702,117.787,16.2181,162.509
321,34.555,125.429,17.5951,179.135
322,24.7994,115.342,16.7912,158.429
323,22.7256,128.842,16.8278,169.898
324,22.594,127.918,17.1728,169.25
325,31.7651,128.339,10.5925,172.269
326,23.4434,124.116,15.5604,164.679
327,33.5229,114.216,15.6472,165.068
328,27.1591,125.441,15.7595,169.944
329,24.6586,69.667,9.3538,105.302
330,23.5089,82.8534,12.2092,120.304
331,23.8747,127.757,12.9813,166.302
332,24.7382,115.632,16.8115,158.757
333,25.1571,85.9441,14.6944,127.323
334,29.2206,124.839,11.397,167.142
335,24.0086,126.446,16.2282,168.293
336,26.6443,125.511,17.0097,170.835
337,30.0398,122.624,17.1832,171.431
338,33.5613,125.206,17.1324,177.579
339,23.195,68.2567,9.9498,103.091
340,21.9481,78.8876,9.2992,111.85
341,29.3861,93.6179,9.3072,134.073
342,23.0817,112.436,12.8902,150.172
343,25.9715,68.5378,9.2777,105.499
344,23.1348,125.355,11.8561,161.903
345,21.1391,69.1135,9.3474,101.281
346,20.9667,69.2775,9.3873,101.37
347,20.9183,86.4669,9.335,118.47
348,20.5439,72.9203,9.2863,104.502
349,20.4687,94.7355,9.3649,126.319
350,20.261,124.276,9.9608,156.092
351,21.9749,116.335,16.8621,156.776
352,26.678,69.362,9.3264,107.11
353,22.6007,76.9761,10.7524,112.066
354,21.8814,82.027,9.3286,114.967
355,25.3671,125.56,10.4636,163.134
356,34.4137,111.995,16.4586,164.535
357,22.0417,68.8531,9.3099,101.819
358,21.5618,93.1515,9.3484,125.808
359,21.6767,124.377,16.2972,163.934
360,26.1248,124.092,16.8439,168.755
361,23.6646,69.0715,9.3294,103.697
362,24.5926,76.3091,9.3245,111.996
363,21.609,78.2329,9.3453,110.95
364,21.3746,93.1933,11.9785,128.291
365,34.5563,119.396,15.8476,171.331
366,22.5726,69.0018,9.9189,103.051
367,21.7756,69.083,12.5179,105.116
368,26.1201,123.685,13.419,164.854
369,32.6287,125.5,12.5488,172.299
370,33.1762,68.4618,9.3211,112.66
371,32.8069,75.1302,9.2847,118.949
372,33.1026,75.9506,9.2867,120.078
373,32.5106,83.5165,9.5671,127.334
374,33.5145,69.9011,9.3395,114.504
375,32.4109,82.3263,9.3089,125.787
376,26.1222,120.44,13.7979,161.936
377,22.9434,69.2616,9.3969,103.263
378,22.1086,88.8708,9.3398,122.063
379,21.8261,68.6194,9.3547,101.541
380,21.4978,68.8213,9.3237,101.406
381,24.0715,83.3764,9.3347,118.526
382,21.6156,68.7046,9.2727,101.351
383,20.5466,81.4844,16.5701,120.349
384,25.4137,123.328,16.2452,166.565
385,22.0608,70.1202,9.4279,103.246
386,21.9597,68.6773,9.4063,101.806
387,26.2747,70.0291,9.6362,107.687
388,21.2673,85.6542,9.3284,118.001
389,22.8166,112.919,15.7606,153.216
390,21.7175,86.1144,9.4204,118.934
391,22.0129,124.005,15.653,163.407
392,25.3545,68.8832,9.6785,105.52
393,22.2182,77.5909,9.3552,110.911
394,21.9348,77.6411,9.2898,110.619
395,21.2722,89.1747,15.3978,127.612
396,24.1941,111.174,14.0153,150.972
397,21.8348,112.974,11.354,147.798
398,21.7176,113.965,15.5174,152.863
399,22.9653,124.939,17.3029,166.777
400,36.1924,68.6728,9.3759,115.868
401,33.7609,84.358,9.8769,129.74
402,34.3014,119.46,9.3922,164.865
403,33.8142,68.4037,9.2789,113.243
404,32.9892,90.9251,9.2578,134.889
405,33.9087,125.319,9.2958,170.234
406,34.2441,69.4938,9.2977,114.617
407,33.1323,69.2282,9.3657,113.468
408,24.245,126.475,17.0142,169.411
409,23.2071,113.812,9.3695,148.009
410,25.4156,68.9622,9.3436,105.386
411,21.648,73.2113,10.2096,106.814
412,29.3736,72.078,9.9368,113.042
413,21.5078,79.0305,9.2954,111.572
414,21.3043,68.5275,9.3539,100.935
415,21.1891,86.7794,9.3368,119.023
416,36.0476,126.46,16.8565,180.848
417,22.6502,109.725,9.3199,143.332
418,22.3672,113.416,17.1669,154.561
419,22.0746,70.6629,9.3902,103.766
420,21.574,71.5965,11.245,106.172
421,21.466,79.4402,10.6372,113.306
422,21.2778,69.1485,11.2341,103.401
423,25.8385,79.2859,9.321,116.193
424,26.1218,69.3416,9.2387,106.474
425,22.773,76.048,16.5728,117.142
426,22.2136,68.7855,9.2895,102.008
427,21.3075,79.6615,12.5435,115.242
428,21.9332,73.8708,9.2927,106.809
429,24.7843,70.1927,9.3212,106.055
430,21.2615,68.5538,9.329,100.908
431,20.6425,70.1795,9.6191,102.192
432,25.3475,122.972,9.7086,159.701
433,22.3028,126.345,16.7185,166.966
434,22.0051,112.649,11.1488,147.367
435,21.8928,70.0856,9.3331,102.951
436,24.4187,73.0571,16.6647,115.899
437,21.5086,68.5509,9.2701,101.029
438,20.7525,69.0332,9.3493,100.878
439,21.5907,69.1248,9.3525,101.797
440,23.9466,111.374,17.1269,154.03
441,21.7131,115.209,16.8499,155.368
442,21.8612,68.9772,10.7686,103.191
443,21.6522,76.8108,9.3237,109.547
444,21.3654,72.9219,16.935,112.986
445,22.0169,79.5839,11.1096,114.403
446,21.2411,85.1323,9.223,117.337
447,21.3256,69.3976,9.3753,101.836
448,24.9604,125.881,16.8004,169.381
449,22.3955,118.893,16.5065,159.436
450,21.7428,127.849,17.0845,168.266
451,21.6086,124.43,10.0388,157.65
452,21.6463,69.7122,9.3701,102.392
453,21.4463,80.2534,9.8687,113.332
454,29.3615,76.0692,9.3741,116.552
455,21.0227,74.3277,16.51,113.609
456,24.069,69.8137,9.289,104.984
457,22.0753,69.2236,9.3268,102.395
458,21.1315,84.202,9.3865,116.473
459,20.8076,68.9316,9.2953,100.805
460,21.4418,88.784,9.3226,121.304
461,21.7417,128.551,10.052,162.077
462,22.1595,68.8271,9.2716,101.869
463,21.313,71.0643,9.2936,103.434
464,25.0497,122.003,15.0441,163.848
465,35.1755,126.192,17.1598,180.135
466,21.5585,117.2,10.4629,150.77
467,21.7588,112.052,17.1141,152.58
468,22.4197,126.853,9.3982,160.239
469,21.5393,68.7265,9.25,101.191
470,21.3925,70.0922,9.302,102.565
471,20.9698,69.9215,9.2387,101.887
472,23.3063,117.453,12.4155,154.73
473,22.5066,70.459,9.3371,103.881
474,21.7319,70.7951,9.2618,103.559
475,21.3839,88.7394,9.3455,121.222
476,21.5181,69.2947,15.5176,108.112
477,21.1747,68.7871,9.4054,101.092
478,24.1266,84.1891,9.31,119.359
479,20.9493,69.142,9.2805,101.13
480,25.2174,118.37,9.2294,154.558
481,21.6284,68.7441,9.3615,101.414
482,21.7354,70.6611,9.2654,103.381
483,21.9431,76.1965,9.2305,109.131
484,21.1448,69.2895,9.367,101.577
485,20.9391,71.3916,9.3093,103.399
486,20.6997,69.6214,9.3871,101.469
487,20.4114,79.4021,13.9171,115.463
488,35.4994,125.42,10.6747,173.135
489,32.7548,68.7159,9.2997,112.518
490,31.0252,68.7435,14.3308,115.849
491,29.7065,76.1174,9.2674,116.801
492,30.3655,87.8748,9.3814,129.367
493,29.2911,69.3941,9.3024,109.745
494,28.8355,68.8538,9.29,108.737
495,30.1627,70.0539,9.2994,111.247
496,24.9233,118.279,11.9145,156.663
497,22.1976,113.548,15.3069,152.684
498,22.488,120.906,13.7934,158.744
499,23.5864,68.6146,9.2859,103.03
500,21.636,70.1325,11.1045,104.642
501,23.2076,78.9429,9.277,113.195
502,21.1311,124.987,11.7711,159.614
503,32.74,116.564,17.0502,167.94
504,25.3787,121.257,9.2173,157.344
505,21.7479,69.0183,9.3471,101.813
506,21.4954,68.6708,9.2425,101.159
507,21.0333,71.6165,9.3472,103.753
508,21.2834,83.9094,9.3681,116.331
509,20.9896,117.649,11.6345,152.052
510,22.3327,69.5536,9.3171,102.869
511,21.1771,68.9801,11.4878,103.415
512,22.4411,115.404,9.2647,148.859
513,20.8956,68.8697,9.2968,100.75
514,20.836,69.3322,9.2757,101.201
515,20.659,69.5275,9.2979,101.255
516,20.4675,68.6797,9.2683,100.181
517,20.5407,68.7937,9.3268,100.431
518,20.2993,69.4103,9.3651,100.828
519,20.6164,69.0792,9.3125,100.78
