,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
229,0.0195,0.3119,0.2897,0.2988,0.2055,0.1662,0.214,0.5909,0.0002,0.0001,0.0725,0.1761,1.752,1.7742,2.4843,0.3278,4.6507
230,0.0197,0.2917,0.2806,0.2995,0.208,0.2302,0.2105,0.6526,0.0002,0.0001,0.0738,0.1678,1.7793,1.8016,2.4887,0.3307,4.6859
231,0.021,0.2953,0.2841,0.3349,0.2157,0.2228,0.2058,0.6487,0.0002,0.0002,0.0662,0.1695,1.811,1.8346,2.5783,0.3273,4.8055
232,0.0208,0.2841,0.303,0.3139,0.203,0.1822,0.1957,0.5867,0.0002,0.0002,0.0691,0.1771,1.7477,1.7727,2.9246,0.5574,5.3284
233,0.0204,0.3069,0.2982,0.3192,0.2063,0.1794,0.2151,0.6066,0.0003,0.0001,0.0676,0.1857,1.7967,1.82,2.5593,0.3513,4.8007
234,0.0203,0.3193,0.2849,0.311,0.2019,0.1768,0.2122,0.5966,0.0002,0.0002,0.0588,0.1772,1.7595,1.7827,2.5573,0.333,4.7417
235,0.0207,0.2993,0.2833,0.3053,0.2137,0.2243,0.2113,0.6541,0.0001,0.0002,0.0769,0.1736,1.8203,1.8439,2.6142,0.3238,4.8481
236,0.0217,0.2935,0.2859,0.3051,0.2096,0.168,0.2102,0.5923,0.0002,0.0001,0.0644,0.1718,1.7243,1.7486,2.5243,0.3253,4.6679
237,0.0208,0.3025,0.2877,0.3198,0.2065,0.1689,0.219,0.6011,0.0003,0.0002,0.077,0.1855,1.787,1.8111,2.5024,0.3306,4.7091
238,0.0196,0.2912,0.2874,0.3123,0.2049,0.2198,0.215,0.6455,0.0003,0.0001,0.0681,0.185,1.8023,1.8245,2.4643,0.3204,4.6742
239,0.0205,0.2978,0.2841,0.3047,0.2057,0.2204,0.2135,0.6437,0.0002,0.0001,0.0652,0.1642,1.7711,1.7941,2.6503,0.3233,4.8328
240,0.0212,0.2508,0.3075,0.3114,0.1942,0.1798,0.2058,0.5853,0.0002,0.0002,0.07,0.1868,1.7255,1.7509,4.097,0.512,6.4304
241,0.0204,0.304,0.2914,0.3142,0.2027,0.2187,0.216,0.6423,0.0003,0.0001,0.0784,0.1753,1.821,1.8444,2.475,0.3276,4.7129
242,0.02,0.2931,0.2785,0.3004,0.2054,0.1702,0.211,0.5917,0.0002,0.0001,0.0668,0.1659,1.7076,1.7302,2.4502,0.3228,4.5679
243,0.0199,0.3029,0.2936,0.3177,0.2105,0.1746,0.2113,0.6015,0.0001,0.0002,0.057,0.175,1.766,1.7884,2.4928,0.3277,4.6736
244,0.0198,0.297,0.2855,0.3071,0.2066,0.1671,0.222,0.6005,0.0002,0.0001,0.0763,0.1819,1.76,1.7823,2.4897,0.3305,4.668
245,0.0202,0.2926,0.2872,0.3137,0.2046,0.1687,0.2137,0.5921,0.0001,0.0001,0.0648,0.1738,1.7368,1.7597,2.5224,0.3431,4.6917
246,0.0197,0.3032,0.2814,0.3183,0.2045,0.2183,0.2164,0.6433,0.0002,0.0002,0.0767,0.1796,1.8145,1.8369,2.4345,0.319,4.6553
247,0.0196,0.2934,0.2904,0.2948,0.2078,0.1725,0.2111,0.5954,0.0002,0.0002,0.0765,0.184,1.7458,1.7679,2.4494,0.3248,4.6062
248,0.0218,0.1601,0.2875,0.354,0.1963,0.1769,0.2067,0.585,0.0003,0.0002,0.0778,0.175,1.6565,1.6827,3.808,0.3327,5.8966
249,0.0212,0.3122,0.3104,0.3276,0.2107,0.1807,0.215,0.6117,0.0002,0.0002,0.0789,0.1716,1.8244,1.8484,2.5456,0.3205,4.7846
250,0.0206,0.2945,0.2845,0.3131,0.209,0.1738,0.2174,0.6044,0.0002,0.0001,0.0673,0.1838,1.759,1.7823,2.5283,0.3265,4.7056
251,0.0217,0.2928,0.2829,0.302,0.2071,0.1694,0.2217,0.6036,0.0002,0.0002,0.074,0.1688,1.7337,1.758,2.552,0.3262,4.7056
252,0.0209,0.3114,0.2866,0.3182,0.2039,0.1762,0.2117,0.5969,0.0002,0.0002,0.0701,0.1785,1.7731,1.7968,2.5506,0.3344,4.7497
253,0.022,0.3024,0.2816,0.3226,0.2078,0.1742,0.2164,0.6026,0.0002,0.0002,0.075,0.1735,1.7698,1.7945,2.5125,0.3239,4.698
254,0.0204,0.3045,0.2882,0.2996,0.2095,0.1771,0.2149,0.6071,0.0002,0.0002,0.0671,0.1762,1.7546,1.7774,2.5201,0.3203,4.6822
255,0.0198,0.3055,0.2892,0.3008,0.2072,0.1734,0.2126,0.5973,0.0002,0.0002,0.078,0.18,1.7665,1.7893,2.4888,0.3243,4.6671
256,0.0199,0.2519,0.2853,0.3291,0.1991,0.1938,0.2133,0.6143,0.0003,0.0002,0.0836,0.1837,1.7686,1.7926,2.8717,0.3267,5.0567
257,0.0191,0.306,0.294,0.3355,0.2138,0.1742,0.2167,0.6142,0.0002,0.0002,0.0901,0.1848,1.848,1.8705,3.1644,0.3279,5.4303
258,0.0205,0.2983,0.2859,0.3243,0.2069,0.2214,0.2156,0.6498,0.0002,0.0002,0.0741,0.1662,1.8144,1.8378,2.4769,0.324,4.7042
259,0.0205,0.2962,0.2823,0.3194,0.2086,0.1758,0.2171,0.6081,0.0002,0.0002,0.07,0.1814,1.7725,1.7959,2.46,0.3234,4.6444
260,0.02,0.2969,0.2815,0.3264,0.2129,0.1685,0.2218,0.6091,0.0002,0.0002,0.0767,0.1803,1.7827,1.8053,2.4766,0.3225,4.6693
261,0.0203,0.2995,0.2882,0.3137,0.2092,0.22,0.2191,0.6543,0.0002,0.0001,0.0706,0.167,1.8066,1.8295,2.4691,0.3165,4.6797
262,0.0193,0.2948,0.2871,0.2997,0.21,0.1704,0.2149,0.6004,0.0002,0.0002,0.0689,0.1767,1.7383,1.7602,2.4605,0.3222,4.6074
263,0.0208,0.2907,0.2847,0.31,0.2128,0.1712,0.2149,0.6035,0.0002,0.0001,0.0734,0.17,1.7443,1.7678,2.4559,0.3188,4.607
264,0.0213,0.1769,0.2988,0.3211,0.2043,0.18,0.2057,0.5961,0.0002,0.0001,0.0702,0.1653,1.6434,1.6693,4.1931,0.4462,6.3793
265,0.0221,0.3014,0.3035,0.3164,0.2102,0.1715,0.2164,0.6019,0.0002,0.0002,0.0643,0.1631,1.7666,1.7916,2.4904,0.3159,4.6647
266,0.0205,0.2957,0.2827,0.3085,0.2078,0.1849,0.2206,0.6199,0.0002,0.0002,0.076,0.17,1.7637,1.787,2.4275,0.3194,4.5988
267,0.0205,0.2931,0.2822,0.3158,0.2136,0.1686,0.2184,0.6049,0.0002,0.0001,0.0732,0.1805,1.7606,1.7836,2.4371,0.3137,4.599
268,0.0198,0.2885,0.2846,0.3029,0.2083,0.1758,0.2228,0.6133,0.0002,0.0001,0.0646,0.1718,1.7355,1.7577,2.4184,0.3169,4.6029
269,0.0202,0.2974,0.3068,0.3057,0.2132,0.1853,0.2211,0.6268,0.0003,0.0001,0.0786,0.1723,1.8035,1.8262,2.4855,0.3146,4.6908
270,0.0194,0.2937,0.285,0.3052,0.2145,0.1732,0.2191,0.6116,0.0002,0.0002,0.0704,0.1791,1.7563,1.778,2.4278,0.3117,4.5821
271,0.02,0.2899,0.2865,0.2972,0.2213,0.1746,0.2233,0.6231,0.0002,0.0002,0.0633,0.1636,1.7346,1.7568,2.4207,0.3091,4.5509
272,0.0238,0.2361,0.2858,0.3683,0.2047,0.1786,0.2098,0.5991,0.0002,0.0002,0.0705,0.18,1.7552,1.7835,2.8077,0.3174,4.9858
273,0.0208,0.3115,0.2978,0.313,0.2084,0.1769,0.22,0.611,0.0002,0.0001,0.0754,0.1632,1.7845,1.8085,2.5246,0.3182,4.7206
274,0.0212,0.2963,0.2841,0.3079,0.2004,0.2198,0.2146,0.6404,0.0002,0.0002,0.0768,0.1869,1.8032,1.8273,2.5206,0.3099,4.7269
275,0.021,0.2969,0.285,0.3048,0.2102,0.1692,0.2223,0.6064,0.0002,0.0001,0.0645,0.1755,1.744,1.7676,2.7647,0.3116,4.9121
276,0.0202,0.3049,0.2825,0.3293,0.2098,0.1752,0.2184,0.6082,0.0001,0.0001,0.0719,0.179,1.7884,1.8113,2.5062,0.3086,4.6914
277,0.0204,0.2933,0.2906,0.2949,0.2088,0.1678,0.2155,0.5963,0.0002,0.0002,0.0671,0.1754,1.7285,1.7516,2.4263,0.315,4.5576
278,0.0201,0.2984,0.2955,0.2968,0.2106,0.1781,0.219,0.6125,0.0002,0.0002,0.0713,0.1636,1.75,1.7727,2.4236,0.3112,4.5723
279,0.0202,0.2957,0.2913,0.3009,0.2046,0.1696,0.2114,0.5895,0.0002,0.0001,0.0769,0.1783,1.7491,1.772,2.4529,0.3105,4.6004
280,0.0203,0.2444,0.2878,0.3232,0.2171,0.2616,0.2059,0.6888,0.0002,0.0001,0.07,0.1858,1.815,1.8398,2.9301,0.3139,5.1536
281,0.0204,0.3049,0.2937,0.3082,0.2134,0.1784,0.2196,0.6207,0.0002,0.0001,0.0679,0.1733,1.7805,1.8037,3.0414,0.3109,5.225
282,0.0209,0.3028,0.2835,0.3042,0.2081,0.2216,0.2139,0.6482,0.0002,0.0001,0.0652,0.1758,1.7912,1.8149,2.6344,0.3144,4.8305
283,0.0206,0.2934,0.2883,0.3029,0.2032,0.1694,0.2108,0.5884,0.0002,0.0001,0.0678,0.1782,1.7311,1.7543,2.4063,0.3091,4.5344
284,0.021,0.2926,0.2925,0.3195,0.2105,0.1696,0.2148,0.5995,0.0002,0.0002,0.0823,0.1816,1.781,1.8047,2.4526,0.3115,4.6334
285,0.0193,0.3086,0.2965,0.3184,0.203,0.1783,0.2109,0.5974,0.0002,0.0002,0.0679,0.1656,1.7669,1.7888,2.4135,0.3166,4.5878
286,0.0203,0.3037,0.2892,0.3076,0.1977,0.1702,0.2089,0.581,0.0002,0.0001,0.0734,0.1705,1.7364,1.7598,2.4216,0.3134,4.5603
287,0.0206,0.2954,0.2853,0.2952,0.208,0.1729,0.214,0.5988,0.0002,0.0002,0.0759,0.1759,1.7397,1.763,2.3979,0.312,4.538
288,0.0237,0.2453,0.295,0.3235,0.1973,0.1942,0.2595,0.658,0.0003,0.0002,0.0667,0.1652,1.7702,1.7987,4.0928,0.5188,6.4874
289,0.0206,0.3063,0.2984,0.3138,0.2008,0.175,0.207,0.5905,0.0002,0.0002,0.0663,0.1655,1.7519,1.7753,2.4512,0.3096,4.6061
290,0.0216,0.2971,0.2924,0.2999,0.2056,0.1745,0.2121,0.5964,0.0002,0.0002,0.0785,0.1807,1.7583,1.7829,2.4042,0.3098,4.5621
291,0.0204,0.296,0.2847,0.3102,0.2053,0.1744,0.2133,0.5975,0.0002,0.0001,0.0687,0.1803,1.7485,1.7715,2.3953,0.3099,4.5416
292,0.0216,0.2993,0.2858,0.3103,0.2044,0.176,0.212,0.5973,0.0002,0.0002,0.0642,0.1627,1.7312,1.7553,2.419,0.3018,4.5432
293,0.0204,0.3001,0.2996,0.3268,0.2071,0.1759,0.2153,0.6041,0.0002,0.0002,0.0675,0.185,1.8022,1.8252,2.3847,0.3082,4.5831
294,0.0196,0.3061,0.2975,0.3004,0.2028,0.1689,0.21,0.5864,0.0002,0.0001,0.0839,0.1743,1.7612,1.7835,2.3859,0.306,4.5409
295,0.0196,0.2935,0.2956,0.3133,0.202,0.1722,0.2102,0.5904,0.0002,0.0001,0.066,0.173,1.7493,1.7714,2.3832,0.304,4.5237
296,0.0242,0.2637,0.3095,0.3028,0.1937,0.1803,0.2083,0.5878,0.0002,0.0002,0.0707,0.1722,1.7205,1.7492,2.7024,0.3084,4.8367
297,0.0202,0.305,0.3012,0.3342,0.206,0.2181,0.2149,0.6448,0.0002,0.0002,0.0665,0.1758,1.8416,1.8649,3.0683,0.3313,5.3314
298,0.0208,0.301,0.289,0.3055,0.2011,0.1746,0.2111,0.5922,0.0002,0.0001,0.0635,0.1706,1.7329,1.7561,2.363,0.3145,4.4991
299,0.0198,0.2918,0.2828,0.3078,0.2014,0.1643,0.2105,0.5806,0.0002,0.0001,0.0737,0.1748,1.7278,1.7501,2.3598,0.304,4.4794
300,0.0207,0.294,0.2931,0.3179,0.2,0.1821,0.2125,0.6031,0.0003,0.0001,0.077,0.1757,1.7815,1.8047,2.3877,0.3065,4.5651
301,0.0195,0.3085,0.2849,0.3209,0.2038,0.178,0.2129,0.6026,0.0002,0.0002,0.0688,0.1852,1.7855,1.8079,2.3353,0.2992,4.5076
302,0.0194,0.3,0.2907,0.3125,0.203,0.1726,0.2106,0.6064,0.0002,0.0002,0.0747,0.1781,1.7755,1.7976,2.3518,0.3037,4.5178
303,0.0198,0.2963,0.2901,0.3018,0.2009,0.1665,0.2075,0.5781,0.0002,0.0002,0.0676,0.1933,1.7408,1.7634,2.3434,0.3,4.4722
304,0.02,0.1762,0.2989,0.3266,0.2151,0.1819,0.1932,0.5953,0.0002,0.0001,0.0688,0.1705,1.6547,1.6792,2.9382,0.3032,4.9901
305,0.022,0.3062,0.3022,0.3097,0.2006,0.2211,0.2086,0.6392,0.0003,0.0001,0.0713,0.1785,1.8235,1.8488,2.4605,0.3038,4.6859
306,0.0218,0.3021,0.2906,0.3067,0.2048,0.1881,0.21,0.6086,0.0002,0.0002,0.0545,0.1627,1.736,1.761,2.4233,0.3006,4.5519
307,0.0206,0.2929,0.283,0.3089,0.1969,0.1731,0.204,0.5776,0.0002,0.0001,0.0679,0.1808,1.7208,1.7441,2.4075,0.2991,4.5172
308,0.0211,0.2928,0.2893,0.3126,0.1985,0.1763,0.2075,0.5893,0.0002,0.0001,0.0798,0.1739,1.7483,1.7722,2.4275,0.3047,4.5735
309,0.0214,0.2925,0.2814,0.3038,0.2002,0.225,0.2066,0.637,0.0003,0.0001,0.0773,0.1727,1.7767,1.8008,2.3715,0.3082,4.5475
310,0.0197,0.3037,0.294,0.3125,0.1974,0.1664,0.2061,0.5745,0.0002,0.0002,0.0713,0.173,1.7415,1.7641,2.3274,0.3004,4.457
311,0.0205,0.3055,0.293,0.296,0.1983,0.1749,0.2102,0.5887,0.0002,0.0001,0.0854,0.1828,1.7652,1.7885,2.3186,0.2955,4.4675
312,0.0208,0.1514,0.2829,0.3181,0.1878,0.1763,0.1962,0.5657,0.0002,0.0002,0.0713,0.2326,1.6361,1.6615,3.7536,0.2982,5.7825
313,0.0193,0.3049,0.2933,0.3094,0.1961,0.1657,0.2065,0.5716,0.0002,0.0002,0.0682,0.185,1.7451,1.7673,2.4046,0.2953,4.5317
314,0.0202,0.2926,0.287,0.3172,0.2027,0.1734,0.2073,0.5925,0.0002,0.0001,0.0694,0.1862,1.7618,1.7847,2.3515,0.2964,4.4974
315,0.0207,0.2918,0.2811,0.3117,0.1971,0.2185,0.2093,0.6286,0.0003,0.0001,0.0616,0.1662,1.7522,1.7759,2.3205,0.2916,4.4556
316,0.0202,0.2939,0.2799,0.3172,0.2051,0.1656,0.2053,0.5801,0.0001,0.0001,0.0667,0.1811,1.7289,1.7518,2.3249,0.2909,4.4328
317,0.02,0.296,0.2808,0.311,0.1972,0.2013,0.2067,0.6121,0.0002,0.0001,0.0697,0.1703,1.7515,1.774,2.3412,0.2912,4.4709
318,0.0192,0.2989,0.296,0.3012,0.2069,0.2229,0.2047,0.6397,0.0003,0.0002,0.0796,0.1722,1.8003,1.8221,2.3384,0.2933,4.5186
319,0.0202,0.2936,0.2861,0.304,0.1994,0.1797,0.2046,0.5891,0.0002,0.0001,0.0653,0.1714,1.7202,1.7429,2.3357,0.301,4.4446
320,0.0247,0.2116,0.2929,0.3183,0.1919,0.1807,0.1948,0.5734,0.0002,0.0001,0.0654,0.1779,1.6537,1.6826,3.3743,0.4167,5.5496
321,0.0211,0.3008,0.2832,0.3172,0.1995,0.2154,0.2076,0.6298,0.0002,0.0001,0.0645,0.169,1.7761,1.8002,2.7033,0.2941,4.8644
322,0.0203,0.298,0.2867,0.3073,0.2032,0.2219,0.2084,0.6388,0.0002,0.0001,0.0701,0.1796,1.7927,1.8157,2.3562,0.2934,4.53
323,0.0206,0.3025,0.2842,0.3084,0.199,0.1734,0.2091,0.5861,0.0002,0.0002,0.0542,0.1787,1.7261,1.7494,2.3154,0.2916,4.4211
324,0.021,0.2926,0.2877,0.3027,0.2019,0.2159,0.2053,0.6281,0.0002,0.0002,0.0741,0.1631,1.7636,1.7871,2.3515,0.2917,4.4951
325,0.0207,0.2961,0.2774,0.3078,0.1979,0.2142,0.2087,0.6256,0.0002,0.0001,0.087,0.1706,1.775,1.7983,2.3488,0.29,4.5025
326,0.0236,0.2954,0.3003,0.3203,0.1952,0.182,0.2047,0.5896,0.0003,0.0002,0.0805,0.1867,1.7898,1.8159,2.3322,0.2912,4.5048
327,0.0194,0.2932,0.2914,0.303,0.1972,0.1728,0.2079,0.5831,0.0002,0.0001,0.0667,0.1736,1.7228,1.7448,2.3308,0.289,4.4295
328,0.0239,0.2375,0.288,0.3112,0.1884,0.1894,0.2395,0.6228,0.0002,0.0001,0.0761,0.1672,1.7154,1.7435,2.8352,0.3069,4.9616
329,0.0203,0.3036,0.2889,0.3345,0.1949,0.2221,0.2005,0.6229,0.0002,0.0001,0.0903,0.189,1.8458,1.8693,2.9203,0.3214,5.1792
330,0.0207,0.2992,0.2888,0.3039,0.1944,0.1708,0.2038,0.5737,0.0002,0.0001,0.0683,0.1619,1.7063,1.7296,2.3098,0.2902,4.394
331,0.0211,0.2933,0.2859,0.3016,0.1941,0.2182,0.2057,0.6227,0.0002,0.0001,0.0649,0.1766,1.7556,1.779,2.3645,0.2978,4.5073
332,0.02,0.2936,0.284,0.3045,0.1966,0.2236,0.2102,0.6353,0.0002,0.0002,0.0744,0.1704,1.7743,1.797,2.3687,0.2898,4.5206
333,0.02,0.3011,0.29,0.3016,0.2005,0.222,0.2058,0.634,0.0002,0.0002,0.0634,0.1739,1.776,1.7986,2.3619,0.2882,4.5165
334,0.0196,0.3106,0.2862,0.3096,0.2026,0.1765,0.2033,0.5871,0.0003,0.0001,0.0654,0.1821,1.7522,1.7745,2.3343,0.2886,4.4625
335,0.0198,0.2958,0.2932,0.3044,0.1992,0.2441,0.2077,0.663,0.0003,0.0002,0.0825,0.1856,1.8437,1.8662,2.3651,0.292,4.6053
336,0.0215,0.2368,0.2853,0.3713,0.1928,0.2227,0.1918,0.6105,0.0002,0.0002,0.0653,0.172,1.7533,1.7791,3.3099,0.3721,5.5269
337,0.0205,0.3007,0.2887,0.295,0.1962,0.1826,0.2132,0.6024,0.0003,0.0002,0.0757,0.181,1.7537,1.7768,2.3844,0.2911,4.5186
338,0.0199,0.3016,0.2882,0.3063,0.2084,0.2154,0.2105,0.6381,0.0002,0.0002,0.0778,0.1827,1.8099,1.8329,2.3519,0.2882,4.5378
339,0.0191,0.294,0.287,0.2959,0.2004,0.2049,0.2079,0.6163,0.0001,0.0002,0.0664,0.1756,1.7462,1.7679,2.3783,0.2895,4.5006
340,0.0215,0.294,0.2875,0.3107,0.2019,0.1699,0.2139,0.5919,0.0002,0.0002,0.0675,0.1748,1.7383,1.7625,2.3445,0.2889,4.4609
341,0.0206,0.2978,0.2894,0.2985,0.204,0.2089,0.2157,0.6336,0.0002,0.0001,0.0761,0.1827,1.7927,1.8158,2.3807,0.2899,4.5516
342,0.0199,0.3029,0.2888,0.3015,0.195,0.2137,0.2111,0.6242,0.0002,0.0001,0.0692,0.1727,1.7711,1.7935,2.3379,0.2867,4.4838
343,0.0208,0.2943,0.2893,0.3105,0.1984,0.2136,0.2119,0.6284,0.0002,0.0001,0.0734,0.1742,1.7825,1.806,2.33,0.2838,4.4847
344,0.0216,0.1628,0.2855,0.3174,0.1886,0.1757,0.2039,0.5758,0.0003,0.0002,0.0723,0.1759,1.6013,1.627,3.0537,0.3047,5.0555
345,0.0199,0.3388,0.2983,0.3413,0.2054,0.1879,0.2157,0.6219,0.0003,0.0002,0.0823,0.1854,1.8853,1.9082,2.8185,0.3426,5.1389
346,0.0205,0.3055,0.298,0.2994,0.1952,0.169,0.207,0.5747,0.0002,0.0001,0.0732,0.1763,1.7365,1.7598,2.3179,0.2871,4.4307
347,0.0207,0.2903,0.2756,0.3177,0.205,0.1732,0.2107,0.5935,0.0002,0.0001,0.0651,0.1739,1.7312,1.7549,2.3488,0.2871,4.4563
348,0.0205,0.3076,0.2942,0.3431,0.2095,0.2201,0.2113,0.6456,0.0001,0.0001,0.0646,0.1612,1.8303,1.8537,2.3567,0.282,4.5573
349,0.0211,0.2931,0.2848,0.3009,0.2079,0.1679,0.2179,0.5987,0.0003,0.0002,0.0634,0.172,1.724,1.7477,2.3484,0.2838,4.4444
350,0.0208,0.2943,0.2886,0.3013,0.2043,0.2189,0.2125,0.6407,0.0002,0.0002,0.068,0.1748,1.7805,1.8037,2.3419,0.2858,4.4969
351,0.0194,0.2946,0.2925,0.3163,0.194,0.218,0.2131,0.6308,0.0003,0.0001,0.0788,0.1685,1.7976,1.8197,2.31,0.2848,4.4798
352,0.0207,0.2416,0.2904,0.3218,0.2153,0.1991,0.1993,0.6196,0.0002,0.0002,0.0757,0.1767,1.7404,1.7652,3.1965,0.3944,5.426
353,0.0208,0.3016,0.3003,0.3034,0.2014,0.2128,0.2054,0.623,0.0002,0.0001,0.0713,0.1739,1.7886,1.8121,2.9136,0.2784,5.0728
354,0.0197,0.3182,0.2849,0.2996,0.1985,0.1688,0.2002,0.5709,0.0002,0.0001,0.0546,0.1794,1.7178,1.7402,2.3139,0.2786,4.3974
355,0.0196,0.2918,0.275,0.2937,0.2047,0.2075,0.2112,0.6265,0.0001,0.0002,0.073,0.1764,1.7442,1.7661,2.2818,0.2802,4.3959
356,0.0203,0.2925,0.2837,0.3123,0.2049,0.2161,0.215,0.6393,0.0002,0.0002,0.0735,0.1784,1.7916,1.8143,2.2908,0.2771,4.4465
357,0.0203,0.2927,0.2777,0.3102,0.2074,0.2279,0.2074,0.6472,0.0003,0.0002,0.0642,0.1607,1.7631,1.7858,2.3186,0.2821,4.4538
358,0.0196,0.3091,0.2973,0.3119,0.2042,0.2256,0.2163,0.6512,0.0002,0.0001,0.0773,0.1803,1.8453,1.8677,2.2904,0.2759,4.4985
359,0.02,0.2953,0.2885,0.3165,0.2044,0.2095,0.2136,0.6346,0.0002,0.0002,0.0757,0.1777,1.7971,1.8195,2.3047,0.2809,4.4697
360,0.0212,0.1554,0.2853,0.3113,0.1919,0.2211,0.1987,0.6163,0.0002,0.0002,0.0886,0.2506,1.7207,1.7463,3.3588,0.3297,5.5044
361,0.0213,0.3029,0.2887,0.3256,0.2001,0.22,0.2057,0.631,0.0002,0.0001,0.0674,0.1683,1.798,1.8222,2.8749,0.2798,5.0505
362,0.0206,0.2999,0.2922,0.3131,0.2056,0.1745,0.2109,0.5967,0.0003,0.0001,0.07,0.1674,1.7523,1.7756,2.3086,0.2794,4.4293
363,0.0199,0.3095,0.2892,0.3012,0.2089,0.171,0.2151,0.6006,0.0002,0.0001,0.0706,0.1727,1.7562,1.7788,2.292,0.281,4.4172
364,0.0205,0.2974,0.2882,0.2973,0.2093,0.1696,0.2145,0.5981,0.0002,0.0001,0.0713,0.1889,1.7522,1.7752,2.2989,0.2833,4.4222
365,0.0199,0.3016,0.289,0.2988,0.2052,0.2062,0.2116,0.6279,0.0003,0.0002,0.0762,0.1695,1.7742,1.7966,2.308,0.284,4.454
366,0.0194,0.3111,0.3045,0.3054,0.2088,0.226,0.2152,0.6551,0.0002,0.0002,0.0769,0.1733,1.8417,1.8637,3.6605,0.4461,6.0369
367,0.0204,0.3073,0.2863,0.3145,0.204,0.1744,0.2099,0.5924,0.0002,0.0002,0.0649,0.1746,1.7532,1.7765,3.7627,0.2771,5.883
368,0.0242,0.2382,0.2903,0.3144,0.1899,0.2278,0.2373,0.6594,0.0002,0.0001,0.078,0.1572,1.7502,1.7788,3.6606,0.452,5.9661
369,0.0215,0.3086,0.3169,0.3244,0.2044,0.1814,0.2074,0.615,0.0002,0.0002,0.0765,0.1767,1.8347,1.8598,2.5278,0.2875,4.7434
370,0.0211,0.2993,0.2827,0.3171,0.2108,0.2146,0.2123,0.6422,0.0002,0.0002,0.075,0.1815,1.8099,1.8338,2.5618,0.2883,4.7529
371,0.021,0.2944,0.301,0.3133,0.2069,0.2214,0.2124,0.6453,0.0003,0.0001,0.0832,0.1894,1.8394,1.8631,3.0258,0.3993,5.3566
372,0.0215,0.2974,0.283,0.3114,0.2004,0.1738,0.2149,0.5934,0.0002,0.0002,0.0737,0.1707,1.741,1.7651,2.3257,0.2875,4.4503
373,0.0202,0.2971,0.287,0.2995,0.2045,0.1771,0.2161,0.6035,0.0002,0.0002,0.0677,0.1775,1.7436,1.7663,3.408,0.4885,5.7276
374,0.0191,0.3129,0.2937,0.3044,0.209,0.2207,0.2176,0.6518,0.0002,0.0002,0.0753,0.1691,1.8178,1.8394,2.2519,0.2843,4.4394
375,0.0202,0.3002,0.2856,0.315,0.2037,0.221,0.2142,0.6442,0.0003,0.0001,0.067,0.1874,1.8125,1.8354,2.2494,0.2842,4.4337
376,0.0213,0.242,0.2887,0.3169,0.2066,0.1695,0.2217,0.6046,0.0003,0.0001,0.0789,0.1752,1.7171,1.7424,3.987,0.4023,6.2049
377,0.0199,0.3158,0.3152,0.323,0.2046,0.2292,0.2139,0.6543,0.0002,0.0002,0.0711,0.1829,1.8758,1.8991,2.9954,0.2837,5.246
378,0.0201,0.2961,0.2779,0.3129,0.2109,0.2168,0.2155,0.6479,0.0003,0.0001,0.0747,0.1697,1.7903,1.8131,2.2313,0.2896,4.3996
379,0.0197,0.3048,0.2939,0.3043,0.2053,0.2113,0.2109,0.6322,0.0002,0.0002,0.0556,0.1724,1.7746,1.7969,3.6007,0.2814,5.7447
380,0.0209,0.3132,0.2925,0.3057,0.207,0.1757,0.2154,0.6022,0.0002,0.0002,0.0734,0.1777,1.7775,1.8011,2.2418,0.2903,4.4016
381,0.0193,0.2976,0.2934,0.3058,0.2107,0.1739,0.2126,0.6012,0.0001,0.0001,0.0723,0.1703,1.7518,1.7736,2.2608,0.4258,4.5275
382,0.0208,0.2983,0.2944,0.3093,0.2133,0.1679,0.2161,0.6022,0.0002,0.0002,0.0686,0.1836,1.7684,1.7919,4.087,0.509,6.4569
383,0.0215,0.3018,0.2825,0.285,0.2062,0.1686,0.2088,0.5884,0.0002,0.0002,0.076,0.1733,1.7185,1.7427,3.389,0.4677,5.6663
384,0.0212,0.2538,0.2962,0.3714,0.1994,0.1884,0.2298,0.6256,0.0002,0.0002,0.0804,0.1776,1.819,1.8445,2.6295,0.2934,4.8392
385,0.0208,0.3022,0.2882,0.3154,0.2144,0.1814,0.2139,0.6163,0.0002,0.0002,0.0756,0.1661,1.7753,1.799,2.9344,0.2907,5.0939
386,0.021,0.2972,0.2903,0.353,0.2122,0.1814,0.2222,0.6249,0.0002,0.0002,0.0835,0.1977,1.8689,1.8927,3.9454,0.4826,6.3904
387,0.0208,0.2988,0.2919,0.3157,0.2055,0.1802,0.2123,0.604,0.0002,0.0002,0.0736,0.1854,1.782,1.8053,2.3101,0.2932,4.4773
388,0.0199,0.2986,0.2846,0.3152,0.2141,0.1681,0.2158,0.603,0.0002,0.0002,0.0733,0.1623,1.7478,1.7703,2.1855,0.2879,4.3099
389,0.0199,0.2935,0.2845,0.2986,0.2065,0.1797,0.217,0.6073,0.0001,0.0001,0.0709,0.1838,1.7554,1.7782,3.2919,0.4114,5.5472
