,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
390,0.0194,0.3008,0.3117,0.3285,0.2177,0.2237,0.2123,0.6611,0.0002,0.0001,0.0652,0.1723,1.8566,1.8788,2.195,0.2889,4.4271
391,0.0194,0.3005,0.2892,0.3074,0.2044,0.1794,0.213,0.6017,0.0002,0.0002,0.0679,0.1634,1.7414,1.7631,2.2406,0.2914,4.3622
392,0.0199,0.2673,0.298,0.373,0.1975,0.1823,0.2078,0.5927,0.0002,0.0001,0.1038,0.2521,1.9003,1.9246,3.3267,0.4218,5.7429
393,0.0207,0.3004,0.2928,0.3185,0.2026,0.2228,0.2062,0.6371,0.0002,0.0001,0.0746,0.1667,1.8028,1.8265,2.3084,0.2938,4.4975
394,0.0217,0.2955,0.2865,0.308,0.2036,0.2194,0.2123,0.6396,0.0002,0.0002,0.079,0.182,1.802,1.8265,2.3116,0.2933,4.5003
395,0.0222,0.2973,0.2907,0.3283,0.2028,0.1817,0.2135,0.6036,0.0002,0.0002,0.0756,0.1723,1.7787,1.8035,3.3107,0.4881,5.6706
396,0.0199,0.3166,0.2866,0.3316,0.2134,0.176,0.2173,0.6108,0.0002,0.0001,0.0577,0.1791,1.7953,1.8181,2.2633,0.2957,4.4447
397,0.0202,0.3063,0.2883,0.304,0.2106,0.1712,0.2173,0.6046,0.0002,0.0002,0.0787,0.1702,1.7639,1.7869,2.1927,0.2935,4.3418
398,0.0208,0.2934,0.2871,0.3043,0.2087,0.1854,0.2166,0.6155,0.0002,0.0002,0.0651,0.164,1.7409,1.7644,2.1755,0.3183,4.3235
399,0.0202,0.2986,0.2844,0.3199,0.2133,0.2199,0.2242,0.6625,0.0003,0.0002,0.0669,0.1737,1.8175,1.8402,3.1879,0.2999,5.3933
400,0.0216,0.2556,0.2925,0.3321,0.2083,0.224,0.2034,0.6435,0.0002,0.0002,0.0693,0.165,1.7716,1.7976,3.3877,0.4305,5.6893
401,0.021,0.305,0.2923,0.3188,0.2106,0.2197,0.2134,0.649,0.0002,0.0002,0.0766,0.1833,1.8384,1.8625,3.1081,0.433,5.4739
402,0.0244,0.3114,0.2994,0.3175,0.1992,0.2248,0.2063,0.6347,0.0002,0.0001,0.0619,0.1852,1.8239,1.8679,3.0404,0.3086,5.2867
403,0.0204,0.3377,0.3015,0.3101,0.208,0.218,0.2171,0.6479,0.0002,0.0001,0.0696,0.17,1.8485,1.8718,2.3131,0.3143,4.5673
404,0.0217,0.3243,0.2965,0.3082,0.2107,0.2168,0.2131,0.6456,0.0002,0.0002,0.0798,0.1845,1.8506,1.8751,2.3258,0.4563,4.7253
405,0.0202,0.315,0.2927,0.3137,0.2053,0.2125,0.213,0.6365,0.0002,0.0001,0.0608,0.1779,1.8083,1.8313,4.0088,0.4825,6.3871
406,0.0203,0.3059,0.3037,0.3074,0.209,0.2341,0.2279,0.6775,0.0002,0.0002,0.0897,0.1737,1.8714,1.8944,2.8155,0.3036,5.0799
407,0.0189,0.3183,0.2953,0.323,0.2056,0.2189,0.2165,0.6444,0.0002,0.0001,0.0777,0.1739,1.8458,1.8672,2.3191,0.3159,4.5685
408,0.0197,0.1619,0.2935,0.3288,0.1944,0.2213,0.2258,0.6478,0.0002,0.0001,0.0833,0.1626,1.6909,1.7153,3.8003,0.3182,5.9045
409,0.0208,0.3119,0.2932,0.3107,0.2096,0.2285,0.2098,0.6531,0.0002,0.0001,0.0663,0.1689,1.8214,1.8451,3.0319,0.3174,5.2623
410,0.0195,0.332,0.3012,0.3075,0.2068,0.1603,0.214,0.5863,0.0003,0.0001,0.0625,0.1849,1.7956,1.8177,2.2455,0.3178,4.4455
411,0.0195,0.2935,0.2925,0.3029,0.2096,0.225,0.2137,0.6544,0.0002,0.0001,0.071,0.1795,1.8054,1.8275,2.3783,0.3116,4.5833
412,0.0201,0.3025,0.2833,0.313,0.2144,0.2237,0.2165,0.6597,0.0003,0.0001,0.0689,0.165,1.8059,1.8285,2.2549,0.3243,4.4726
413,0.0199,0.3026,0.2865,0.3156,0.21,0.2223,0.2138,0.6507,0.0002,0.0001,0.0712,0.1767,1.8142,1.8366,2.2776,0.3151,4.494
414,0.0203,0.2947,0.2904,0.3066,0.2074,0.2259,0.2185,0.6552,0.0001,0.0002,0.0621,0.1668,1.7869,1.8098,2.2759,0.3159,4.4662
415,0.0203,0.3037,0.2867,0.3166,0.2107,0.2181,0.2185,0.6521,0.0001,0.0001,0.0709,0.1828,1.831,1.8543,2.3531,0.317,4.59
416,0.02,0.2477,0.3058,0.3553,0.2037,0.2368,0.2108,0.6589,0.0003,0.0001,0.0659,0.1744,1.8257,1.8496,3.739,0.3304,5.9836
417,0.0194,0.3109,0.3149,0.3018,0.2153,0.2122,0.221,0.6521,0.0002,0.0002,0.075,0.1622,1.8319,1.8538,2.9449,0.3165,5.1802
418,0.0199,0.2937,0.283,0.3063,0.2168,0.2167,0.2183,0.6551,0.0002,0.0002,0.0762,0.1716,1.7964,1.819,2.2958,0.322,4.5012
419,0.0202,0.2908,0.2758,0.3008,0.222,0.1755,0.2256,0.6287,0.0004,0.0003,0.0627,0.1685,1.7427,1.7654,2.3489,0.3257,4.5089
420,0.0199,0.2961,0.2802,0.2943,0.2156,0.2094,0.2178,0.6463,0.0002,0.0001,0.0753,0.1896,1.7908,1.8135,2.3306,0.324,4.5364
421,0.0196,0.2976,0.2836,0.2871,0.2184,0.2089,0.2211,0.6517,0.0002,0.0001,0.0737,0.1743,1.7768,1.799,2.3468,0.3245,4.5351
422,0.0206,0.2941,0.2871,0.2915,0.2136,0.1621,0.2264,0.6052,0.0002,0.0001,0.0758,0.1745,1.737,1.76,2.33,0.3248,4.4793
423,0.0206,0.2933,0.2747,0.3009,0.2148,0.168,0.2162,0.6024,0.0002,0.0001,0.0652,0.1781,1.731,1.7547,2.3568,0.3251,4.5058
424,0.0212,0.1575,0.2905,0.3195,0.2065,0.2204,0.2129,0.6447,0.0002,0.0002,0.0699,0.185,1.6842,1.7099,3.9284,0.3295,6.039
425,0.0201,0.3021,0.2995,0.303,0.2163,0.1774,0.2242,0.6233,0.0001,0.0001,0.0771,0.1728,1.7903,1.8133,2.4068,0.3348,4.6245
426,0.0208,0.2961,0.2846,0.3154,0.2191,0.1721,0.2233,0.6195,0.0002,0.0001,0.0793,0.1839,1.7929,1.8168,2.9827,0.3315,5.1982
427,0.0202,0.2962,0.2882,0.3001,0.2186,0.1707,0.2227,0.6196,0.0002,0.0002,0.0852,0.1742,1.7789,1.8019,2.6273,0.332,4.8273
428,0.024,0.295,0.2972,0.3006,0.2097,0.1783,0.217,0.6092,0.0003,0.0001,0.0796,0.1754,1.7725,1.7991,2.3206,0.3257,4.5097
429,0.0209,0.297,0.2876,0.3034,0.207,0.1707,0.2195,0.6022,0.0002,0.0001,0.066,0.173,1.741,1.7646,2.2763,0.3186,4.4243
430,0.0203,0.2992,0.2823,0.3103,0.2139,0.2205,0.2181,0.6572,0.0002,0.0002,0.0635,0.1698,1.7945,1.8174,2.3074,0.3212,4.5114
431,0.0197,0.2954,0.2944,0.3165,0.2144,0.1763,0.2198,0.6188,0.0004,0.0002,0.083,0.1782,1.8023,1.8247,2.2921,0.3222,4.5043
432,0.021,0.2497,0.2929,0.3157,0.2035,0.1797,0.2362,0.627,0.0003,0.0002,0.0715,0.1842,1.7535,1.7791,3.6999,0.3178,5.8687
433,0.0203,0.3103,0.2979,0.3146,0.2108,0.1769,0.2205,0.6149,0.0002,0.0001,0.0782,0.1726,1.7997,1.8228,2.6907,0.3249,4.9058
434,0.0206,0.3031,0.2931,0.3103,0.2117,0.1775,0.2202,0.6147,0.0002,0.0001,0.0666,0.1754,1.7747,1.798,2.3737,0.326,4.5657
435,0.0214,0.2898,0.2861,0.303,0.2087,0.172,0.2147,0.5998,0.0002,0.0002,0.075,0.1853,1.7493,1.7735,2.3282,0.317,4.4854
436,0.0198,0.297,0.2992,0.308,0.2123,0.2183,0.2185,0.654,0.0002,0.0001,0.0729,0.1726,1.8327,1.855,2.2604,0.317,4.4967
437,0.0201,0.3004,0.2935,0.3083,0.2098,0.1749,0.2135,0.6029,0.0002,0.0001,0.081,0.1734,1.7708,1.7933,2.2908,0.3192,4.468
438,0.0201,0.2914,0.2838,0.3052,0.2127,0.1651,0.2199,0.6026,0.0002,0.0002,0.064,0.1735,1.7311,1.7535,2.2837,0.3177,4.4195
439,0.0204,0.3018,0.2873,0.3074,0.2146,0.1669,0.2185,0.6058,0.0003,0.0002,0.0728,0.1821,1.7698,1.7928,2.2821,0.3266,4.4683
440,0.0208,0.1937,0.2878,0.3216,0.2026,0.1759,0.2088,0.5914,0.0002,0.0001,0.0825,0.1874,1.6816,1.7068,3.8637,0.5175,6.1562
441,0.0203,0.3013,0.2957,0.3096,0.2127,0.1743,0.2191,0.6144,0.0002,0.0001,0.0689,0.1874,1.7881,1.8109,2.2445,0.3211,4.441
442,0.0196,0.312,0.2849,0.3062,0.2126,0.1731,0.216,0.607,0.0002,0.0002,0.0668,0.1719,1.762,1.7841,2.2316,0.3219,4.4028
443,0.0201,0.302,0.2873,0.3112,0.2092,0.172,0.2164,0.6019,0.0002,0.0002,0.0558,0.1713,1.7413,1.764,2.2463,0.3178,4.3968
444,0.0207,0.2972,0.2896,0.3011,0.2151,0.1732,0.2164,0.6101,0.0002,0.0002,0.0703,0.1771,1.7624,1.7859,2.2041,0.3181,4.3729
445,0.0202,0.2966,0.2841,0.3101,0.2162,0.1655,0.2163,0.6014,0.0002,0.0002,0.0645,0.1661,1.7323,1.7551,2.1947,0.3158,4.3338
446,0.0204,0.2909,0.2842,0.301,0.2101,0.1612,0.2272,0.6016,0.0002,0.0002,0.0708,0.1796,1.74,1.7633,2.1966,0.3124,4.3373
447,0.0201,0.3097,0.2905,0.3053,0.2172,0.175,0.2183,0.6143,0.0002,0.0001,0.0682,0.1679,1.7658,1.7887,2.2275,0.311,4.3919
448,0.0205,0.2418,0.2858,0.2971,0.2014,0.1649,0.2417,0.6114,0.0002,0.0002,0.0704,0.1805,1.7004,1.7247,3.8491,0.3174,5.9584
449,0.0209,0.3014,0.3157,0.3204,0.2116,0.1773,0.2143,0.6088,0.0003,0.0002,0.0769,0.1793,1.8174,1.8413,2.2568,0.31,4.4768
450,0.0212,0.3126,0.2899,0.3135,0.2093,0.1774,0.2141,0.6068,0.0002,0.0002,0.0653,0.1754,1.7741,1.7982,2.2544,0.3146,4.4361
451,0.0207,0.2924,0.2907,0.318,0.2088,0.1748,0.2148,0.6029,0.0002,0.0002,0.064,0.1764,1.7566,1.7802,2.5539,0.3091,4.7127
452,0.0212,0.3014,0.2871,0.3067,0.2093,0.1804,0.219,0.6144,0.0001,0.0002,0.0681,0.1743,1.7635,1.7872,2.2488,0.3107,4.4138
453,0.0207,0.292,0.2821,0.3033,0.2086,0.1717,0.2163,0.6005,0.0001,0.0002,0.0743,0.1668,1.7308,1.7554,2.1461,0.3209,4.2871
454,0.0206,0.2951,0.2859,0.3124,0.2107,0.167,0.2167,0.5985,0.0002,0.0001,0.0703,0.1695,1.7434,1.7666,2.1592,0.308,4.2983
455,0.0205,0.2917,0.2881,0.2999,0.2105,0.1991,0.2196,0.6356,0.0002,0.0002,0.085,0.1804,1.793,1.8159,2.2282,0.3201,4.4296
456,0.0247,0.2529,0.3015,0.3548,0.2047,0.1816,0.2104,0.6026,0.0002,0.0001,0.0673,0.1663,1.7618,1.7909,3.6173,0.311,5.7953
457,0.0202,0.3113,0.2983,0.3079,0.213,0.1677,0.2206,0.6071,0.0002,0.0001,0.0763,0.1649,1.7772,1.8,3.0109,0.3095,5.1879
458,0.0201,0.302,0.2982,0.3069,0.2145,0.1749,0.2231,0.6183,0.0002,0.0002,0.0681,0.175,1.7791,1.8016,2.1511,0.3088,4.3262
459,0.0209,0.2922,0.2937,0.3173,0.2134,0.1708,0.2165,0.6051,0.0002,0.0001,0.07,0.1843,1.7752,1.7989,2.1769,0.315,4.36
460,0.0206,0.2948,0.2811,0.3031,0.2184,0.1732,0.2201,0.6164,0.0001,0.0002,0.0746,0.1774,1.758,1.7813,2.1523,0.3099,4.3081
461,0.0195,0.2896,0.3192,0.3073,0.2137,0.1754,0.2204,0.6145,0.0003,0.0002,0.0657,0.1759,1.7841,1.8062,2.1447,0.3146,4.3301
462,0.0196,0.2955,0.2837,0.3121,0.2129,0.1696,0.2198,0.6063,0.0002,0.0002,0.0625,0.1628,1.7336,1.7557,2.1485,0.3004,4.2732
463,0.0205,0.2917,0.2851,0.3005,0.2158,0.1749,0.2188,0.6139,0.0001,0.0002,0.0785,0.1743,1.756,1.7788,2.1704,0.3114,4.3271
464,0.0213,0.1573,0.2751,0.3148,0.2165,0.2484,0.2105,0.6801,0.0002,0.0002,0.0736,0.1906,1.7064,1.7322,3.9528,0.4923,6.2465
465,0.0197,0.3058,0.294,0.3194,0.2132,0.1723,0.2185,0.6082,0.0002,0.0002,0.0668,0.1766,1.7859,1.8083,2.1724,0.313,4.3587
466,0.0194,0.296,0.2884,0.3007,0.2147,0.1708,0.2254,0.6153,0.0002,0.0002,0.0663,0.1625,1.7414,1.7633,2.157,0.307,4.2929
467,0.0205,0.3105,0.2938,0.2988,0.211,0.1775,0.2165,0.6086,0.0002,0.0001,0.0739,0.182,1.7817,1.8049,2.1373,0.3073,4.3148
468,0.02,0.3021,0.2754,0.3023,0.2093,0.2176,0.2188,0.6497,0.0002,0.0001,0.0701,0.1719,1.7839,1.8064,2.1304,0.3167,4.3181
469,0.0201,0.2978,0.2832,0.3115,0.2119,0.2185,0.2209,0.6562,0.0002,0.0001,0.0793,0.1879,1.8471,1.8702,2.1405,0.3086,4.3844
470,0.0202,0.3017,0.2913,0.3134,0.2124,0.1761,0.2231,0.6192,0.0003,0.0002,0.0799,0.1774,1.7933,1.8162,2.1291,0.3189,4.3292
471,0.0196,0.2977,0.2877,0.3236,0.2115,0.1772,0.2188,0.6112,0.0002,0.0001,0.0667,0.1786,1.7782,1.8005,2.1405,0.3102,4.3162
472,0.0213,0.2466,0.2912,0.3188,0.2601,0.1817,0.2092,0.6582,0.0002,0.0002,0.0704,0.1623,1.7629,1.7887,2.8242,0.32,5.0033
473,0.0206,0.3026,0.292,0.315,0.2137,0.2237,0.2196,0.6623,0.0002,0.0002,0.0771,0.1753,1.8375,1.8609,2.2359,0.3202,4.4854
474,0.0218,0.3061,0.2877,0.3101,0.2162,0.2223,0.2222,0.6651,0.0002,0.0002,0.0595,0.1747,1.8137,1.838,2.7736,0.3098,4.9929
475,0.0213,0.2953,0.299,0.3092,0.2166,0.1815,0.2249,0.6309,0.0003,0.0002,0.0631,0.1735,1.7915,1.8158,2.1568,0.3136,4.3553
476,0.0198,0.2939,0.2911,0.3064,0.215,0.2156,0.2189,0.6545,0.0003,0.0002,0.0715,0.1764,1.8057,1.8279,2.1652,0.3116,4.3706
477,0.0203,0.2971,0.2918,0.3087,0.2176,0.2121,0.2213,0.6569,0.0002,0.0001,0.0664,0.1735,1.8073,1.8302,2.1609,0.3221,4.3776
478,0.0203,0.2951,0.2851,0.3049,0.2127,0.2213,0.2157,0.6547,0.0002,0.0002,0.0768,0.1818,1.808,1.8309,2.1535,0.3209,4.3697
479,0.02,0.2933,0.2829,0.2988,0.2102,0.1745,0.2162,0.6041,0.0001,0.0001,0.0741,0.1744,1.7383,1.7607,2.1481,0.318,4.2911
480,0.0242,0.177,0.3064,0.3268,0.2028,0.1801,0.2069,0.5964,0.0002,0.0001,0.0674,0.1726,1.6623,1.6911,3.9613,0.5015,6.2267
481,0.0197,0.3052,0.3085,0.3249,0.2122,0.2188,0.2175,0.6537,0.0003,0.0001,0.0726,0.1811,1.8606,1.8831,2.1959,0.3268,4.4721
482,0.0215,0.3027,0.2884,0.3202,0.2141,0.1728,0.2175,0.6092,0.0003,0.0002,0.0658,0.1737,1.7728,1.7974,2.1979,0.3225,4.3861
483,0.0217,0.3115,0.2885,0.3084,0.212,0.2139,0.2159,0.6462,0.0002,0.0001,0.0595,0.1695,1.796,1.8205,2.1504,0.315,4.3525
484,0.0202,0.3041,0.2896,0.3077,0.208,0.1678,0.2185,0.5993,0.0001,0.0001,0.074,0.1636,1.751,1.7738,2.1548,0.3219,4.315
485,0.0199,0.2967,0.3041,0.3296,0.2124,0.2334,0.2144,0.671,0.0003,0.0002,0.0662,0.1685,1.8583,1.8813,2.15,0.3228,4.4193
486,0.0196,0.3102,0.2941,0.3004,0.2092,0.1663,0.2157,0.5947,0.0002,0.0001,0.0736,0.1675,1.7507,1.7732,2.1329,0.321,4.2916
487,0.02,0.2927,0.2899,0.2903,0.2098,0.217,0.2164,0.6464,0.0002,0.0001,0.076,0.1911,1.8014,1.8241,2.1202,0.32,4.3295
488,0.0242,0.2424,0.2884,0.311,0.2345,0.1927,0.2125,0.646,0.0003,0.0002,0.066,0.1707,1.7381,1.7671,2.585,0.3335,4.7639
489,0.0219,0.302,0.279,0.3154,0.2121,0.177,0.217,0.612,0.0003,0.0001,0.0795,0.1709,1.773,1.7978,3.7321,0.3093,5.9073
490,0.02,0.2955,0.2992,0.3249,0.2097,0.1745,0.2198,0.6105,0.0002,0.0002,0.0677,0.1682,1.7802,1.8027,2.1109,0.3092,4.2872
491,0.0195,0.2912,0.2828,0.306,0.2105,0.2172,0.218,0.6507,0.0002,0.0002,0.0748,0.1803,1.8021,1.8245,2.1588,0.323,4.3738
492,0.0202,0.3057,0.2928,0.3215,0.2095,0.2213,0.2152,0.6506,0.0002,0.0002,0.0779,0.1732,1.8365,1.8593,2.1227,0.3123,4.3659
493,0.0197,0.2936,0.2935,0.3027,0.2125,0.1675,0.2212,0.6057,0.0002,0.0002,0.0733,0.1796,1.76,1.7823,2.1533,0.323,4.3239
494,0.0199,0.2973,0.2928,0.2988,0.2115,0.2215,0.2189,0.6574,0.0002,0.0001,0.0645,0.1698,1.7938,1.8161,2.1051,0.307,4.293
495,0.0243,0.2909,0.2834,0.3089,0.2033,0.2163,0.2193,0.6434,0.0003,0.0001,0.0673,0.1852,1.7907,1.8174,2.0949,0.3216,4.2989
496,0.0238,0.1579,0.2868,0.3164,0.211,0.2292,0.2134,0.6589,0.0002,0.0002,0.0609,0.1774,1.6753,1.7033,3.5349,0.3203,5.6394
497,0.0214,0.3045,0.2882,0.3166,0.2183,0.1764,0.2211,0.621,0.0002,0.0001,0.0712,0.1691,1.7837,1.8079,2.1464,0.3196,4.3411
498,0.0215,0.3047,0.2859,0.3006,0.2058,0.1743,0.2249,0.6095,0.0002,0.0002,0.0675,0.1818,1.7608,1.7859,2.7322,0.3207,4.9035
499,0.0207,0.3155,0.2901,0.3085,0.215,0.1726,0.2194,0.6105,0.0002,0.0001,0.0627,0.1764,1.777,1.8002,2.1088,0.3174,4.2911
500,0.0197,0.3017,0.2829,0.3062,0.2101,0.2077,0.2202,0.6417,0.0002,0.0001,0.0636,0.163,1.7723,1.7949,2.1145,0.3214,4.296
501,0.0206,0.299,0.2792,0.2953,0.2154,0.168,0.2134,0.6,0.0001,0.0002,0.0619,0.1689,1.7143,1.7376,2.1151,0.3208,4.2391
502,0.0207,0.293,0.2865,0.2982,0.2164,0.2109,0.221,0.6541,0.0001,0.0002,0.0718,0.1631,1.7762,1.7995,2.1045,0.3173,4.2863
503,0.0199,0.2932,0.2747,0.2988,0.2117,0.2172,0.22,0.653,0.0001,0.0001,0.0756,0.1919,1.8135,1.8361,2.1282,0.3222,4.3515
504,0.0215,0.2569,0.2768,0.3119,0.2058,0.191,0.2405,0.6421,0.0003,0.0002,0.0674,0.1797,1.7491,1.7751,2.6956,0.3287,4.87
505,0.0208,0.299,0.2936,0.3111,0.2175,0.2154,0.2222,0.6601,0.0002,0.0001,0.0662,0.1766,1.8209,1.8446,2.5369,0.3181,4.7676
506,0.0202,0.316,0.2947,0.3065,0.2121,0.1716,0.2186,0.6082,0.0002,0.0001,0.0788,0.1745,1.7931,1.8159,2.2215,0.3231,4.4273
507,0.0208,0.2932,0.3046,0.3051,0.2162,0.2147,0.2209,0.6569,0.0002,0.0001,0.0705,0.1879,1.8341,1.8578,2.4566,0.3141,4.6956
508,0.0204,0.3017,0.286,0.3001,0.2114,0.1648,0.2221,0.6016,0.0002,0.0001,0.0521,0.1602,1.7102,1.7332,2.1753,0.3093,4.2822
509,0.02,0.3138,0.2876,0.3032,0.2127,0.2203,0.2184,0.6558,0.0002,0.0001,0.0635,0.1767,1.8128,1.8352,2.1694,0.3145,4.3833
510,0.0207,0.2932,0.2809,0.2974,0.2114,0.2081,0.216,0.6388,0.0002,0.0002,0.0653,0.1865,1.7717,1.7948,2.1934,0.3139,4.3691
511,0.0208,0.3033,0.2822,0.2973,0.2155,0.1621,0.2203,0.601,0.0002,0.0002,0.0618,0.1787,1.7329,1.7565,2.4406,0.3109,4.5728
512,0.0206,0.1533,0.29,0.3199,0.2094,0.2146,0.2178,0.6465,0.0003,0.0001,0.087,0.2289,1.7394,1.7643,3.7578,0.4701,6.0618
513,0.0192,0.2997,0.3023,0.3129,0.2193,0.2306,0.2258,0.6821,0.0002,0.0002,0.0758,0.1644,1.8536,1.8758,2.6037,0.3157,4.8617
514,0.0198,0.2985,0.2861,0.3056,0.2164,0.2164,0.2203,0.6579,0.0003,0.0002,0.0669,0.1807,1.8077,1.83,2.1806,0.315,4.39
515,0.0202,0.2913,0.2817,0.3064,0.2132,0.1662,0.2232,0.6074,0.0002,0.0001,0.0668,0.181,1.7464,1.769,2.1928,0.3164,4.3429
516,0.0208,0.294,0.2896,0.3067,0.2121,0.2219,0.216,0.6548,0.0002,0.0001,0.0722,0.1717,1.8001,1.8232,2.2206,0.3172,4.4277
517,0.0204,0.3082,0.2881,0.3147,0.2124,0.221,0.2198,0.6598,0.0001,0.0002,0.0714,0.1691,1.8282,1.8511,2.1756,0.3246,4.416
518,0.0197,0.2937,0.2845,0.3032,0.2142,0.1714,0.2202,0.6108,0.0002,0.0001,0.0749,0.1696,1.7473,1.7695,2.2115,0.3251,4.3727
519,0.0208,0.299,0.2886,0.3126,0.2137,0.1698,0.2193,0.6077,0.0002,0.0002,0.0769,0.1813,1.778,1.8015,2.1714,0.3181,4.3564
