,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
46,1.3382,7.4484,0.9961,9.9087
47,1.3254,7.4242,0.9728,9.8551
48,2.0748,7.5322,0.9967,10.7373
49,1.335,7.6643,1.0023,10.1327
50,1.3415,7.6471,1.0039,10.1235
51,1.3312,7.6839,1.0077,10.147
52,1.3358,7.7988,1.0171,10.2763
53,1.3499,7.8704,1.0353,10.385
54,1.3293,7.921,1.0336,10.4151
55,1.3357,7.9039,1.0274,10.3921
56,2.0479,8.0337,1.0418,11.258
57,1.8446,7.9313,1.0402,10.945
58,1.3533,7.9549,1.0391,10.4743
59,1.3316,8.0236,1.0441,10.5289
60,1.3683,7.9823,1.0352,10.5138
61,1.3501,8.0342,1.0401,10.5524
62,1.3489,7.9266,1.0329,10.436
63,1.3556,8.0367,1.0418,10.5633
64,1.8974,8.0144,1.0248,11.0666
65,2.0766,7.9741,1.0434,11.2248
66,1.3734,8.0723,1.0493,10.6246
67,1.4746,8.0144,1.0328,10.6484
68,1.3899,8.0896,1.0433,10.6515
69,1.3639,8.0654,1.0422,10.5983
70,1.3482,7.9758,1.0456,10.4989
71,1.3674,8.0647,1.0524,10.6131
72,2.0559,8.1226,1.0461,11.3633
73,1.3607,8.0586,1.061,10.6124
74,1.3782,8.0376,1.0427,10.5873
75,1.4576,8.0723,1.045,10.7032
76,1.3672,8.0429,1.0607,10.5999
77,1.371,8.0377,1.0414,10.5844
78,1.3653,8.0099,1.0628,10.5687
79,1.3632,7.9732,1.0429,10.509
80,1.9561,8.0267,1.0483,11.1632
81,1.3704,7.9957,1.0473,10.5456
82,1.3668,8.007,1.0382,10.5398
83,1.3824,7.9833,1.0484,10.5436
84,1.3697,7.9633,1.0481,10.5099
85,1.3731,7.9344,1.0367,10.4719
86,1.4088,7.8731,1.0281,10.4394
87,1.3991,7.8685,1.027,10.4237
88,2.0852,8.0047,1.0375,11.2663
89,1.3709,7.8733,1.0346,10.4136
90,1.352,7.8407,1.0274,10.3488
91,1.3773,7.8196,1.0289,10.3526
92,1.3634,7.8657,1.046,10.4055
93,1.3756,7.8308,1.0316,10.3684
94,1.3779,7.7868,1.0198,10.3166
95,1.3626,7.8087,1.0283,10.3284
96,1.9586,7.8653,1.0184,10.9764
97,1.3637,7.8073,1.0289,10.3306
98,1.3628,7.8186,1.0325,10.3487
99,1.3707,7.7185,1.0126,10.2356
100,1.3722,7.7245,1.0114,10.2374
101,2.0222,8.0281,1.0518,11.2319
102,1.3702,7.9958,1.0017,10.4934
103,1.3866,7.8733,1.0085,10.3965
104,2.1053,8.0214,1.0399,11.3051
105,1.3791,7.7257,1.0516,10.2877
106,2.0447,7.7682,1.0162,10.9645
107,1.3729,7.7064,1.0114,10.2198
108,1.3664,7.6543,1.0006,10.1495
109,1.3843,7.5565,0.9916,10.0634
110,1.3721,7.6695,0.9918,10.1642
111,1.3701,7.5915,1.0228,10.1169
112,2.1198,7.822,1.0064,11.0814
113,1.3915,7.5987,0.989,10.1112
114,1.4016,7.5069,1.0208,10.068
115,1.4124,7.5663,1.0194,10.1296
116,1.4472,7.4919,0.9899,10.059
117,1.3664,7.6469,0.979,10.1209
118,1.3774,7.5142,0.9803,10.0026
119,1.3738,7.5685,0.9865,10.0604
120,2.1155,7.9445,0.9736,11.1714
121,1.3974,7.7488,1.0245,10.3026
122,1.9973,7.7729,0.9738,10.8736
123,2.0588,7.755,0.9719,10.9223
124,1.3888,7.6223,1.0463,10.1903
125,1.3828,7.4375,1.013,9.9633
126,1.852,7.5399,0.9557,10.5401
127,1.3728,7.3773,1.0078,9.8885
128,1.9567,7.6232,0.9989,10.7137
129,1.3809,7.4294,1.0068,9.9503
130,1.3802,7.3739,0.9527,9.8378
131,1.3682,7.3648,0.9539,9.8194
132,1.3717,7.2827,1.0055,9.7894
133,1.3665,7.4107,0.9503,9.8647
134,1.3805,7.4678,1.0053,9.9834
135,1.3798,7.5072,0.9548,9.9723
136,1.9897,7.4147,0.9449,10.4934
137,1.3787,7.359,1.0006,9.8739
138,1.3658,7.4421,0.9399,9.8795
139,1.3911,7.3332,0.9454,9.8009
140,1.4563,7.4465,0.9527,9.9866
141,1.3846,7.5584,0.9503,10.0261
142,1.379,7.2005,1,9.7109
143,1.3864,7.2654,1.012,9.794
144,2.0931,7.7705,1.0654,11.0632
145,1.4678,7.3131,0.9315,9.8451
146,1.3607,7.7206,0.9348,10.1477
147,1.3621,7.4375,1.0359,9.9666
148,1.9188,7.988,0.9648,11.0048
149,1.9365,7.85,0.9216,10.8392
150,1.3845,7.0301,0.9182,9.464
151,1.3778,7.1582,0.92,9.5865
152,2.0945,7.735,0.9207,10.8813
153,1.3834,7.3519,0.9913,9.8606
154,1.3786,7.1982,1.003,9.7109
155,2.1288,7.3793,0.9152,10.5582
156,1.3739,7.492,0.9176,9.9133
157,1.3794,7.277,0.9308,9.7189
158,1.3699,7.1888,0.9893,9.6793
159,1.365,7.2004,1.0018,9.6993
160,1.9485,7.2245,0.9157,10.2199
161,1.9747,7.9007,0.9869,10.9963
162,2.0565,7.8707,1.0181,11.0776
163,1.9686,7.7675,0.995,10.866
164,1.4785,7.3788,1.0048,9.9979
165,1.3802,7.1508,0.9037,9.5683
166,1.3786,7.3357,1.0421,9.8873
167,2.0413,7.5544,0.9033,10.6306
168,2.1159,7.2365,0.9902,10.4831
169,1.4388,7.4743,0.902,9.9485
170,1.3694,7.2549,1.0421,9.8063
171,1.3837,7.1319,0.9834,9.633
172,1.3821,7.18,0.9776,9.6707
173,1.3845,7.1671,0.9859,9.6659
174,1.371,7.1374,0.9949,9.636
175,1.8203,7.0667,0.8984,9.9166
176,1.9678,7.0102,0.9694,10.08
177,2.0262,7.0247,0.9164,10.0989
178,1.3654,6.9593,0.9827,9.4438
179,1.3748,7.2938,0.9015,9.7002
180,1.4617,7.0803,0.8898,9.5619
181,1.3768,7.2271,0.8909,9.6242
182,1.3776,7.0972,0.9776,9.5818
183,1.3729,7.1477,0.8875,9.5406
184,1.9805,7.2241,0.889,10.2251
185,1.3863,7.0534,0.8871,9.4607
186,1.5309,7.1551,0.89,9.7126
187,1.3785,7.2186,0.8839,9.6125
188,1.3762,7.0188,0.9851,9.5137
189,1.3908,7.126,0.9496,9.6015
190,1.3855,7.1623,0.8786,9.5576
191,1.3785,6.9038,0.9675,9.3839
192,2.1161,7.1046,0.8893,10.2509
193,1.3756,7.1114,0.9557,9.5771
194,1.3672,6.9152,0.8795,9.2926
195,1.3722,7.1139,0.8824,9.4994
196,1.7692,7.1538,0.8902,9.9464
197,1.3782,6.9406,0.9608,9.4132
198,1.4,7.2099,0.9515,9.7026
199,1.3697,6.9474,0.8751,9.3239
200,2.1087,7.2279,0.8716,10.3414
201,1.4013,6.9999,0.9628,9.5
202,1.3785,7.1088,0.8675,9.4878
203,1.3912,7.0963,1.0227,9.6411
204,1.3815,6.936,0.9562,9.4083
205,1.3745,7.1622,0.8679,9.5448
206,1.3932,6.9046,0.8651,9.294
207,1.391,7.0979,0.8701,9.4879
208,2.1374,7.3218,0.8831,10.4833
209,1.4074,7.3493,0.961,9.8592
210,1.3937,7.1268,0.8863,9.5426
211,1.3778,6.8808,0.9585,9.3498
212,1.3706,6.7266,0.9373,9.1673
213,1.3743,6.9566,0.8762,9.3392
214,1.3742,7.045,0.9449,9.4959
215,1.3729,6.8358,0.9523,9.2922
216,2.1927,7.0698,0.8674,10.2636
217,1.3824,6.9555,0.8466,9.3194
218,1.3658,6.8766,0.9536,9.3268
219,1.4597,6.7749,0.8482,9.2121
220,1.3805,6.9044,0.941,9.3586
221,1.3742,6.8708,0.9186,9.294
222,1.3857,6.9481,0.947,9.4139
223,1.3604,6.8424,0.8369,9.1712
224,2.1257,6.8719,0.9524,10.09
225,1.3703,7.1235,0.952,9.5797
226,1.3624,6.8152,0.8405,9.1471
227,1.3774,6.8978,0.943,9.3488
228,1.3783,6.8887,0.9324,9.3291
229,1.3605,6.6843,0.9437,9.1178
230,1.3748,6.821,0.8301,9.1623
231,1.3561,6.7735,0.8394,9.1007
232,1.9638,7.1208,0.835,10.0514
233,1.3761,6.6917,0.9114,9.1069
234,1.3762,6.9881,0.9299,9.4271
235,1.3795,6.8877,0.9562,9.3554
236,1.3571,6.7603,0.9386,9.1883
237,1.3796,6.732,0.9097,9.1526
238,1.3787,6.9928,0.8348,9.337
239,1.3675,6.6639,0.8256,8.9889
240,2.0996,7.1136,0.9341,10.2866
241,1.3567,6.6298,0.8285,8.9518
242,1.3686,6.5561,0.9383,8.9924
243,1.4351,6.801,0.9407,9.3089
244,1.3752,6.943,0.9402,9.3923
245,1.3961,7.3768,1.0006,9.9077
246,1.9536,7.9943,0.9759,11.0562
247,1.9473,7.609,0.917,10.6074
248,1.9707,7.3239,0.9385,10.3672
249,1.3718,7.1137,0.9177,9.5376
250,1.3693,6.7208,0.9278,9.1506
251,1.3754,7.3836,0.8221,9.7566
252,1.3688,6.8387,0.8235,9.1658
253,1.3694,6.8103,0.8236,9.1345
254,1.3575,6.7136,0.8243,9.0264
255,1.3694,6.9762,0.8204,9.2986
256,1.9348,7,0.9375,10.0012
257,1.375,6.9583,0.9175,9.3822
258,1.3548,6.839,0.9251,9.2537
259,1.756,6.8655,0.8101,9.5656
260,1.3686,6.9294,0.8219,9.253
261,1.3795,6.9473,0.8184,9.2755
262,1.3768,6.9241,0.8252,9.259
263,1.3869,6.9266,0.8264,9.273
264,2.1216,7.1227,0.9139,10.3011
265,1.3714,6.6899,0.8264,9.0213
266,1.3628,6.8454,0.8137,9.1529
267,1.364,7.0907,0.9659,9.5507
268,1.9071,7.6368,0.9819,10.6565
269,1.9313,7.2894,0.8182,10.1717
270,1.3664,6.7387,0.8285,9.0653
271,1.3707,7.5945,0.9227,10.0206
272,1.9724,7.5263,0.8262,10.459
273,1.3863,6.9878,0.8157,9.3228
274,1.8991,7.0459,0.9061,9.9829
275,1.3653,6.8483,0.9313,9.2774
276,1.4698,6.8402,0.8256,9.2678
277,1.3696,6.8379,0.9148,9.2559
278,1.3578,6.8038,0.9093,9.2018
279,1.373,6.8231,0.9124,9.2407
280,2.0373,7.1485,0.9144,10.2371
281,1.3657,6.7809,0.8088,9.0875
282,1.3709,6.9266,0.8066,9.238
283,1.3622,6.6665,0.8889,9.0494
284,1.3593,7.1788,0.8025,9.4731
285,1.362,6.6889,0.9044,9.0858
286,1.364,6.8761,0.802,9.1726
287,1.3843,6.8312,0.9065,9.2575
288,2.1351,7.0035,0.8091,10.0868
289,1.355,6.5452,0.8898,8.9209
290,1.3609,6.5046,0.8048,8.8014
291,1.3484,6.6593,0.7958,8.9341
292,1.3427,6.6658,0.8093,8.95
293,1.602,7.0523,0.8,9.5847
294,1.3457,7.2884,0.8931,9.6574
295,1.3575,6.7341,0.802,9.0253
296,1.9066,6.8706,0.8086,9.7195
297,1.3569,7.4835,0.9451,9.9187
298,1.8913,7.4836,0.939,10.4476
299,1.8902,6.8711,0.8817,9.7713
300,1.373,7.1019,0.9452,9.5542
301,1.8334,6.5665,0.8936,9.4249
302,1.3652,6.8134,0.7841,9.0934
303,1.3419,6.5509,0.7809,8.8067
304,1.9714,6.9323,0.7815,9.8185
305,1.3512,6.758,0.7747,9.0166
306,1.4635,6.6896,0.7709,9.0543
307,1.3496,6.3095,0.8598,8.6523
308,1.3633,6.6742,0.7872,8.9557
309,1.3658,6.4678,0.7834,8.75
310,1.3808,6.577,0.8754,8.9655
311,1.3828,6.535,0.8586,8.9066
312,1.9439,6.8301,0.7644,9.6774
313,1.3475,6.6038,0.7628,8.8449
314,1.4572,6.7311,0.7683,9.0889
315,1.3469,6.3923,0.8901,8.761
316,1.357,6.5079,0.8657,8.863
317,1.3603,6.3018,0.7665,8.5621
318,1.3364,6.4973,0.7531,8.7177
319,1.3509,6.5956,0.7586,8.837
320,2.0715,6.6598,0.7626,9.6348
321,1.3573,6.5168,0.7622,8.7693
322,1.4237,6.2918,0.8763,8.7248
323,1.3572,6.5447,0.7613,8.7942
324,1.3346,6.7057,0.8443,9.0163
325,1.3388,6.5097,0.8501,8.8306
326,1.3471,6.7153,0.7533,8.9463
327,1.357,6.2551,0.7614,8.5031
328,2.0837,6.6497,0.7618,9.6404
329,1.3807,6.3849,0.755,8.654
330,1.3674,6.0254,0.7465,8.2712
331,1.3748,6.1081,0.8284,8.443
332,1.3467,6.1688,0.7582,8.4046
333,1.3657,6.3914,0.844,8.7328
334,1.3649,6.02,0.8708,8.3866
335,1.367,6.3624,0.7368,8.5985
336,2.1079,6.3927,0.8383,9.4766
337,1.3646,6.0269,0.7337,8.2582
338,1.3499,6.3392,0.8396,8.6626
339,1.3484,6.4454,0.7418,8.6664
340,1.3639,6.2591,0.7357,8.4866
341,1.373,5.9642,0.7338,8.2006
342,1.3578,6.443,0.8174,8.7504
343,1.3477,6.4886,0.7287,8.6956
344,1.9197,6.456,0.837,9.3499
345,1.3479,6.1691,0.7285,8.3796
346,1.3637,6.2638,0.7235,8.485
347,1.355,6.2599,0.8106,8.5579
348,1.3497,6.2426,0.8354,8.5594
349,1.3797,6.2893,0.7482,8.5523
350,1.3816,6.0574,0.7428,8.3161
351,1.3723,6.3521,0.7312,8.5902
352,2.096,6.5403,0.7187,9.4949
353,1.3625,6.2607,0.725,8.4854
354,1.3553,5.9822,0.8267,8.2974
355,1.3498,5.7222,0.7169,7.92
356,1.3421,6.0622,0.8189,8.3542
357,1.4531,6.1294,0.8209,8.5331
358,1.3463,6.0005,0.7097,8.1875
359,1.3399,6.1282,0.7129,8.3146
360,2.0051,6.133,0.8207,9.0919
361,1.3715,5.9636,0.7991,8.2687
362,1.355,6.1214,0.8121,8.4197
363,1.3536,5.6184,0.7934,7.8966
364,1.376,6.1163,0.8474,8.4734
365,1.3743,5.575,0.7069,7.7927
366,1.349,6.2604,0.7106,8.4485
367,1.3444,5.9794,0.8309,8.2846
368,2.0223,6.2876,0.6964,9.1484
369,1.3472,6.0789,0.7997,8.3607
370,1.464,5.681,0.7882,8.0651
371,1.3475,5.8764,0.8081,8.1671
372,1.3387,6.1677,0.7955,8.4369
373,1.3894,6.086,0.8013,8.4096
374,1.357,5.6859,0.6837,7.8584
375,1.3274,5.7251,0.7813,7.9648
376,2.0233,6.1963,0.6887,9.043
377,1.3448,6.0507,0.787,8.3356
378,1.3145,5.8453,0.7727,8.0651
379,1.3367,5.7092,0.696,7.8743
380,1.3254,5.7685,0.7865,8.0155
381,1.3142,6.2251,0.7911,8.4607
382,1.3567,5.6842,0.6858,7.8591
383,1.3416,5.8582,0.7916,8.1237
384,2.0069,6.088,0.6829,8.9244
385,1.3972,5.8311,0.7676,8.1292
386,1.3254,5.6403,0.6878,7.7824
387,1.3217,6.0618,0.6758,8.1917
388,1.3245,5.9609,0.6724,8.0932
389,1.3196,6.2065,0.7686,8.4239
390,1.3265,5.9125,0.7823,8.1531
391,1.3212,5.8924,0.7863,8.1306
392,2.0315,6.3922,0.6738,9.2287
393,1.3244,5.3878,0.7668,7.6139
394,1.3218,5.5563,0.6805,7.6947
395,1.3356,5.6746,0.68,7.8202
396,1.3629,5.8641,0.6763,8.0334
397,1.3299,5.8026,0.6773,7.9408
398,1.3364,5.3778,0.6762,7.5227
399,1.3338,6.1396,0.6881,8.2913
400,2.0684,6.0862,0.6902,8.9859
401,1.3165,5.8923,0.7836,8.1248
402,2.0263,5.9493,0.788,8.8956
403,1.3347,5.7281,0.6842,7.8788
404,1.3476,6.9113,0.8901,9.2778
405,1.9818,6.5806,0.6859,9.3788
406,1.9201,6.4888,0.6846,9.2253
407,1.3317,6.1191,0.8795,8.4637
408,2.0598,6.0142,0.7608,8.9792
409,1.3918,6.7823,0.6839,8.9941
410,1.4676,5.61,0.6918,7.901
411,1.9611,6.2271,0.6901,9.0093
412,1.3611,6.1509,0.6897,8.3343
413,1.3373,5.9664,0.7022,8.1376
414,1.3717,5.9762,0.6987,8.1787
415,1.3709,5.8665,0.7751,8.1414
416,2.0742,6.1443,0.8474,9.206
417,1.3659,6.1865,0.7788,8.4626
418,1.3749,5.8634,0.7725,8.1412
419,1.3691,6.0203,0.7045,8.2261
420,1.3707,6.0617,0.7106,8.2755
421,1.3918,5.6851,0.7031,7.912
422,1.371,5.8569,0.7643,8.1222
423,1.3908,5.9876,0.7013,8.2087
424,2.0408,6.2027,0.7066,9.0907
425,1.3842,5.9349,0.7793,8.2316
426,1.3801,6.2507,0.7137,8.4787
427,1.3998,6.3381,0.8033,8.675
428,1.4567,6.1838,0.7739,8.548
429,1.3845,6.092,0.7832,8.3888
430,1.4005,6.1891,0.7685,8.4881
431,1.3862,6.1192,0.7304,8.3702
432,2.0591,6.4706,0.7747,9.4434
433,1.3942,6.5924,1.0085,9.1296
434,2.017,7.2758,0.7352,10.1597
435,1.4122,6.9834,0.739,9.2692
436,1.4796,6.1083,0.7755,8.4996
437,2.0015,6.6254,0.7478,9.5041
438,1.39,6.3083,0.8862,8.7141
439,1.431,6.1237,0.8118,8.4949
440,1.9039,6.2283,0.7492,9.015
441,1.5167,6.342,0.7583,8.7487
442,1.4101,6.0918,0.7972,8.4296
443,1.4124,6.2276,0.7943,8.5662
444,1.4204,6.1561,0.9084,8.6194
445,1.4294,6.1511,0.7768,8.4872
446,1.4257,6.1057,0.8057,8.4675
447,1.4363,6.083,0.7761,8.4284
448,2.0728,6.2872,0.7827,9.283
449,1.4305,6.1914,0.7947,8.5494
450,1.4511,6.2667,0.7887,8.637
451,1.4567,6.2428,0.7876,8.6155
452,1.4291,6.2076,0.7963,8.5635
453,1.45,6.21,0.8208,8.6117
454,1.4393,6.3453,0.8068,8.7227
455,1.437,6.5586,0.7913,8.9152
456,2.1367,6.421,0.8477,9.5449
457,1.4633,6.6838,0.8152,9.0965
458,1.4497,6.6634,0.881,9.1255
459,2.0463,6.4437,0.805,9.4252
460,1.4639,6.8859,0.8771,9.358
461,1.4633,6.4503,0.8295,8.8781
462,1.4434,7.0989,0.8888,9.5617
463,2.1283,7.3301,0.8986,10.4859
464,2.0224,6.7831,0.8549,9.793
465,1.8458,6.5216,0.8368,9.3408
466,1.4888,6.6685,0.8268,9.1167
467,1.4778,6.5363,0.8474,8.9937
468,1.4464,6.4997,0.8225,8.8998
469,1.4702,6.464,0.8524,8.9161
470,1.4536,6.5059,0.8189,8.9068
471,1.4734,6.5867,0.8505,9.0429
472,1.9324,6.6015,0.8216,9.4825
473,1.9134,6.7245,0.8586,9.6348
474,1.4675,6.6248,0.8652,9.092
475,1.4717,6.5107,0.8686,8.9798
476,1.7095,6.5825,0.8647,9.2882
477,1.4747,6.7243,0.841,9.1724
478,1.4964,6.6627,0.8769,9.1672
479,1.4652,6.6049,0.8513,9.0532
480,1.8694,6.7193,0.8784,9.5992
481,1.4739,6.6896,0.8978,9.1944
482,1.4922,6.8175,0.8384,9.2785
483,1.4807,6.7114,0.8469,9.1748
484,1.4661,6.7098,0.89,9.198
485,1.4731,6.7034,0.8483,9.1558
486,1.4747,6.7037,0.8953,9.2064
487,1.49,6.6456,0.8431,9.1092
488,2.1389,7.0388,0.8453,10.1549
489,1.4821,6.6413,0.8424,9.099
490,1.4879,6.6289,0.866,9.1128
491,1.4876,6.7023,0.8454,9.1694
492,1.4807,6.6566,0.9015,9.1682
493,1.4723,6.706,0.8502,9.1576
494,1.5011,6.7287,0.9028,9.265
495,1.4849,6.7519,0.8489,9.2175
496,2.1194,6.8843,0.8643,10.0006
497,1.4834,6.7641,0.904,9.2846
498,1.5212,6.882,0.8571,9.3954
499,1.5041,6.8374,0.855,9.3259
500,1.513,6.8598,0.9134,9.4166
501,1.5118,6.7912,0.8553,9.2899
502,1.5283,6.7569,0.9116,9.326
503,1.5283,6.8858,0.8593,9.4052
504,1.9434,7.0125,0.8693,9.9612
505,1.5282,6.9306,0.8697,9.4592
506,1.5568,7.0035,0.8612,9.552
507,1.5532,6.9241,0.8895,9.5004
508,1.5399,7.0356,0.9253,9.6322
509,1.5492,6.9632,0.885,9.528
510,1.5409,6.9984,0.8595,9.5311
511,1.5345,7.0323,0.8688,9.5672
512,2.2353,7.1071,0.8708,10.3541
513,1.5833,7.0437,0.8665,9.6268
514,1.5374,7.0551,0.896,9.6212
515,1.6759,7.0586,0.9272,9.7966
516,1.5452,7.0958,0.8736,9.6444
517,1.5366,7.2396,0.9257,9.8347
518,1.5521,7.141,0.928,9.753
519,1.5498,7.1356,0.8649,9.6822
