,Unnecessary Copy,copyParticleData,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
286,0.0204,0.2754,0.3375,0.2038,0.1906,0.2118,0.6148,0.0003,0.0002,0.0893,0.1683,1.501,1.5242,2.6034,0.31,4.5112
287,0.0193,0.2767,0.328,0.2236,0.1907,0.2152,0.6382,0.0003,0.0002,0.086,0.1941,1.5338,1.5557,2.3726,0.3058,4.3057
288,0.0202,0.2916,0.3591,0.1953,0.1832,0.2012,0.5875,0.0002,0.0002,0.0808,0.1702,1.5031,1.5276,3.6926,0.3171,5.6139
289,0.0197,0.284,0.3535,0.2056,0.1847,0.2136,0.6123,0.0003,0.0001,0.0728,0.1749,1.5143,1.537,2.4642,0.3133,4.3911
290,0.0199,0.2761,0.3367,0.213,0.1861,0.2142,0.6198,0.0002,0.0001,0.0853,0.18,1.5125,1.5353,2.9189,0.3083,4.8365
291,0.0193,0.2707,0.3338,0.2011,0.1881,0.2129,0.6086,0.0002,0.0001,0.0703,0.1755,1.4762,1.498,2.4327,0.3103,4.3144
292,0.0191,0.2914,0.3404,0.2044,0.1865,0.2113,0.6105,0.0002,0.0002,0.0698,0.169,1.4949,1.5166,2.3994,0.3095,4.2968
293,0.019,0.2733,0.337,0.2033,0.1766,0.2127,0.5978,0.0001,0.0002,0.0682,0.1781,1.4706,1.4924,2.3787,0.3045,4.2471
294,0.0185,0.2747,0.326,0.2108,0.1986,0.2137,0.6307,0.0002,0.0002,0.0705,0.1714,1.4853,1.5066,2.4115,0.3156,4.3064
295,0.0191,0.2723,0.3385,0.2042,0.1835,0.2111,0.6058,0.0003,0.0002,0.0791,0.1802,1.491,1.5126,2.3925,0.3093,4.2865
296,0.0191,0.2535,0.3575,0.196,0.2401,0.2055,0.6481,0.0002,0.0002,0.0766,0.1768,1.5283,1.5516,2.9358,0.3109,4.877
297,0.0211,0.2948,0.3612,0.2011,0.1902,0.2148,0.6151,0.0003,0.0002,0.084,0.1706,1.5419,1.5659,2.4988,0.3163,4.457
298,0.0199,0.2815,0.3466,0.2018,0.1873,0.2151,0.6103,0.0002,0.0002,0.0724,0.1871,1.514,1.5369,2.4881,0.3088,4.4091
299,0.0199,0.2757,0.3308,0.2038,0.1849,0.2137,0.6087,0.0002,0.0002,0.0731,0.18,1.4817,1.5045,2.468,0.3098,4.3576
300,0.0198,0.2798,0.3518,0.2039,0.19,0.2122,0.615,0.0003,0.0002,0.0667,0.179,1.508,1.5307,2.5173,0.3145,4.4389
301,0.0195,0.2862,0.3472,0.1985,0.1913,0.2114,0.6103,0.0002,0.0002,0.0854,0.175,1.5169,1.5392,2.453,0.3066,4.375
302,0.0177,0.2803,0.3331,0.2002,0.2317,0.2097,0.6493,0.0002,0.0001,0.0791,0.1663,1.5226,1.5431,2.4018,0.3064,4.3275
303,0.0195,0.276,0.3565,0.2075,0.1844,0.2139,0.6203,0.0003,0.0001,0.0875,0.1754,1.533,1.5555,2.3519,0.2995,4.2808
304,0.02,0.157,0.3445,0.1923,0.1815,0.2166,0.6009,0.0003,0.0002,0.0795,0.1806,1.377,1.4011,3.5103,0.4726,5.4625
305,0.0202,0.29,0.3387,0.2033,0.188,0.2101,0.6083,0.0002,0.0002,0.0803,0.1821,1.5135,1.5366,3.3877,0.3116,5.3122
306,0.019,0.3056,0.3533,0.2079,0.1824,0.213,0.6117,0.0002,0.0002,0.0675,0.1733,1.5264,1.548,2.8904,0.2986,4.8111
307,0.0194,0.2934,0.3276,0.2005,0.1814,0.2123,0.6009,0.0002,0.0002,0.0827,0.1764,1.5,1.5258,2.3389,0.3022,4.2378
308,0.0195,0.2692,0.3066,0.1999,0.2136,0.2049,0.6214,0.0002,0.0001,0.0767,0.168,1.4494,1.4712,2.3226,0.2986,4.163
309,0.0192,0.2848,0.3315,0.2051,0.179,0.2074,0.6,0.0003,0.0001,0.085,0.1927,1.5123,1.5342,2.3406,0.2965,4.2425
310,0.0189,0.2881,0.358,0.2019,0.186,0.2064,0.6029,0.0002,0.0002,0.0655,0.1767,1.503,1.5247,2.3337,0.2977,4.2282
311,0.0189,0.2711,0.3225,0.2039,0.1883,0.2097,0.6117,0.0003,0.0001,0.0857,0.177,1.4806,1.5021,2.3793,0.2992,4.2524
312,0.0203,0.2667,0.3622,0.1869,0.1876,0.2137,0.5979,0.0003,0.0001,0.064,0.179,1.4845,1.5089,2.8812,0.2995,4.7657
313,0.0193,0.2857,0.3449,0.2012,0.1856,0.2062,0.5982,0.0002,0.0002,0.0711,0.182,1.4949,1.5171,2.4408,0.2989,4.3338
314,0.0204,0.2857,0.3454,0.1954,0.1865,0.213,0.6028,0.0002,0.0001,0.0845,0.1895,1.5229,1.5461,2.4462,0.3054,4.374
315,0.0208,0.2767,0.3486,0.2012,0.185,0.2074,0.6015,0.0003,0.0002,0.0836,0.1648,1.4907,1.5142,3.2434,0.3671,5.2015
316,0.0202,0.2863,0.3318,0.1922,0.1824,0.2052,0.587,0.0003,0.0001,0.0881,0.1869,1.4945,1.5174,2.6175,0.296,4.5054
317,0.0193,0.274,0.3355,0.2015,0.1922,0.2126,0.6124,0.0002,0.0001,0.0718,0.182,1.488,1.5099,2.3557,0.2953,4.2332
318,0.0191,0.305,0.3573,0.2073,0.1819,0.205,0.6032,0.0002,0.0002,0.0861,0.1723,1.5425,1.5643,2.3867,0.2948,4.3173
319,0.0194,0.276,0.3384,0.1985,0.1825,0.207,0.5955,0.0002,0.0001,0.0673,0.1727,1.465,1.4872,2.3456,0.2949,4.2018
320,0.024,0.1598,0.3529,0.1934,0.1727,0.1949,0.5694,0.0003,0.0002,0.0727,0.1692,1.34,1.3683,4.0108,0.3039,5.7793
321,0.0195,0.3066,0.3495,0.1964,0.1957,0.2077,0.6077,0.0003,0.0001,0.0751,0.1804,1.5356,1.558,2.4896,0.3008,4.4216
322,0.0196,0.2762,0.3259,0.197,0.251,0.2112,0.666,0.0002,0.0003,0.0865,0.175,1.545,1.5674,2.4208,0.3022,4.3634
323,0.0186,0.275,0.3295,0.1981,0.2384,0.2073,0.6513,0.0002,0.0001,0.0796,0.1808,1.5309,1.5522,2.422,0.2967,4.3434
324,0.0194,0.2709,0.3224,0.1982,0.2285,0.2124,0.6482,0.0002,0.0001,0.0829,0.1735,1.5133,1.5355,2.4111,0.2954,4.3143
325,0.0189,0.2672,0.3268,0.1983,0.182,0.2034,0.5912,0.0002,0.0002,0.0818,0.1671,1.4485,1.47,2.4219,0.3185,4.2826
326,0.0187,0.2747,0.3241,0.1844,0.1723,0.1991,0.5589,0.0002,0.0002,0.0634,0.1752,1.4037,1.4247,2.3848,0.2925,4.1733
327,0.0196,0.2696,0.3082,0.1939,0.1664,0.2043,0.5676,0.0002,0.0002,0.0715,0.1606,1.3857,1.4076,2.398,0.2935,4.1706
328,0.021,0.2481,0.3393,0.1882,0.2215,0.1928,0.6088,0.0002,0.0002,0.0802,0.1674,1.46,1.4854,3.009,0.2934,4.8658
329,0.0197,0.2891,0.3542,0.2043,0.1814,0.2076,0.6002,0.0002,0.0002,0.0771,0.179,1.5166,1.5392,2.4592,0.2944,4.3686
330,0.0197,0.2748,0.3428,0.1956,0.2263,0.205,0.6349,0.0002,0.0002,0.0702,0.1744,1.511,1.5337,2.4916,0.293,4.3977
331,0.019,0.3056,0.336,0.1976,0.185,0.2071,0.5967,0.0003,0.0002,0.0723,0.1805,1.505,1.5268,2.4782,0.2971,4.3787
332,0.0201,0.2939,0.3296,0.195,0.253,0.2028,0.6575,0.0002,0.0002,0.0848,0.1854,1.5644,1.5872,2.4778,0.2953,4.4381
333,0.0189,0.2772,0.3458,0.1952,0.2471,0.2024,0.6531,0.0003,0.0002,0.0812,0.1793,1.5489,1.5707,2.5737,0.2909,4.5087
334,0.0191,0.2809,0.3541,0.201,0.181,0.2065,0.6001,0.0002,0.0002,0.0735,0.1656,1.488,1.5098,2.3812,0.2948,4.265
335,0.0192,0.275,0.3488,0.1983,0.1828,0.2068,0.5965,0.0002,0.0001,0.0831,0.1639,1.4829,1.5049,2.3988,0.2902,4.2676
336,0.0238,0.2508,0.3433,0.1873,0.2309,0.1977,0.6238,0.0002,0.0002,0.0793,0.172,1.4853,1.5134,2.8096,0.2959,4.6983
337,0.0193,0.2809,0.3413,0.2001,0.1728,0.2004,0.5764,0.0002,0.0002,0.0663,0.1687,1.441,1.463,3.1584,0.2893,4.9818
338,0.0198,0.281,0.3109,0.1963,0.1678,0.1997,0.5668,0.0001,0.0002,0.0736,0.1635,1.4028,1.4248,2.4298,0.2871,4.2127
339,0.0206,0.2674,0.314,0.197,0.2158,0.2046,0.6203,0.0001,0.0002,0.0862,0.1669,1.4615,1.4843,2.4326,0.2914,4.2798
340,0.0217,0.2811,0.2969,0.1942,0.1716,0.2061,0.5748,0.0001,0.0002,0.0778,0.1774,1.4148,1.4386,2.446,0.2893,4.2447
341,0.0212,0.2712,0.3115,0.1965,0.2109,0.2082,0.6185,0.0002,0.0001,0.072,0.1684,1.4485,1.4719,2.3815,0.2888,4.2131
342,0.0214,0.2635,0.2985,0.1939,0.1684,0.2011,0.5663,0.0002,0.0001,0.0737,0.1657,1.3742,1.3977,2.344,0.2819,4.0941
343,0.02,0.2722,0.3129,0.194,0.2136,0.2073,0.6178,0.0001,0.0001,0.0697,0.18,1.4594,1.4815,2.3803,0.2843,4.2163
344,0.0193,0.1479,0.3413,0.1879,0.173,0.19,0.5541,0.0002,0.0001,0.0723,0.1731,1.2962,1.319,3.034,0.2885,4.7137
345,0.0194,0.2854,0.3275,0.1984,0.2171,0.203,0.6216,0.0002,0.0002,0.0663,0.1657,1.4735,1.4952,2.4858,0.4134,4.4656
346,0.02,0.2637,0.3044,0.2045,0.2135,0.2069,0.6278,0.0001,0.0001,0.073,0.1708,1.4467,1.4689,2.481,0.289,4.3103
347,0.0205,0.2711,0.3134,0.1891,0.2136,0.2018,0.6075,0.0001,0.0002,0.0664,0.1768,1.4419,1.4646,2.4585,0.2854,4.2799
348,0.0203,0.2675,0.3337,0.2029,0.1751,0.2051,0.5859,0.0001,0.0001,0.0794,0.1721,1.4451,1.4676,2.472,0.2877,4.2982
349,0.0204,0.2693,0.308,0.2034,0.17,0.2051,0.5814,0.0002,0.0001,0.0676,0.1706,1.4036,1.4263,2.4602,0.285,4.2425
350,0.0206,0.276,0.3316,0.2022,0.1861,0.2086,0.6064,0.0002,0.0002,0.0658,0.1721,1.4601,1.4829,2.402,0.2827,4.2388
351,0.0207,0.265,0.3033,0.1929,0.2109,0.2065,0.6132,0.0001,0.0002,0.0724,0.1616,1.4224,1.4452,2.4265,0.2801,4.2242
352,0.0194,0.2474,0.3474,0.1892,0.2238,0.2146,0.632,0.0003,0.0002,0.0686,0.1624,1.466,1.4892,2.9445,0.2819,4.7849
353,0.0195,0.2818,0.3283,0.1997,0.217,0.2058,0.6255,0.0002,0.0001,0.0678,0.188,1.4991,1.521,3.0366,0.2874,4.9195
354,0.0198,0.2833,0.3227,0.2052,0.1796,0.2081,0.5966,0.0002,0.0002,0.0687,0.1764,1.4569,1.4792,2.664,0.2854,4.5004
355,0.0211,0.267,0.2991,0.2,0.205,0.2015,0.6099,0.0002,0.0001,0.064,0.1605,1.4077,1.4312,2.3189,0.2794,4.1005
356,0.0209,0.2758,0.2966,0.1998,0.1628,0.2045,0.5701,0.0002,0.0001,0.054,0.1682,1.3886,1.4116,2.3028,0.2801,4.0644
357,0.02,0.2664,0.305,0.2002,0.1653,0.2048,0.5731,0.0001,0.0001,0.0729,0.1704,1.3948,1.4171,2.3089,0.2787,4.0752
358,0.0193,0.2658,0.3033,0.2061,0.1639,0.2114,0.5843,0.0001,0.0001,0.065,0.1696,1.3949,1.4166,2.3162,0.2794,4.083
359,0.0196,0.2759,0.2951,0.1997,0.2048,0.21,0.6174,0.0001,0.0001,0.0764,0.1703,1.4416,1.4633,2.2974,0.2795,4.1105
360,0.0209,0.1496,0.3436,0.1933,0.22,0.1987,0.6163,0.0002,0.0002,0.0696,0.1694,1.3594,1.3841,3.1056,0.2805,4.8471
361,0.0196,0.2889,0.3634,0.2037,0.1848,0.2145,0.6131,0.0003,0.0002,0.0843,0.1709,1.5358,1.5583,2.4206,0.2791,4.3376
362,0.0197,0.2873,0.3463,0.207,0.2285,0.2073,0.6487,0.0002,0.0002,0.0752,0.18,1.5553,1.5778,2.5862,0.281,4.5187
363,0.0207,0.294,0.3317,0.2124,0.2299,0.2133,0.6628,0.0003,0.0002,0.0723,0.1758,1.5514,1.5749,2.5878,0.2739,4.5096
364,0.0224,0.2757,0.3336,0.2133,0.2346,0.21,0.6675,0.0002,0.0001,0.0857,0.1878,1.5646,1.5896,2.3009,0.2732,4.2343
365,0.0187,0.2784,0.3207,0.2163,0.1732,0.2192,0.6159,0.0002,0.0002,0.0771,0.1734,1.4802,1.5016,2.2947,0.2737,4.1406
366,0.019,0.2722,0.327,0.2141,0.238,0.2179,0.6789,0.0002,0.0001,0.0833,0.1652,1.5365,1.5581,2.2762,0.2785,4.1838
367,0.0194,0.2693,0.3249,0.2108,0.1833,0.2177,0.6215,0.0002,0.0001,0.0893,0.1802,1.4984,1.5204,2.276,0.2782,4.146
368,0.0249,0.2529,0.349,0.1913,0.1917,0.2076,0.5955,0.0003,0.0002,0.0877,0.1688,1.4693,1.4987,2.8766,0.2845,4.7387
369,0.0198,0.2985,0.3593,0.2117,0.1881,0.215,0.6235,0.0002,0.0002,0.0827,0.1789,1.5565,1.5794,3.5841,0.2762,5.5154
370,0.0191,0.2791,0.3364,0.2061,0.2238,0.2143,0.6519,0.0002,0.0002,0.0858,0.1812,1.551,1.5727,2.2639,0.2741,4.183
371,0.0183,0.2822,0.3402,0.2161,0.1831,0.2253,0.6321,0.0002,0.0002,0.0789,0.1831,1.5302,1.5513,2.2545,0.2766,4.1532
372,0.0191,0.2682,0.3359,0.2101,0.2314,0.2153,0.666,0.0003,0.0002,0.0689,0.1856,1.5388,1.5606,2.2643,0.2801,4.1758
373,0.0193,0.2711,0.3443,0.2085,0.2228,0.2081,0.6463,0.0002,0.0002,0.0699,0.1798,1.5243,1.5463,2.2432,0.2777,4.1378
374,0.0169,0.2749,0.3263,0.2099,0.1753,0.2182,0.6097,0.0001,0.0002,0.0711,0.1686,1.4654,1.4849,2.2333,0.2756,4.0643
375,0.019,0.2818,0.318,0.2059,0.1804,0.209,0.602,0.0002,0.0002,0.0787,0.1824,1.4759,1.4976,2.3256,0.2799,4.174
376,0.021,0.1892,0.3717,0.2021,0.1895,0.208,0.6094,0.0003,0.0002,0.0704,0.1715,1.4284,1.4539,2.7927,0.2866,4.6155
377,0.0198,0.2933,0.3604,0.2056,0.241,0.2108,0.6679,0.0003,0.0002,0.0889,0.1774,1.6014,1.6241,3.8564,0.5141,6.0683
378,0.019,0.2822,0.3373,0.2008,0.238,0.2094,0.6575,0.0002,0.0001,0.0872,0.1796,1.5636,1.5855,2.2459,0.2819,4.1848
379,0.0191,0.2798,0.3228,0.1997,0.1757,0.213,0.5961,0.0003,0.0002,0.072,0.1813,1.4649,1.4867,2.2251,0.2799,4.0624
380,0.018,0.2721,0.3257,0.2066,0.1846,0.214,0.6145,0.0002,0.0002,0.0814,0.1688,1.4775,1.4982,2.2272,0.2831,4.0794
381,0.017,0.2744,0.3329,0.2035,0.1867,0.2101,0.6079,0.0002,0.0001,0.0789,0.1782,1.4873,1.5071,2.225,0.2795,4.0824
382,0.0187,0.2786,0.3319,0.2061,0.2308,0.2069,0.6501,0.0002,0.0001,0.0735,0.1893,1.5377,1.5591,2.2316,0.2804,4.1416
383,0.0171,0.2675,0.3362,0.2058,0.2352,0.2132,0.6629,0.0002,0.0001,0.0901,0.1719,1.5427,1.5624,2.2296,0.2818,4.1449
384,0.0218,0.2476,0.3565,0.1991,0.195,0.2112,0.6136,0.0002,0.0001,0.0735,0.1713,1.4793,1.5054,2.9366,0.2875,4.8124
385,0.019,0.2971,0.3512,0.2062,0.193,0.2175,0.6255,0.0003,0.0001,0.0864,0.1856,1.5604,1.5823,2.9251,0.4227,5.0077
386,0.0175,0.2877,0.354,0.2148,0.1849,0.218,0.6262,0.0002,0.0002,0.0682,0.1666,1.5183,1.5386,2.4785,0.2882,4.3822
387,0.0188,0.2812,0.3337,0.2019,0.2326,0.2158,0.6594,0.0003,0.0002,0.0842,0.1758,1.5494,1.5709,2.4937,0.2829,4.4225
388,0.0187,0.2999,0.3201,0.2081,0.214,0.2166,0.6421,0.0002,0.0002,0.0564,0.1751,1.5075,1.5288,2.2096,0.287,4.0957
389,0.0203,0.2719,0.3319,0.2054,0.1736,0.2132,0.596,0.0002,0.0001,0.078,0.1714,1.461,1.4841,2.2227,0.2866,4.0634
390,0.0201,0.2671,0.3125,0.2009,0.167,0.2107,0.5817,0.0001,0.0002,0.0642,0.1768,1.411,1.4338,2.1974,0.2857,3.9869
391,0.0221,0.2713,0.3223,0.2054,0.172,0.2155,0.5969,0.0002,0.0001,0.0783,0.1687,1.4475,1.4719,2.2057,0.2837,4.0465
392,0.0206,0.2407,0.3284,0.2038,0.2258,0.2072,0.6429,0.0002,0.0002,0.0787,0.1853,1.4865,1.5115,2.8283,0.2919,4.7077
393,0.0197,0.2773,0.3278,0.2077,0.1872,0.2188,0.6199,0.0002,0.0002,0.0826,0.1654,1.4834,1.506,2.994,0.2886,4.8656
394,0.0213,0.2823,0.3219,0.2079,0.2242,0.2134,0.6491,0.0002,0.0002,0.067,0.1764,1.5088,1.5328,2.2904,0.2892,4.1872
395,0.0217,0.2816,0.3292,0.2115,0.1796,0.2167,0.6134,0.0002,0.0002,0.0723,0.173,1.4778,1.502,2.3225,0.2915,4.192
396,0.0207,0.2834,0.3207,0.2044,0.1706,0.2182,0.599,0.0002,0.0002,0.068,0.1847,1.4665,1.4899,2.2047,0.2886,4.0556
397,0.0207,0.2768,0.3189,0.204,0.1725,0.2148,0.5952,0.0002,0.0002,0.0642,0.1718,1.4354,1.4587,2.2592,0.2968,4.0861
398,0.0196,0.28,0.3612,0.2155,0.1862,0.2258,0.6386,0.0003,0.0001,0.0847,0.174,1.5538,1.5761,2.2404,0.2947,4.1823
399,0.0194,0.2656,0.3379,0.2154,0.2299,0.2226,0.6742,0.0002,0.0002,0.0839,0.1668,1.5432,1.5653,2.2308,0.3018,4.1694
400,0.0208,0.2565,0.3523,0.2084,0.2486,0.2103,0.6771,0.0003,0.0002,0.0721,0.1601,1.5334,1.5587,2.8253,0.3008,4.7601
401,0.0191,0.2803,0.3552,0.2078,0.2374,0.2125,0.6659,0.0002,0.0002,0.0718,0.1761,1.5661,1.588,2.5985,0.2977,4.5573
402,0.0192,0.2835,0.3213,0.2053,0.2225,0.2193,0.6513,0.0001,0.0002,0.0793,0.1746,1.5267,1.5487,2.5007,0.3073,4.4285
403,0.0195,0.2796,0.3248,0.2158,0.2253,0.2099,0.6581,0.0002,0.0002,0.0696,0.1717,1.5183,1.5411,2.2482,0.31,4.174
404,0.0187,0.2862,0.3301,0.2031,0.241,0.2134,0.6668,0.0002,0.0001,0.0628,0.1669,1.5254,1.5468,2.2109,0.3095,4.1379
405,0.0191,0.2798,0.3334,0.2122,0.2336,0.2158,0.6711,0.0002,0.0002,0.0837,0.1733,1.5559,1.5777,2.2308,0.3124,4.1921
406,0.0195,0.281,0.3287,0.2078,0.2265,0.2207,0.6623,0.0002,0.0002,0.0792,0.1775,1.5444,1.5667,2.2401,0.311,4.1884
407,0.0189,0.2762,0.3384,0.2081,0.2305,0.2092,0.6549,0.0002,0.0002,0.0838,0.1699,1.5397,1.5613,2.2465,0.3161,4.1945
408,0.0197,0.2537,0.3399,0.1998,0.2235,0.2007,0.6308,0.0002,0.0001,0.0782,0.1656,1.4827,1.5067,3.596,0.4587,5.6355
409,0.0194,0.2809,0.3556,0.2111,0.2339,0.2145,0.6682,0.0003,0.0001,0.071,0.1852,1.5769,1.599,2.6158,0.3199,4.6072
410,0.0196,0.2739,0.3443,0.2136,0.2286,0.2158,0.6669,0.0002,0.0002,0.0694,0.1966,1.5637,1.5861,2.272,0.3269,4.2559
411,0.0191,0.2887,0.3312,0.212,0.2343,0.2199,0.6753,0.0002,0.0001,0.0671,0.1751,1.5528,1.5748,2.304,0.3187,4.2716
412,0.019,0.2804,0.361,0.2139,0.2395,0.2207,0.6837,0.0003,0.0002,0.0861,0.1789,1.6046,1.6264,2.2816,0.3188,4.2986
413,0.0206,0.2758,0.3488,0.2139,0.2418,0.2168,0.6822,0.0002,0.0002,0.0807,0.1786,1.5803,1.604,2.2699,0.3316,4.2787
414,0.0191,0.2711,0.3214,0.2133,0.2259,0.2132,0.6604,0.0002,0.0001,0.076,0.1675,1.5095,1.5313,2.3019,0.323,4.2268
415,0.0189,0.2685,0.3277,0.2118,0.2266,0.2184,0.6654,0.0002,0.0002,0.0843,0.1738,1.5333,1.5548,2.3051,0.3209,4.2514
416,0.02,0.2521,0.348,0.2017,0.2405,0.2094,0.6619,0.0003,0.0002,0.0761,0.176,1.529,1.5529,3.026,0.3339,4.9885
417,0.02,0.2835,0.3568,0.2121,0.234,0.2205,0.675,0.0002,0.0002,0.0838,0.17,1.5853,1.6086,2.4465,0.3358,4.466
418,0.0194,0.2757,0.3373,0.2115,0.2345,0.2183,0.6733,0.0003,0.0002,0.0666,0.172,1.5358,1.5579,2.4594,0.3363,4.4276
419,0.0199,0.2762,0.33,0.2088,0.228,0.2184,0.6626,0.0002,0.0001,0.0721,0.1778,1.5327,1.5552,2.4246,0.3354,4.3876
420,0.0196,0.2806,0.3269,0.2186,0.2457,0.2211,0.6959,0.0002,0.0002,0.0813,0.1775,1.5736,1.5958,2.5808,0.3272,4.5778
421,0.0192,0.285,0.3491,0.214,0.1845,0.2268,0.6333,0.0002,0.0001,0.0741,0.1689,1.5255,1.5478,2.3775,0.3316,4.3284
422,0.0192,0.2897,0.3205,0.2156,0.1884,0.2271,0.6391,0.0003,0.0002,0.07,0.166,1.5006,1.5226,2.3815,0.322,4.2982
423,0.0187,0.276,0.3442,0.2167,0.2349,0.2199,0.6793,0.0002,0.0002,0.0816,0.1678,1.5624,1.5839,2.4623,0.33,4.4464
424,0.0205,0.1662,0.3705,0.209,0.1923,0.2103,0.6186,0.0003,0.0002,0.0821,0.1761,1.4304,1.4549,3.3304,0.3358,5.197
425,0.0191,0.3044,0.3369,0.2091,0.2219,0.216,0.6501,0.0002,0.0002,0.0712,0.1762,1.5465,1.5681,2.525,0.4733,4.637
426,0.0197,0.2851,0.3075,0.2105,0.1628,0.2134,0.5896,0.0002,0.0002,0.064,0.1866,1.4443,1.4671,2.6015,0.3264,4.4704
427,0.0212,0.2717,0.3136,0.2093,0.2123,0.217,0.6418,0.0002,0.0002,0.0721,0.1718,1.4994,1.5238,2.3369,0.326,4.2574
428,0.0195,0.271,0.3379,0.2089,0.2285,0.2262,0.6735,0.0003,0.0001,0.0847,0.1739,1.5587,1.581,2.4466,0.3398,4.4393
429,0.0192,0.2994,0.3463,0.2121,0.1805,0.221,0.6224,0.0003,0.0002,0.0951,0.1708,1.5474,1.57,2.3803,0.3377,4.3626
430,0.019,0.2816,0.3384,0.2123,0.1889,0.221,0.6312,0.0003,0.0001,0.0817,0.1667,1.5148,1.5368,2.3619,0.3329,4.3023
431,0.0188,0.2739,0.3192,0.2205,0.2316,0.221,0.681,0.0003,0.0001,0.0725,0.1744,1.5345,1.5561,2.3366,0.3385,4.3018
432,0.0201,0.2596,0.3677,0.2039,0.1859,0.2274,0.6234,0.0002,0.0001,0.0672,0.1814,1.5178,1.5425,4.0057,0.3271,5.945
433,0.0192,0.2858,0.3533,0.2076,0.1893,0.2255,0.628,0.0002,0.0002,0.073,0.1822,1.5403,1.5624,2.3251,0.3245,4.2827
434,0.0194,0.2871,0.3369,0.22,0.1815,0.2238,0.6332,0.0002,0.0002,0.0799,0.1855,1.5377,1.5599,3.646,0.4933,5.773
435,0.019,0.3091,0.3382,0.2188,0.1841,0.2207,0.63,0.0002,0.0001,0.0694,0.1854,1.5456,1.5677,3.9459,0.5019,6.0917
436,0.0198,0.274,0.3279,0.2155,0.1863,0.2189,0.6264,0.0002,0.0001,0.0787,0.1757,1.4965,1.5191,2.3645,0.3269,4.2857
437,0.0186,0.2854,0.341,0.2168,0.1876,0.2211,0.6337,0.0002,0.0002,0.0819,0.1752,1.5369,1.5584,3.3472,0.5125,5.4895
438,0.0187,0.2916,0.3421,0.2132,0.1894,0.2262,0.6391,0.0002,0.0001,0.0847,0.1771,1.5481,1.5698,2.848,0.3246,4.8135
439,0.0191,0.2754,0.334,0.2164,0.1815,0.2226,0.6278,0.0003,0.0001,0.0649,0.1632,1.4807,1.5026,2.2253,0.3166,4.1176
440,0.0197,0.2486,0.3502,0.2063,0.1924,0.2152,0.6207,0.0002,0.0001,0.071,0.171,1.4787,1.5024,4.0285,0.439,6.0438
441,0.0193,0.286,0.369,0.207,0.1856,0.2189,0.6194,0.0002,0.0001,0.071,0.1711,1.5335,1.5556,2.8098,0.3198,4.7555
442,0.0186,0.2682,0.3261,0.2091,0.2268,0.2145,0.659,0.0001,0.0001,0.0667,0.1704,1.5014,1.5225,2.1913,0.3186,4.1024
443,0.0192,0.2698,0.3214,0.216,0.1779,0.2172,0.6184,0.0002,0.0002,0.0773,0.1787,1.4793,1.5012,2.77,0.5223,4.8637
444,0.0179,0.2827,0.3346,0.2125,0.1829,0.2214,0.6255,0.0002,0.0002,0.0606,0.1687,1.4852,1.5059,3.0792,0.3166,4.9727
445,0.0185,0.2757,0.3511,0.2126,0.2381,0.2182,0.6785,0.0004,0.0001,0.0837,0.1814,1.5846,1.6059,2.2291,0.3198,4.2246
446,0.0193,0.2664,0.3204,0.2097,0.1988,0.2185,0.6353,0.0002,0.0001,0.0777,0.1886,1.5004,1.5223,2.1951,0.3095,4.0968
447,0.0193,0.2662,0.3313,0.2115,0.2187,0.2222,0.6623,0.0002,0.0002,0.0798,0.1764,1.529,1.5513,4.0257,0.418,6.068
448,0.0188,0.2567,0.3782,0.2076,0.188,0.2132,0.6176,0.0003,0.0001,0.0822,0.1927,1.5421,1.5649,3.766,0.3052,5.7073
449,0.0191,0.2834,0.3606,0.2167,0.1901,0.2203,0.6325,0.0003,0.0001,0.0869,0.1822,1.5639,1.5861,2.8527,0.3139,4.8232
450,0.0191,0.2809,0.3384,0.2127,0.1853,0.2221,0.6271,0.0002,0.0001,0.0761,0.167,1.5043,1.5262,3.3264,0.3116,5.2346
451,0.0187,0.2807,0.3483,0.2136,0.1837,0.2225,0.6255,0.0002,0.0002,0.0772,0.183,1.5255,1.547,2.2529,0.3086,4.1806
452,0.0207,0.2733,0.3358,0.2186,0.1823,0.2223,0.6312,0.0002,0.0002,0.0715,0.1816,1.5102,1.5339,3.2963,0.483,5.3947
453,0.0198,0.2908,0.3454,0.2111,0.1769,0.2178,0.6097,0.0002,0.0002,0.0888,0.1734,1.5206,1.5435,3.5106,0.4919,5.6176
454,0.0199,0.27,0.3184,0.2095,0.1634,0.2078,0.5836,0.0002,0.0002,0.0663,0.1648,1.4099,1.432,3.4915,0.4856,5.4783
455,0.0201,0.2817,0.3106,0.2077,0.1625,0.2162,0.5892,0.0002,0.0001,0.0649,0.1679,1.422,1.4442,3.2165,0.4524,5.1823
456,0.0195,0.245,0.3434,0.2034,0.1767,0.208,0.5913,0.0002,0.0002,0.0742,0.1662,1.4288,1.4519,3.9668,0.308,5.7963
