,Unnecessary Copy,copyParticleData,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
324,1.4171,2.2855,1.1669,10.1308,0.1773,6.2326,16.5476,0.0002,0.0001,0.3171,7.2909,27.6267,29.0537,625.02,99.6846,769.688
325,1.4325,2.2489,0.7935,9.512,0.2134,6.1925,15.9225,0.0001,0.0001,0.3139,7.2884,26.5872,28.0305,626.728,99.4398,770.271
326,1.4214,2.1022,0.8331,10.1079,0.2133,7.5896,17.9164,0.0002,0.0002,0.3122,7.2844,28.4686,29.8996,633.383,99.6669,778.897
327,1.4327,2.2614,0.8173,10.4366,0.23,7.6941,18.3702,0.0002,0.0002,0.3152,7.2906,29.0728,30.5166,628.674,99.8575,775.174
328,1.2799,1.5121,1.0895,9.9476,0.2356,6.0641,16.2503,0.0001,0.0002,0.3571,7.3011,26.518,27.805,622.376,100.8,765.131
329,1.4193,2.1744,0.8432,10.2277,0.2371,7.6877,18.1618,0.0003,0.0002,0.3173,7.2868,28.8043,30.2329,625.97,99.8073,772.148
330,1.4244,2.149,0.8512,10.3268,0.2268,7.6461,18.2075,0.0003,0.0001,0.3265,7.3252,28.8793,30.3137,629.995,99.8365,776.019
331,1.473,2.3954,1.1366,9.8587,0.219,6.2358,16.3233,0.0003,0.0002,0.324,7.3451,27.5469,29.0301,628.928,99.7659,774.056
332,1.4176,2.2618,0.7913,9.5647,0.2186,6.2267,16.0198,0.0002,0.0002,0.3065,7.287,26.6795,28.1065,625.979,99.3641,769.434
333,1.4299,2.277,0.8356,10.4763,0.2116,7.8006,18.4926,0.0001,0.0003,0.3143,7.2911,29.2251,30.6648,632.77,99.8551,779.252
334,1.4287,2.154,0.8403,10.1576,0.2325,7.6121,18.0125,0.0002,0.0001,0.3113,7.286,28.6157,30.0539,631.709,99.5244,777.483
335,1.4352,2.4761,1.3875,9.3313,0.215,6.2126,15.7678,0.0002,0.0002,0.3134,7.2843,27.2493,28.6947,630.979,99.743,775.421
336,1.2658,1.8085,1.0597,9.7918,0.2299,6.6593,16.684,0.0002,0.0001,0.3569,7.3563,27.2739,28.5494,630.678,98.9311,772.153
337,1.413,2.2442,0.832,10.3918,0.1866,7.7014,18.2896,0.0002,0.0001,0.3128,7.288,28.9795,30.4011,628.262,99.4238,773.834
338,1.4343,2.3122,1.1667,9.3253,0.182,6.6471,16.1654,0.0002,0.0002,0.3288,7.2909,27.2871,28.7315,626.529,99.6603,770.917
339,1.4648,2.2772,0.8376,10.1697,0.2388,7.6707,18.0882,0.0003,0.0002,0.3159,7.294,28.835,30.309,625.553,99.3352,771.529
340,1.4254,2.4016,1.1524,9.2228,0.2474,6.6274,16.109,0.0003,0.0001,0.3245,7.3021,27.3126,28.7478,625.143,99.7886,769.649
341,1.4186,2.2546,0.8346,10.3033,0.2161,7.7478,18.2734,0.0002,0.0002,0.3145,7.3009,28.9999,30.4271,628.441,99.6371,774.483
342,1.4251,2.2748,0.8507,10.3163,0.2329,7.7194,18.2765,0.0002,0.0002,0.3263,7.299,29.05,30.4855,631.985,99.3082,777.771
343,1.441,2.2815,1.1797,9.9386,0.2233,6.7478,16.9215,0.0003,0.0002,0.3242,7.2956,28.0266,29.4773,625.939,100.428,771.887
344,1.278,1.4857,1.1551,9.1661,0.2281,6.56,15.9598,0.0002,0.0001,0.3473,7.3014,26.262,27.5527,630.296,99.1973,771.227
345,1.423,2.1359,0.8541,10.2602,0.1752,7.6401,18.0863,0.0003,0.0002,0.3217,7.2932,28.715,30.148,629.003,99.253,774.455
346,1.4344,2.2001,1.1568,9.9514,0.2179,6.7267,16.9053,0.0003,0.0001,0.3229,7.2952,27.9027,29.3469,629.541,99.775,774.567
347,1.43,2.1958,0.8527,9.249,0.2006,6.2361,15.6909,0.0001,0.0002,0.31,7.2922,26.3642,27.8041,624.811,99.8086,768.458
348,1.4241,2.3262,0.8337,10.4591,0.2299,7.7974,18.4971,0.0004,0.0001,0.3129,7.3327,29.3186,30.7517,626.491,99.4442,772.615
349,1.4517,2.1239,0.8146,10.2812,0.1659,7.6916,18.1473,0.0002,0.0003,0.3213,7.2924,28.718,30.1794,631.229,99.2129,776.798
350,1.4256,2.3589,1.1729,9.8611,0.183,6.2697,16.3251,0.0005,0.0004,0.3427,7.2972,27.5203,28.9546,629.26,99.3799,773.732
351,1.4217,2.3258,0.8958,9.2011,0.1698,6.2488,15.6255,0.0002,0.0002,0.3104,7.2889,26.4641,27.8953,624.86,99.8678,768.512
352,1.2826,1.7167,1.0605,9.9998,0.218,6.1541,16.3748,0.0002,0.0001,0.3838,7.311,26.8554,28.1477,629.156,99.5379,770.969
353,1.4137,2.2878,0.832,10.4366,0.1709,7.7504,18.3629,0.0002,0.0001,0.3151,7.3113,29.1234,30.5461,628.875,99.9068,775.413
354,1.456,2.2378,1.3875,9.1511,0.2195,6.6577,16.0381,0.0003,0.0001,0.3226,7.2964,27.3047,28.7699,624.188,99.4661,768.718
355,1.4366,2.2573,0.8724,10.4694,0.2345,7.7755,18.4867,0.0002,0.0002,0.312,7.2933,29.2472,30.6939,624.747,99.2188,770.716
356,1.4311,2.2412,0.8487,10.4139,0.181,7.7843,18.3888,0.0002,0.0002,0.3224,7.2967,29.1191,30.5597,626.927,99.8225,773.247
357,1.4317,2.2033,1.1961,9.225,0.219,6.6736,16.1276,0.0003,0.0002,0.3225,7.2916,27.1619,28.6023,626.691,99.8282,771.259
358,1.4298,2.1338,0.8893,9.2177,0.19,6.2171,15.6337,0.0002,0.0001,0.3171,7.3073,26.3043,27.7434,625.27,99.5479,768.696
359,1.4182,2.2587,0.8602,10.4296,0.1776,7.7497,18.3619,0.0002,0.0001,0.3124,7.2933,29.1087,30.536,624.875,99.6998,771.069
360,1.2819,1.5503,1.0892,9.9624,0.1727,6.6573,16.7964,0.0002,0.0001,0.3506,7.3585,27.1543,28.4469,627.901,98.8673,769.32
361,1.417,2.1504,0.8333,9.1919,0.1839,6.2257,15.6076,0.0002,0.0002,0.3112,7.2866,26.2081,27.6346,629.722,99.6058,772.858
362,1.4414,2.1849,0.8446,10.3079,0.2033,7.7001,18.2155,0.0002,0.0001,0.3309,7.3069,28.8993,30.3504,643.596,99.6182,789.519
363,1.429,2.1482,0.8293,10.0806,0.1676,7.582,17.836,0.0002,0.0001,0.3232,7.2882,28.4415,29.8799,627.462,99.5681,773
364,1.4568,2.3811,1.1807,9.2871,0.2976,6.7339,16.3302,0.0003,0.0002,0.3107,7.3276,27.5471,29.0123,625.92,99.1051,770.45
365,1.4139,2.2686,0.8736,10.4786,0.2269,7.8103,18.5254,0.0002,0.0002,0.3519,7.2919,29.3321,30.7548,626.686,99.3179,772.688
366,1.4179,2.2897,1.1861,9.1988,0.1741,6.7095,16.0918,0.0002,0.0002,0.3248,7.2981,27.2147,28.6421,624.545,99.2435,768.326
367,1.4218,2.1008,0.8419,10.3564,0.1847,7.7287,18.2812,0.0003,0.0002,0.3251,7.2928,28.8636,30.2952,625.579,99.55,771.317
368,1.237,1.7563,1.0417,9.6522,0.2218,6.6521,16.5294,0.0001,0.0001,0.3416,7.3222,26.9995,28.2443,626.308,99.5847,768.101
369,1.4176,2.1126,0.8262,10.3384,0.1982,7.7346,18.2865,0.0003,0.0001,0.3143,7.2928,28.8508,30.2781,623.22,99.1896,768.514
370,1.4476,2.1767,0.8424,10.452,0.2335,7.7847,18.4798,0.0002,0.0002,0.3257,7.2978,29.1447,30.6031,623.567,99.3216,769.643
371,1.4218,2.228,1.1736,9.3512,0.1845,6.6917,16.2374,0.0004,0.0002,0.3279,7.2912,27.3187,28.75,626.367,99.4987,770.434
372,1.4286,2.0126,0.8337,9.3804,0.2231,6.2664,15.8784,0.0002,0.0001,0.3134,7.2889,26.3458,27.7824,627.496,99.8126,771.4
373,1.4263,2.2092,0.8425,10.3267,0.2168,7.6507,18.2041,0.0002,0.0002,0.3243,7.3454,28.947,30.3837,624.618,99.2884,770.277
374,1.4153,2.3102,0.8421,10.4198,0.1799,7.8045,18.4128,0.0003,0.0002,0.3303,7.2968,29.2168,30.6409,626.043,99.7928,772.351
375,1.4496,2.3555,1.238,9.9933,0.2,6.2883,16.4904,0.0003,0.0002,0.3259,7.2955,27.728,29.188,629.502,99.3088,774.12
376,1.253,1.5256,1.3996,9.4846,0.2292,6.1845,15.9063,0.0003,0.0001,0.3577,7.3055,26.5042,27.7687,624.17,98.977,765.132
377,1.4219,2.2796,0.8427,10.5299,0.2194,7.8754,18.6358,0.0003,0.0002,0.3226,7.2895,29.388,30.8191,623.052,99.2514,769.056
378,1.428,2.2696,1.1925,9.3259,0.2593,6.7519,16.347,0.0003,0.0002,0.3244,7.2981,27.4509,28.8879,628.018,99.7277,772.591
379,1.4323,2.1829,0.8094,9.5779,0.2139,6.2968,16.0972,0.0002,0.0001,0.3146,7.2945,26.72,28.1615,631.928,99.9847,776.062
380,1.4341,2.1747,0.8526,10.4137,0.2236,7.7595,18.4061,0.0003,0.0001,0.3209,7.2937,29.0659,30.5103,628.272,99.9368,774.864
381,1.4412,2.1771,0.8922,10.4362,0.2346,7.7975,18.4773,0.0002,0.0002,0.3165,7.2971,29.1838,30.635,626.718,99.6442,773.107
382,1.439,2.3949,1.1764,9.9998,0.2242,6.3128,16.5462,0.0002,0.0002,0.3162,7.2941,27.7485,29.1973,629.93,99.8118,775.178
383,1.441,2.1164,0.9015,9.2557,0.2159,6.2801,15.7579,0.0002,0.0001,0.3116,7.2993,26.4116,27.8612,628.466,99.7148,772.332
384,1.3008,1.7821,1.3057,9.4845,0.2575,6.7009,16.454,0.0004,0.0001,0.3694,7.308,27.228,28.5383,621.666,103.836,768.133
385,1.4398,2.0797,0.8357,10.3806,0.2106,7.7501,18.3503,0.0003,0.0002,0.3207,7.285,28.884,30.3308,625.286,99.6892,771.435
386,1.4146,2.4111,1.1446,10.0455,0.2106,6.2995,16.5658,0.0003,0.0002,0.3237,7.295,27.7615,29.1856,630.249,100.141,775.584
387,1.3998,2.4247,0.8523,10.4982,0.1784,7.8046,18.4927,0.0003,0.0003,0.3147,7.2975,29.4044,30.8135,629.592,100.898,777.509
388,1.4276,2.2088,0.8769,10.3719,0.2561,7.6249,18.2632,0.0002,0.0002,0.3246,7.2975,28.9919,30.4291,625.432,100.959,772.756
389,1.4244,2.2545,1.1653,10.0574,0.2287,6.7681,17.0648,0.0002,0.0001,0.3137,7.2895,28.1065,29.5406,626.535,99.7917,771.769
390,1.4406,2.247,0.8227,10.0029,0.1945,6.3615,16.5718,0.0002,0.0002,0.3259,7.2981,27.2884,28.7384,630.018,100.089,774.966
391,1.4303,2.3099,0.8752,10.4094,0.2187,7.7813,18.4172,0.0003,0.0002,0.3201,7.2981,29.2403,30.6795,631.046,99.4266,777.234
392,1.2851,1.8092,1.3326,9.3505,0.1812,6.7199,16.2549,0.0001,0.0001,0.3586,7.2953,27.0594,28.3545,622.685,99.7609,764.881
393,1.5441,2.2885,0.8049,9.9901,0.2278,6.3541,16.5842,0.0003,0.0002,0.3263,7.293,27.319,28.8742,631.836,100.134,776.77
394,1.448,2.2773,0.8477,10.6793,0.2191,7.8002,18.7085,0.0003,0.0001,0.3206,7.2913,29.4684,30.9243,628.337,99.3744,774.836
395,1.4198,2.1409,0.8707,10.3224,0.1783,7.7588,18.2695,0.0002,0.0002,0.348,7.3012,28.9533,30.3839,627.401,99.9089,773.673
396,1.4278,2.3765,1.192,9.3187,0.2062,6.6789,16.209,0.0002,0.0002,0.3139,7.2952,27.4081,28.8455,625.912,99.4807,770.444
397,1.4399,2.1941,0.7779,9.8373,0.2069,6.3895,16.4382,0.0002,0.0001,0.3147,7.2906,27.0265,28.4764,625.72,99.8984,770.168
398,1.4281,2.2111,0.8213,10.5675,0.1664,7.81,18.5479,0.0002,0.0002,0.3095,7.2952,29.2006,30.6388,630.225,99.4511,776.314
399,1.4227,2.2813,0.8475,10.7207,0.2361,7.8724,18.8414,0.0003,0.0001,0.3301,7.3061,29.6275,31.0602,626.057,99.418,772.545
400,1.2654,1.4964,1.0934,9.3765,0.2235,6.681,16.2864,0.0003,0.0002,0.3474,7.304,26.5403,27.8165,622.365,99.3725,763.65
401,1.4178,2.147,0.8607,10.5127,0.179,7.7913,18.493,0.0004,0.0002,0.3266,7.2953,29.1416,30.5687,625.559,99.8633,772.203
402,1.4383,2.3516,0.8482,10.622,0.1768,7.8417,18.6499,0.0002,0.0002,0.3447,7.2946,29.5111,30.9579,629.22,99.8148,775.958
403,1.4454,2.2659,1.141,10.1408,0.1781,6.8118,17.1352,0.0002,0.0003,0.3107,7.2962,28.1702,29.6251,627.786,101,774.599
404,1.4246,2.1137,0.8713,9.3435,0.2105,6.3003,15.8594,0.0003,0.0002,0.3119,7.289,26.461,27.8949,626.554,99.3423,769.816
405,1.4192,2.0735,0.8443,10.9531,0.1704,7.9649,19.0928,0.0002,0.0002,0.3106,7.2923,29.667,31.0941,629.652,99.4269,776.211
406,1.4155,2.3251,0.8336,10.5236,0.2065,7.7683,18.503,0.0002,0.0002,0.3104,7.2925,29.28,30.7048,628.01,99.1221,773.835
407,1.441,2.4827,1.1444,10.122,0.1683,6.3582,16.653,0.0002,0.0002,0.3082,7.2892,27.8887,29.339,628.689,99.0229,773.205
408,1.2817,1.7364,1.0795,10.0887,0.1963,6.7272,17.0226,0.0002,0.0001,0.3624,7.3543,27.5645,28.8563,627.702,99.597,770.116
409,1.4353,2.1216,0.8578,10.5097,0.1845,7.7377,18.4445,0.0002,0.0002,0.3248,7.3307,29.0993,30.5448,633.848,99.9375,780.453
410,1.4425,2.2407,1.1737,9.408,0.1772,6.7846,16.3803,0.0003,0.0002,0.3214,7.2953,27.4313,28.8834,629.944,99.5299,774.553
411,1.4192,2.2665,0.8493,10.5112,0.1795,7.7976,18.4938,0.0002,0.0002,0.3121,7.3537,29.2971,30.7262,626.011,99.772,772.46
412,1.4404,2.4999,1.3829,9.435,0.1774,6.3736,15.9963,0.0003,0.0001,0.3126,7.2903,27.5046,28.9555,629.55,99.1671,773.881
413,1.4411,2.3461,0.8594,10.7377,0.248,7.9472,18.9384,0.0003,0.0002,0.3152,7.3037,29.7896,31.2414,630.664,99.5769,777.475
414,1.4145,2.3135,0.8836,10.5827,0.1787,7.8134,18.5858,0.0003,0.0002,0.3134,7.288,29.405,30.8289,632.806,99.4391,779.034
415,1.4081,2.2599,1.1312,9.4703,0.1834,6.7746,16.437,0.0003,0.0002,0.3244,7.2925,27.4663,28.8834,627.789,99.9402,772.642
416,1.2811,1.8359,1.1511,9.4646,0.1728,6.7489,16.3899,0.0001,0.0001,0.3547,7.3042,27.0441,28.3348,625.556,99.1229,767.025
417,1.4309,2.2829,0.8343,10.6873,0.2455,7.9127,18.8556,0.0002,0.0001,0.3382,7.296,29.6284,31.0677,627.316,99.1078,773.692
418,1.4317,2.3923,1.137,10.0785,0.176,6.3888,16.6524,0.0002,0.0002,0.3154,7.2898,27.8098,29.2512,625.656,99.3563,770.203
419,1.4196,2.5576,0.7934,9.8313,0.1816,6.3598,16.3833,0.0003,0.0002,0.3219,7.2947,27.3728,28.8015,625.981,99.5945,770.412
420,1.4242,2.1552,0.8458,10.5221,0.252,7.7666,18.549,0.0002,0.0001,0.3137,7.2925,29.179,30.6111,631.757,99.6784,778.022
421,1.4232,2.1997,0.8501,10.5438,0.1832,7.7822,18.5184,0.0003,0.0002,0.3113,7.2991,29.2052,30.6378,627.721,99.4304,773.739
422,1.4341,2.3091,1.4231,9.7583,0.1772,6.354,16.3029,0.0003,0.0002,0.3219,7.2924,27.6704,29.1129,624.706,99.7337,769.658
423,1.4232,2.1545,0.8835,9.3662,0.1677,6.3468,15.8899,0.0002,0.0001,0.3207,7.3047,26.5759,28.0093,626.139,99.7736,769.884
424,1.2591,1.5275,1.3596,9.5112,0.1648,6.3538,16.0335,0.0002,0.0001,0.3448,7.2947,26.5699,27.8385,628.606,99.3835,769.984
425,1.4248,2.2623,0.8636,10.6891,0.1623,7.9068,18.7624,0.0002,0.0001,0.3138,7.2947,29.516,30.9506,628.372,99.2859,774.466
426,1.4072,2.4417,1.3852,9.5078,0.2156,6.439,16.1735,0.0003,0.0001,0.3231,7.3558,27.7015,29.1173,625.495,99.0967,769.704
427,1.4201,2.2549,0.8593,10.7457,0.1782,7.9241,18.8568,0.0003,0.0001,0.3208,7.2923,29.6089,31.0379,627.802,99.5268,774.259
428,1.4235,2.0906,0.847,10.5208,0.263,7.8174,18.6119,0.0003,0.0001,0.3233,7.3806,29.2712,30.7043,630.131,99.7829,776.62
429,1.4274,2.4386,1.1942,9.3636,0.2458,6.8947,16.5134,0.0001,0.0001,0.3303,7.2954,27.7931,29.2307,627.081,99.2774,771.672
430,1.4305,2.1626,0.8056,9.5539,0.2243,6.3722,16.1608,0.0002,0.0002,0.312,7.2901,26.7499,28.1906,625.028,99.2275,768.526
431,1.432,2.2949,0.8454,10.7984,0.1802,7.95,18.9394,0.0003,0.0002,0.3099,7.2929,29.703,31.1441,625.924,100.188,773.243
432,1.2753,1.7992,1.092,10.2257,0.2034,6.3433,16.7758,0.0002,0.0001,0.3514,7.2992,27.3261,28.6123,626.757,99.081,768.626
433,1.4166,2.1883,0.8691,9.5451,0.1817,6.3993,16.1392,0.0003,0.0002,0.3153,7.2939,26.8298,28.2565,625.453,105.466,775.013
434,1.4144,2.1313,0.8195,10.5575,0.2125,7.8667,18.6417,0.0002,0.0002,0.313,7.2927,29.2148,30.6372,624.151,100.754,771.407
435,1.4177,2.1976,0.8394,10.5082,0.1731,7.7753,18.47,0.0004,0.0002,0.3234,7.2924,29.1447,30.5722,627.864,99.2227,773.459
436,1.454,2.5961,1.1266,10.0393,0.2199,6.4296,16.6955,0.0002,0.0002,0.328,7.2884,28.055,29.5242,627.79,99.6404,773.091
437,1.4306,2.1814,0.8638,9.436,0.177,6.3927,16.0104,0.0002,0.0001,0.3135,7.2931,26.6873,28.1271,628.807,99.7129,772.5
438,1.4269,2.2592,0.8691,10.6162,0.1998,7.8498,18.6778,0.0003,0.0002,0.3147,7.2973,29.4419,30.9157,626.335,99.2271,772.537
439,1.4152,2.2567,0.8395,10.6837,0.2307,7.9398,18.8696,0.0003,0.0002,0.3146,7.2936,29.5894,31.0136,629.67,99.6304,776.394
440,1.2572,1.4821,1.0876,10.2119,0.174,6.3434,16.7353,0.0002,0.0001,0.3489,7.3344,27.0003,28.2675,624.436,99.6207,766.272
441,1.4059,2.1557,0.8429,10.6014,0.1669,7.8819,18.6568,0.0002,0.0002,0.3126,7.2813,29.2699,30.6836,624.246,100.235,770.938
442,1.4398,2.1745,0.8532,10.629,0.232,7.8029,18.669,0.0002,0.0004,0.3088,7.2854,29.3093,30.7581,629.256,99.2112,775.213
443,1.4228,2.2453,1.1812,9.5914,0.2205,6.7672,16.5855,0.0002,0.0001,0.3132,7.3705,27.7139,29.1459,626.42,99.4773,770.93
444,1.4232,2.1835,0.8519,9.4687,0.2494,6.3893,16.1194,0.0003,0.0003,0.3135,7.283,26.7758,28.2093,626.881,99.5894,770.459
445,1.4483,2.2034,0.8812,10.6571,0.2511,7.8454,18.7611,0.0002,0.0001,0.3255,7.2998,29.4945,30.9523,623.769,99.6849,770.605
446,1.4201,2.1048,0.8807,10.5921,0.1772,7.8529,18.6355,0.0003,0.0002,0.3223,7.2879,29.2484,30.6785,624.148,99.6918,770.423
447,1.43,2.411,1.1332,10.2905,0.2205,6.4101,16.9258,0.0002,0.0002,0.3089,7.2842,28.0754,29.5144,630.552,99.1741,775.3
448,1.2662,1.4885,1.3823,9.5758,0.2317,6.4031,16.2163,0.0002,0.0002,0.3508,7.3055,26.7548,28.0314,620.761,99.075,761.965
449,1.4261,2.2399,0.8376,10.8064,0.1863,7.9905,18.9995,0.0003,0.0001,0.325,7.2916,29.7115,31.1471,624.893,99.8107,771.915
450,1.4368,2.2565,1.4479,9.6568,0.1804,6.3969,16.2434,0.0003,0.0001,0.3104,7.3793,27.6553,29.1015,625.708,99.2022,770.189
451,1.4329,2.168,0.8255,10.6189,0.1897,7.8338,18.6585,0.0003,0.0001,0.3241,7.3003,29.2927,30.7349,628.498,99.6515,775.017
452,1.4219,2.2249,0.8383,10.7182,0.178,7.9328,18.8409,0.0003,0.0002,0.3123,7.2929,29.5316,30.962,623.755,99.356,770.161
453,1.431,2.2844,1.3854,9.6829,0.1872,6.422,16.3037,0.0003,0.0002,0.3242,7.2864,27.6024,29.0432,624.16,99.1667,768.48
454,1.4196,2.1368,0.8632,9.3917,0.1834,6.4239,16.0087,0.0002,0.0001,0.318,7.2895,26.6367,28.0664,629.806,99.3643,773.312
455,1.4485,2.2001,0.8339,10.5612,0.2164,7.7773,18.5644,0.0003,0.0002,0.3225,7.2963,29.2416,30.6998,624.528,99.5277,770.936
456,1.2557,1.6472,1.1077,10.0527,0.1798,6.7969,17.0348,0.0002,0.0001,0.3477,7.3073,27.4575,28.7234,621.575,98.7593,763.079
457,1.4224,2.251,0.8871,9.4635,0.2495,6.4119,16.1357,0.0003,0.0002,0.3121,7.2896,26.8982,28.3298,631.774,99.0809,775.235
458,1.4337,2.2508,0.8485,10.6755,0.2647,7.8174,18.7679,0.0002,0.0001,0.3111,7.2918,29.4877,30.9308,626.53,99.5815,773.038
459,1.4231,2.2664,0.8782,10.6938,0.1971,7.825,18.7257,0.0002,0.0002,0.3149,7.292,29.4975,30.931,650.362,100.964,798.168
460,1.4239,2.6326,1.1678,10.1586,0.1847,6.4395,16.7918,0.0002,0.0002,0.3143,7.2865,28.2127,29.6456,624.402,99.7966,769.96
461,1.4166,2.2086,0.8875,10.7811,0.2321,7.89,18.9147,0.0003,0.0002,0.3228,7.2844,29.6368,31.0633,625.759,99.6051,772.433
462,1.4572,2.3345,1.1589,9.4943,0.2211,6.8233,16.5495,0.0002,0.0001,0.3168,7.2873,27.6677,29.1341,630.662,99.403,775.241
463,1.4324,2.3303,0.8459,10.9242,0.1717,7.9458,19.0512,0.0003,0.0001,0.3188,7.2983,29.8644,31.3064,625.316,99.2744,771.896
464,1.2837,1.7263,1.0601,9.4975,0.1886,6.7796,16.474,0.0004,0.0001,0.3684,7.2966,26.9356,28.2297,621.397,99.1443,762.864
465,1.4292,2.022,0.8552,9.4796,0.1987,6.4151,16.1029,0.0002,0.0002,0.3237,7.287,26.6076,28.0466,629.905,99.142,773.096
466,1.4267,2.3806,0.8496,10.7451,0.2503,7.8587,18.8644,0.0002,0.0002,0.3159,7.2884,29.7216,31.1577,628.474,99.3422,774.998
467,1.4255,2.2866,0.8398,10.8261,0.2291,7.9349,18.9978,0.0002,0.0002,0.3268,7.2896,29.7632,31.1989,628.016,99.9759,775.218
468,1.4167,2.3632,1.2523,10.1169,0.1842,6.4509,16.7625,0.0002,0.0001,0.3255,7.2881,28.0139,29.4393,625.283,100.248,771.098
469,1.4374,2.1983,0.7884,10.0554,0.1946,6.5081,16.7668,0.0003,0.0002,0.3136,7.2849,27.3723,28.8192,630.527,99.1849,774.589
470,1.4218,2.1478,0.8244,10.7867,0.2234,7.9197,18.9396,0.0003,0.0001,0.3216,7.2932,29.5508,30.9814,628.481,99.6712,775.126
471,1.4155,2.493,0.9035,10.7586,0.1591,7.8629,18.7865,0.0002,0.0001,0.3137,7.2852,29.7975,31.2221,630.029,99.6707,776.937
472,1.2694,1.775,1.064,10.0412,0.2055,6.8514,17.1067,0.0001,0.0001,0.3613,7.2978,27.646,28.9246,627.273,99.0425,769.246
473,1.4377,2.262,0.8589,10.0205,0.1557,6.2529,16.4388,0.0003,0.0002,0.3235,7.3823,27.2886,28.7341,628.271,99.3395,772.443
474,1.4318,2.2163,0.8593,10.7111,0.1785,7.8893,18.7865,0.0002,0.0002,0.3097,7.2855,29.4814,30.9209,629.504,99.7082,776.22
475,1.4562,2.2052,1.1917,9.6789,0.2544,6.8537,16.7943,0.0002,0.0001,0.3251,7.2857,27.8236,29.2896,625.472,99.2709,770.239
476,1.4318,2.1351,0.8577,10.611,0.1968,7.8014,18.6188,0.0002,0.0002,0.3333,7.2859,29.2523,30.693,625.65,99.7138,772.118
477,1.4212,2.3095,1.1506,9.434,0.2427,6.8382,16.5261,0.0003,0.0002,0.322,7.2862,27.6155,29.0462,628.957,99.5998,773.495
478,1.4451,2.2389,0.8019,10.7109,0.2191,7.9474,18.8864,0.0003,0.0003,0.3191,7.334,29.5926,31.0462,627.052,99.9481,774.258
479,1.4993,2.1455,0.834,10.7109,0.1842,7.8757,18.7808,0.0002,0.0002,0.3111,7.2864,29.3694,30.8781,624.567,100.096,771.572
480,1.2848,1.5325,1.3163,9.5192,0.2836,6.8217,16.6278,0.0004,0.0001,0.3607,7.3149,27.161,28.4563,625.724,99.8845,767.942
481,1.4132,2.2547,0.838,10.6703,0.1982,7.8677,18.7451,0.0002,0.0001,0.3202,7.282,29.4579,30.8805,629.502,101.021,777.442
482,1.4213,2.5754,1.1794,10.1753,0.1807,6.5086,16.8772,0.0003,0.0002,0.3144,7.284,28.2502,29.6809,641.187,99.6479,786.429
483,1.4355,2.2696,0.8256,9.5945,0.2468,6.47,16.3219,0.0003,0.0002,0.3234,7.2882,27.0522,28.5019,625.725,100.006,770.173
484,1.4263,2.4003,0.7458,10.1703,0.1909,6.2987,16.667,0.0002,0.0002,0.3106,7.2877,27.4311,28.8657,630.183,99.8593,774.969
485,1.4471,2.1699,0.8319,10.7415,0.184,7.8629,18.7952,0.0002,0.0001,0.3124,7.2918,29.4244,30.8812,626.705,100.222,773.994
486,1.44,2.4463,1.3852,9.7176,0.2167,6.4538,16.3985,0.0003,0.0002,0.3118,7.2844,27.8511,29.3006,631.529,100.018,776.953
487,1.4243,2.4355,0.8362,10.851,0.1687,7.9087,18.9329,0.0002,0.0002,0.3078,7.2839,29.814,31.2479,630.702,99.2701,777.246
488,1.2815,1.8208,1.1241,10.0127,0.2213,6.8787,17.1164,0.0003,0.0001,0.3564,7.2958,27.7224,29.014,623.703,100.015,766.652
489,1.4117,2.1387,0.8919,9.5468,0.2268,6.4445,16.2242,0.0001,0.0002,0.3157,7.3713,26.9607,28.3816,624.852,103.95,773.287
490,1.4174,2.241,0.8541,10.6847,0.2031,7.8315,18.7292,0.0003,0.0001,0.323,7.2874,29.4598,30.8867,624.014,100.077,770.901
491,1.4321,2.2819,0.8528,10.9417,0.1802,8.012,19.1427,0.0003,0.0002,0.3281,7.2922,29.9221,31.364,625.142,99.0855,771.694
492,1.4312,2.3015,1.1558,9.5178,0.234,7.0145,16.7768,0.0003,0.0002,0.3232,7.2859,27.8655,29.3049,628.072,99.6702,773.056
493,1.4106,2.0483,0.8287,9.6567,0.2072,6.4605,16.3341,0.0002,0.0001,0.315,7.2856,26.833,28.2529,627.924,99.2411,771.409
494,1.4059,2.2489,0.8455,10.9099,0.2581,7.9268,19.1038,0.0002,0.0002,0.3129,7.29,29.8211,31.2357,625.659,99.547,772.354
495,1.4302,2.0863,0.8662,10.802,0.1632,7.9003,18.8707,0.0002,0.0002,0.3114,7.2916,29.4535,30.8927,625.012,99.8778,771.905
496,1.2506,1.4966,1.0933,9.5618,0.2715,6.8296,16.6683,0.0002,0.0001,0.3444,7.295,26.9103,28.1711,624.065,99.5671,765.839
497,1.427,2.2996,0.857,10.7018,0.2242,7.9131,18.8485,0.0003,0.0002,0.3171,7.2884,29.6341,31.0704,625.983,99.6492,772.776
498,1.4361,2.4918,0.8554,10.9458,0.1827,8.0479,19.1871,0.0002,0.0002,0.3131,7.2945,30.1653,31.6116,623.658,99.6429,771.012
