,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,Compute neighbours,Copy sorting indexes to CPU,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
485,0.01,0.215,0.6196,0.0504,0.0013,0.265,0,0.0685,0.1322,0.0002,0.2066,0.7321,0.1218,1.7044,4.5509,0.5889,6.964
486,0.0099,0.2174,0.6225,0.0543,0.0014,0.2685,0,0.0678,0.1282,0.0002,0.2095,0.7377,0.113,1.7077,4.5109,0.5918,6.9282
487,0.0093,0.2239,0.6265,0.0537,0.0014,0.2716,0.0001,0.0622,0.1306,0.0001,0.1981,0.7255,0.1258,1.7174,4.4648,0.5905,6.8897
488,0.0097,0.1897,0.6606,0.0579,0.0021,0.2883,0.0001,0.0727,0.138,0.0002,0.2196,0.7993,0.1263,1.8013,7.0601,0.8394,9.8243
489,0.0096,0.2333,0.6717,0.0502,0.0031,0.3361,0.0001,0.0843,0.1366,0.0002,0.2045,0.8331,0.1281,1.8854,4.9941,0.6074,7.6085
490,0.0104,0.2166,0.6374,0.0602,0.0021,0.2776,0.0001,0.0687,0.1334,0.0002,0.2131,0.771,0.1176,1.7642,4.9697,0.5955,7.4478
491,0.0097,0.2239,0.657,0.0647,0.0038,0.2978,0.0001,0.072,0.1379,0.0002,0.2027,0.7976,0.1284,1.8305,4.4369,0.6119,7.0014
492,0.01,0.2262,0.65,0.0594,0.0044,0.2733,0.0001,0.0718,0.1394,0.0002,0.2141,0.7811,0.1222,1.8004,4.4447,0.6076,6.9707
493,0.0099,0.2155,0.6554,0.0485,0.0032,0.2757,0.0001,0.0648,0.1365,0.0003,0.2043,0.7496,0.1285,1.7695,4.5523,0.6005,7.0418
494,0.0101,0.2365,0.6741,0.0526,0.002,0.2933,0.0001,0.0731,0.1377,0.0002,0.2017,0.7764,0.1316,1.842,4.5094,0.6065,7.0755
495,0.0098,0.2191,0.6212,0.0584,0.0036,0.2866,0.0001,0.0712,0.1328,0.0001,0.2111,0.7808,0.1275,1.7699,4.5369,0.6203,7.0449
496,0.0098,0.202,0.6669,0.0509,0.0018,0.3112,0.0001,0.0777,0.1271,0.0002,0.2194,0.8078,0.1319,1.8332,7.4232,0.9422,10.3244
497,0.0101,0.2392,0.666,0.0603,0.0021,0.2866,0.0001,0.0708,0.1369,0.0002,0.2019,0.7803,0.1249,1.8318,7.0392,0.6041,9.6013
498,0.0094,0.2207,0.6614,0.0528,0.0036,0.2941,0.0001,0.0752,0.139,0.0002,0.2203,0.8079,0.1291,1.839,4.4917,0.613,7.0611
499,0.0104,0.2196,0.6456,0.0482,0.0016,0.2607,0.0001,0.0562,0.1326,0.0002,0.199,0.7079,0.1252,1.718,4.5186,0.6121,6.9697
500,0.0101,0.2156,0.6121,0.0483,0.0015,0.2577,0.0001,0.0563,0.1324,0.0001,0.2122,0.7163,0.1159,1.6769,4.6392,0.612,7.0483
501,0.01,0.2225,0.6448,0.0555,0.0016,0.2696,0.0001,0.0675,0.1303,0.0002,0.2087,0.7439,0.1268,1.7584,4.5376,0.6073,7.0306
502,0.0095,0.2259,0.6312,0.0543,0.0016,0.2883,0,0.0687,0.1332,0.0002,0.2097,0.7652,0.1201,1.7596,4.5356,0.6146,7.0293
503,0.0097,0.2186,0.655,0.0528,0.0021,0.2416,0.0001,0.0703,0.1272,0.0002,0.2108,0.7242,0.128,1.7465,4.5946,0.6239,7.0893
504,0.0115,0.119,0.6551,0.057,0.0023,0.2906,0.0001,0.0726,0.1272,0.0002,0.2083,0.7752,0.1166,1.6946,8.4002,1.0505,11.2811
505,0.0098,0.2332,0.667,0.0574,0.0021,0.2957,0.0001,0.0706,0.1363,0.0002,0.2206,0.8013,0.126,1.8482,5.5912,0.6235,8.1866
506,0.0103,0.2463,0.6598,0.0554,0.0037,0.2757,0.0001,0.0731,0.1357,0.0003,0.2128,0.7741,0.1248,1.8425,4.5937,0.6174,7.1704
507,0.0101,0.2214,0.6394,0.0552,0.0034,0.2411,0.0001,0.0684,0.135,0.0002,0.2036,0.7233,0.1186,1.7227,4.6073,0.616,7.0636
508,0.01,0.2197,0.663,0.0622,0.0042,0.3024,0.0001,0.0761,0.1345,0.0002,0.2208,0.8186,0.1259,1.8471,4.6683,0.6316,7.2655
509,0.0099,0.2209,0.649,0.0603,0.0036,0.2842,0.0001,0.0721,0.1378,0.0001,0.2134,0.7878,0.13,1.809,4.6368,0.6161,7.1795
510,0.0099,0.2147,0.6443,0.0626,0.0018,0.2917,0.0001,0.0689,0.1359,0.0002,0.2,0.7777,0.1254,1.7838,4.8076,0.6344,7.3437
511,0.01,0.2261,0.6483,0.054,0.0021,0.2718,0.0001,0.0744,0.1371,0.0002,0.224,0.7821,0.1309,1.8095,4.7055,0.6336,7.2653
512,0.0096,0.182,0.6529,0.0529,0.0018,0.2828,0.0001,0.0692,0.1263,0.0001,0.2076,0.7526,0.1198,1.7272,7.6109,0.6302,10.092
513,0.01,0.2404,0.6457,0.0589,0.0028,0.2788,0.0001,0.0677,0.1354,0.0002,0.2171,0.7771,0.1166,1.8013,8.4967,0.9981,11.4221
514,0.0096,0.3594,0.6577,0.0552,0.003,0.2493,0.0001,0.0705,0.1376,0.0002,0.2134,0.7473,0.1297,1.9162,4.6973,0.6301,7.3607
515,0.0099,0.2202,0.6596,0.053,0.0023,0.2532,0.0001,0.0703,0.1355,0.0002,0.2016,0.7335,0.1194,1.7552,4.6751,0.6235,7.1732
516,0.01,0.2234,0.6519,0.0543,0.0035,0.2856,0.0001,0.0698,0.1355,0.0003,0.2057,0.7726,0.1379,1.8056,4.6525,0.621,7.1966
517,0.0102,0.2202,0.6499,0.0604,0.0039,0.293,0.0001,0.0647,0.1327,0.0002,0.2059,0.7769,0.128,1.7963,4.6248,0.6227,7.1658
518,0.0103,0.2172,0.6486,0.0537,0.0037,0.2549,0.0001,0.0779,0.141,0.0002,0.2034,0.7533,0.1271,1.7668,4.6843,0.6227,7.1925
519,0.0097,0.2296,0.642,0.0591,0.0032,0.2463,0.0001,0.0721,0.1326,0.0002,0.2145,0.7452,0.1179,1.7544,4.7058,0.622,7.2002
