,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,Compute neighbours,Copy sorting indexes to CPU,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
323,0.0093,0.2199,0.6492,0.0534,0.0024,0.2271,0,0.0778,0.1294,0.0002,0.2102,0.716,0.1302,1.7365,4.7676,0.6025,7.2254
324,0.0089,0.3149,0.6452,0.0592,0.0016,0.2341,0.0001,0.0696,0.1274,0.0002,0.2188,0.7206,0.1154,1.8166,4.705,0.5925,7.2335
325,0.0096,0.2269,0.6374,0.054,0.0016,0.2193,0.0001,0.0679,0.1265,0.0002,0.2051,0.6831,0.1226,1.6901,4.728,0.5931,7.1335
326,0.0098,0.2338,0.6494,0.0559,0.0036,0.2443,0.0001,0.0741,0.1301,0.0001,0.2095,0.7371,0.1269,1.7718,4.731,0.5982,7.2207
327,0.0099,0.2192,0.6441,0.0578,0.002,0.2802,0.0001,0.0711,0.1343,0.0002,0.2092,0.7739,0.1292,1.7856,4.7483,0.5954,7.2484
328,0.0099,0.1038,0.6724,0.0569,0.0021,0.2315,0.0001,0.075,0.1213,0.0002,0.226,0.7304,0.1347,1.6676,8.3304,0.9659,11.0939
329,0.01,0.236,0.646,0.0573,0.0016,0.2278,0.0001,0.0668,0.1287,0.0002,0.2172,0.7119,0.1285,1.7414,7.3214,0.5906,9.7751
330,0.0099,0.2296,0.6133,0.0534,0.0014,0.218,0.0001,0.0665,0.125,0.0002,0.2004,0.6732,0.1307,1.6663,4.6897,0.5902,7.0641
331,0.0103,0.2177,0.6248,0.0541,0.0016,0.2187,0.0001,0.0698,0.1304,0.0002,0.2137,0.6981,0.1301,1.6898,4.6942,0.5897,7.097
332,0.0098,0.218,0.633,0.0532,0.0016,0.2176,0.0001,0.0664,0.1268,0.0001,0.2064,0.6818,0.1052,1.6562,4.7321,0.5924,7.0993
333,0.0098,0.2288,0.6171,0.0545,0.0014,0.231,0.0001,0.0778,0.1262,0.0002,0.1979,0.6974,0.1151,1.6768,4.7724,0.5985,7.1709
334,0.0099,0.223,0.607,0.0519,0.0015,0.2658,0.0001,0.0783,0.1357,0.0002,0.2233,0.7742,0.1167,1.7364,4.7569,0.6119,7.2252
335,0.0096,0.2222,0.653,0.064,0.005,0.2326,0.0001,0.067,0.1318,0.0003,0.2108,0.7333,0.1216,1.7516,4.7072,0.5955,7.1737
336,0.01,0.1118,0.7227,0.0569,0.0021,0.2454,0.0001,0.0786,0.1264,0.0002,0.214,0.7418,0.1233,1.7259,8.506,0.9928,11.3331
337,0.01,0.2343,0.6685,0.0585,0.0018,0.2811,0.0001,0.0636,0.1337,0.0002,0.2075,0.7784,0.1313,1.8376,6.7667,0.5873,9.3125
338,0.0097,0.2299,0.6536,0.0558,0.0032,0.2314,0.0001,0.0767,0.1325,0.0002,0.2154,0.7336,0.1272,1.7657,4.6768,0.5896,7.1502
339,0.01,0.2202,0.6491,0.053,0.0023,0.2306,0.0001,0.0775,0.1328,0.0003,0.219,0.7311,0.1258,1.748,4.6773,0.5917,7.1356
340,0.0106,0.2284,0.6503,0.0531,0.0021,0.2274,0.0002,0.0702,0.1274,0.0002,0.2042,0.7022,0.1287,1.7317,4.6615,0.5901,7.1021
341,0.0103,0.219,0.6552,0.0557,0.0022,0.2273,0.0001,0.0742,0.1332,0.0003,0.2228,0.7318,0.1257,1.7536,4.69,0.5881,7.1519
342,0.0106,0.2196,0.6276,0.0535,0.0052,0.2397,0.0001,0.0677,0.127,0.0002,0.2104,0.7201,0.1161,1.7035,4.6628,0.5846,7.0697
343,0.0097,0.2168,0.6378,0.0532,0.0037,0.2335,0.0001,0.0693,0.1361,0.0001,0.2022,0.7146,0.1277,1.7155,4.6688,0.5855,7.089
344,0.0096,0.1119,0.6423,0.0594,0.0023,0.2997,0.0001,0.0772,0.1317,0.0003,0.2289,0.8205,0.1271,1.7261,6.2089,0.6681,8.7298
345,0.0106,0.2311,0.6782,0.059,0.0026,0.241,0.0001,0.0726,0.1371,0.0002,0.2082,0.7372,0.1318,1.8046,6.4656,0.6441,9.0446
346,0.0094,0.2192,0.6277,0.065,0.0024,0.2488,0,0.0826,0.1339,0.0002,0.2058,0.755,0.1193,1.7424,4.6998,0.5913,7.1556
347,0.0101,0.223,0.6502,0.0613,0.0032,0.2274,0.0001,0.071,0.1303,0.0002,0.2111,0.719,0.1276,1.7438,4.6505,0.5854,7.0975
348,0.01,0.217,0.6357,0.0544,0.002,0.2687,0.0001,0.0793,0.1339,0.0002,0.2319,0.7894,0.1318,1.7939,4.6727,0.5883,7.1744
349,0.0101,0.2196,0.6582,0.0569,0.0061,0.2317,0.0001,0.0684,0.1316,0.0002,0.2061,0.7173,0.1265,1.7435,4.7413,0.5875,7.1954
350,0.0096,0.2257,0.6516,0.0635,0.0045,0.2347,0.0001,0.0656,0.1288,0.0003,0.2229,0.7381,0.1263,1.7613,4.6561,0.5807,7.1164
351,0.0098,0.219,0.6415,0.0535,0.0019,0.233,0.0001,0.0678,0.1296,0.0001,0.2087,0.7088,0.1291,1.7194,4.6788,0.5888,7.1091
352,0.0103,0.1793,0.6661,0.0584,0.0033,0.247,0.0001,0.0718,0.1213,0.0001,0.2057,0.7263,0.1229,1.7204,7.632,0.9793,10.4641
353,0.01,0.2446,0.6357,0.0536,0.0015,0.2384,0.0001,0.0667,0.1226,0.0002,0.2099,0.7013,0.1302,1.7282,6.7555,0.5932,9.2036
354,0.0093,0.2305,0.626,0.0456,0.0014,0.2169,0,0.0682,0.1272,0.0001,0.199,0.6664,0.1244,1.6635,4.6361,0.5858,7.0036
355,0.0092,0.2169,0.6226,0.0576,0.0014,0.2235,0,0.0645,0.1263,0.0001,0.2028,0.6838,0.1241,1.6618,4.6484,0.583,7.0114
356,0.0091,0.225,0.5916,0.0515,0.0014,0.2209,0,0.0658,0.1195,0.0001,0.2085,0.6751,0.1114,1.6177,4.6756,0.5863,6.9982
357,0.0091,0.2184,0.5976,0.0542,0.0014,0.2159,0,0.066,0.1189,0.0001,0.2076,0.6716,0.1249,1.6271,4.6681,0.584,7.0008
358,0.009,0.2242,0.6014,0.0514,0.0014,0.2179,0.0001,0.0656,0.1275,0.0002,0.2165,0.6882,0.1153,1.6437,4.6224,0.5793,6.9635
359,0.0091,0.2172,0.5985,0.0517,0.0014,0.2313,0.0001,0.0644,0.1266,0.0001,0.1993,0.6822,0.1269,1.6395,4.6693,0.5877,7.0147
360,0.0088,0.1974,0.6224,0.056,0.0014,0.2764,0.0001,0.068,0.1293,0.0002,0.1967,0.7363,0.1146,1.6867,7.0893,0.8387,9.732
361,0.0091,0.2303,0.645,0.0564,0.0014,0.2251,0.0001,0.0657,0.1281,0.0001,0.2159,0.7039,0.1318,1.7266,6.8544,0.5778,9.278
362,0.009,0.2171,0.6239,0.0595,0.0015,0.2357,0,0.0756,0.1279,0.0002,0.2109,0.7197,0.1213,1.6971,4.6615,0.6055,7.0843
363,0.0091,0.2293,0.6101,0.0517,0.0015,0.2187,0,0.0631,0.1264,0.0002,0.2069,0.6759,0.123,1.6554,4.5891,0.5754,6.938
364,0.0091,0.2192,0.6692,0.0509,0.0029,0.2363,0.0001,0.072,0.1329,0.0003,0.2212,0.7381,0.1325,1.7798,4.673,0.5868,7.1605
365,0.0092,0.2327,0.648,0.0545,0.0031,0.2446,0,0.0705,0.13,0.0002,0.2334,0.752,0.136,1.7941,4.6581,0.5799,7.1508
366,0.0096,0.2201,0.6444,0.0587,0.0021,0.2298,0.0001,0.0605,0.1314,0.0002,0.2115,0.7104,0.1259,1.7227,4.6727,0.5795,7.0967
367,0.0088,0.2391,0.6419,0.0591,0.0032,0.2873,0.0001,0.0747,0.1301,0.0002,0.2173,0.7885,0.1305,1.8218,4.6487,0.5756,7.1633
368,0.0118,0.1405,0.6435,0.0559,0.0046,0.245,0.0001,0.0719,0.1217,0.0002,0.2173,0.7333,0.1275,1.6731,5.6799,0.5784,8.0636
369,0.01,0.2269,0.6609,0.0548,0.002,0.2542,0.0001,0.0715,0.134,0.0002,0.2164,0.7498,0.1321,1.7916,5.7614,0.5799,8.2575
370,0.01,0.2312,0.6563,0.0579,0.0031,0.2252,0.0001,0.0568,0.1314,0.0002,0.2232,0.7136,0.1297,1.7507,4.6036,0.5769,7.0496
371,0.0105,0.2147,0.6372,0.0563,0.0029,0.2373,0.0001,0.0787,0.1314,0.0001,0.208,0.7505,0.1222,1.7487,4.6394,0.5785,7.0874
372,0.0102,0.2279,0.6564,0.0495,0.0036,0.2486,0.0001,0.0705,0.1322,0.0002,0.2207,0.7442,0.1299,1.7772,4.6608,0.5857,7.1451
373,0.01,0.2153,0.643,0.0578,0.0016,0.2511,0.0001,0.0742,0.1342,0.0002,0.2155,0.7504,0.119,1.7511,4.6549,0.5798,7.1051
374,0.01,0.2192,0.6349,0.0512,0.0015,0.2353,0.0001,0.0584,0.1301,0.0001,0.2111,0.6971,0.1237,1.6949,4.6307,0.5713,7.0192
375,0.0102,0.2139,0.6484,0.0611,0.0037,0.2432,0.0001,0.0679,0.1314,0.0002,0.2134,0.7407,0.128,1.7531,4.6511,0.5766,7.1012
376,0.0104,0.1051,0.6725,0.0599,0.002,0.2366,0.0001,0.0756,0.1262,0.0002,0.2147,0.7312,0.1321,1.6662,6.2603,0.5743,8.6239
377,0.0101,0.231,0.6745,0.0584,0.0033,0.2362,0.0001,0.0754,0.1349,0.0002,0.2067,0.7323,0.1318,1.7932,7.297,0.7612,9.978
378,0.0092,0.2322,0.6604,0.0545,0.0074,0.2321,0.0001,0.0712,0.1285,0.0002,0.2003,0.7124,0.1301,1.7572,4.6411,0.5726,7.0931
379,0.0103,0.215,0.6403,0.0609,0.0018,0.2277,0,0.0685,0.1483,0.0003,0.2412,0.7651,0.1231,1.7663,4.6831,0.5774,7.1457
380,0.0101,0.2227,0.677,0.0528,0.0031,0.2334,0.0001,0.0639,0.1309,0.0002,0.2036,0.7061,0.1237,1.7498,4.6407,0.5719,7.082
381,0.0103,0.2182,0.6331,0.0547,0.0019,0.247,0.0001,0.0705,0.1316,0.0002,0.2212,0.7424,0.1292,1.7431,4.6264,0.5819,7.07
382,0.0101,0.2182,0.649,0.0533,0.0018,0.2436,0.0001,0.0636,0.1307,0.0002,0.2159,0.7264,0.1292,1.7428,4.6319,0.5775,7.0717
383,0.01,0.2123,0.65,0.0558,0.0035,0.2824,0.0001,0.0692,0.1322,0.0002,0.2161,0.7785,0.1281,1.789,4.6507,0.5694,7.1287
384,0.0096,0.109,0.6538,0.0539,0.004,0.2479,0.0001,0.071,0.1212,0.0003,0.2038,0.7218,0.1321,1.64,6.9057,0.5707,9.2403
385,0.0096,0.2393,0.6376,0.0545,0.0015,0.277,0.0001,0.071,0.1287,0.0002,0.2121,0.7593,0.1292,1.791,4.6487,0.57,7.1291
386,0.01,0.2204,0.6555,0.0572,0.0019,0.2432,0.0001,0.072,0.1317,0.0002,0.2137,0.7375,0.1228,1.7588,4.5982,0.5711,7.0489
387,0.0101,0.2299,0.6528,0.0535,0.0044,0.2476,0.0001,0.0722,0.1515,0.0002,0.2293,0.7771,0.1328,1.8152,4.5604,0.5672,7.0657
388,0.0105,0.2199,0.6355,0.0546,0.0015,0.2163,0.0001,0.0697,0.1296,0.0002,0.206,0.6869,0.1252,1.6887,4.6064,0.5723,6.9896
389,0.0101,0.2296,0.6382,0.0532,0.002,0.2329,0.0001,0.0738,0.1323,0.0001,0.2276,0.7371,0.1249,1.7554,4.5997,0.5714,7.0457
390,0.0101,0.2222,0.6711,0.0518,0.0015,0.218,0.0001,0.0662,0.1269,0.0001,0.1986,0.6719,0.1237,1.7098,4.5821,0.5755,6.9877
391,0.01,0.2302,0.6024,0.0524,0.0014,0.2858,0,0.0696,0.1318,0.0002,0.2144,0.7634,0.1262,1.7378,4.5797,0.5705,7.0064
392,0.0089,0.1821,0.6589,0.0574,0.0017,0.235,0.0001,0.0687,0.1225,0.0002,0.2122,0.7142,0.1309,1.7027,5.3501,0.574,7.7518
393,0.0096,0.2327,0.6599,0.0584,0.0022,0.2865,0.0001,0.0639,0.1352,0.0002,0.2273,0.7947,0.1293,1.8411,4.6282,0.5713,7.1675
394,0.0089,0.2239,0.6357,0.0532,0.0017,0.2377,0.0001,0.0699,0.1286,0.0002,0.2157,0.7201,0.1322,1.7312,4.6393,0.5681,7.0699
395,0.0098,0.222,0.6919,0.0624,0.0024,0.2268,0.0001,0.0752,0.1324,0.0002,0.2229,0.7394,0.1296,1.804,4.6904,0.5756,7.1961
396,0.0103,0.2245,0.664,0.0555,0.0022,0.2379,0.0001,0.083,0.1306,0.0001,0.2099,0.7347,0.1237,1.7698,4.7095,0.5615,7.1652
397,0.0099,0.2176,0.6608,0.0541,0.0032,0.226,0.0001,0.0715,0.1299,0.0001,0.204,0.6991,0.1199,1.7175,4.6083,0.5732,7.0183
398,0.0098,0.2229,0.6567,0.0515,0.0015,0.2213,0.0001,0.067,0.1279,0.0002,0.212,0.6922,0.1171,1.7082,4.5188,0.5651,6.9106
399,0.0097,0.2264,0.648,0.0555,0.0024,0.2478,0.0001,0.0625,0.1313,0.0002,0.2143,0.732,0.1243,1.7522,4.5307,0.5675,6.9696
400,0.0105,0.0999,0.6598,0.054,0.0032,0.2383,0.0001,0.0699,0.1236,0.0003,0.2182,0.7267,0.1261,1.6374,6.7525,0.779,9.2931
401,0.0103,0.2296,0.6506,0.0554,0.0036,0.2803,0.0001,0.0716,0.1309,0.0002,0.2069,0.7683,0.1228,1.7929,4.5,0.5596,6.9709
402,0.0098,0.2179,0.64,0.0534,0.0017,0.2474,0.0001,0.0914,0.1341,0.0002,0.2111,0.7603,0.1307,1.7704,4.5745,0.5643,7.0287
403,0.0101,0.2215,0.6834,0.0595,0.002,0.2854,0.0001,0.0632,0.1342,0.0002,0.2098,0.7726,0.1315,1.8301,4.5739,0.5683,7.091
404,0.0098,0.2237,0.6496,0.0566,0.0033,0.2393,0.0001,0.0723,0.1326,0.0002,0.2206,0.7434,0.1275,1.7637,4.5352,0.5642,6.9816
405,0.0101,0.2178,0.6448,0.0549,0.0044,0.2347,0.0001,0.0714,0.1309,0.0002,0.2009,0.7166,0.128,1.7277,4.5828,0.5599,6.9891
406,0.0098,0.2278,0.6546,0.055,0.0049,0.2879,0.0001,0.0777,0.1329,0.0002,0.2161,0.7934,0.1288,1.8274,4.54,0.5586,7.0445
407,0.0103,0.2239,0.6428,0.0486,0.0047,0.2873,0.0001,0.0682,0.1312,0.0002,0.2042,0.7621,0.1273,1.7781,4.512,0.5645,6.9732
408,0.0102,0.2022,0.663,0.0612,0.0022,0.2413,0.0001,0.0792,0.1216,0.0002,0.2177,0.7396,0.1307,1.7626,7.7176,0.9562,10.5607
409,0.0099,0.2333,0.6517,0.0552,0.0014,0.288,0,0.0735,0.1288,0.0002,0.201,0.7568,0.1155,1.7733,6.8284,0.5654,9.2903
410,0.009,0.2246,0.6129,0.0547,0.0014,0.2304,0.0001,0.0679,0.1251,0.0002,0.1997,0.6874,0.1205,1.6612,4.5203,0.5677,6.8674
411,0.0091,0.2288,0.6202,0.0548,0.0015,0.2652,0.0001,0.0649,0.1287,0.0002,0.2102,0.7349,0.1122,1.7143,4.5027,0.556,6.8905
412,0.0092,0.2141,0.6093,0.0517,0.0014,0.2554,0,0.0611,0.1307,0.0002,0.2139,0.7219,0.123,1.6829,4.5392,0.5633,6.9027
413,0.009,0.2194,0.604,0.0515,0.0014,0.2226,0.0001,0.0663,0.1256,0.0001,0.1984,0.6734,0.1204,1.6358,4.5532,0.5573,6.8677
414,0.0092,0.2237,0.664,0.05,0.0035,0.2281,0.0001,0.0634,0.1303,0.0002,0.2028,0.696,0.1279,1.7319,4.5122,0.5542,6.9198
415,0.0099,0.2189,0.6508,0.0539,0.004,0.298,0.0001,0.0721,0.1338,0.0003,0.2247,0.8038,0.1253,1.8198,4.601,0.5588,7.1008
416,0.011,0.1975,0.6724,0.054,0.0022,0.2359,0.0001,0.0631,0.1224,0.0002,0.2152,0.7097,0.1309,1.7388,6.5989,0.8426,9.3163
417,0.0097,0.2424,0.6721,0.0555,0.0025,0.294,0.0001,0.0707,0.1356,0.0002,0.2123,0.7868,0.1243,1.8473,4.618,0.5629,7.1548
418,0.0106,0.2247,0.6484,0.0598,0.002,0.2917,0.0001,0.0657,0.1313,0.0002,0.2176,0.7853,0.1336,1.8126,6.5282,0.5547,9.0211
419,0.0092,0.2362,0.6394,0.0561,0.002,0.2773,0.0001,0.0808,0.1327,0.0002,0.206,0.7724,0.1153,1.7847,4.5299,0.5522,6.9857
420,0.0096,0.2206,0.6426,0.0553,0.0019,0.2337,0.0001,0.0793,0.1338,0.0002,0.217,0.7379,0.1273,1.7486,4.5874,0.5553,7.0119
421,0.0093,0.2349,0.6539,0.058,0.0038,0.238,0.0001,0.0821,0.1358,0.0002,0.2087,0.7463,0.1238,1.7799,4.5225,0.5611,6.9825
422,0.0098,0.2175,0.6735,0.0548,0.0021,0.2318,0.0001,0.0604,0.1318,0.0001,0.222,0.7197,0.1301,1.7633,4.4822,0.5598,6.9238
423,0.01,0.2229,0.6474,0.0562,0.0017,0.2488,0.0001,0.071,0.1449,0.0001,0.2153,0.7596,0.1264,1.7778,4.5119,0.5602,6.9678
424,0.0104,0.2584,0.6628,0.0563,0.0022,0.2923,0.0001,0.0651,0.1317,0.0001,0.2146,0.782,0.1312,1.8596,7.2462,0.773,10.0039
425,0.01,0.2249,0.646,0.0571,0.0022,0.2886,0.0001,0.0671,0.1336,0.0002,0.2272,0.7938,0.1318,1.8201,6.6353,0.5436,9.1231
426,0.0104,0.2411,0.6558,0.0563,0.0041,0.2815,0.0001,0.0691,0.1335,0.0002,0.2066,0.7697,0.1219,1.8108,4.487,0.5477,6.9636
427,0.0098,0.2166,0.651,0.0512,0.003,0.23,0.0001,0.0689,0.131,0.0002,0.2091,0.7091,0.132,1.7298,4.5665,0.5552,6.9737
428,0.0102,0.2283,0.6237,0.0535,0.002,0.2836,0.0001,0.0772,0.1302,0.0002,0.2093,0.7704,0.1265,1.7711,4.5477,0.5503,6.9891
429,0.0095,0.2255,0.6284,0.0465,0.0015,0.2749,0.0001,0.0656,0.1307,0.0001,0.2098,0.7378,0.1265,1.7353,4.53,0.5516,6.9386
430,0.01,0.2268,0.6406,0.0524,0.003,0.2276,0.0001,0.0618,0.131,0.0001,0.2109,0.7033,0.1225,1.7176,4.5503,0.5457,6.9344
431,0.0101,0.2303,0.6985,0.0569,0.0021,0.2251,0.0001,0.0686,0.1331,0.0002,0.2129,0.7179,0.1282,1.7951,4.4939,0.5471,6.9547
432,0.01,0.0952,0.6443,0.0624,0.0018,0.2821,0.0001,0.0689,0.1196,0.0003,0.2217,0.77,0.1277,1.6601,7.3936,0.9975,10.176
433,0.0099,0.2303,0.6775,0.0577,0.0016,0.2263,0.0001,0.0721,0.1309,0.0002,0.2084,0.707,0.1363,1.7708,4.6099,0.5493,7.048
434,0.0099,0.228,0.609,0.0518,0.0015,0.259,0.0001,0.0645,0.1284,0.0001,0.2119,0.7252,0.1257,1.7061,4.4779,0.5479,6.8501
435,0.0097,0.2146,0.6226,0.052,0.0015,0.2702,0,0.0708,0.1283,0.0001,0.2155,0.7461,0.1236,1.7233,4.5206,0.5571,6.9186
436,0.01,0.2184,0.6288,0.0542,0.0016,0.2216,0.0001,0.0665,0.1294,0.0001,0.2062,0.6893,0.1491,1.7047,4.5011,0.5522,6.877
437,0.0097,0.218,0.6462,0.053,0.0015,0.2742,0.0001,0.0705,0.1325,0.0002,0.2136,0.7545,0.1299,1.766,4.5474,0.5627,6.9955
438,0.0096,0.2213,0.6183,0.0571,0.0016,0.2678,0.0001,0.0678,0.1305,0.0001,0.2013,0.735,0.1225,1.731,4.5783,0.5432,6.9714
439,0.0096,0.2257,0.6169,0.0527,0.0014,0.2599,0,0.0678,0.1292,0.0002,0.2061,0.7249,0.1192,1.7022,4.5101,0.547,6.8757
440,0.0096,0.1896,0.631,0.0509,0.0016,0.2718,0.0001,0.0734,0.1205,0.0002,0.2252,0.7534,0.1304,1.7284,6.468,0.6187,8.9364
441,0.0101,0.2434,0.6496,0.0604,0.0024,0.287,0.0001,0.0693,0.1337,0.0002,0.2161,0.7881,0.1278,1.8332,4.5513,0.56,7.0695
442,0.0106,0.222,0.6514,0.0521,0.002,0.2898,0.0001,0.0677,0.1308,0.0002,0.2048,0.7624,0.1323,1.7908,4.5565,0.5596,7.0313
443,0.0099,0.2302,0.6435,0.0577,0.0017,0.2821,0.0001,0.0703,0.1354,0.0002,0.2314,0.7951,0.1336,1.8218,5.0576,0.5604,7.5625
444,0.0095,0.2169,0.6275,0.0534,0.0016,0.2821,0.0001,0.0678,0.1319,0.0002,0.2132,0.7602,0.1264,1.75,4.6852,0.8158,7.3743
445,0.0097,0.2386,0.6378,0.0604,0.0036,0.2752,0.0001,0.0607,0.1303,0.0002,0.2213,0.7701,0.1224,1.7906,4.5571,0.5628,7.0343
446,0.01,0.2229,0.65,0.06,0.002,0.2886,0.0001,0.07,0.1327,0.0001,0.2138,0.7847,0.1246,1.804,4.5683,0.5556,7.0483
447,0.0096,0.2383,0.6289,0.0604,0.0033,0.238,0.0001,0.0714,0.1345,0.0002,0.2017,0.7271,0.1243,1.7402,4.5646,0.5649,6.9908
448,0.0108,0.1846,0.7049,0.058,0.0026,0.288,0.0002,0.0886,0.1239,0.0001,0.2082,0.7925,0.1299,1.8363,5.3169,0.5659,7.8525
449,0.0105,0.2276,0.6607,0.0615,0.0017,0.2391,0.0001,0.0617,0.1329,0.0002,0.2121,0.7208,0.123,1.7505,5.3139,0.8387,8.0304
450,0.0103,0.2303,0.6613,0.0565,0.0032,0.3038,0.0001,0.073,0.1344,0.0002,0.219,0.8043,0.1339,1.8532,7.0213,0.8345,9.8377
451,0.01,0.3477,0.6504,0.0565,0.0037,0.289,0.0001,0.0736,0.1317,0.0002,0.2205,0.7923,0.1209,1.9351,6.7274,0.9593,9.7423
452,0.0107,0.3397,0.629,0.0579,0.0034,0.3111,0.0001,0.0752,0.1325,0.0001,0.2145,0.8094,0.1111,1.9104,4.552,0.569,7.1515
453,0.0097,0.2237,0.6101,0.056,0.0015,0.2533,0.0001,0.0642,0.1305,0.0001,0.196,0.7097,0.1263,1.6856,6.7464,0.5685,9.1266
454,0.0091,0.2325,0.6091,0.0523,0.0014,0.2696,0.0001,0.0675,0.1245,0.0002,0.2049,0.7287,0.1211,1.7066,4.5111,0.5637,6.8996
455,0.0092,0.2145,0.6097,0.052,0.0014,0.2678,0.0001,0.0557,0.1289,0.0001,0.2089,0.7225,0.1149,1.6759,6.5251,0.5667,8.8874
456,0.0092,0.1963,0.6316,0.0563,0.0018,0.2377,0.0001,0.0605,0.1235,0.0001,0.2019,0.6948,0.108,1.6529,8.3071,0.8097,10.8897
457,0.0091,0.2385,0.6297,0.0555,0.0049,0.2879,0.0001,0.0664,0.1324,0.0002,0.2194,0.7773,0.1162,1.7775,4.542,0.5807,7.0208
458,0.0099,0.2221,0.6185,0.0581,0.0015,0.2164,0,0.0637,0.13,0.0001,0.1975,0.6759,0.1236,1.6563,5.9187,0.9165,8.6092
459,0.0098,0.2294,0.6251,0.0559,0.0016,0.2882,0.0001,0.0692,0.1354,0.0002,0.2108,0.7714,0.1261,1.7711,4.5402,0.5675,6.9966
460,0.0098,0.2272,0.631,0.0542,0.0016,0.2207,0.0001,0.059,0.1267,0.0002,0.1982,0.6702,0.1236,1.6699,6.1725,0.7391,8.7113
461,0.0101,0.2376,0.6404,0.0591,0.002,0.2796,0.0001,0.0688,0.1346,0.0001,0.2151,0.7753,0.1288,1.8046,6.6136,0.5784,9.1234
462,0.01,0.2418,0.6968,0.0634,0.0016,0.2487,0.0001,0.0746,0.1419,0.0002,0.217,0.7619,0.1363,1.8567,4.8462,0.5738,7.3951
463,0.0103,0.2211,0.6599,0.0559,0.0027,0.275,0.0001,0.0747,0.1356,0.0002,0.2133,0.7792,0.1323,1.8171,6.037,0.956,8.9282
464,0.0105,0.197,0.6624,0.0557,0.0021,0.2936,0.0001,0.0713,0.1299,0.0002,0.1967,0.7701,0.1325,1.788,7.6586,0.8509,10.4336
465,0.0101,0.436,0.6555,0.0577,0.0024,0.2935,0,0.062,0.1391,0.0002,0.2311,0.8035,0.1314,2.0493,7.4475,0.9263,10.5572
466,0.0095,0.4533,0.6689,0.0544,0.0038,0.2944,0.0001,0.0721,0.1362,0.0002,0.2237,0.7983,0.12,2.0613,4.4995,0.5705,7.2522
467,0.01,0.2182,0.6285,0.0536,0.0015,0.2265,0.0001,0.0673,0.1315,0.0001,0.2096,0.6993,0.1294,1.6927,4.5244,0.9397,7.2812
468,0.0096,0.2317,0.6197,0.0511,0.0015,0.2138,0.0001,0.0669,0.1322,0.0002,0.223,0.7005,0.1307,1.7037,5.4813,0.5768,7.8879
469,0.0104,0.2297,0.6367,0.051,0.0014,0.236,0,0.0647,0.1276,0.0001,0.1981,0.6873,0.1262,1.701,4.9787,0.8288,7.6254
470,0.0098,0.2289,0.6254,0.0536,0.0024,0.2355,0.0001,0.0684,0.1289,0.0002,0.1972,0.6979,0.1202,1.691,5.0619,0.567,7.4382
471,0.0098,0.2176,0.6058,0.053,0.0014,0.2346,0,0.0649,0.1301,0.0001,0.1961,0.6879,0.1231,1.6499,5.3231,0.7678,7.8585
472,0.0101,0.1064,0.6485,0.0579,0.0014,0.2273,0.0001,0.0743,0.123,0.0002,0.2171,0.7251,0.1322,1.632,7.6522,0.5779,9.9866
473,0.0103,0.2476,0.6897,0.0563,0.0044,0.2884,0.0001,0.0796,0.1384,0.0001,0.2237,0.814,0.1325,1.9082,4.6669,0.8975,7.5959
474,0.0099,0.2202,0.6334,0.0547,0.0015,0.2182,0.0001,0.0667,0.1408,0.0002,0.2147,0.7084,0.1302,1.7088,6.6933,0.958,9.4822
475,0.0102,0.2362,0.6496,0.0602,0.0015,0.2206,0.0001,0.0674,0.1304,0.0001,0.2107,0.7036,0.1272,1.7406,4.5581,0.5768,6.9929
476,0.0094,0.2217,0.6185,0.0525,0.0015,0.2742,0.0001,0.0674,0.1309,0.0002,0.2076,0.7432,0.1256,1.7272,4.4907,0.5769,6.9123
477,0.0096,0.2183,0.6157,0.0546,0.0014,0.2664,0.0001,0.0561,0.1295,0.0001,0.1976,0.7139,0.1279,1.6924,4.5118,0.5724,6.8938
478,0.01,0.2187,0.6406,0.0523,0.0014,0.221,0,0.0679,0.1338,0.0002,0.2135,0.7035,0.1221,1.7059,4.4755,0.5715,6.8737
479,0.0097,0.2328,0.6662,0.0578,0.0035,0.2428,0.0001,0.07,0.132,0.0003,0.2125,0.7372,0.1269,1.7875,4.5227,0.5734,7.0018
480,0.0107,0.1818,0.6796,0.0598,0.0039,0.2343,0,0.0764,0.1268,0.0002,0.1972,0.7171,0.1298,1.7346,7.5275,0.5787,9.9718
481,0.01,0.2278,0.6202,0.0662,0.0014,0.2863,0.0001,0.072,0.1305,0.0002,0.2081,0.7734,0.1227,1.7634,4.4783,0.5884,6.9463
482,0.0102,0.2257,0.5925,0.0535,0.0015,0.2595,0,0.0568,0.131,0.0002,0.1981,0.7081,0.1253,1.6674,4.4641,0.5786,6.8312
483,0.0099,0.2127,0.607,0.0555,0.0014,0.27,0,0.0601,0.13,0.0001,0.2146,0.7402,0.1252,1.7016,4.5647,0.5929,6.9767
484,0.0099,0.2313,0.6041,0.0512,0.0014,0.2331,0.0001,0.0624,0.1291,0.0001,0.1961,0.6813,0.1226,1.6549,4.4744,0.5808,6.8272
