,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Set inverse offsets and counts,Execute kncomputeNeighbours,Neighbour resize,Inverse particle indexes,Copy neighbour data to CPU,Compute neighbours,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
11,0.7737,1.6749,12.8699,0.0743,0.0045,0.9583,0.0001,0.0854,1.9421,0.0003,6.0336,5.8088,14.9337,30.2731,350.848,58.2862,452.306
12,0.7956,1.7508,14.351,0.0607,0.0045,0.7666,0.0001,0.0754,1.9443,0.0003,5.9969,5.8248,14.6994,31.616,348.629,57.9087,451.193
13,0.7934,1.6136,13.1279,0.0662,0.0044,0.9272,0.0002,0.0966,1.9513,0.0002,6.0599,5.8173,14.9463,30.5011,349.122,61.6106,454.409
14,0.772,1.6774,12.4974,0.0665,0.0032,0.7613,0.0001,0.0777,1.9323,0.0003,6.0065,5.8201,14.6927,29.658,349.696,58.0703,450.493
15,0.7698,1.5881,12.9124,0.0636,0.0031,0.9552,0.0002,0.0848,1.953,0.0003,6.0263,5.8395,14.9491,30.2364,351.714,58.1727,453.382
16,0.7997,1.0479,13.0674,0.0856,0.0044,0.698,0.0001,0.0748,1.9508,0.0002,6.0084,5.8954,14.7313,29.6621,355.175,57.9723,453.941
17,0.7712,1.532,12.9995,0.0698,0.004,0.9044,0.0001,0.0871,1.9635,0.0002,5.9731,5.8444,14.8644,30.1898,352.616,57.9645,453.838
18,0.7768,1.7308,13.9735,0.0623,0.0031,0.827,0.0001,0.0706,1.9538,0.0003,6.0293,5.8345,14.7983,31.3004,355.478,62.7501,462.67
19,0.77,1.5803,13.0046,0.0617,0.0052,0.9778,0.0001,0.088,1.9684,0.0002,6.0201,5.849,14.9939,30.3678,356.348,58.5483,458.251
20,0.7997,1.5167,12.715,0.0631,0.0051,0.7783,0.0001,0.0737,1.9311,0.0002,5.9836,5.8573,14.718,29.7692,354.675,58.3072,455.873
21,0.7532,1.6202,13.1455,0.0655,0.0046,0.9984,0.0002,0.0894,1.9765,0.0002,6.0877,5.8684,15.1222,30.661,361.048,58.622,463.608
22,0.7389,1.5729,12.8116,0.0628,0.0047,0.7982,0.0001,0.0742,1.9714,0.0002,6.063,5.8879,14.8881,30.0293,358.852,58.6196,460.558
23,0.7846,1.5485,13.2009,0.0609,0.0067,0.9977,0.0002,0.0871,1.9825,0.0002,6.0884,5.9386,15.185,30.7423,366.157,58.8806,468.851
24,0.8004,1.0401,13.527,0.0586,0.0047,0.6944,0.0004,0.0733,1.9654,0.0002,6.0217,5.9063,14.7389,30.123,357.148,58.2551,456.642
25,0.7839,1.5983,13.0385,0.0584,0.0026,0.9811,0.0001,0.0843,1.9952,0.0001,6.1129,5.9116,15.1631,30.5987,361.931,59.1765,464.734
26,0.7613,1.7812,14.2783,0.0592,0.0047,0.7406,0.0001,0.0777,1.9775,0.0002,6.062,5.8953,14.8423,31.6843,363.019,59.0964,466.801
27,0.7626,1.7098,13.1275,0.0694,0.0039,0.9891,0.0001,0.0877,2.0065,0.0002,6.0963,5.8894,15.1676,30.7895,361.413,58.9867,464.338
28,0.7912,1.9371,14.097,0.0693,0.004,0.7868,0.0002,0.0775,1.9757,0.0003,6.1012,5.8986,14.9371,31.7829,369.524,59.1184,473.435
29,0.7723,1.5592,13.1132,0.0657,0.0046,1.014,0.0001,0.0857,1.9906,0.0002,6.1702,5.909,15.2627,30.7252,367.876,59.3296,471.139
30,0.7398,1.598,12.697,0.0588,0.0032,0.7868,0.0001,0.0841,1.9642,0.0003,6.1891,5.9133,15.0237,30.0806,374.441,59.8683,477.615
31,0.79,1.5638,13.0804,0.0602,0.0027,0.933,0.0002,0.0874,1.9996,0.0002,6.1352,5.9012,15.1347,30.5908,369.74,59.7132,473.094
32,0.8028,1.0393,13.758,0.0695,0.0044,0.7899,0.0001,0.0686,1.9932,0.0001,6.2427,5.9651,15.2443,30.859,374.272,63.5777,479.807
33,0.7376,1.5532,12.71,0.0624,0.0038,0.9616,0.0001,0.0848,1.9956,0.0003,6.2462,5.9329,15.303,30.3237,373.402,60.0925,476.923
34,0.8057,1.7792,14.2688,0.0548,0.0051,0.7771,0.0001,0.079,2.002,0.0002,6.2576,5.9676,15.1682,32.0427,372.28,60.271,477.867
35,0.7751,1.7522,13.1975,0.081,0.0041,1.0059,0.0001,0.0886,2.0007,0.0003,6.2303,5.9584,15.3924,31.1356,381.179,60.3707,485.772
36,0.7488,1.7556,14.4595,0.0634,0.0065,0.7945,0.0002,0.078,2.0044,0.0002,6.2858,6.0056,15.2627,32.2449,377.08,60.5149,483.037
37,0.8241,1.5835,12.8907,0.0594,0.0023,0.9182,0.0001,0.0858,1.9965,0.0001,6.1952,5.9593,15.2322,30.5482,381.668,60.0764,485.325
38,0.7873,1.7278,14.0111,0.0603,0.0037,0.7867,0,0.0747,2.008,0.0003,6.3117,5.9969,15.2579,31.8019,381.132,60.7918,486.746
39,0.7672,1.5967,12.9834,0.0591,0.0025,0.9694,0,0.0834,2.0374,0.0003,6.2887,5.9792,15.437,30.806,385.182,60.8987,489.822
40,0.8094,1.0548,13.5225,0.0668,0.0036,0.7433,0.0001,0.0735,1.9969,0.0002,6.3202,6.0391,15.2526,30.6524,381.04,60.8083,483.611
41,0.7941,1.7988,13.0034,0.0585,0.0037,0.995,0.0001,0.0827,1.9918,0.0002,6.4381,6.018,15.6032,31.2199,388.933,61.2584,494.358
42,0.7848,1.7406,13.8454,0.0517,0.0053,0.7565,0.0001,0.0756,2.0054,0.0003,6.292,6.0603,15.2725,31.6643,388.213,61.5002,494.487
43,0.7748,1.6303,13.0975,0.0662,0.0058,0.9997,0.0002,0.0909,2.0377,0.0002,6.4951,6.0386,15.76,31.2831,397.262,61.9761,503.589
44,0.762,1.759,13.9945,0.064,0.0039,0.7499,0.0001,0.0747,2.0232,0.0002,6.3622,6.0509,15.3519,31.8852,391.757,61.6462,498.546
45,0.7532,1.6314,13.008,0.0617,0.0028,1.0013,0.0001,0.0891,2.0345,0.0003,6.4365,6.0471,15.6876,31.102,398.385,62.541,505.087
46,0.7778,1.7528,14.1929,0.0607,0.0025,0.778,0.0001,0.0746,2.0282,0.0002,6.4339,6.0563,15.4472,32.1891,398.076,62.5965,506.185
47,0.7634,1.6305,13.0613,0.0591,0.0029,1.0081,0.0001,0.0895,2.0623,0.0001,6.4826,6.0754,15.7968,31.2693,404.123,63.0571,511.505
48,0.8117,1.0571,13.0786,0.0545,0.0071,0.7705,0.0002,0.0718,2.0606,0.0002,6.4313,6.1441,15.5544,30.5175,405.414,63.0084,510.011
49,0.7784,1.6508,12.9639,0.0633,0.0025,0.9913,0.0002,0.0843,2.0554,0.0002,6.4857,6.1069,15.8068,31.2167,402.664,63.1442,510.122
50,0.772,1.7687,14.1348,0.0622,0.0042,0.7822,0.0001,0.0723,2.0465,0.0002,6.5326,6.1336,15.6581,32.3507,415.962,64.5243,525.878
51,0.7691,1.6221,13.1622,0.065,0.0047,1.0351,0.0002,0.0906,2.0689,0.0002,6.5302,6.1172,15.9345,31.5091,410.839,63.6418,519.114
52,0.7773,1.7706,14.06,0.0614,0.0041,0.7935,0.0001,0.0741,2.0697,0.0002,6.5448,6.1823,15.7496,32.378,418.454,64.0327,527.936
53,0.7896,1.5984,13.1172,0.0707,0.0051,1.0417,0.0001,0.0901,2.0616,0.0002,6.5884,6.1981,16.0793,31.6053,416.504,64.3241,525.541
54,0.7762,1.7905,13.9997,0.0571,0.005,0.7983,0.0002,0.1535,2.0532,0.0002,6.5811,6.1879,15.8597,32.4479,419.531,64.4708,529.546
55,0.7532,1.6097,13.1427,0.0626,0.0037,1.0201,0.0002,0.0873,2.1212,0.0002,6.6641,6.1962,16.1804,31.7053,422.128,64.4466,531.474
56,0.7615,1.0343,13.3936,0.0638,0.0045,0.7512,0.0001,0.0728,2.1262,0.0003,6.6338,6.2532,15.9192,31.1246,425.425,65.3557,533.046
57,0.7874,1.6358,13.1599,0.0619,0.0043,1.0473,0.0001,0.0901,2.1128,0.0002,6.6496,6.2346,16.2256,31.8314,429.179,65.5169,539.666
58,0.7625,1.8428,13.8405,0.065,0.0058,0.8041,0.0001,0.075,2.1033,0.0002,6.6793,6.2287,15.9874,32.451,432.668,66.0767,544.566
59,0.8118,1.6155,13.348,0.0661,0.0025,1.03,0.0001,0.0896,2.1557,0.0002,6.8016,6.2695,16.4373,32.2308,434.818,66.9472,547.395
60,0.7929,1.7905,14.3007,0.055,0.0038,0.8059,0.0002,0.0739,2.1959,0.0003,6.7698,6.2639,16.1935,33.0993,442.541,66.965,555.427
61,0.7906,1.6118,13.1964,0.0673,0.0031,1.0376,0.0001,0.0922,2.1504,0.0002,6.7578,6.2723,16.4053,32.0229,438.909,66.7475,550.67
62,0.749,1.7905,14.0785,0.0562,0.0053,0.8273,0.0001,0.0749,2.1445,0.0002,6.7638,6.2919,16.1888,32.8252,441.894,67.01,554.759
63,0.7707,1.6384,13.1277,0.0698,0.0043,1.0185,0.0001,0.0879,2.1757,0.0002,6.8869,6.314,16.5797,32.1408,451.769,67.3991,564.381
64,0.7942,1.0439,13.8069,0.0623,0.0045,0.7745,0.0001,0.0738,2.1799,0.0002,6.8742,6.3853,16.4399,32.1016,448.586,67.296,559.197
65,0.7813,1.771,13.1254,0.0598,0.0026,1.024,0.0003,0.0859,2.1304,0.0002,6.8278,6.3315,16.4754,32.1718,449.413,67.6459,562.267
66,0.7363,1.7539,14.2855,0.0729,0.0042,0.8646,0.0002,0.0763,2.1591,0.0002,6.8421,6.3591,16.4021,33.1986,456.911,68.3498,571.592
67,0.7449,1.5802,13.0296,0.0612,0.0041,1.0165,0.0001,0.0887,2.1864,0.0002,6.9075,6.3679,16.6534,32.026,456.613,72.4217,574.016
68,0.7418,1.7603,14.2419,0.0614,0.0038,0.7966,0.0001,0.074,2.163,0.0003,6.9242,6.3756,16.4178,33.1806,459.002,68.1147,573.301
69,0.783,1.6179,13.265,0.0632,0.0023,1.0246,0.0001,0.0839,2.1684,0.0002,6.9479,6.3949,16.7028,32.3905,461.12,69.1505,575.73
70,0.7819,1.7455,13.9929,0.0598,0.0028,0.7941,0.0001,0.1473,2.1738,0.0002,6.9218,6.3965,16.5107,33.0476,462.17,69.4057,577.642
71,0.7714,1.6633,13.1267,0.0615,0.004,1.0287,0.0001,0.0951,2.2096,0.0003,6.9935,6.4292,16.843,32.4231,471.385,69.5596,586.358
72,0.8098,1.0433,13.4503,0.0625,0.0038,0.7517,0.0001,0.0727,2.1829,0.0001,7.0462,6.4797,16.6088,31.9251,468.953,70.0231,581.861
73,0.8005,1.6397,13.1929,0.0628,0.0033,1.0296,0.0001,0.086,2.1953,0.0002,7.0659,6.454,16.9135,32.5657,480.721,70.6055,596.816
74,0.7946,1.7042,13.7855,0.0672,0.0042,0.8069,0.0001,0.0746,2.205,0.0003,7.1169,6.4638,16.7616,33.0647,476.866,71.0285,593.952
75,0.8028,1.5959,13.1483,0.0673,0.0044,1.0829,0.0001,0.0871,2.2204,0.0002,7.1395,6.4939,17.1212,32.6871,476.988,70.5801,593.485
76,0.8041,1.7028,14.205,0.0597,0.0038,0.9169,0.0001,0.0739,2.2017,0.0002,7.0732,6.4921,16.8464,33.5774,480.463,73.2124,600.381
77,0.7635,1.6041,13.0591,0.066,0.0025,1.031,0.0002,0.0842,2.2356,0.0003,7.1116,6.52,17.0729,32.5169,484.366,71.6458,601.727
78,0.7774,1.7668,14.4131,0.0608,0.0049,0.8069,0.0001,0.0769,2.2819,0.0002,7.1452,6.5183,16.9219,33.9006,487.36,71.0965,605.497
79,0.7808,1.6425,13.0121,0.0602,0.0025,1.0194,0.0001,0.0826,2.2522,0.0003,7.216,6.5793,17.2304,32.6808,496.163,72.4096,614.411
80,0.8156,1.0358,13.0125,0.1431,0.004,0.7307,0.0001,0.0679,2.2205,0.0001,7.2225,6.6196,17.0239,31.9008,488.975,71.9544,603.858
81,0.7642,1.6195,13.0472,0.0616,0.0038,1.0153,0.0001,0.0934,2.2534,0.0001,7.2383,6.6166,17.3017,32.7472,493.404,72.6086,611.796
82,0.776,1.7755,14.3893,0.0548,0.005,0.8161,0.0003,0.0772,2.2889,0.0002,7.2682,6.5824,17.12,34.0832,495.501,72.9487,615.593
83,0.7665,1.572,13.1234,0.0748,0.0036,1.0476,0.0001,0.0891,2.2843,0.0002,7.2681,6.5909,17.3729,32.852,497.008,76.7667,619.763
84,0.7941,1.7258,14.3291,0.0643,0.003,0.8018,0.0001,0.0737,2.2491,0.0003,7.24,6.5982,17.0458,33.9165,500.932,72.2314,620.041
85,0.777,1.6293,13.2807,0.0683,0.005,1.0461,0.0001,0.0875,2.2855,0.0002,7.2844,6.6257,17.4274,33.1369,509.867,73.4061,629.697
86,0.776,1.7859,14.0594,0.0528,0.0035,0.8061,0.0001,0.1506,2.2687,0.0002,7.2832,6.6332,17.2164,33.8584,506.54,73.5296,627.272
87,0.7769,1.6342,13.0362,0.0587,0.0036,1.0204,0.0001,0.0845,2.3075,0.0003,7.3341,6.6478,17.4784,32.9454,510.113,73.5199,629.652
88,0.8045,1.099,13.5618,0.0924,0.0038,0.7612,0.0001,0.0718,2.2733,0.0001,7.3064,6.6809,17.1998,32.6779,503.932,73.2479,620.965
89,0.7867,1.5815,12.8759,0.062,0.003,0.9933,0.0001,0.0883,2.2971,0.0002,7.3307,6.6672,17.4583,32.7235,512.972,73.7797,632.628
90,0.7835,1.7173,14.0394,0.051,0.0025,0.8013,0.0003,0.0712,2.2929,0.0003,7.3753,6.6798,17.2936,33.849,513.841,74.5229,635.145
91,0.797,1.7169,13.1465,0.0625,0.0048,1.059,0.0001,0.0889,2.3255,0.0002,7.3225,6.6949,17.5836,33.2662,519.775,74.4525,640.484
92,0.7802,1.7672,14.032,0.0583,0.0027,0.7915,0.0001,0.0719,2.2916,0.0001,7.2471,6.7097,17.1906,33.7914,521.406,75.3614,643.592
93,0.7768,1.6333,13.0871,0.0661,0.0027,1.0396,0.0003,0.0867,2.31,0.0002,7.4661,6.7141,17.6981,33.2101,521.903,76.6491,644.858
94,0.7983,1.7912,14.287,0.0554,0.0025,0.7992,0.0001,0.072,2.3302,0.0002,7.4408,6.7313,17.445,34.3394,526.084,76.0711,649.532
95,0.7349,1.6083,13.259,0.0628,0.0047,1.0384,0.0001,0.0866,2.3371,0.0002,7.5345,6.7937,17.8844,33.5043,531.83,76.7589,655.471
96,0.7923,1.0522,13.462,0.0578,0.0047,0.7691,0.0002,0.0732,2.3225,0.0003,7.5008,6.7923,17.5602,32.8829,524.435,76.5426,644.911
97,0.7895,1.5793,13.0666,0.0622,0.0052,1.0481,0.0001,0.0931,2.3555,0.0002,7.4876,6.7912,17.8696,33.3263,534.421,76.7859,657.553
98,0.7611,1.7593,14.0587,0.0561,0.003,0.8716,0.0002,0.0747,2.3358,0.0003,7.5407,6.786,17.6929,34.2933,535.2,77.7034,660.577
99,0.7817,1.6585,13.1839,0.0643,0.0029,1.0571,0.0001,0.0883,2.3775,0.0001,7.5939,6.8153,18.0162,33.6604,537.823,77.5631,662.259
100,0.7734,1.7392,14.1409,0.0627,0.004,0.8178,0.0001,0.1597,2.3373,0.0001,7.5573,6.8138,17.7709,34.4429,540.607,76.3443,664.677
101,0.7809,1.6235,13.2311,0.0684,0.0033,1.0671,0.0002,0.0882,2.3768,0.0002,7.5978,6.8403,18.0676,33.7246,545.098,79.42,671.382
102,0.7439,1.7826,14.1692,0.0628,0.0044,0.8358,0.0001,0.083,2.3577,0.0002,7.574,6.8631,17.806,34.5227,548.593,77.1701,673.497
103,0.7441,1.6547,13.0202,0.0619,0.0025,1.0223,0.0001,0.0818,2.398,0.0003,7.6147,6.8692,18.0685,33.5074,550.334,77.7492,674.786
104,0.8206,1.0472,13.4296,0.0637,0.0039,0.7685,0.0001,0.0683,2.3578,0.0001,7.6553,6.9477,17.8763,33.1887,548.299,78.2504,670.773
105,0.7692,1.6055,13.1055,0.0648,0.0046,1.0604,0.0002,0.0878,2.3962,0.0002,7.7003,6.8968,18.2363,33.736,554.395,78.1721,679.374
106,0.774,1.8013,13.881,0.063,0.0066,0.8799,0.0002,0.0767,2.3969,0.0002,7.7104,6.8921,18.05,34.5282,554.506,78.5205,680.786
107,0.7441,1.612,13.1275,0.0632,0.0047,1.0111,0.0001,0.0829,2.4109,0.0002,7.6739,6.9014,18.1738,33.6775,554.797,78.5841,680.272
108,0.7764,1.9374,14.0605,0.0659,0.0047,0.8805,0.0002,0.0761,2.4013,0.0002,7.7175,6.9119,18.0829,34.8783,555.75,79.0557,682.783
109,0.7622,1.6269,13.0282,0.0623,0.0035,1.0663,0.0001,0.081,2.4253,0.0002,7.7447,6.9275,18.3295,33.7652,561.367,80.1279,688.38
110,0.7971,1.7576,14.3,0.0616,0.0025,0.8123,0.0001,0.1428,2.4282,0.0002,7.7439,6.9487,18.1589,35.0337,561.073,78.9633,688.054
111,0.7405,1.6167,13.1806,0.0612,0.0025,1.055,0.0001,0.0859,2.4572,0.0002,7.6202,6.9427,18.2369,33.7936,562.512,79.9859,689.29
112,0.8176,1.0547,13.6116,0.0681,0.0035,0.7985,0.0001,0.0783,2.407,0.0001,7.7743,7.0917,18.2354,33.7337,563.644,79.7422,688.129
113,0.7291,1.6438,13.0471,0.0624,0.0043,1.0672,0.0001,0.0902,2.431,0.0003,7.8167,7.0451,18.5423,33.9837,566.653,80.7914,694.532
114,0.7291,1.7534,14.3879,0.0647,0.005,0.8689,0.0001,0.1467,2.4647,0.0002,7.8123,6.9979,18.3883,35.2794,568.37,80.5547,697.474
115,0.7392,1.6166,13.1246,0.1354,0.0032,1.0411,0.0001,0.0846,2.4472,0.0001,7.8416,7.0076,18.5849,34.0859,571.459,81.3707,700.071
116,0.7822,1.7219,14.1763,0.0621,0.0046,0.8156,0.0002,0.0777,2.439,0.0002,7.8589,7.0227,18.3032,35.0038,579.74,81.431,709.318
117,0.736,1.6295,12.8921,0.0663,0.0036,1.013,0.0001,0.0862,2.4817,0.0002,7.8976,7.0287,18.592,33.8708,575.494,81.636,704.192
118,0.7738,1.7244,14.1003,0.0609,0.0024,0.8468,0.0002,0.0758,2.4661,0.0004,7.901,7.041,18.4137,35.0328,580.199,80.9022,709.213
119,0.7685,1.6194,13.007,0.0593,0.0028,1.0556,0.0001,0.0811,2.4928,0.0003,7.9114,7.0453,18.6655,34.0812,578.654,81.1595,706.952
120,0.8212,1.0475,13.1676,0.0659,0.0042,0.7793,0.0001,0.0756,2.4871,0.0002,7.8973,7.1011,18.4241,33.4773,571.976,81.3233,697.869
121,0.793,1.6387,13.242,0.0641,0.0043,1.0619,0.0001,0.0881,2.4613,0.0002,7.9428,7.073,18.7212,34.4157,574.27,81.9541,703.74
122,0.7359,1.7585,14.032,0.0605,0.004,0.8981,0.0001,0.0747,2.489,0.0003,8.0246,7.1152,18.6927,35.2387,584.66,82.2446,715.292
123,0.743,1.5725,13.2029,0.0643,0.0062,1.0832,0.0002,0.0904,2.5253,0.0002,8.0593,7.1097,18.9642,34.5038,585.012,82.3787,715.12
124,0.7322,1.7675,14.2713,0.0729,0.0049,0.8513,0.0001,0.0742,2.5132,0.0002,8.0095,7.1301,18.683,35.4727,591.391,82.5517,722.56
125,0.7417,1.6277,13.1373,0.0675,0.0029,1.0672,0.0001,0.0906,2.5187,0.0003,8.0431,7.1217,18.9365,34.4623,589.638,82.8833,720.161
126,0.7541,1.8067,13.9527,0.0673,0.0046,0.8712,0.0001,0.0768,2.5356,0.0002,8.0243,7.1418,18.7456,35.2769,593.987,82.7561,725.348
127,0.7359,1.6133,13.0653,0.0664,0.0051,1.0719,0.0001,0.0921,2.5254,0.0002,8.0285,7.1453,18.9611,34.396,591.375,82.7518,721.857
128,0.8269,1.0422,13.59,0.0642,0.004,0.7935,0.0001,0.0711,2.4845,0.0002,8.0989,7.208,18.8141,34.2896,587.871,82.8251,716.048
129,0.8114,1.6384,13.285,0.0634,0.0049,1.0878,0.0001,0.0884,2.5282,0.0002,8.0619,7.1724,19.0332,34.794,595.764,83.1295,726.778
130,0.7349,1.6202,13.1456,0.0676,0.0055,1.0918,0.0001,0.0884,2.5658,0.0002,8.1209,7.2113,19.1784,34.6994,595.122,83.482,726.637
131,0.7839,1.7752,13.8664,0.068,0.004,0.8321,0.0001,0.0759,2.5231,0.0002,8.1423,7.2063,18.8763,35.3228,595.654,83.5158,727.702
132,0.7761,1.5884,13.1236,0.0635,0.0049,1.062,0.0002,0.0878,2.5661,0.0002,7.9985,7.2298,19.042,34.5518,605.474,83.4785,736.589
133,0.7427,1.8166,14.0383,0.0541,0.0043,0.9075,0.0002,0.0782,2.5505,0.0003,8.1562,7.2185,18.9932,35.6099,602.181,83.1188,733.966
134,0.7769,1.5603,13.2164,0.0652,0.0048,1.0586,0.0001,0.088,2.5785,0.0003,8.1231,7.2284,19.171,34.7417,601.163,85.18,734.163
135,0.784,1.7241,13.9024,0.0619,0.0038,0.8369,0.0001,0.0738,2.5524,0.0003,8.1862,7.2391,18.9791,35.4112,605.481,83.276,737.087
136,0.8157,1.0736,13.5151,0.071,0.0035,0.7624,0.0001,0.0731,2.5326,0.0002,8.2243,7.3007,18.9772,34.3973,607.378,82.9874,735.685
137,0.7648,1.8361,13.0769,0.0618,0.0038,1.0281,0.0001,0.0862,2.5755,0.0002,8.1718,7.2574,19.2013,34.8998,603.923,83.1657,735.068
138,0.7758,1.6209,13.2615,0.0699,0.0051,1.0694,0.0001,0.0886,2.5756,0.0003,8.1845,7.2855,19.3007,34.9792,608.514,84.1516,740.599
139,0.7769,1.7789,14.4842,0.0649,0.0047,0.8776,0.0001,0.0727,2.5695,0.0001,8.2069,7.2821,19.1018,36.1596,614.04,84.037,747.147
140,0.746,1.6157,12.9793,0.0608,0.0044,1.0511,0.0003,0.0822,2.6023,0.0002,8.1784,7.2916,19.2859,34.647,616.428,84.279,748.569
141,0.7771,1.8485,13.9365,0.0577,0.0041,0.8198,0.0002,0.0743,2.605,0.0002,8.2704,7.3068,19.1625,35.746,616.339,84.1713,749.231
142,0.7504,1.6274,13.0994,0.065,0.0025,1.0668,0.0001,0.0867,2.6269,0.0003,8.2932,7.3267,19.4878,34.9855,614.51,84.7489,747.133
143,0.778,1.6104,13.2881,0.0672,0.0043,1.079,0.0001,0.0907,2.6054,0.0003,8.3473,7.3442,19.5622,35.2597,620.057,84.6792,752.923
144,0.7972,1.0342,13.4845,0.0559,0.0047,0.7744,0.0001,0.067,2.5998,0.0002,8.31,7.3783,19.2041,34.537,613.75,84.5859,743.754
145,0.7279,1.5958,13.1031,0.0634,0.0051,1.0738,0.0001,0.0902,2.6134,0.0002,8.1904,7.3834,19.4339,34.8763,618.215,84.7641,750.612
146,0.7787,1.7481,14.5128,0.0621,0.0043,0.8162,0.0001,0.0707,2.6133,0.0002,8.3022,7.3537,19.2395,36.2953,620.88,85.2267,755.252
147,0.7621,1.5701,13.1498,0.0661,0.0049,1.0754,0.0002,0.087,2.6132,0.0002,8.3421,7.4098,19.6249,35.1292,622.097,85.5831,755.739
148,0.7735,1.7981,14.1897,0.0618,0.0031,0.8926,0.0001,0.0763,2.6246,0.0002,8.2809,7.3962,19.3592,36.1421,621.103,85.113,755.227
149,0.78,1.5606,12.8632,0.062,0.0034,0.8398,0.0002,0.1362,2.6574,0.0003,8.3813,7.4087,19.517,34.7431,623.435,84.6207,755.693
150,0.7598,1.6214,13.2641,0.0657,0.0036,1.0684,0.0002,0.0858,2.664,0.0002,8.3101,7.4006,19.6171,35.2848,624.313,85.8436,758.502
151,0.7484,1.7244,13.9004,0.0671,0.004,0.8383,0.0001,0.072,2.6663,0.0003,8.3291,7.4199,19.422,35.8167,626.526,85.8778,761.223
152,0.7966,1.0384,13.0019,0.0613,0.0035,0.7829,0.0002,0.0794,2.6698,0.0001,8.3972,7.4522,19.4558,34.306,628.822,85.4684,759.36
153,0.7548,1.7493,13.1644,0.0698,0.005,1.0841,0.0001,0.0906,2.6739,0.0002,8.423,7.4285,19.8029,35.489,628.04,86.0232,762.463
154,0.7784,1.7806,14.4033,0.0608,0.0029,0.8258,0.0001,0.0722,2.6286,0.0003,8.4748,7.4588,19.5425,36.5237,649.429,85.8675,784.788
155,0.7946,1.6566,13.0534,0.0599,0.003,1.0297,0.0001,0.0864,2.6601,0.0001,8.3563,7.4638,19.6765,35.1978,625.172,85.7733,758.972
156,0.7572,1.6177,13.0614,0.0619,0.0052,1.0647,0.0001,0.0825,2.6928,0.0001,8.4541,7.4599,19.8394,35.2945,624.623,85.9553,758.776
157,0.7364,1.8394,14.1561,0.0639,0.003,0.8498,0.0001,0.0715,2.6771,0.0002,8.3992,7.4517,19.534,36.285,631.53,86.8051,767.683
158,0.735,1.6212,12.9874,0.0589,0.0058,1.05,0.0002,0.0855,2.703,0.0002,8.3754,7.481,19.7846,35.1465,625.3,86.6119,759.951
159,0.7413,1.5758,13.2289,0.0613,0.0044,1.0922,0.0001,0.0873,2.6793,0.0003,8.4524,7.4813,19.8813,35.4483,626.396,86.265,761.117
160,0.7879,1.0495,13.1503,0.0634,0.0037,0.7926,0.0001,0.0844,2.7375,0.0001,8.4254,7.5619,19.706,34.7063,626.04,85.9883,757.489
161,0.7854,1.5939,12.8359,0.0684,0.0049,0.8455,0.0002,0.0784,2.6994,0.0002,8.3771,7.4784,19.5785,34.811,634.11,86.2011,768.024
162,0.7513,1.5857,13.0382,0.0642,0.005,1.0519,0.0001,0.0872,2.7105,0.0002,8.4891,7.5174,19.9497,35.3435,629.193,90.2247,767.883
163,0.7873,1.5962,13.001,0.0684,0.0085,1.0482,0.0001,0.0865,2.7019,0.0002,8.5161,7.484,19.9381,35.345,630.133,85.9741,764.328
164,0.7881,1.7594,14.1296,0.0589,0.0028,0.8497,0.0001,0.0724,2.7137,0.0004,8.5921,7.4906,19.802,36.4966,634.467,86.4479,770.182
165,0.7825,1.6142,13.2604,0.0658,0.0044,0.8422,0.0001,0.0747,2.6879,0.0002,8.5043,7.5127,19.72,35.3945,635.884,86.7439,770.889
166,0.7877,1.6359,13.3167,0.0679,0.0068,1.1345,0.0001,0.0866,2.6867,0.0002,8.4933,7.5025,20.0029,35.7646,630.222,90.2871,769.034
167,0.7927,1.6242,13.0949,0.0593,0.005,1.0917,0.0001,0.0872,2.7166,0.0002,8.4129,7.5058,19.9059,35.4392,630.289,86.7943,765.283
168,0.7636,1.0511,14.3071,0.0753,0.0036,0.8412,0.0001,0.0717,2.7366,0.0001,8.497,7.6492,19.8837,36.018,634.007,86.5525,767.295
169,0.7855,1.6227,13.1389,0.064,0.0062,1.0739,0.0002,0.0941,2.7177,0.0002,8.5098,7.5351,20.0272,35.5959,631.334,87.4274,767.149
170,0.7377,1.7753,13.9256,0.0615,0.0074,0.8779,0.0003,0.073,2.6909,0.0002,8.4882,7.5288,19.752,36.2072,632.757,86.9672,768.633
171,0.7825,1.5771,12.7829,0.0644,0.003,0.8385,0.0001,0.0763,2.7174,0.0003,8.4782,7.5208,19.723,34.8876,636.583,85.8516,770.091
172,0.7653,1.6776,13.029,0.0674,0.0046,1.0611,0.0002,0.0907,2.731,0.0002,8.42,7.5695,19.97,35.4613,635.824,86.6409,770.551
173,0.7608,1.6173,13.1736,0.0644,0.0033,1.0677,0.0001,0.0911,2.7384,0.0002,8.4902,7.5381,20.0164,35.5876,636.525,87.3332,772.36
174,0.7525,1.7244,14.1708,0.0588,0.0029,0.894,0.0002,0.0727,2.7226,0.0002,8.5103,7.5205,19.8007,36.4694,632.132,86.7273,768.393
175,0.7792,1.781,12.8406,0.0613,0.003,0.882,0.0002,0.0746,2.6927,0.0003,8.4911,7.5256,19.7554,35.1739,638.662,87.0199,773.683
