,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,Compute neighbours,Copy sorting indexes to CPU,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
22,0.4872,1.3063,8.2292,0.0745,0.0029,0.9017,0.0001,0.2245,1.1988,0.0003,3.305,5.731,0.4029,16.1752,213.928,34.223,271.368
23,0.4849,1.2888,7.991,0.0801,0.0052,0.7705,0.0002,0.2174,1.1526,0.0003,3.2952,5.5411,0.4519,15.778,213.191,33.9086,269.894
24,0.4805,0.6728,8.9725,0.0667,0.0033,0.7378,0.0001,0.2372,1.2005,0.0001,3.3556,5.6114,0.405,16.155,208.349,33.4596,263.949
25,0.4571,1.304,8.0199,0.066,0.0025,0.8126,0.0001,0.2125,1.1859,0.0004,3.3235,5.6206,0.4123,15.8319,212.842,34.2147,269.929
26,0.4835,1.3425,7.9478,0.0685,0.0039,0.8285,0.0001,0.2382,1.1448,0.0005,3.3106,5.6167,0.4064,15.8171,215.8,34.6072,273.215
27,0.4887,1.3055,8.2559,0.1578,0.0068,0.8114,0.0002,0.222,1.1796,0.0004,3.3399,5.7415,0.4054,16.2176,214.971,34.1952,272.41
28,0.4566,1.3391,8.4522,0.0722,0.0032,0.7847,0.0001,0.2119,1.1508,0.0002,3.3171,5.5532,0.3981,16.214,220.626,35.6731,279.551
29,0.4852,1.2962,11.225,0.0718,0.0028,0.874,0.0004,0.224,1.2978,0.0004,3.3668,5.8544,0.4269,19.3103,239.107,46.4302,311.981
30,0.4614,1.3892,8.1916,0.0723,0.0034,0.8278,0.0001,0.2241,1.1872,0.0002,3.3185,5.6451,0.4092,16.1123,215.659,34.337,273.053
31,0.493,1.3166,8.1223,0.0727,0.0045,0.7553,0.0001,0.2199,1.1584,0.0003,3.3367,5.5697,0.4846,16.0054,219.841,34.717,277.589
32,0.457,0.6362,9.2749,0.0687,0.0043,0.8342,0.0001,0.2225,1.2014,0.0002,3.3986,5.7446,0.407,16.5336,234.266,36.5177,293.345
33,0.4567,1.2989,8.0846,0.073,0.0046,0.8269,0.0001,0.2257,1.1828,0.0003,3.3437,5.6804,0.4125,15.9536,230.51,34.3099,287.754
34,0.4536,1.2809,8.0468,0.0652,0.0026,0.8138,0.0001,0.2181,1.2001,0.0002,3.3654,5.6824,0.4147,15.8962,235.621,35.0258,293.586
35,0.4854,1.2974,8.1576,0.0697,0.0034,0.8321,0.0002,0.2181,1.1812,0.0002,3.3623,5.6901,0.4072,16.0569,223.437,35.3694,281.913
36,0.4892,1.4367,9.0414,0.0827,0.0041,0.8153,0.0001,0.2317,1.1969,0.0003,3.3591,5.7122,0.4017,17.0992,225.313,35.3076,284.722
37,0.4861,1.3104,8.1608,0.0734,0.0037,0.7831,0.0001,0.2227,1.2041,0.0003,3.3668,5.6781,0.4117,16.0663,228.605,37.8504,289.5
38,0.4869,1.3064,8.0402,0.0699,0.0046,0.827,0.0001,0.2162,1.2019,0.0002,3.4466,5.7836,0.4068,16.0444,245.66,35.6516,304.364
39,0.4986,1.2765,8.1876,0.0748,0.0027,0.8693,0.0001,0.2211,1.247,0.0003,3.427,5.8673,0.4092,16.2614,228.726,35.6819,287.659
40,0.4579,0.7329,9.5403,0.074,0.0049,0.7982,0.0001,0.2337,1.2051,0.0003,3.4341,5.7646,0.4102,16.9209,225.981,35.0446,283.857
41,0.5214,1.2742,8.1494,0.072,0.0039,0.8207,0.0001,0.2182,1.215,0.0003,3.4101,5.7567,0.4071,16.1279,250.187,35.3492,308.799
42,0.4588,1.3505,8.2615,0.07,0.0026,0.7844,0.0003,0.2169,1.2088,0.0003,3.4088,5.7126,0.4145,16.2191,241.406,36.0957,300.926
43,0.455,1.2439,8.0209,0.0757,0.0036,0.8166,0.0001,0.2201,1.2026,0.0003,3.4323,5.7741,0.4078,15.9228,234.726,36.0032,293.676
44,0.489,1.4461,9.3178,0.0763,0.0041,0.8991,0.0001,0.2174,1.2066,0.0003,3.42,5.8466,0.4043,17.525,236.167,36.31,297.019
45,0.4925,1.28,8.0899,0.0771,0.0036,0.8605,0.0001,0.2162,1.222,0.0003,3.4259,5.8265,0.4095,16.1177,237.498,36.3309,296.994
46,0.4846,1.3421,8.0683,0.0788,0.0054,0.859,0.0001,0.2235,1.2301,0.0004,3.4271,5.8465,0.4051,16.1668,253.628,43.8746,320.716
47,0.4505,1.308,8.0746,0.0748,0.0043,0.8428,0.0001,0.2236,1.2372,0.0002,3.4513,5.8584,0.4067,16.1166,249.929,36.4828,309.525
48,0.4592,0.6293,9.0349,0.0805,0.0029,0.8255,0,0.2313,1.236,0.0005,3.4524,5.8374,0.4073,16.3813,240.598,36.4013,299.225
49,0.4603,1.3213,7.966,0.0664,0.0046,0.8076,0.0001,0.2391,1.1912,0.0002,3.5137,5.8467,0.408,16.0227,252.507,38.6235,314.11
50,0.4527,1.2707,8.0805,0.076,0.0044,0.8889,0.0002,0.2215,1.2625,0.0002,3.4681,5.9459,0.4032,16.1695,262.274,37.1235,322.57
51,0.4903,1.3651,9.1924,0.0676,0.0027,0.8374,0.0001,0.2257,1.2121,0.0003,3.5029,5.8734,0.4014,17.3446,247.339,37.2133,309.053
52,0.4899,1.2918,8.221,0.0724,0.0038,0.8953,0.0001,0.2177,1.2392,0.0003,3.4961,5.9464,0.4058,16.3732,248.678,37.4175,309.538
53,0.4842,1.4638,8.2505,0.0712,0.0029,0.8586,0.0002,0.2204,1.2388,0.0005,3.5137,5.9267,0.4127,16.5564,250.508,37.6922,311.758
54,0.4846,1.2913,8.1924,0.0745,0.0028,0.8453,0.0001,0.2218,1.2402,0.0005,3.5201,5.9226,0.4048,16.3144,266.139,38.5187,328.149
55,0.4688,1.5282,8.8361,0.0745,0.0047,0.8194,0.0001,0.2234,1.2139,0.0003,3.5123,5.8698,0.3935,17.1196,270.711,37.8055,332.948
56,0.4991,0.7364,7.9463,0.098,0.0038,0.8815,0.0001,0.2349,1.3166,0.0001,3.545,6.0894,0.4252,15.7093,251.941,37.9932,311.574
57,0.4588,1.2736,8.0779,0.0741,0.0039,0.8411,0.0002,0.2233,1.2518,0.0003,3.55,5.9709,0.4075,16.2074,260.849,41.0389,325.167
58,0.4884,1.2766,8.1059,0.0645,0.0036,0.8363,0.0001,0.2189,1.2437,0.0002,3.5906,5.9818,0.4107,16.2835,273.082,39.949,336.382
59,0.4519,1.3072,8.0225,0.0698,0.0025,0.8562,0.0001,0.2182,1.2567,0.0002,3.5448,5.9602,0.3946,16.1547,267.96,39.0345,330.146
60,0.4911,1.2926,8.284,0.0703,0.0044,0.8405,0.0001,0.2248,1.2511,0.0002,3.5561,5.9691,0.4031,16.4585,278.153,38.8911,340.519
61,0.4867,1.2801,8.109,0.0705,0.0044,0.9273,0.0002,0.2498,1.2975,0.0003,3.5885,6.1625,0.4031,16.4631,265.245,38.9963,327.721
62,0.4592,1.3915,8.0302,0.069,0.0027,0.877,0.0001,0.2148,1.2378,0.0001,3.5761,5.9945,0.4506,16.3421,280.729,39.4187,343.477
63,0.5051,1.2747,8.0636,0.08,0.0063,0.8524,0.0001,0.2173,1.2859,0.0004,3.6204,6.083,0.4133,16.3597,280.504,39.5763,343.463
64,0.4582,0.8771,8.961,0.0695,0.0033,0.8305,0.0001,0.2383,1.264,0.0001,3.5888,6.0032,0.3968,16.7074,268.422,39.3878,330.382
65,0.4619,1.2992,8.02,0.07,0.0027,0.8245,0.0001,0.2129,1.2583,0.0002,3.6217,6.0873,0.4038,16.294,300.073,40.9636,364.41
66,0.4555,1.3056,8.2046,0.0742,0.0066,0.8722,0.0001,0.3154,1.2708,0.0002,3.6026,6.1603,0.404,16.551,281.868,39.8575,345.333
67,0.4868,1.2945,8.0918,0.0732,0.0037,0.8849,0.0002,0.2268,1.2897,0.0003,3.6374,6.1395,0.4074,16.4393,276.21,40.3564,340.072
68,0.4916,1.2945,8.194,0.0737,0.0024,0.8412,0.0001,0.2951,1.2795,0.0002,3.7046,6.2091,0.4038,16.6131,276.953,40.6434,341.284
69,0.4557,1.505,8.1507,0.0692,0.0046,0.8618,0.0001,0.2204,1.2871,0.0003,3.6673,6.1356,0.4059,16.6699,292.016,44.7417,360.475
70,0.4891,1.3013,8.3403,0.0641,0.0026,0.8675,0.0001,0.2186,1.2829,0.0003,3.6681,6.1231,0.4061,16.6806,293.709,54.3467,371.707
71,0.4891,1.2662,8.0717,0.0739,0.0039,0.8731,0.0002,0.2205,1.301,0.0003,3.6747,6.1691,0.4135,16.4277,292.316,40.5099,356.207
72,0.4608,0.7729,9.2058,0.14,0.0036,0.822,0.0001,0.2233,1.2909,0.0001,3.7533,6.2426,0.4393,17.1354,293.769,42.7889,359.79
73,0.476,1.3147,8.0828,0.0699,0.0049,0.8592,0.0001,0.2095,1.3054,0.0002,3.6886,6.1521,0.4044,16.4482,296.815,44.0024,364.55
74,0.4918,1.3277,8.1015,0.0741,0.003,0.8757,0.0001,0.2217,1.3126,0.0003,3.7006,6.2101,0.401,16.5518,289.421,41.9391,354.87
75,0.4542,1.3857,8.0661,0.0788,0.0037,0.8107,0.0001,0.2161,1.3018,0.0004,3.6987,6.1318,0.4408,16.4985,290.835,41.117,355.428
76,0.4596,1.3113,8.0872,0.0699,0.0043,0.8155,0.0001,0.2673,1.3014,0.0003,3.7123,6.1911,0.3999,16.4697,299.659,43.7247,366.822
77,0.4525,1.2942,7.7967,0.0731,0.0052,0.8723,0.0001,0.2288,1.3406,0.0003,3.7732,6.3173,0.4098,16.2918,309.382,54.4781,387.331
78,0.4888,1.2894,8.0756,0.0721,0.0045,0.849,0.0001,0.2188,1.3222,0.0003,3.7528,6.246,0.4052,16.5243,294.792,42.0151,360.381
79,0.4559,1.2182,8.1163,0.0714,0.0025,0.8577,0.0001,0.2264,1.3165,0.0003,3.7466,6.235,0.4053,16.4474,295.529,42.0751,361.284
80,0.4943,0.6269,9.1249,0.0691,0.0043,0.821,0.0001,0.2138,1.2958,0.0004,3.7471,6.1653,0.3997,16.8274,304.677,42.0983,369.496
81,0.4539,1.2981,8.1435,0.0735,0.0064,0.8804,0.0001,0.2268,1.3362,0.0003,3.7897,6.3375,0.4157,16.6698,309.192,42.5827,375.46
82,0.4594,1.3064,8.1076,0.0646,0.0037,0.8723,0.0001,0.2104,1.3289,0.0004,3.7869,6.2836,0.4152,16.5917,302.999,42.9382,369.562
83,0.4857,1.4359,9.0846,0.072,0.0025,0.824,0.0001,0.2144,1.3348,0.0003,3.7871,6.2546,0.3977,17.6788,309.584,43.6836,378.114
84,0.4656,1.3102,8.1445,0.0639,0.0031,0.8634,0.0001,0.2295,1.3321,0.0004,3.8436,6.3579,0.4057,16.7065,310.87,42.985,378.014
85,0.4895,1.2489,8.36,0.0742,0.0042,0.8984,0.0001,0.2273,1.348,0.0002,3.8058,6.3817,0.4086,16.9077,308.104,43.0923,375.074
86,0.4883,1.2866,7.9185,0.0737,0.006,0.9479,0.0001,0.2172,1.3622,0.0003,3.7912,6.4201,0.4004,16.5362,306.279,43.5326,373.474
87,0.4896,1.3128,8.2733,0.1591,0.0046,0.8646,0.0001,0.2334,1.4071,0.0003,3.8518,6.5452,0.4104,17.0516,320.974,45.3508,390.38
88,0.4974,0.7412,9.1358,0.0664,0.0036,0.8154,0.0001,0.2161,1.326,0.0001,3.8266,6.2638,0.4042,17.0567,311.635,43.8311,378.4
89,0.4621,1.4427,8.1801,0.0696,0.0049,0.8912,0.0002,0.2228,1.3532,0.0003,3.8273,6.3898,0.4131,16.9075,312.934,43.8127,380.637
90,0.4859,1.3317,8.0742,0.0677,0.0031,0.8467,0.0001,0.2132,1.3727,0.0002,3.8512,6.3684,0.4158,16.6992,325.805,43.6727,393.265
91,0.4615,1.3448,7.9537,0.0672,0.0042,0.857,0.0001,0.2154,1.3611,0.0002,3.8465,6.3686,0.4081,16.5553,326.725,44.1656,394.51
92,0.4658,1.3027,8.2519,0.0743,0.0023,0.8815,0.0001,0.2189,1.4017,0.0002,3.8787,6.4711,0.399,16.9062,329.915,44.6738,398.697
93,0.4528,1.2998,7.8838,0.0664,0.005,0.9346,0.0002,0.2203,1.3677,0.0003,3.8612,6.4785,0.411,16.5443,319.055,44.7117,387.329
94,0.4904,1.2696,8.1403,0.0739,0.0037,0.8719,0.0001,0.2197,1.3951,0.0002,3.8824,6.4698,0.4877,16.8785,326.396,52.6995,403.271
95,0.4542,1.2982,8.2217,0.0729,0.0041,0.9116,0.0001,0.2214,1.3966,0.0003,3.8982,6.5279,0.4253,16.9484,334.704,44.8802,403.525
96,0.5045,0.7091,8.7562,0.085,0.0034,0.8711,0,0.2146,1.4178,0.0002,3.8934,6.4946,0.4122,16.8887,320.907,51.8765,395.587
97,0.5015,1.3176,8.0782,0.0782,0.0039,0.8619,0.0001,0.2152,1.3866,0.0003,3.9066,6.4775,0.479,16.8747,331.316,45.0886,400.281
98,0.4914,1.2852,7.8585,0.0723,0.003,0.9656,0,0.229,1.413,0.0003,3.9045,6.6122,0.4009,16.7019,331.973,45.149,400.926
99,0.493,1.4585,8.1442,0.0729,0.0038,0.8692,0.0002,0.2173,1.4083,0.0002,3.9103,6.5003,0.4055,17.0208,324.003,45.4917,393.582
100,0.4911,1.4582,8.173,0.0726,0.0039,0.884,0.0001,0.2367,1.4117,0.0003,3.9227,6.5561,0.4044,17.1077,334.138,46.8462,405.26
101,0.4862,1.3293,8.3057,0.0669,0.0025,0.8561,0.0001,0.2635,1.399,0.0002,3.9471,6.553,0.4123,17.1045,333.464,45.5887,403.193
102,0.4928,1.3013,8.3939,0.0661,0.003,0.854,0.0001,0.2319,1.4131,0.0002,3.9225,6.5113,0.4075,17.1303,340.244,45.8523,410.242
103,0.4887,1.6386,9.1117,0.1487,0.0049,0.8584,0.0002,0.223,1.474,0.0003,3.9363,6.667,0.3969,18.322,331.204,45.8718,402.506
104,0.4982,0.7182,7.9078,0.0692,0.0029,0.9062,0.0001,0.2193,1.4541,0.0002,4.0108,6.6712,0.4164,16.2245,329.614,46.0823,397.861
105,0.4849,1.2999,8.2025,0.0718,0.0025,0.8627,0.0001,0.2137,1.4069,0.0004,3.9613,6.5316,0.3987,16.9352,334.015,45.8153,403.751
106,0.4888,1.276,8.0359,0.0746,0.0038,0.8537,0.0001,0.2251,1.4487,0.0003,3.9696,6.5948,0.4068,16.8202,332.921,45.6185,402.364
107,0.4548,1.3056,8.3742,0.0707,0.0043,0.8621,0.0004,0.2197,1.4425,0.0002,3.9854,6.6024,0.4167,17.171,353.56,47.0185,424.826
108,0.4863,1.3446,8.2061,0.0664,0.0065,0.8924,0.0001,0.2265,1.4446,0.0006,3.9961,6.6561,0.4231,17.1368,341.885,46.0262,412.085
109,0.4923,1.379,8.0638,0.0679,0.0043,0.8075,0.0001,0.2117,1.4272,0.0004,4.0329,6.5772,0.4044,16.9384,338.751,46.1284,408.809
110,0.4866,1.2962,8.1308,0.07,0.0043,0.8746,0.0002,0.2271,1.4739,0.0002,4.0003,6.6748,0.4073,17.017,350.405,46.2544,420.654
111,0.4895,1.3581,8.0508,0.0735,0.0042,0.8685,0.0001,0.2297,1.4454,0.0003,4.0155,6.6611,0.4138,16.9922,355.175,46.317,425.605
112,0.4545,0.6267,8.868,0.0773,0.0035,0.8937,0.0001,0.2147,1.4476,0.0001,4.0227,6.668,0.4031,17.033,340.738,46.0727,409.609
113,0.485,1.3497,8.1334,0.0735,0.0041,0.855,0.0001,0.2116,1.4538,0.0003,4.0324,6.6548,0.4068,17.0486,355.023,47.0871,426.148
114,0.492,1.4404,9.4199,0.074,0.0057,0.8699,0.0002,0.2212,1.4653,0.0004,4.0526,6.7144,0.3975,18.4837,349.42,46.5953,421.487
115,0.4919,1.3371,8.1442,0.0808,0.0045,0.891,0.0001,0.2253,1.4623,0.0003,4.0303,6.717,0.4066,17.1206,344.683,46.6754,415.395
116,0.4881,1.4532,9.3373,0.0718,0.0046,0.8554,0,0.231,1.4704,0.0003,4.0433,6.6978,0.3997,18.3946,351.126,49.6379,426.171
117,0.4867,1.3764,8.104,0.0737,0.0026,0.8996,0.0001,0.2258,1.4573,0.0004,4.0567,6.7394,0.4103,17.1366,355.222,48.234,427.596
118,0.4902,1.3618,9.2397,0.0714,0.003,0.8654,0.0002,0.2207,1.4607,0.0003,4.0742,6.7178,0.4014,18.2329,349.96,47.1128,422.28
119,0.4955,1.3059,8.3699,0.0732,0.0037,0.9073,0.0001,0.2229,1.4599,0.0004,4.0942,6.7812,0.4111,17.3816,349.983,47.1743,421.656
120,0.4929,0.8004,9.4364,0.0646,0.0042,0.834,0.0001,0.222,1.4476,0.0003,4.1186,6.7041,0.4106,17.8605,363.205,47.3205,434.129
121,0.4944,1.314,8.1261,0.0677,0.0028,0.8566,0.0002,0.2121,1.472,0.0002,4.0836,6.7061,0.411,17.0664,350.013,47.4664,421.433
122,0.4869,1.3524,7.9707,0.0748,0.004,0.9274,0.0001,0.2208,1.5278,0.0002,4.1076,6.8862,0.3999,17.1176,359.636,47.5622,431.215
123,0.5001,1.3101,8.4884,0.0735,0.0037,0.9424,0.0001,0.2289,1.4998,0.0002,4.1068,6.8827,0.4056,17.6116,376.805,47.4727,448.901
124,0.4924,1.4288,9.0534,0.0699,0.0027,0.9236,0.0001,0.2277,1.4963,0.0003,4.1072,6.849,0.4024,18.2433,354.82,47.8976,427.961
125,0.4871,1.272,8.1239,0.0771,0.0042,0.9318,0.0001,0.2166,1.5544,0.0002,4.1293,6.9372,0.4104,17.2524,356.14,47.7387,428.129
126,0.4923,1.4418,8.8937,0.0656,0.0035,0.8434,0.0001,0.2139,1.4959,0.0002,4.1422,6.7817,0.4127,18.046,376.7,48.0391,449.981
127,0.5023,1.315,8.174,0.0607,0.0025,0.887,0.0001,0.2879,1.5093,0.0003,4.1425,6.9147,0.4077,17.3343,364.06,47.906,436.385
128,0.4569,0.6901,9.0063,0.071,0.0037,0.9345,0.0001,0.2142,1.476,0.0001,4.1957,6.9056,0.4155,17.488,361.984,48.8669,434.146
129,0.4898,1.3393,8.1971,0.0714,0.0036,0.9728,0.0002,0.2254,1.5127,0.0003,4.1504,6.9605,0.4053,17.4134,364.708,48.2313,437.304
130,0.5089,1.2245,7.8648,0.0714,0.0042,0.8935,0.0002,0.2219,1.4926,0.0003,4.1411,6.8484,0.4071,16.8743,368.879,48.2153,441.055
131,0.4921,1.5096,8.3087,0.0638,0.0027,0.8576,0.0002,0.23,1.4905,0.0003,4.1506,6.8078,0.4024,17.5395,357.068,48.3347,429.761
132,0.4866,1.4288,8.9831,0.0609,0.0033,0.8636,0.0001,0.2572,1.4994,0.0002,4.1489,6.8459,0.3958,18.1567,375.289,47.964,448.261
133,0.488,1.2863,8.1086,0.0739,0.0026,0.8752,0.0002,0.2299,1.5282,0.0002,4.2277,6.9578,0.4058,17.267,369.305,48.2144,441.639
134,0.4637,1.2928,8.1693,0.0661,0.0021,0.8538,0.0002,0.2148,1.5214,0.0003,4.1552,6.8264,0.3996,17.1674,357.775,48.4127,430.303
135,0.4874,1.2293,8.0494,0.0733,0.0023,0.8696,0.0001,0.2145,1.5361,0.0004,4.1599,6.8693,0.4029,17.0518,360.491,48.38,432.761
136,0.4699,0.6285,8.6678,0.0705,0.0036,0.8853,0,0.2479,1.5323,0.0002,4.2,6.9487,0.4166,17.1432,354.564,48.2675,425.677
137,0.4916,1.2991,8.2195,0.072,0.0036,0.9158,0.0001,0.2159,1.5169,0.0004,4.1913,6.9394,0.4185,17.3879,357.863,48.3743,430.414
138,0.4872,1.4383,9.3081,0.1367,0.0039,0.8501,0.0001,0.2298,1.5989,0.0003,4.1679,7.0119,0.4029,18.667,374.645,48.7191,448.928
139,0.4595,1.32,8.3279,0.0617,0.0028,0.8879,0.0001,0.3122,1.5553,0.0004,4.1913,7.0283,0.4775,17.6296,372.572,58.0034,455.213
140,0.4875,1.4478,9.2738,0.0692,0.0036,0.8522,0.0001,0.2111,1.5289,0.0002,4.2082,6.8865,0.3953,18.5087,363.801,48.4717,437.616
141,0.4546,1.3005,8.2768,0.0737,0.0025,0.8677,0.0001,0.3095,1.558,0.0003,4.1889,7.0192,0.4707,17.5414,384.862,50.0637,459.285
142,0.5019,1.3228,7.8447,0.0708,0.0038,0.9107,0.0002,0.2182,1.5562,0.0003,4.1918,6.9701,0.3995,17.0635,371.556,48.2864,443.867
143,0.4856,1.3042,8.0293,0.0701,0.0026,0.8609,0.0001,0.2208,1.5626,0.0002,4.1853,6.9219,0.4475,17.2101,360.112,48.5374,432.702
144,0.5106,0.7863,9.1626,0.081,0.0025,0.9077,0,0.2359,1.5735,0.0002,4.2329,7.0431,0.4824,18.001,375.717,48.4765,447.934
145,0.4916,1.3141,8.1692,0.0748,0.0042,0.882,0.0002,0.2202,1.5544,0.0002,4.1977,6.9571,0.4019,17.3517,357.882,48.4648,430.486
146,0.4562,1.2983,8.1119,0.0738,0.0042,0.8721,0.0001,0.2269,1.544,0.0003,4.2483,6.9881,0.4039,17.2798,359.865,48.5121,432.509
147,0.4844,1.2976,8.082,0.0745,0.0042,0.9104,0.0001,0.2208,1.5534,0.0003,4.2015,6.9909,0.4072,17.2817,385.924,49.877,459.883
148,0.4904,1.3189,9.4396,0.0763,0.0037,0.864,0.0001,0.2309,1.5731,0.0004,4.1933,6.9651,0.3992,18.63,361.867,68.1217,455.515
149,0.5102,1.2969,8.37,0.0688,0.0037,0.8712,0.0001,0.2118,1.5533,0.0003,4.2238,6.9538,0.4167,17.57,360.97,48.7422,434.113
150,0.4861,1.2946,8.1881,0.0661,0.0046,0.918,0.0001,0.2257,1.5828,0.0003,4.2061,7.0282,0.401,17.4201,374.093,50.8014,449.24
151,0.4859,1.2864,8.1239,0.0711,0.0025,0.8959,0.0001,0.2218,1.5545,0.0003,4.1896,6.9492,0.4723,17.3374,374.767,49.0482,448.113
152,0.4796,0.6144,9.4432,0.0623,0.0034,0.8461,0.0001,0.2372,1.5234,0.0001,4.1892,6.8697,0.4048,17.8236,358.578,57.9239,439.967
153,0.4848,1.3134,8.1141,0.0768,0.0051,0.8295,0.0002,0.2168,1.5515,0.0003,4.209,6.9124,0.4024,17.2463,375.16,54.4308,453.589
154,0.4856,1.4472,9.429,0.0613,0.0038,0.8674,0.0001,0.2199,1.5592,0.0003,4.2087,6.9454,0.403,18.7346,359.054,48.6801,433.356
155,0.4946,1.3052,8.1411,0.0709,0.0039,0.8873,0.0002,0.2265,1.5759,0.0002,4.2032,6.9908,0.4141,17.3673,359.466,48.753,432.485
156,0.4896,1.4157,9.0518,0.0616,0.0045,0.8846,0.0001,0.2169,1.5675,0.0004,4.2405,7.0031,0.399,18.3808,388.359,49.0396,462.606
157,0.4916,1.3209,8.2254,0.0753,0.0035,0.9631,0.0001,0.2439,1.5747,0.0004,4.2614,7.1526,0.4244,17.6433,393.913,48.7735,467.358
158,0.4957,1.3098,8.2537,0.0764,0.0052,0.9001,0.0001,0.2384,1.5968,0.0004,4.2736,7.1238,0.4272,17.6407,389.638,48.9254,463.34
159,0.4809,1.3047,8.2648,0.0781,0.005,0.9154,0.0001,0.2411,1.5915,0.0003,4.2438,7.1044,0.405,17.585,423.973,49.5444,498.089
160,0.5006,0.6423,9.3548,0.0637,0.0036,0.8339,0.0001,0.2159,1.52,0.0001,4.2306,6.8764,0.4065,17.7933,384.7,48.7541,456.905
161,0.4882,1.2948,8.1653,0.068,0.0041,0.8697,0.0001,0.2232,1.5708,0.0003,4.28,7.0354,0.4084,17.416,382.897,52.9734,460.131
162,0.4853,1.4262,9.1796,0.0688,0.0036,0.8646,0.0001,0.2241,1.5618,0.0003,4.204,6.9411,0.4042,18.4549,372.864,48.7496,446.888
