0,1.4049,7.2697
1,1.4943,5.0334
2,1.4773,6.747
3,1.4286,4.8551
4,1.4014,6.0409
5,1.5166,7.603
6,1.4536,5.6409
7,1.5296,5.1345
8,1.4087,8.1465
9,1.5455,5.9011
10,1.5595,6.7438
11,1.5435,5.6668
12,1.4752,5.113
13,1.5061,7.5107
14,1.5615,5.2848
15,1.5525,5.8941
16,1.5943,8.5121
17,1.5871,6.273
18,1.5949,6.1815
19,1.5872,7.8239
20,1.6415,5.7378
21,1.6343,5.7468
22,1.653,8.8027
23,1.5749,6.8581
24,1.5606,6.7613
25,1.6832,6.8927
26,1.5476,5.8772
27,1.6288,6.2398
28,1.6727,6.002
29,1.6102,6.0197
30,1.6176,6.0347
31,1.5014,5.8876
32,1.4905,9.3825
33,1.6307,7.1455
34,1.5926,6.1697
35,1.5621,6.1784
36,1.5745,6.2506
37,1.5072,6.1826
38,1.5754,6.457
39,1.5749,6.4224
40,1.5905,8.2746
41,1.6369,6.5868
42,1.5977,6.6971
43,1.5588,6.5814
44,1.5782,6.6331
45,1.6564,6.7966
46,1.6366,6.7756
47,1.6586,6.8358
48,1.5837,9.1624
49,1.6226,6.8275
50,1.6066,6.8643
51,1.5894,6.8451
52,1.6169,6.8495
53,1.6348,6.9944
54,1.6449,6.8976
55,1.627,6.919
56,1.5211,9.609
57,1.6035,7.6628
58,1.5752,6.8624
59,1.5725,6.8568
60,1.5558,6.9041
61,1.5937,6.9354
62,1.5687,6.9135
63,1.5807,6.8806
64,1.4506,9.705
65,1.5967,7.0253
66,1.5891,7.3179
67,1.6451,6.9558
68,1.5649,6.8899
69,1.5494,6.9065
70,1.5683,6.8982
71,1.5401,6.9166
72,1.5976,9.4776
73,1.6644,7.0571
74,1.6208,7.0366
75,1.6477,7.0982
76,1.6316,7.3243
77,1.6281,7.0156
78,1.6272,7.0175
79,1.6077,7.0164
80,1.5175,9.6772
81,1.6443,7.858
82,1.6234,7.0154
83,1.6439,7.0589
84,1.5353,7.1413
85,1.5775,6.9767
86,1.5988,7.055
87,1.5931,7.0308
88,1.4206,8.6782
89,1.7172,7.513
90,1.6267,7.1707
91,1.647,7.7697
92,1.6511,7.5675
93,1.6087,7.0687
94,1.5573,7.0122
95,1.5338,6.9528
96,1.4962,9.3521
97,1.6427,7.6837
98,1.5672,6.99
99,1.5505,6.9889
100,1.6275,7.0724
101,1.6159,7.1179
102,1.6156,7.1027
103,1.563,7.5098
104,1.6263,8.8258
105,1.6115,8.0841
106,1.637,7.3677
107,1.6481,7.1163
108,1.6531,7.0985
109,1.5388,7.0143
110,1.5725,7.0056
111,1.5932,7.0394
112,1.5662,9.529
113,1.6722,7.177
114,1.5657,7.0842
115,1.5793,7.0116
116,1.5836,7.0382
117,1.644,7.1006
118,1.5305,6.9811
119,1.5117,7.0523
120,1.597,8.4459
121,1.5633,7.1023
122,1.6144,7.1527
123,1.6087,7.1799
124,1.5558,7.3705
125,1.5741,7.0394
126,1.4952,6.9571
127,1.4986,6.984
128,1.4588,9.3447
129,1.625,7.8755
130,1.525,6.9954
131,1.5158,6.9947
132,1.5612,7.0399
133,1.6096,7.5781
134,1.5975,7.0529
135,1.5566,6.9941
136,1.4881,8.5231
137,1.6132,7.8451
138,1.6687,7.5899
139,1.704,9.3037
140,1.6156,7.0184
141,1.5711,7.0202
142,1.5813,7.0563
143,1.5989,7.1077
144,1.5859,8.4959
145,1.6443,8.3948
146,1.5756,6.9942
147,1.5594,7.5975
148,1.5932,7.0495
149,1.5705,6.99
150,1.6246,7.0421
151,1.6063,7.0278
152,1.5545,10.5261
153,1.5988,7.0217
154,1.5489,6.9588
155,1.6214,7.0955
156,1.5252,6.9556
157,1.5113,7.0102
158,1.6581,7.1382
159,1.6465,7.0554
160,1.4165,8.4857
161,1.6039,7.117
162,1.6158,7.1514
163,1.6163,7.1668
164,1.644,7.4944
165,1.5935,7.0232
166,1.574,7.0199
167,1.5885,7.0329
168,1.4673,8.0829
169,1.6455,7.1919
170,1.5907,7.3964
171,1.715,7.2031
172,1.5689,7.0183
173,1.5651,7.0374
174,1.6725,7.1611
175,1.5897,7.3956
176,1.5108,9.4104
177,1.5947,7.7603
178,1.6096,7.052
179,1.5609,7.0078
180,1.5483,6.9858
181,1.6281,7.1703
182,1.5262,7.0424
183,1.5401,7.0006
184,1.5323,10.1779
185,1.5733,6.9786
186,1.5536,6.9797
187,1.6294,7.1073
188,1.5753,7.0148
189,1.5414,8.2027
190,1.5327,9.9209
191,1.4961,9.0184
192,1.4816,10.8564
193,1.5555,7.0392
194,1.5527,8.3541
195,1.5098,7.5777
196,1.5798,7.7147
197,1.5533,7.4815
198,1.6212,8.1617
199,1.6118,8.3501
200,1.4645,9.8868
201,1.6023,7.7192
202,1.5553,8.3439
203,1.5497,7.5781
204,1.5784,9.1568
205,1.5128,6.8868
206,1.5306,8.8934
207,1.5776,7.0023
208,1.6103,9.459
209,1.6121,10.0375
210,1.5489,6.9242
211,1.613,9.9282
212,1.6188,10.1363
213,1.7193,7.1822
214,1.588,7.1053
215,1.7582,7.437
216,1.5905,9.0664
217,1.6714,7.9403
218,1.5354,6.9457
219,1.5453,6.9267
220,1.5471,7.0056
221,1.5863,7.0005
222,1.5781,7.1252
223,1.5876,7.0129
224,1.5873,10.0878
225,1.5585,6.9691
226,1.5593,6.9365
227,1.5514,6.9583
228,1.5893,6.9727
229,1.5568,6.9731
230,1.6167,7.0461
231,1.546,6.9291
232,1.4266,8.3609
233,1.6425,10.9617
234,1.5425,6.9544
235,1.5669,6.9757
236,1.5737,6.9557
237,1.5585,6.9655
238,1.6011,7.0023
239,1.564,7.0045
240,1.5774,8.4184
241,1.6673,7.1039
242,1.6045,8.0698
243,1.6667,7.0172
244,1.6056,6.9641
245,1.6025,7.1675
246,1.5635,6.9395
247,1.5749,6.9328
248,1.5433,9.089
249,1.6509,7.1177
250,1.5658,6.9361
251,1.5599,6.9134
252,1.628,6.9641
253,1.5518,6.9393
254,1.5342,6.928
255,1.5136,6.8928
256,1.4386,8.9488
257,1.6295,7.0409
258,1.638,7.0415
259,1.6176,7.0262
260,1.6043,6.9952
261,1.5804,6.8824
262,1.607,6.9321
263,1.573,6.9098
264,1.5748,8.5849
265,1.6403,7.4098
266,1.6441,7.4074
267,1.6012,6.9379
268,1.5465,6.9072
269,1.597,6.9791
270,1.6413,6.9738
271,1.5573,6.8879
272,1.545,8.0986
273,1.6288,8.0021
274,1.618,7.0215
275,1.6137,6.9181
276,1.6323,6.9659
277,1.5596,7.0099
278,1.6084,6.9707
279,1.5832,7.0326
280,1.5062,8.5768
281,1.6598,7.0543
282,1.5919,7.8768
283,1.6018,6.8938
284,1.5745,6.8391
285,1.5738,6.8182
286,1.5748,6.9056
287,1.5828,6.9288
288,1.539,10.0637
289,1.631,6.9431
290,1.5799,6.8846
291,1.5824,6.9175
292,1.5527,6.9414
293,1.6162,6.969
294,1.5621,6.9309
295,1.5998,6.9341
296,1.6023,10.1239
297,1.6197,6.9716
298,1.5813,6.9284
299,1.5899,6.8983
300,1.5321,6.8638
301,1.5496,6.8223
302,1.5597,6.8672
303,1.6116,6.9189
304,1.5672,8.6519
305,1.554,6.9232
306,1.5246,6.8166
307,1.4924,6.8663
308,1.5041,6.8304
309,1.5315,6.8611
310,1.5032,6.8346
311,1.5143,7.3421
312,1.4952,8.1695
313,1.5463,9.4583
314,1.5472,7.7672
315,1.5184,6.7697
316,1.5047,6.7513
317,1.5044,6.7167
318,1.5223,6.7755
319,1.4963,6.6823
320,1.4855,9.8125
321,1.5963,6.816
322,1.5604,6.8406
323,1.5367,6.806
324,1.5235,6.8397
325,1.5938,6.8532
326,1.5757,6.883
327,1.5756,6.8227
328,1.6115,8.1194
329,1.5757,8.6129
330,1.581,6.7459
331,1.5805,6.8427
332,1.5766,6.8218
333,1.54,6.7818
334,1.5836,6.8699
335,1.553,6.8525
336,1.5366,8.7649
337,1.5866,7.4555
338,1.5207,6.7364
339,1.4937,6.6781
340,1.5779,6.8006
341,1.6193,6.8394
342,1.5685,6.7749
343,1.5795,6.7942
344,1.482,9.0398
345,1.722,7.1151
346,1.5981,6.8488
347,1.5627,6.7206
348,1.5274,6.7374
349,1.5065,6.7247
350,1.5305,6.7296
351,1.565,6.751
352,1.379,7.5939
353,1.6305,6.9043
354,1.5996,7.825
355,1.5546,6.7114
356,1.5927,6.7638
357,1.5834,6.7384
358,1.5525,6.665
359,1.5475,6.7397
360,1.5227,8.6302
361,1.5887,7.2132
362,1.5943,6.8024
363,1.545,6.7654
364,1.5419,6.7472
365,1.5648,6.7364
366,1.62,6.8167
367,1.5755,6.8051
368,1.4707,8.5957
369,1.5877,6.8055
