,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Set inverse offsets and counts,Execute kncomputeNeighbours,Neighbour resize,Inverse particle indexes,Copy neighbour data to CPU,Compute neighbours,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
37,0.0168,0.2858,0.7183,0.0583,0.0019,0.3105,0.0001,0.0565,0.1551,0.0003,0.1849,0.3491,1.135,2.1649,10.4615,0.9525,13.7917
38,0.0148,0.323,0.7314,0.0577,0.0032,0.3215,0.0002,0.0512,0.1619,0.0002,0.1866,0.3412,1.145,2.2245,7.016,0.9505,10.3996
39,0.0159,0.2957,0.7213,0.0545,0.0038,0.3114,0.0001,0.0544,0.1585,0.0001,0.1804,0.3557,1.1406,2.1826,6.9717,0.9682,10.3292
40,0.0246,0.2014,0.7564,0.0585,0.0058,0.311,0.0002,0.0451,0.148,0.0003,0.1794,0.3183,1.0885,2.0829,12.5198,1.7413,16.5744
41,0.0166,0.2994,0.7863,0.0608,0.0027,0.311,0.0001,0.0494,0.1575,0.0002,0.1915,0.3518,1.1464,2.257,7.8641,0.959,11.2931
42,0.0172,0.4608,0.7153,0.0539,0.003,0.3088,0.0001,0.0551,0.1584,0.0002,0.1829,0.3323,1.1138,2.3161,7.3109,0.9756,10.8053
43,0.0164,0.2792,0.7126,0.057,0.0053,0.3439,0.0001,0.0567,0.1549,0.0002,0.1949,0.3378,1.1715,2.1877,7.3973,0.9833,10.7723
44,0.0152,0.3083,0.7322,0.055,0.0016,0.318,0.0001,0.0522,0.156,0.0002,0.1831,0.3354,1.1131,2.1773,7.4419,0.9856,10.8127
45,0.0166,0.2989,0.7124,0.0539,0.0018,0.2995,0.0001,0.052,0.1572,0.0001,0.1974,0.3322,1.1088,2.1448,7.5449,0.9974,10.8901
46,0.0155,0.2766,0.7086,0.053,0.0016,0.3053,0.0001,0.0522,0.1533,0.0001,0.1806,0.3349,1.0954,2.1047,7.4185,0.9987,10.7273
47,0.0161,0.4608,0.7253,0.057,0.0015,0.2926,0.0001,0.0454,0.1509,0.0001,0.1896,0.3171,1.0643,2.2778,7.5866,1.0025,11.0691
48,0.0162,0.1153,0.7488,0.0629,0.0028,0.3168,0.0001,0.0488,0.1544,0.0002,0.1882,0.3359,1.1319,2.0262,12.6273,1.0057,15.8556
49,0.0174,0.2414,0.7591,0.0636,0.0036,0.314,0.0001,0.0461,0.1563,0.0002,0.1903,0.3535,1.1455,2.1749,7.8794,1.0156,11.2748
50,0.0155,0.2931,0.732,0.0501,0.0017,0.3291,0.0001,0.0533,0.1577,0.0002,0.1824,0.3329,1.1248,2.1748,7.8416,1.0191,11.2368
51,0.0173,0.2884,0.7072,0.058,0.0037,0.3237,0.0001,0.0558,0.1552,0.0002,0.195,0.3262,1.1389,2.1605,8.3141,1.2578,11.9355
52,0.0161,0.3048,0.7364,0.0533,0.002,0.3173,0.0001,0.0574,0.1625,0.0002,0.183,0.3552,1.1523,2.2193,7.9622,1.0365,11.42
53,0.0169,0.278,0.7291,0.0628,0.0076,0.3379,0.0001,0.0534,0.162,0.0003,0.1942,0.3341,1.1693,2.2032,8.0366,1.0412,11.4817
54,0.0174,0.2842,0.7241,0.0534,0.0015,0.2924,0,0.05,0.1542,0.0001,0.1738,0.3341,1.0693,2.102,8.0849,1.0449,11.4329
55,0.0159,0.2326,0.7186,0.0543,0.0035,0.3254,0.0002,0.055,0.1494,0.0002,0.1894,0.3223,1.1215,2.1017,8.0487,1.0412,11.3931
56,0.0214,0.2062,0.7692,0.0578,0.0022,0.3153,0.0001,0.0491,0.1515,0.0002,0.1883,0.3546,1.1399,2.1508,13.0818,1.6993,17.1509
57,0.0172,0.3081,0.7185,0.0537,0.0016,0.2955,0.0001,0.0498,0.1564,0.0002,0.1841,0.3375,1.0941,2.1487,8.1548,1.0488,11.5575
58,0.0177,0.3404,0.7304,0.0567,0.0025,0.3107,0.0001,0.0554,0.156,0.0002,0.1911,0.3273,1.1199,2.2178,8.0907,1.0542,11.5672
59,0.0159,0.2983,0.7278,0.0553,0.0041,0.3283,0.0001,0.0582,0.1551,0.0002,0.2108,0.3359,1.1683,2.2201,8.0976,1.0728,11.5914
60,0.0173,0.3766,0.6885,0.0528,0.0014,0.2866,0.0001,0.0517,0.1479,0.0001,0.1906,0.3439,1.086,2.1735,8.1522,1.0625,11.5864
61,0.0154,0.3827,0.6951,0.0551,0.0015,0.2923,0.0001,0.0426,0.1524,0.0002,0.1868,0.3184,1.0586,2.1568,8.1606,1.0545,11.5732
62,0.015,0.285,0.6942,0.0511,0.0014,0.2933,0.0001,0.05,0.1508,0.0002,0.1894,0.3218,1.0669,2.0678,8.1864,1.0595,11.5148
63,0.0184,0.292,0.7016,0.0506,0.0014,0.2877,0.0001,0.043,0.1486,0.0001,0.1933,0.3312,1.0654,2.083,8.3619,1.066,11.7111
64,0.0163,0.1125,0.7022,0.0649,0.0019,0.3032,0.0001,0.0479,0.1424,0.0002,0.1841,0.3483,1.1044,1.9444,13.0331,1.0561,16.2292
65,0.0205,0.3028,0.682,0.063,0.0042,0.2955,0.0001,0.0458,0.1514,0.0001,0.1832,0.3381,1.0917,2.1028,8.1465,1.0612,11.5116
66,0.0163,0.2915,0.6785,0.0525,0.0015,0.2928,0,0.0498,0.1524,0.0002,0.1868,0.3284,1.0734,2.0656,8.7638,1.071,12.1023
67,0.0155,0.2355,0.7186,0.0599,0.0017,0.3177,0.0001,0.0477,0.152,0.0002,0.1928,0.3744,1.2045,2.1875,8.1538,1.0651,11.6077
68,0.0153,0.3142,0.7194,0.0586,0.0035,0.31,0.0001,0.0465,0.1548,0.0002,0.1916,0.3454,1.1292,2.1878,8.3121,1.0662,11.7683
69,0.0166,0.2966,0.7459,0.0558,0.0016,0.3188,0.0001,0.0555,0.1546,0.0002,0.1912,0.3487,1.1461,2.2175,8.21,1.0628,11.696
70,0.0167,0.3338,0.7171,0.0566,0.0021,0.3056,0.0001,0.06,0.1552,0.0003,0.1982,0.3372,1.1364,2.2156,8.4386,1.1241,11.984
71,0.0162,0.296,0.7244,0.054,0.0035,0.3181,0.0001,0.0535,0.1529,0.0002,0.1898,0.3428,1.1377,2.184,8.2526,1.0753,11.7207
72,0.0208,0.2029,0.7549,0.0582,0.0046,0.3055,0.0001,0.0612,0.1461,0.0002,0.1893,0.3705,1.1574,2.1505,12.1037,1.0668,15.5535
73,0.0183,0.3758,0.7274,0.0532,0.0016,0.2982,0.0001,0.0462,0.1503,0.0002,0.1865,0.3266,1.0722,2.2026,8.2571,1.0696,11.7383
74,0.0169,0.2865,0.6832,0.0564,0.0014,0.3018,0.0001,0.0503,0.1497,0.0001,0.1882,0.3283,1.0859,2.0783,8.3322,1.0675,11.6789
75,0.0176,0.2058,0.7233,0.0511,0.0015,0.2911,0.0001,0.0538,0.1488,0.0001,0.1894,0.3504,1.0986,2.0529,8.2199,1.0891,11.5646
76,0.0166,0.2773,0.7496,0.0524,0.0029,0.3103,0.0001,0.0455,0.1529,0.0001,0.1947,0.3513,1.1304,2.1867,8.2325,1.0665,11.6871
77,0.0172,0.3502,0.7485,0.053,0.0025,0.3168,0.0001,0.0545,0.1548,0.0002,0.1932,0.3547,1.1494,2.2771,8.3777,1.0832,11.9418
78,0.0151,0.294,0.7316,0.0506,0.003,0.3179,0.0002,0.0555,0.1475,0.0002,0.1961,0.332,1.1227,2.1742,8.2369,1.073,11.6883
79,0.0171,0.2806,0.7157,0.056,0.002,0.2996,0.0002,0.056,0.1532,0.0002,0.1909,0.3295,1.1066,2.1311,8.2376,1.0875,11.6564
80,0.0216,0.1209,0.7437,0.0585,0.0031,0.3049,0.0002,0.0538,0.1448,0.0002,0.1855,0.3644,1.1335,2.0347,14.3262,1.0784,17.6278
81,0.0152,0.3079,0.7713,0.0586,0.0035,0.3005,0.0001,0.0455,0.1542,0.0001,0.1923,0.3459,1.1206,2.2278,8.2446,1.0751,11.7494
82,0.0178,0.2972,0.7061,0.0622,0.002,0.306,0.0002,0.0552,0.1557,0.0002,0.1877,0.3304,1.1197,2.1515,8.246,1.1388,11.7394
83,0.0176,0.2979,0.6992,0.0545,0.0019,0.3163,0.0001,0.0538,0.1517,0.0002,0.1968,0.355,1.1521,2.1774,8.3697,1.0833,11.8339
84,0.0176,0.2942,0.7619,0.0566,0.0032,0.3108,0.0001,0.054,0.1512,0.0003,0.1959,0.3418,1.1334,2.2191,8.2699,1.0794,11.7717
85,0.0166,0.2848,0.7168,0.0519,0.0019,0.3122,0.0001,0.0562,0.1559,0.0003,0.1886,0.339,1.1281,2.1576,9.0075,1.079,12.4464
86,0.0155,0.2351,0.7024,0.0512,0.0016,0.3053,0.0001,0.059,0.1541,0.0002,0.1955,0.3507,1.1363,2.097,8.2875,1.0801,11.6683
87,0.0178,0.2934,0.7268,0.0518,0.0037,0.3141,0.0001,0.0564,0.151,0.0002,0.1954,0.3533,1.1479,2.1968,8.3627,1.0905,11.8523
88,0.021,0.1112,0.7524,0.0607,0.0027,0.2958,0.0002,0.0465,0.1453,0.0002,0.186,0.3506,1.1094,2.0081,15.2333,2.0384,19.5104
89,0.0168,0.3027,0.7687,0.0634,0.0023,0.2574,0.0001,0.0597,0.1503,0.0002,0.1507,0.3559,1.059,2.1595,8.3574,1.0883,11.8178
90,0.0176,0.4103,0.749,0.0576,0.0016,0.2863,0.0001,0.0439,0.1496,0.0001,0.1878,0.3553,1.0929,2.28,8.3443,1.0855,11.9147
91,0.0169,0.3581,0.6791,0.0535,0.0015,0.28,0,0.0454,0.1499,0.0001,0.1942,0.3517,1.0868,2.1462,8.3109,1.1318,11.7953
92,0.0174,0.4455,0.6911,0.0532,0.0016,0.2881,0.0001,0.0498,0.1508,0.0001,0.1903,0.3503,1.0949,2.2573,8.369,1.0858,11.9139
93,0.0169,0.2881,0.6987,0.0536,0.0016,0.3058,0,0.0516,0.149,0.0001,0.1856,0.3446,1.1009,2.1102,8.3892,1.0935,11.7928
94,0.0168,0.2807,0.7225,0.0569,0.0017,0.245,0.0001,0.0554,0.1522,0.0002,0.1439,0.3428,1.0139,2.043,8.4167,1.0853,11.7505
95,0.0175,0.2868,0.7252,0.0559,0.0021,0.3041,0.0001,0.0533,0.1529,0.0002,0.1941,0.345,1.1276,2.1696,8.387,1.0871,11.8488
96,0.0229,0.202,0.7827,0.0584,0.0035,0.2451,0.0001,0.0491,0.1474,0.0002,0.1436,0.3524,1.0242,2.046,15.2351,2.0012,19.4991
97,0.0161,0.3095,0.7471,0.0559,0.0019,0.2902,0.0001,0.0454,0.1578,0.0002,0.1857,0.3495,1.1049,2.1879,8.3936,1.0874,11.8788
98,0.0175,0.3017,0.7052,0.0511,0.0014,0.3068,0.0001,0.0571,0.1578,0.0002,0.1979,0.3331,1.127,2.1575,8.3615,1.0971,11.8182
99,0.0174,0.3988,0.7376,0.0546,0.0016,0.3034,0.0001,0.0432,0.1543,0.0002,0.1977,0.3469,1.1215,2.286,8.3534,1.091,11.9354
100,0.0173,0.2769,0.7319,0.0639,0.0035,0.3076,0.0002,0.0574,0.1518,0.0003,0.1927,0.3305,1.1283,2.1648,8.3578,1.0917,11.8325
101,0.017,0.3806,0.7277,0.0566,0.0037,0.3114,0,0.0554,0.1497,0.0002,0.1947,0.3401,1.1318,2.2679,8.3957,1.0939,11.9608
102,0.0164,0.2906,0.7322,0.0485,0.0023,0.2927,0.0001,0.0487,0.1517,0.0003,0.1962,0.3457,1.107,2.1557,8.3662,1.0921,11.8179
103,0.0175,0.289,0.7227,0.054,0.0016,0.2552,0.0002,0.0544,0.1541,0.0001,0.1438,0.3532,1.0372,2.0779,8.3748,1.0942,11.7475
104,0.0173,0.1138,0.7397,0.0627,0.0029,0.3137,0.0001,0.0451,0.1407,0.0002,0.1905,0.3631,1.1361,2.0197,12.0547,1.1105,15.3886
105,0.0222,0.3177,0.762,0.0533,0.0016,0.3046,0.0002,0.0509,0.1566,0.0003,0.1978,0.357,1.146,2.2595,8.424,1.0941,11.9839
106,0.017,0.2854,0.7193,0.0544,0.0033,0.297,0.0001,0.052,0.1538,0.0003,0.1944,0.3543,1.1295,2.1602,8.3524,1.0904,11.8053
107,0.0168,0.2832,0.7207,0.0573,0.0033,0.2554,0.0001,0.0528,0.1526,0.0002,0.158,0.3766,1.083,2.114,8.4498,1.0915,11.8607
108,0.0171,0.2879,0.726,0.0529,0.0016,0.2938,0.0001,0.0538,0.1499,0.0002,0.1891,0.3359,1.0915,2.1305,8.4432,1.0896,11.8661
109,0.0156,0.2915,0.7191,0.0565,0.0018,0.3086,0.0001,0.0548,0.152,0.0002,0.192,0.3312,1.118,2.154,8.6157,1.102,12.0799
110,0.0166,0.2919,0.7335,0.0587,0.0049,0.3053,0.0001,0.0568,0.1506,0.0002,0.2012,0.3449,1.1434,2.1975,8.3935,1.1028,11.8967
111,0.0166,0.2109,0.7221,0.0545,0.0035,0.3056,0.0002,0.0525,0.148,0.0002,0.1982,0.3305,1.1126,2.0715,8.4418,1.1046,11.8209
112,0.0201,0.2531,0.7727,0.0617,0.0046,0.2442,0.0001,0.0483,0.1445,0.0002,0.1442,0.3474,1.0141,2.0738,10.6402,1.0981,14.0416
113,0.0176,0.4314,0.7228,0.0553,0.0015,0.2872,0.0001,0.0476,0.1519,0.0001,0.1955,0.3531,1.1018,2.2798,8.6247,1.1141,12.2289
114,0.0139,0.3013,0.6952,0.0619,0.0016,0.295,0.0001,0.0547,0.1519,0.0002,0.1964,0.3584,1.1327,2.1487,8.4932,1.1158,11.9604
115,0.0138,0.3572,0.694,0.0518,0.0014,0.2398,0,0.0536,0.1531,0.0002,0.1499,0.3448,1.0035,2.0737,8.5148,1.1215,11.9129
116,0.0138,0.2251,0.7069,0.0516,0.0014,0.2927,0.0001,0.0509,0.1497,0.0001,0.1948,0.3219,1.072,2.0228,8.4293,1.0935,11.7558
117,0.0137,0.3468,0.6999,0.052,0.0014,0.2492,0,0.0513,0.1473,0.0001,0.144,0.3213,0.9753,2.0406,8.461,1.1019,11.8057
118,0.0137,0.2871,0.6886,0.0517,0.0015,0.284,0.0001,0.0516,0.1511,0.0002,0.1854,0.3193,1.0533,2.0476,8.4301,1.0944,11.7752
119,0.0137,0.293,0.6784,0.0509,0.0014,0.2342,0,0.044,0.1508,0.0002,0.1457,0.3296,0.9656,1.9556,8.4081,1.0962,11.6626
120,0.0129,0.2028,0.737,0.0502,0.0014,0.2807,0.0001,0.0441,0.144,0.0002,0.1851,0.3401,1.0554,2.0204,11.3045,1.1033,14.6286
121,0.0138,0.2433,0.7351,0.0573,0.0015,0.2425,0,0.0454,0.1525,0.0002,0.1472,0.3456,1.0018,1.9995,8.5158,1.1029,11.8213
122,0.0137,0.2844,0.6971,0.0567,0.0014,0.2915,0.0001,0.0529,0.153,0.0001,0.1947,0.3313,1.0908,2.0911,9.8076,1.8406,13.9419
123,0.0127,0.2813,0.6744,0.0523,0.0015,0.2837,0.0001,0.0445,0.1511,0.0002,0.1871,0.331,1.0601,2.0334,8.4514,1.0977,11.7875
124,0.0134,0.2859,0.6811,0.0528,0.0014,0.2873,0.0001,0.0517,0.1506,0.0001,0.1868,0.3328,1.0723,2.0594,8.4109,1.0954,11.7689
125,0.013,0.2699,0.702,0.0518,0.0015,0.2828,0.0001,0.0452,0.1493,0.0001,0.1905,0.3273,1.0582,2.0499,8.4123,1.1006,11.7649
126,0.0139,0.2891,0.6786,0.0565,0.0015,0.2394,0.0001,0.0512,0.1502,0.0001,0.1453,0.337,0.9901,1.9766,8.4383,1.099,11.7164
127,0.0133,0.306,0.6808,0.0518,0.0014,0.2388,0.0001,0.0509,0.1482,0.0002,0.1439,0.328,0.9721,1.9773,8.4344,1.0957,11.7093
128,0.013,0.1993,0.7054,0.075,0.0015,0.2292,0.0001,0.0509,0.1454,0.0002,0.1478,0.3615,1.0242,1.9487,15.1633,2.0402,19.36
129,0.0133,0.3047,0.7117,0.0546,0.0014,0.2458,0,0.047,0.1521,0.0002,0.1475,0.3422,1.0017,2.0372,9.2722,1.0934,12.6062
130,0.0138,0.3015,0.6981,0.0516,0.0014,0.2394,0.0001,0.0459,0.1502,0.0002,0.1443,0.3379,0.9798,1.9982,8.4165,1.1055,11.7226
131,0.0138,0.2762,0.6776,0.0525,0.0014,0.2415,0.0001,0.0522,0.1491,0.0001,0.1451,0.3395,0.9902,1.9628,8.4931,1.0939,11.7514
132,0.0137,0.3144,0.6942,0.0601,0.0014,0.2932,0.0001,0.0502,0.149,0.0001,0.1865,0.3361,1.0854,2.1125,8.4595,1.1076,11.8855
133,0.0137,0.2867,0.6838,0.0518,0.0014,0.2916,0,0.0428,0.1478,0.0001,0.1913,0.3347,1.0701,2.0593,9.9782,1.9821,14.2225
134,0.0139,0.289,0.7034,0.0546,0.0015,0.2376,0.0001,0.0515,0.1517,0.0002,0.1483,0.3428,0.9973,2.0482,11.599,1.9417,15.7908
135,0.0137,0.4048,0.6861,0.0533,0.0014,0.2341,0,0.0442,0.1491,0.0001,0.1483,0.3294,0.9686,2.078,8.6675,1.9219,12.8735
136,0.0128,0.138,0.7204,0.0517,0.0014,0.2702,0.0001,0.0423,0.1402,0.0002,0.1808,0.3615,1.0607,1.9386,15.2777,1.0922,18.5096
137,0.0136,0.3035,0.7169,0.0547,0.0014,0.2862,0.0001,0.0472,0.1506,0.0002,0.1929,0.3433,1.0859,2.125,11.01,1.1026,14.4398
138,0.0138,0.2898,0.7106,0.0535,0.0014,0.2419,0.0001,0.0496,0.1532,0.0002,0.1476,0.3422,0.9985,2.0176,10.86,1.0975,14.1786
139,0.0136,0.2797,0.7186,0.0522,0.0015,0.2904,0.0001,0.044,0.1482,0.0002,0.1878,0.3537,1.0894,2.1096,14.0433,1.0969,17.4518
140,0.0138,0.2381,0.7203,0.0538,0.0015,0.2328,0.0001,0.0521,0.1518,0.0002,0.1489,0.3328,0.983,1.9607,10.7911,1.0933,14.052
141,0.0137,0.2787,0.7035,0.0516,0.0014,0.2888,0,0.0452,0.1482,0.0001,0.1898,0.3451,1.0788,2.0796,10.8267,1.0983,14.2102
142,0.0137,0.3965,0.7003,0.051,0.0015,0.2378,0.0001,0.0491,0.1518,0.0001,0.1495,0.3337,0.9832,2.0985,10.8972,1.1002,14.2966
143,0.0137,0.3032,0.6955,0.0577,0.0014,0.2901,0,0.0438,0.147,0.0002,0.1862,0.3343,1.071,2.0886,11.0032,1.0938,14.3889
144,0.0134,0.1171,0.7597,0.0559,0.0039,0.2538,0.0001,0.0556,0.1515,0.0002,0.1368,0.3537,1.0313,1.9354,14.9788,2.0073,19.1225
145,0.0139,0.3102,0.7205,0.0547,0.0016,0.2379,0.0001,0.0514,0.1412,0.0002,0.1456,0.3395,0.9812,2.0313,10.397,1.1066,13.7367
146,0.0145,0.3282,0.7073,0.0502,0.0014,0.2357,0.0001,0.039,0.148,0.0002,0.1454,0.3382,0.9667,2.0217,13.4146,1.405,17.0469
147,0.0176,0.3052,0.7348,0.0533,0.0018,0.2575,0.0001,0.0552,0.1506,0.0002,0.1547,0.3618,1.0548,2.1239,8.5024,1.1076,11.944
148,0.0172,0.3252,0.7436,0.0617,0.002,0.3097,0.0001,0.0547,0.1504,0.0002,0.1814,0.3481,1.1276,2.2237,8.4715,1.107,12.009
149,0.017,0.2941,0.7081,0.0545,0.0034,0.2706,0.0001,0.0609,0.1529,0.0002,0.1501,0.3601,1.0733,2.102,9.1866,1.1045,12.5971
150,0.0172,0.2838,0.7552,0.0578,0.0038,0.2519,0.0001,0.0428,0.1526,0.0002,0.1522,0.3532,1.0347,2.1018,8.5059,1.1017,11.9162
151,0.0165,0.2942,0.7196,0.0573,0.0017,0.249,0.0001,0.0551,0.1538,0.0002,0.1489,0.3425,1.0291,2.069,8.4055,1.1367,11.8187
152,0.0172,0.207,0.7587,0.0566,0.0022,0.2531,0.0001,0.0501,0.1435,0.0002,0.145,0.3447,1.0181,2.0152,15.1894,1.1002,18.5115
153,0.0171,0.3025,0.7216,0.0548,0.0015,0.2428,0.0001,0.0435,0.1511,0.0001,0.1457,0.3392,0.9889,2.0404,8.431,1.095,11.7715
154,0.0175,0.2316,0.6868,0.0534,0.0014,0.2441,0,0.0492,0.1521,0.0002,0.1459,0.3231,0.9783,1.919,8.4146,1.0984,11.6344
155,0.0169,0.2839,0.6691,0.0508,0.0015,0.2315,0,0.0429,0.1478,0.0002,0.149,0.3236,0.9557,1.9305,8.3958,1.0944,11.6285
156,0.0165,0.2884,0.6984,0.0536,0.0052,0.2636,0.0001,0.0596,0.1513,0.0002,0.15,0.3828,1.0895,2.102,8.411,1.1003,11.8177
157,0.0155,0.3279,0.6957,0.0518,0.0015,0.2872,0.0001,0.0499,0.1484,0.0001,0.1926,0.3291,1.0723,2.1218,8.3631,1.0918,11.7787
158,0.0176,0.2752,0.7095,0.0561,0.0016,0.2414,0.0002,0.0527,0.1512,0.0002,0.1476,0.3305,0.9935,2.0047,8.6674,1.0967,11.9698
159,0.0169,0.2754,0.7158,0.0545,0.0016,0.2882,0.0001,0.0453,0.1485,0.0002,0.1909,0.3538,1.0959,2.112,8.4073,1.0965,11.8167
