0,113.249,404.153,55.1586,582.704,
1,154.938,364.726,55.0433,587.586,
2,129.899,364.436,55.3601,562.552,
3,127.036,365.294,57.9444,563.189,
4,126.865,365.801,55.3526,560.825,
5,127.879,368.423,55.3908,564.613,
6,127.052,365.839,55.9684,561.706,
7,127.052,370.275,56.7309,567.038,
8,113.243,398.412,56.8135,579.192,
9,156.027,369.757,56.7774,595.677,
10,126.836,364.897,56.8518,561.744,
11,126.764,368.792,56.8648,565.54,
12,127.064,367.42,56.91,564.634,
13,133.35,368.638,57.1758,572.399,
14,127.05,366.921,62.1093,569.392,
15,126.896,366.515,57.0441,563.622,
16,112.529,407.543,57.0994,588.029,
17,132.776,370.711,56.9146,573.698,
18,126.528,368.223,59.9269,567.906,
19,127.153,369.142,57.353,566.758,
20,127.774,374.001,57.5058,572.764,
21,128.778,370.643,57.3019,570.24,
22,128.011,376.969,57.4871,575.801,
23,128.025,372.11,57.5331,570.842,
24,114.956,415.962,57.7076,599.452,
25,128.715,374.142,57.6306,573.732,
26,129.601,381.471,57.7826,582.068,
27,129.748,376.497,58.4983,578.087,
28,135.069,378.651,57.7804,584.62,
29,130.164,383.374,57.9644,584.686,
30,158.935,378.575,58.1296,608.923,
31,158.69,385.705,58.1119,615.832,
32,116.706,421.156,57.9768,606.502,
33,157.647,389.412,58.5776,618.78,
34,131.439,382.231,58.3792,585.35,
35,132.499,389.651,58.9499,594.265,
36,132.315,386.586,62.8616,594.999,
37,159.243,388.679,59.189,620.383,
38,133.188,393.808,59.8943,599.965,
39,133.688,390.454,59.0791,596.485,
40,120.363,435.183,59.4338,625.63,
41,160.418,393.63,59.5472,626.835,
42,134.915,401.487,59.9055,609.64,
43,135.366,399.354,63.1099,610.946,
44,135.816,402.087,60.5346,611.609,
45,142.372,402.453,60.3177,618.538,
46,138.222,404.232,61.216,616.898,
47,139.185,405.113,60.8049,618.333,
48,123.141,443.771,60.948,638.661,
49,165.176,410.375,60.9493,649.633,
50,139.204,413.158,61.7865,627.27,
51,139.728,415.368,61.7378,630.003,
52,139.873,418.117,61.9151,633.121,
53,141.515,418.624,62.4818,635.872,
54,141.303,420.205,62.4006,637.269,
55,141.458,427.839,62.9733,645.625,
56,128.148,460.482,62.5282,661.824,
57,168.643,431.688,62.7814,676.238,
58,168.366,428.778,65.8901,676.188,
59,171.884,430.89,63.8601,679.706,
60,169.383,437.661,63.926,684.125,
61,170.827,437.594,68.5084,690.03,
62,171.107,439.773,64.9488,688.993,
63,147.34,443.702,65.1003,669.766,
64,132.228,483.094,64.7917,691.055,
65,174.11,445.571,65.6548,698.498,
66,172.119,453.447,65.9227,704.543,
67,147.052,454.127,66.6893,681.236,
68,149.216,456.562,66.6599,685.76,
69,148.691,462.762,66.9482,691.621,
70,148.822,460.189,67.4208,689.538,
71,149.491,460.36,66.7401,689.821,
72,135.985,494.036,67.2288,707.98,
73,176.84,463.827,67.3865,721.497,
74,177.484,470.672,67.7063,729.166,
75,151.703,471.773,68.0973,704.862,
76,151.553,470.958,68.2743,703.965,
77,156.327,473.026,68.7048,711.237,
78,152.587,477.413,68.7461,712.109,
79,152.978,477.403,68.9943,712.682,
80,139.75,512.965,68.9673,732.37,
81,182.13,481.035,69.2269,745.601,
82,181.78,486.07,70.0854,751.135,
83,184.904,487.022,70.2157,755.351,
84,156.34,492.411,70.1779,732.217,
85,156.925,492.604,70.2544,733.124,
86,157.158,493.296,70.6097,734.552,
87,160.653,493.836,70.9764,738.986,
88,142.514,497.655,71.2383,722.128,
89,157.989,498.109,71.2896,740.598,
90,162.125,499.914,72.2346,747.46,
91,158.054,502.655,71.4165,745.405,
92,160.403,508.25,71.8452,754.086,
93,161.149,506.302,72.3779,753.127,
94,160.31,509.842,72.8214,756.304,
95,160.72,511.139,72.516,758.107,
96,147.221,542.761,72.3137,773.089,
97,187.763,513.97,73.2517,788.157,
