Unnecessary Copy,copyParticleData,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Overhead,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Overhead,Run hipNSearch,Overhead,neighborhood search,constraint projection,XSPH viscosity computation,Overhead,SimStep
1.4374,2.2182,1.223,8.3976,0.2193,5.9688,,14.5955,0.0002,0.0002,0.3145,7.1383,,25.5131,,26.9596,604.076,83.3365,,730.211
1.4448,2.2784,0.8548,8.9758,0.2381,7.1686,,16.3896,0.0002,0.0002,0.3599,7.1453,,27.0518,,28.5064,604.798,83.6351,,732.891
1.4251,2.2699,1.173,8.4073,0.2207,6.0316,,14.6701,0.0003,0.0001,0.3219,7.1532,,25.6109,,27.045,601.148,83.4233,,727.409
1.2685,1.7471,1.0991,8.4985,0.2214,6.0137,,14.7365,0.0001,0.0001,0.352,7.1697,,25.1126,,26.3909,605.175,83.491,,728.266
1.4227,2.1054,0.8357,8.6081,0.2289,5.3803,,14.2274,0.0002,0.0002,0.3295,7.1641,,24.6758,,26.1078,608.299,83.3353,,733.502
1.4257,2.2193,0.8469,9.2009,0.3005,7.0769,,16.59,0.0003,0.0001,0.3229,7.1707,,27.1714,,28.607,598.481,83.1598,,726.154
1.4521,2.4534,1.1764,8.5696,0.2304,5.9622,,14.7739,0.0002,0.0001,0.3194,7.1734,,25.9159,,27.3779,608.97,83.9757,,736.312
1.4549,2.3118,0.861,9.1159,0.3143,7.0358,,16.4741,0.0003,0.0002,0.3171,7.1857,,27.172,,28.6355,608.888,83.5208,,736.993
1.4309,2.583,1.1809,8.5092,0.2112,6.1196,,14.8506,0.0003,0.0002,0.314,7.1842,,26.1349,,27.5757,600.377,89.6589,,733.491
1.4432,2.2791,0.8573,9.2192,0.3035,7.1078,,16.6386,0.0002,0.0001,0.3256,7.185,,27.3048,,28.7573,603.088,83.7673,,731.413
1.4294,2.2871,0.8543,8.9755,0.2289,6.9436,,16.1554,0.0003,0.0002,0.3252,7.1878,,26.8337,,28.2733,606.57,83.8646,,734.513
1.3603,1.5705,1.1007,8.6283,0.2171,6.0225,,14.8726,0.0001,0.0001,0.3493,7.1989,,25.1026,,26.4754,599.907,83.585,,723.106
1.5407,2.0942,0.8695,9.3068,0.238,7.0644,,16.625,0.0002,0.0003,0.3246,7.2014,,27.1721,,28.7209,601.762,83.6826,,729.838
1.419,2.5437,1.1515,9.2481,0.1984,5.6824,,15.133,0.0002,0.0002,0.3032,7.2051,,26.3545,,27.7823,606.819,83.6049,,733.875
1.4418,2.1278,0.8477,9.2908,0.2799,7.0852,,16.6654,0.0002,0.0002,0.3282,7.2012,,27.1868,,28.6388,608.924,83.7902,,737.253
1.4186,2.4584,1.3984,8.6634,0.2201,5.7106,,14.6058,0.0003,0.0002,0.3235,7.2027,,26.0084,,27.4348,607.114,83.9045,,734.208
1.4418,2.2515,0.9046,9.3974,0.2399,7.2388,,16.8874,0.0003,0.0002,0.3253,7.2194,,27.609,,29.0606,610.029,83.9961,,738.99
1.4358,2.281,1.1568,8.6216,0.2063,6.1907,,15.023,0.0002,0.0001,0.3091,7.2105,,25.9997,,27.4459,604.676,83.8428,,731.773
1.4313,2.3354,0.8709,9.5584,0.2197,7.1292,,16.9112,0.0002,0.0002,0.3136,7.213,,27.6609,,29.1022,604.544,85.032,,734.471
1.2631,1.7639,1.3681,8.7285,0.1984,6.1322,,15.0626,0.0001,0.0001,0.3523,7.2546,,25.8139,,27.0868,603.795,83.4028,,727.458
1.4149,2.2603,0.853,9.1027,0.2346,7.0904,,16.4386,0.0003,0.0002,0.326,7.2153,,27.1168,,28.541,606.05,83.5753,,733.772
1.4208,2.3828,0.8479,9.4017,0.3165,7.1551,,16.8827,0.0003,0.0001,0.3155,7.3257,,27.7781,,29.2062,603.749,85.3695,,733.901
1.4162,2.3283,1.4375,8.7026,0.2219,6.2589,,15.1951,0.0002,0.0002,0.3224,7.2155,,26.5183,,27.9446,605.815,83.7459,,733.24
1.4201,2.2123,0.863,9.4324,0.25,7.2133,,16.9066,0.0002,0.0002,0.3172,7.2326,,27.5553,,28.9837,607.933,84.2587,,736.86
1.4244,2.2926,1.3841,8.5488,0.2226,6.2547,,15.0371,0.0002,0.0002,0.3251,7.2222,,26.2798,,27.7197,607.528,83.7974,,734.76
1.4248,2.0817,0.8531,9.4509,0.2785,7.2254,,16.9648,0.0002,0.0002,0.3315,7.2227,,27.4736,,28.9085,603.22,83.9952,,731.964
1.424,2.311,1.358,8.7598,0.2031,5.7889,,14.7582,0.0002,0.0001,0.3097,7.2161,,25.964,,27.3969,609.315,83.9261,,736.384
1.2687,1.7367,1.0813,9.4433,0.2256,5.8565,,15.5286,0.0001,0.0001,0.3577,7.2795,,25.9921,,27.271,604.918,83.7322,,729.005
1.419,2.2578,0.8528,9.3819,0.2942,7.1161,,16.7975,0.0002,0.0001,0.309,7.2234,,27.4628,,28.8942,602.175,83.7891,,730.436
1.4398,2.5005,1.3767,8.7411,0.2114,6.1984,,15.1568,0.0002,0.0002,0.3116,7.2202,,26.5831,,28.033,606.005,84.2796,,734.031
1.428,2.3199,0.8363,9.5816,0.2386,7.2277,,17.0547,0.0002,0.0002,0.3172,7.2264,,27.7691,,29.2042,604.175,84.1508,,733.135
1.4328,2.4249,1.1978,9.1516,0.2289,6.2751,,15.6612,0.0002,0.0002,0.3272,7.2655,,26.8943,,28.3423,606.744,84.3657,,735.448
1.4365,2.2632,0.8518,9.6839,0.2235,7.2572,,17.1689,0.0002,0.0001,0.3145,7.224,,27.8422,,29.2871,606.491,84.2711,,735.914
1.4422,2.223,1.1563,8.6958,0.2168,6.2491,,15.1678,0.0001,0.0002,0.3141,7.2284,,26.1058,,27.5558,611.361,84.3305,,739.144
1.4279,2.1328,0.8328,9.5029,0.2085,7.2323,,16.9476,0.0002,0.0003,0.3143,7.2253,,27.4655,,28.9026,610.891,84.719,,740.307
1.2374,1.6865,1.1541,9.3735,0.1964,5.7261,,15.2997,0.0002,0.0001,0.3469,7.2315,,25.7285,,26.9754,603.775,84.2886,,728.32
1.4328,2.4075,0.8467,9.5656,0.2325,7.2605,,17.0671,0.0002,0.0002,0.3256,7.2244,,27.8882,,29.3303,611.086,84.0813,,740.255
1.4484,2.4402,1.1558,8.7754,0.2223,6.2773,,15.2861,0.0002,0.0002,0.3138,7.2274,,26.434,,27.8918,621.046,84.6297,,749.467
1.4316,2.0944,0.7743,8.8304,0.1848,5.5336,,14.5569,0.0008,0.0004,0.3192,7.2305,,24.9866,,26.4276,606.186,84.4993,,732.793
1.4476,2.0795,0.8244,9.5293,0.213,7.3104,,17.0566,0.0002,0.0001,0.3097,7.2285,,27.509,,28.9686,605.595,84.5843,,734.891
1.4464,2.4014,1.3849,8.9892,0.2084,5.8105,,15.0147,0.0007,0.0003,0.3097,7.2272,,26.3496,,27.804,611.306,84.1783,,739.254
1.4304,2.1283,0.822,9.594,0.2144,7.2825,,17.0949,0.0004,0.0004,0.3135,7.3103,,27.6867,,29.1263,614.41,84.4764,,743.78
1.4189,2.2376,1.2109,9.4658,0.2619,6.3603,,16.1,0.0002,0.0001,0.3222,7.2341,,27.1259,,28.5533,607.03,84.6017,,735.916
1.287,1.7556,1.0905,9.6769,0.2418,5.8716,,15.7933,0.0002,0.0001,0.3662,7.2497,,26.2638,,27.5606,612.719,84.4643,,737.947
1.4439,2.3256,0.8735,9.7777,0.2372,7.3844,,17.4094,0.0003,0.0002,0.3267,7.2384,,28.198,,29.6512,612.846,84.7846,,743.192
1.4559,2.2384,1.1818,8.8117,0.2292,6.2665,,15.3161,0.0002,0.0002,0.3152,7.2574,,26.329,,27.7946,608.346,84.7344,,736.803
1.4369,2.2615,0.8582,9.7397,0.2453,7.3637,,17.3983,0.0003,0.0001,0.3236,7.2366,,28.0968,,29.5428,615.118,84.3993,,744.956
1.455,2.3465,1.4535,9.0165,0.218,5.8881,,15.1322,0.0002,0.0002,0.3164,7.2409,,26.5128,,27.9782,609.16,84.511,,737.562
1.4341,2.1189,0.8733,9.6591,0.2572,7.3522,,17.273,0.0002,0.0001,0.3171,7.2437,,27.8465,,29.2884,609.179,84.5984,,738.911
1.4265,2.2856,1.2028,8.6765,0.2267,6.3071,,15.2165,0.0001,0.0002,0.3144,7.2451,,26.2889,,27.7254,608.412,84.7365,,736.563
1.4353,2.2485,0.8488,9.8352,0.236,7.391,,17.4673,0.0001,0.0001,0.3141,7.243,,28.1424,,29.5856,630.121,87.8115,,763.172
1.2837,1.7461,1.1436,9.4662,0.2156,5.9415,,15.6264,0.0002,0.0001,0.3565,7.2554,,26.1366,,27.4305,607.807,92.4774,,740.969
1.4303,2.0963,0.7793,9.1192,0.2027,5.7092,,15.0428,0.0001,0.0001,0.3271,7.2448,,25.5076,,26.9475,607.969,84.7547,,735.377
1.431,2.301,0.8431,9.8335,0.2048,7.4249,,17.4695,0.0002,0.0002,0.3121,7.2434,,28.1814,,29.6228,616.88,85.0234,,747.135
1.4318,2.3505,1.4562,8.9009,0.2296,6.3509,,15.4927,0.0002,0.0002,0.315,7.2531,,26.891,,28.3324,613.151,84.9098,,742.224
1.4754,2.1909,0.885,9.6601,0.2322,7.3259,,17.2299,0.0002,0.0001,0.3292,7.3004,,27.9575,,29.4422,609.772,89.1581,,744.37
1.4366,2.2064,0.8543,9.6373,0.2226,7.3261,,17.1945,0.0002,0.0001,0.3226,7.251,,27.8513,,29.2963,610.076,85.0052,,740.215
1.4312,2.3013,1.3675,8.7535,0.215,6.3458,,15.3259,0.0003,0.0002,0.3228,7.2532,,26.5914,,28.0317,621.299,85.0006,,750.196
1.4088,2.3055,0.8693,9.8928,0.2507,7.4286,,17.581,0.0002,0.0002,0.3165,7.2575,,28.3512,,29.7684,613.896,85.2017,,744.509
1.2746,1.8124,1.0731,9.5856,0.2208,6.1491,,15.9584,0.0002,0.0001,0.3525,7.2832,,26.4881,,27.7725,607.849,84.9847,,733.788
1.4364,2.231,0.8537,9.7699,0.2298,7.4209,,17.43,0.0002,0.0002,0.3155,7.2598,,28.1082,,29.5536,614.788,85.2668,,745.386
1.4567,2.5341,1.3734,8.9185,0.2042,5.9057,,15.0327,0.0002,0.0002,0.3059,7.266,,26.5256,,27.9917,613.036,85.0896,,742.085
1.4536,2.1699,0.8443,9.6318,0.2081,7.3241,,17.1741,0.0004,0.0002,0.3247,7.2607,,27.7873,,29.2499,614.547,85.2496,,744.923
1.444,2.3009,0.8682,9.8498,0.2452,7.4097,,17.5171,0.0003,0.0002,0.3238,7.3034,,28.3358,,29.7877,613.614,85.3711,,744.775
1.4664,2.4269,1.1586,9.5174,0.2248,5.9933,,15.7471,0.0002,0.0002,0.3132,7.2624,,26.9302,,28.4049,630.733,85.3766,,760.514
1.4364,2.4164,0.8634,9.4713,0.263,7.2475,,16.9905,0.0002,0.0002,0.3452,7.2711,,27.9121,,29.3582,620.155,85.5492,,750.938
1.4733,2.3688,1.4328,9.4251,0.2197,6.4372,,16.0879,0.0002,0.0002,0.312,7.2668,,27.4857,,28.9689,607.906,84.8685,,737.806
1.2671,1.7561,1.076,9.6868,0.219,6.0655,,15.9744,0.0001,0.0001,0.3556,7.359,,26.5344,,27.8107,612.4,85.0805,,738.537
1.4144,2.1062,0.8667,9.7399,0.2416,7.4102,,17.406,0.0002,0.0002,0.3157,7.2744,,27.9872,,29.4109,611.187,85.3468,,741.617
1.4316,2.5359,1.1537,9.5851,0.2602,5.996,,15.8552,0.0003,0.0002,0.3147,7.3153,,27.1978,,28.6383,610.916,85.1932,,740.595
1.4283,2.1531,0.8496,9.712,0.2132,7.3632,,17.2934,0.0002,0.0001,0.3159,7.27,,27.8926,,29.3307,617.725,85.5998,,748.419
1.447,2.2482,1.2005,8.8479,0.2268,6.3659,,15.4534,0.0003,0.0002,0.3229,7.2711,,26.5195,,27.9762,609.645,85.2496,,738.889
1.451,2.2965,0.8466,9.9917,0.2798,7.4608,,17.7399,0.0002,0.0002,0.3251,7.3323,,28.561,,30.0207,615.374,85.4146,,746.799
1.427,2.2124,0.8765,9.7146,0.2335,7.362,,17.3213,0.0003,0.0002,0.3158,7.2772,,28.0247,,29.4613,608.452,85.072,,738.577
1.4468,2.1843,1.4024,8.8081,0.2261,6.3943,,15.4359,0.0003,0.0002,0.3154,7.2772,,26.6364,,28.091,620.992,85.5396,,750.671
1.2833,1.7718,1.0799,9.6354,0.2197,5.9906,,15.8488,0.0002,0.0001,0.363,7.3851,,26.4638,,27.7579,609.729,87.85,,738.855
1.4367,2.2081,0.7948,9.2207,0.2047,5.6957,,15.1325,0.0003,0.0002,0.406,7.2785,,25.8439,,27.2882,610.873,85.4902,,739.388
1.4245,2.2154,0.8497,9.8587,0.2279,7.4775,,17.5768,0.0002,0.0002,0.3253,7.2776,,28.2664,,29.6992,617.748,85.3863,,748.557
1.4398,2.2941,1.3857,8.9783,0.2175,5.992,,15.1988,0.0002,0.0001,0.4007,7.2775,,26.5759,,28.0242,616.958,85.412,,746.229
1.432,2.2559,0.8556,9.8533,0.1866,7.3943,,17.4486,0.0002,0.0002,0.3285,7.2745,,28.1806,,29.6221,611.09,93.1805,,749.784
1.4277,2.3015,0.8371,9.9921,0.3114,7.4536,,17.7674,0.0002,0.0002,0.3177,7.2881,,28.5306,,30.0099,611.072,85.3057,,742.039
1.4675,2.1714,1.1604,8.825,0.2213,6.4329,,15.4893,0.0002,0.0003,0.3297,7.2764,,26.447,,27.9243,616.707,85.477,,745.984
1.4341,2.2197,0.8731,9.9047,0.2388,7.3938,,17.5501,0.0002,0.0002,0.3113,7.2751,,28.2461,,29.69,616.948,84.9192,,747.442
1.2556,1.6659,1.1234,9.3692,0.1811,6.4129,,15.9672,0.0001,0.0001,0.3512,7.2835,,26.401,,27.6669,607.77,85.1157,,733.959
1.4215,2.1483,0.8566,9.8559,0.2149,7.4628,,17.539,0.0001,0.0002,0.3163,7.2815,,28.1626,,29.5921,617.752,85.0181,,748.008
1.4073,2.4592,0.8433,10.0366,0.1844,7.528,,17.7533,0.0002,0.0002,0.3118,7.2818,,28.6716,,30.0871,616.496,85.4669,,747.751
1.4512,2.4621,1.1961,9.4203,0.2341,6.468,,16.1354,0.0003,0.0001,0.3237,7.2762,,27.4163,,28.8769,608.909,85.3152,,738.887
1.4332,2.2958,0.8482,9.9746,0.1853,7.512,,17.6818,0.0003,0.0002,0.3258,7.2761,,28.4483,,29.8917,608.874,85.3053,,739.913
1.4287,2.3349,1.1825,8.8789,0.2211,6.4368,,15.548,0.0003,0.0002,0.3236,7.2783,,26.6851,,28.1218,615.372,85.3721,,744.514
1.4387,2.2454,0.7914,9.1426,0.2007,5.748,,15.103,0.0003,0.0002,0.314,7.2735,,25.7456,,27.1934,611.237,85.3243,,739.551
1.4354,2.1893,0.858,9.866,0.2351,7.476,,17.5869,0.0002,0.0002,0.3248,7.2771,,28.2595,,29.7049,609.657,85.2646,,740.527
1.2611,1.7735,1.0539,9.8741,0.2471,6.0092,,16.1334,0.0001,0.0001,0.3402,7.2859,,26.5956,,27.867,611.549,85.2109,,737.703
1.4367,2.2474,0.8392,9.9979,0.2149,7.574,,17.7915,0.0002,0.0003,0.311,7.2748,,28.482,,29.9261,616.359,85.3808,,747.397
1.4316,2.3059,1.3641,9.0674,0.1724,6.025,,15.2706,0.0002,0.0001,0.3128,7.2755,,26.5408,,27.9816,610.844,85.2022,,739.722
1.43,2.1875,0.828,9.9594,0.2224,7.4895,,17.6767,0.0003,0.0004,0.3167,7.2786,,28.3036,,29.7427,617.363,85.3806,,748.197
1.4294,2.2457,0.8186,10.0308,0.2019,7.4886,,17.7257,0.0002,0.0002,0.326,7.2751,,28.4019,,29.8395,618.175,85.3957,,749.206
1.4297,2.4482,1.1569,9.6197,0.1913,6.1062,,15.9211,0.0002,0.0002,0.3137,7.2819,,27.1371,,28.5769,614.186,85.3065,,743.9
1.4342,2.2486,0.8454,10.0176,0.2128,7.5158,,17.75,0.0002,0.0002,0.3124,7.2763,,28.4432,,29.8857,610.823,85.3413,,741.838
1.4178,2.1169,0.8272,9.8506,0.2304,7.4584,,17.5507,0.0002,0.0002,0.3095,7.2758,,28.091,,29.5171,618.375,85.3916,,749.077
1.2711,1.7814,1.0713,9.6728,0.2889,6.1019,,16.0665,0.0001,0.0001,0.3144,7.3274,,26.5761,,27.8583,615.681,85.1282,,741.835
1.4242,2.2923,0.8323,10.1201,0.2546,7.5739,,17.9558,0.0003,0.0001,0.3127,7.2729,,28.6852,,30.1171,607.742,85.243,,738.714
1.4278,2.2256,1.1937,8.9767,0.2129,6.4855,,15.6847,0.0003,0.0002,0.3238,7.2818,,26.7334,,28.1705,610.401,85.2975,,739.659
1.4347,2.2527,0.8506,10.0795,0.2245,7.5531,,17.8706,0.0002,0.0002,0.3263,7.2814,,28.6019,,30.0465,616.595,85.4523,,747.917
1.4173,2.3761,1.1812,9.4225,0.2295,6.5025,,16.1645,0.0002,0.0002,0.3161,7.2839,,27.3465,,28.7731,610.496,91.592,,746.559
1.4316,2.1901,0.8537,9.9715,0.26,7.5404,,17.7842,0.0002,0.0004,0.3261,7.2818,,28.4555,,29.8968,609.06,85.095,,739.769
1.4443,2.1493,0.9109,9.9791,0.236,7.5262,,17.7525,0.0004,0.0002,0.3222,7.2821,,28.4391,,29.8919,608.822,85.3705,,739.973
1.4391,2.2968,1.3808,8.9405,0.2235,6.487,,15.6617,0.0002,0.0002,0.3229,7.2771,,26.9606,,28.4082,618.133,85.5364,,747.982
1.2712,1.826,1.3017,9.0943,0.2127,6.134,,15.4488,0.0003,0.0001,0.3566,7.2847,,26.2274,,27.5078,607.502,85.0627,,733.294
1.4267,2.2665,0.8471,10.0722,0.2244,7.5639,,17.8683,0.0002,0.0002,0.3159,7.2792,,28.5966,,30.033,611.754,85.3871,,742.947
1.4447,2.2658,1.4519,8.8994,0.2057,6.5487,,15.6609,0.0002,0.0002,0.3228,7.2831,,27.0035,,28.4558,618.339,85.556,,748.169
1.4349,2.1917,0.8459,10.0054,0.2185,7.4662,,17.6965,0.0002,0.0002,0.3133,7.2865,,28.354,,29.798,610.878,85.315,,741.88
1.5387,2.3986,1.3805,8.953,0.2189,6.5022,,15.6841,0.0002,0.0003,0.3132,7.29,,27.0861,,28.6326,610.958,85.4167,,740.849
1.4233,2.2583,0.8565,9.9648,0.2321,7.556,,17.7612,0.0002,0.0002,0.3183,7.3523,,28.5704,,30.0028,611.559,85.3162,,742.612
1.4239,2.2532,1.1524,9.6601,0.227,6.5855,,16.4845,0.0003,0.0001,0.3265,7.2839,,27.5214,,29.0525,616.056,85.5585,,746.308
1.4215,2.318,0.8417,10.2262,0.2779,7.5703,,18.0849,0.0003,0.0002,0.3282,7.2907,,28.8877,,30.319,611.069,85.5603,,742.633
1.2787,1.7432,1.0581,9.4372,0.2289,6.478,,16.1473,0.0001,0.0001,0.4261,7.3332,,26.7222,,28.0112,612.069,85.1348,,738.375
1.4184,2.32,0.8508,10.228,0.2334,7.6449,,18.1176,0.0002,0.0002,0.3148,7.2856,,28.9102,,30.3384,615.865,85.4723,,747.155
1.4328,2.3001,0.8533,10.1833,0.2302,7.6146,,18.0397,0.0002,0.0002,0.3295,7.3015,,28.8457,,30.2879,609.409,85.1773,,740.634
1.4281,2.1768,1.1491,8.9406,0.2046,6.5009,,15.6541,0.0003,0.0002,0.3211,7.2837,,26.5962,,28.032,617.707,85.5103,,746.992
1.43,2.3475,0.8384,10.191,0.2265,7.5681,,17.9916,0.0002,0.0003,0.311,7.2859,,28.7906,,30.2304,618.086,85.6577,,749.7
1.4251,2.0809,0.8343,9.9083,0.1992,7.4576,,17.569,0.0002,0.0002,0.3121,7.285,,28.0934,,29.527,616.424,85.6573,,747.437
1.4302,2.2278,1.1977,9.2292,0.2229,6.5456,,16.0095,0.0003,0.0001,0.3234,7.2931,,27.0718,,28.5111,609.603,85.4559,,739.285
1.4194,2.1304,0.8287,9.969,0.2228,7.5924,,17.7936,0.0003,0.0002,0.325,7.2891,,28.3857,,29.8149,614.831,85.7429,,746.052
1.269,1.7564,1.0723,9.6465,0.2158,6.1549,,16.0201,0.0002,0.0001,0.3596,7.4045,,26.6255,,27.9042,613.229,85.6352,,740.014
1.4309,2.2476,0.8586,10.1844,0.2315,7.6515,,18.0771,0.0002,0.0001,0.3225,7.3,,28.8308,,30.2692,609.962,85.5327,,741.52
1.4352,2.0931,0.8441,10.0014,0.2317,7.5865,,17.8297,0.0002,0.0002,0.3266,7.2906,,28.4055,,29.8488,615.9,85.2351,,746.645
1.4247,2.3517,1.1618,9.443,0.1998,6.5553,,16.2021,0.0002,0.0002,0.31,7.2865,,27.3221,,28.7569,617.803,85.4094,,747.714
1.4399,2.2676,0.8184,10.1976,0.2242,7.5177,,17.9437,0.0002,0.0002,0.3109,7.2846,,28.6363,,30.0893,616.956,86.0081,,748.824
1.4294,2.3592,0.8323,10.3406,0.2294,7.5749,,18.1491,0.0002,0.0003,0.3127,7.2844,,28.9484,,30.3862,610.923,85.6201,,742.672
1.4552,2.3548,1.1487,9.7827,0.2451,6.1305,,16.1746,0.0003,0.0003,0.3228,7.2913,,27.3065,,28.7707,617.128,85.5153,,747.397
1.4201,2.1216,0.8568,10.0994,0.1838,7.5327,,17.8287,0.0002,0.0001,0.3231,7.2914,,28.4433,,29.8729,618.774,85.5688,,749.913
1.2986,1.7364,1.0805,9.7526,0.1764,6.2314,,16.1634,0.0002,0.0001,0.4386,7.3058,,26.7335,,28.042,611.799,85.8463,,738.864
1.4643,2.2127,0.8445,10.1321,0.1679,7.6196,,17.9291,0.0003,0.0003,0.3223,7.2986,,28.6301,,30.103,617.1,85.5715,,748.643
1.4355,2.4897,1.4207,9.151,0.2245,6.5676,,15.9534,0.0002,0.0001,0.3256,7.2913,,27.504,,28.9474,615.725,85.6964,,746.097
1.4278,2.1121,0.8086,9.0335,0.1752,5.9021,,15.1167,0.0001,0.0002,0.3163,7.295,,25.6732,,27.1089,610.67,93.4312,,746.706
1.4393,2.1336,0.8329,10.1027,0.2448,7.5568,,17.9161,0.0002,0.0001,0.3179,7.2851,,28.5081,,29.9557,630.825,85.7425,,762.224
1.4379,2.4777,1.1605,9.8707,0.1678,6.1542,,16.1975,0.0001,0.0001,0.3109,7.2889,,27.4555,,28.9029,619.86,85.6589,,750.26
1.4395,2.2442,0.7759,9.2852,0.1743,5.861,,15.3268,0.0002,0.0002,0.3109,7.285,,25.9563,,27.4083,615.999,85.4853,,744.54
1.4448,2.4013,0.8314,10.1091,0.1806,7.5481,,17.8468,0.0003,0.0003,0.3139,7.2886,,28.6919,,30.1457,610.697,91.1007,,747.812
1.2824,1.8069,1.0782,9.8597,0.1785,6.2134,,16.2548,0.0001,0.0001,0.401,7.321,,26.8702,,28.1628,611.16,88.114,,740.683
1.4174,2.1685,0.8369,10.0413,0.1782,7.5385,,17.7633,0.0003,0.0004,0.314,7.2884,,28.3861,,29.8127,615.37,85.7224,,746.491
1.4224,2.3414,1.1395,9.7159,0.1699,6.1353,,16.0281,0.0002,0.0001,0.3172,7.2899,,27.1387,,28.5701,609.239,85.561,,739.017
1.537,2.2426,0.8735,10.2277,0.1811,7.6347,,18.0492,0.0003,0.0002,0.3152,7.2968,,28.804,,30.3504,609.412,85.5576,,741.361
1.4161,2.3041,1.149,9.8025,0.1665,6.6208,,16.5941,0.0004,0.0003,0.3117,7.2881,,27.6665,,29.091,614.314,85.4324,,744.578
1.4312,2.1048,0.8789,10.0429,0.1864,7.5789,,17.8197,0.0003,0.0003,0.3246,7.3028,,28.4526,,29.8915,616.567,85.7299,,747.905
1.534,2.2528,0.8511,10.1773,0.193,7.6266,,18.0057,0.0002,0.0002,0.315,7.291,,28.7382,,30.2804,609.517,85.6129,,741.043
1.4405,2.4161,1.1956,9.168,0.2388,6.5923,,16.0093,0.0002,0.0002,0.3161,7.2904,,27.2463,,28.6954,618.192,85.3947,,748.129
1.2663,1.5719,1.1166,9.141,0.1757,6.5643,,15.9147,0.0002,0.0001,0.3608,7.3027,,26.2784,,27.5556,608.166,85.5338,,734.345
1.4238,2.2697,0.8218,10.3447,0.1658,7.7567,,18.2717,0.0002,0.0002,0.3144,7.2971,,28.9978,,30.4313,613.655,85.3494,,745.169
1.4291,2.1641,0.8325,10.1952,0.1851,7.597,,17.9867,0.0002,0.0002,0.327,7.2906,,28.6239,,30.0615,615.81,85.78,,747.231
1.4145,2.2805,1.2055,9.2335,0.2206,6.5902,,16.0533,0.0002,0.0004,0.3107,7.2871,,27.1557,,28.5791,612.87,85.6923,,742.728
1.4469,2.1275,0.8504,10.0931,0.1869,7.6385,,17.9271,0.0002,0.0001,0.3156,7.2997,,28.5454,,30.0021,610.238,85.5365,,741.77
1.4716,2.2922,1.3984,9.1037,0.2255,6.6002,,15.9369,0.0002,0.0002,0.3264,7.2908,,27.2688,,28.7496,610.043,85.685,,740.563
1.4225,2.2117,0.8672,10.2511,0.1891,7.6724,,18.1264,0.0003,0.0001,0.3317,7.2996,,28.8571,,30.2873,616.914,85.6879,,748.553
1.4637,2.1783,0.874,10.0572,0.1771,7.5569,,17.8013,0.0002,0.0001,0.3242,7.2957,,28.4957,,29.9676,613.368,86.1498,,745.674
1.273,1.4932,1.0916,9.8025,0.2105,6.2946,,16.3107,0.0002,0.0001,0.3557,7.3041,,26.5639,,27.8471,606.944,85.5612,,733.61
1.4096,2.1828,0.8521,10.0837,0.2244,7.6131,,17.9305,0.0003,0.0002,0.3224,7.293,,28.6012,,30.0197,618.088,85.6772,,749.496
1.4678,2.5336,1.1547,9.8322,0.2198,6.2252,,16.2888,0.0003,0.0002,0.3471,7.2899,,27.6333,,29.1106,615.931,86.1753,,747.263
1.422,2.3995,0.8683,10.161,0.2401,7.6414,,18.0537,0.0002,0.0002,0.3245,7.2896,,28.9578,,30.3878,610.312,89.3152,,745.62
1.4418,2.1343,0.8595,10.1214,0.1789,7.6115,,17.9183,0.0002,0.0002,0.3145,7.3217,,28.5704,,30.0257,610.746,85.6533,,742.165
1.4472,2.2591,1.2231,9.2952,0.218,6.6362,,16.1601,0.0003,0.0002,0.3226,7.2973,,27.2812,,28.7377,613.399,85.7728,,743.913
1.4503,2.3209,0.8495,10.4046,0.235,7.7357,,18.3843,0.0002,0.0002,0.3158,7.2923,,29.1837,,30.6438,614.256,85.7373,,746.459
1.426,2.1574,0.844,10.2176,0.1806,7.613,,18.0216,0.0002,0.0002,0.3141,7.2898,,28.6468,,30.0815,611.228,85.8935,,743.054
1.2491,1.7022,1.0807,9.5056,0.1996,6.5321,,16.2413,0.0002,0.0002,0.3418,7.3818,,26.7573,,28.0167,609.804,85.6658,,736.84
1.4238,2.4631,0.8616,10.3589,0.2314,7.7627,,18.3648,0.0002,0.0002,0.3143,7.2906,,29.3167,,30.7475,613.377,85.6759,,745.428
1.4209,2.2418,1.1858,9.1625,0.2233,6.685,,16.0821,0.0003,0.0002,0.3247,7.2954,,27.1501,,28.5794,612.562,85.6778,,742.379
1.4338,2.2216,0.8275,10.1815,0.2445,7.6276,,18.0627,0.0002,0.0001,0.3232,7.2837,,28.7356,,30.1771,610.794,85.5088,,742.258
1.4215,2.2489,1.2043,9.1278,0.2204,6.6844,,16.0438,0.0003,0.0002,0.316,7.2902,,27.1276,,28.5585,609.853,85.8936,,740.009
1.4268,2.2241,0.8539,10.179,0.2324,7.6585,,18.0806,0.0003,0.0002,0.3264,7.2938,,28.7993,,30.2358,618.408,86.0227,,750.464
1.4351,2.1811,0.8553,10.1204,0.2332,7.5938,,17.9568,0.0003,0.0002,0.3119,7.2884,,28.611,,30.0586,618.723,85.6781,,750.118
