0,1.5537,7.595,
1,1.7204,7.7433,
2,1.638,5.1995,
3,1.653,6.7949,
4,1.5755,4.8402,
5,1.5826,4.871,
6,1.6379,6.9245,
7,1.7299,5.4687,
8,1.6404,7.5772,
9,1.6661,5.1122,
10,1.7916,7.486,
11,1.7433,5.2344,
12,1.6646,5.1591,
13,1.7558,7.9402,
14,1.7975,6.756,
15,1.7695,5.4306,
16,1.6583,7.9102,
17,1.7135,8.3252,
18,1.814,7.4308,
19,1.758,5.4823,
20,1.7189,5.5136,
21,1.7602,7.5432,
22,1.7548,5.7026,
23,1.615,6.5295,
24,1.7177,8.5452,
25,1.8426,6.9357,
26,1.7074,5.8204,
27,1.8163,8.6973,
28,1.8155,6.1234,
29,1.8704,9.3169,
30,1.8465,7.3094,
31,1.8262,6.1008,
32,1.8143,9.3874,
33,1.8437,6.8167,
34,1.8389,6.3594,
35,1.78,6.2359,
36,1.8101,6.3746,
37,1.7369,6.315,
38,1.819,6.4382,
39,1.7645,6.3929,
40,1.8048,7.6225,
41,1.8783,6.7665,
42,1.8067,10.0049,
43,1.7805,6.6347,
44,1.8035,6.7192,
45,1.833,6.8372,
46,1.7715,6.7733,
47,1.7999,6.8683,
48,1.6902,9.4344,
49,1.9689,7.3264,
50,1.8909,7.2082,
51,1.8516,7.0596,
52,1.8074,6.9332,
53,1.8175,6.9777,
54,1.7955,6.998,
55,1.8141,7.0995,
56,1.6943,10.1814,
57,1.8602,8.1414,
58,1.8113,6.9989,
59,1.7862,7.009,
60,1.7833,7.0052,
61,1.7791,6.9971,
62,1.7624,7.7933,
63,1.7813,7.1236,
64,1.6756,11.2838,
65,1.8144,7.0771,
66,1.738,6.9846,
67,1.7735,7.0405,
68,1.7888,7.0146,
69,1.8079,7.067,
70,1.785,7.053,
71,1.826,7.151,
72,1.7981,10.929,
73,1.7539,9.4748,
74,1.8292,7.9185,
75,1.9123,9.4602,
76,1.8517,7.1733,
77,1.6734,6.9624,
78,1.8008,7.218,
79,1.8084,7.131,
80,1.8229,11.3796,
81,1.8481,9.441,
82,1.7985,7.0247,
83,1.6737,6.9991,
84,1.7209,7.1057,
85,1.8642,7.6257,
86,1.8045,7.1638,
87,1.7981,7.1233,
88,1.6753,9.7403,
89,1.7964,7.2081,
90,1.8173,7.1894,
91,1.789,7.236,
92,1.7957,7.1412,
93,1.7887,7.1499,
94,1.7876,7.1836,
95,1.683,7.0158,
96,1.6457,9.9999,
97,1.6686,7.0137,
98,1.7226,7.044,
99,1.7662,7.1437,
100,1.6545,6.9722,
101,1.7147,7.0787,
102,1.6013,6.945,
103,1.7311,7.0869,
104,1.6934,9.3775,
105,1.7088,7.6988,
106,1.7792,7.2234,
107,1.6526,7.0976,
108,1.6593,7.1057,
109,1.7116,7.0782,
110,1.7235,7.0852,
111,1.7119,7.0587,
112,1.8193,11.6674,
113,1.8047,8.0133,
114,1.797,7.1537,
115,1.6519,7.0241,
116,1.6965,7.0634,
117,1.7757,7.1589,
118,1.7565,7.1572,
119,1.702,7.0788,
120,1.7153,8.5196,
