0,0.7569,1.0529,0.528,2.8129,0.1859,3.607,6.6089,0.0001,0.0001,0.2532,3.297,11.748,12.5126,211.764,32.451,262.526,
1,0.841,1.744,0.6378,3.0431,0.24,3.4942,6.7889,0.0003,0.0002,0.2469,3.2446,12.6846,13.5323,202.156,32.3195,255.062,
2,0.8455,1.7039,0.6688,3.0703,0.2175,3.4434,6.7406,0.0002,0.0001,0.2283,3.239,12.6015,13.4533,201.674,32.584,254.845,
3,0.8603,1.8066,0.7774,3.0495,0.2091,3.5587,6.8284,0.0003,0.0001,0.2256,3.2542,12.9144,13.7829,209.606,32.5269,263.037,
4,0.85,1.6442,0.6263,3.1358,0.2129,3.4617,6.8195,0.0003,0.0002,0.2409,3.2431,12.5951,13.4515,203.552,32.6652,256.738,
5,0.8472,1.7293,0.6881,3.0562,0.2058,3.5048,6.7775,0.0003,0.0002,0.2332,3.2439,12.6909,13.5443,218.316,38.5186,277.622,
6,0.8408,1.7115,0.6728,3.0433,0.2153,3.4716,6.7437,0.0003,0.0002,0.243,3.2355,12.6296,13.4775,217.257,33.8649,271.563,
7,0.8507,1.6854,0.6669,3.0531,0.2643,3.4474,6.7702,0.0002,0.0002,0.219,3.2517,12.6125,13.4699,210.476,36.2049,267.413,
8,0.7887,1.0837,0.5175,2.8567,0.2337,3.5232,6.6207,0.0003,0.0001,0.2481,3.2836,11.7625,12.5578,202.987,34.111,255.666,
9,0.8447,1.7348,0.7188,3.0521,0.2725,3.4839,6.8163,0.0003,0.0002,0.2431,3.2476,12.7851,13.639,224.161,37.2515,282.29,
10,0.8588,1.7193,0.6672,3.0616,0.282,3.4904,6.8472,0.0003,0.0001,0.2457,3.2469,12.7442,13.6125,217.776,34.1868,273.096,
11,0.8594,1.6584,0.6987,3.0675,0.2694,3.436,6.7827,0.0002,0.0001,0.2369,3.2546,12.6525,13.5187,202.651,34.1298,257.611,
12,0.8469,1.7913,0.7403,3.0232,0.2626,3.5892,6.8841,0.0002,0.0001,0.2219,3.2644,12.9244,13.7799,204.135,34.4706,259.68,
13,0.8704,1.641,0.7031,3.0716,0.2171,3.4536,6.7544,0.0003,0.0002,0.237,3.2476,12.6017,13.4785,204.417,34.3946,259.694,
14,0.8462,1.9464,0.6488,3.0627,0.2437,3.5294,6.8414,0.0003,0.0002,0.2235,3.2589,12.9303,13.7829,205.136,34.8161,261.102,
15,0.8414,1.7362,0.6681,3.118,0.2576,3.5453,6.9313,0.0003,0.0002,0.2225,3.2758,12.8544,13.7019,225.736,34.5034,281.313,
16,0.7711,0.9471,0.5018,2.8866,0.2462,3.492,6.6283,0.0002,0.0001,0.2473,3.2709,11.6037,12.3811,204.825,34.1738,257.436,
17,0.8484,1.7725,0.6514,2.9776,0.2105,3.435,6.6343,0.0003,0.0001,0.2418,3.2689,12.5891,13.4441,207.995,34.2705,263.026,
18,0.8484,1.9506,0.6586,3.0301,0.2792,3.4863,6.8061,0.0003,0.0001,0.2251,3.2833,12.9419,13.7975,206.848,36.7316,264.733,
19,0.841,1.8551,0.6559,3.0645,0.2496,3.558,6.878,0.0002,0.0001,0.2367,3.272,12.9169,13.7648,220.196,36.1736,277.399,
20,0.8494,1.6718,0.5982,3.0627,0.2468,3.4758,6.7943,0.0002,0.0002,0.2129,3.2924,12.5876,13.4434,228.341,34.3919,283.618,
21,0.8413,1.7019,0.7015,3.1137,0.2515,3.4941,6.872,0.0003,0.0003,0.2357,3.2823,12.814,13.6626,222.172,34.1033,277.263,
22,0.8672,1.693,0.6541,3.0809,0.2545,3.4942,6.8354,0.0002,0.0002,0.2357,3.2833,12.7183,13.5934,210.119,34.7815,265.804,
23,0.8365,1.8176,0.6567,3.1488,0.2838,3.5976,7.0416,0.0003,0.0002,0.2386,3.2979,13.0668,13.9098,209.47,34.6671,265.269,
24,0.7698,1.0296,0.546,2.9225,0.2123,3.6524,6.7923,0.0003,0.0001,0.2467,3.2726,11.8968,12.6729,209.912,34.4928,263.141,
25,0.8466,1.8293,0.6893,3.145,0.2582,3.6614,7.0711,0.0002,0.0002,0.2193,3.2984,13.1179,13.9707,245.92,62.86,330.02,
26,0.8478,1.7095,0.6826,3.1616,0.2764,3.5566,7.0041,0.0003,0.0002,0.2392,3.3265,12.9884,13.8452,269.22,34.874,325.17,
27,0.8689,1.7637,0.7111,3.1586,0.3259,3.3233,6.8208,0.0004,0.0002,0.2478,3.3703,12.9414,13.8196,221.508,36.0246,278.578,
28,0.8555,1.8468,0.7754,3.2368,0.3153,3.6984,7.2665,0.0003,0.0002,0.2379,3.3614,13.5147,14.3801,249.965,61.5329,333.801,
29,0.8427,1.6985,0.6729,3.1874,0.271,3.6385,7.1055,0.0002,0.0002,0.2191,3.3161,13.035,13.8846,231.297,34.909,287.221,
30,0.8373,1.7922,0.6727,3.1902,0.252,3.677,7.1236,0.0002,0.0001,0.2179,3.3319,13.1546,13.999,215.466,35.3669,272.119,
31,0.8717,1.8103,0.6113,3.0196,0.2264,3.7236,6.9781,0.0002,0.0002,0.2269,3.3047,12.9493,13.8278,218.665,35.1772,275.051,
32,0.7691,1.1023,0.564,3.0963,0.2527,3.7639,7.1158,0.0002,0.0001,0.2511,3.3938,12.4348,13.2096,218.688,35.6726,273.684,
33,0.8503,1.7418,0.5912,3.2127,0.2669,3.5777,7.0689,0.0002,0.0001,0.2404,3.3333,12.9964,13.8526,222.309,35.4335,278.932,
34,0.844,1.6808,0.6512,3.2422,0.2787,3.6029,7.2909,0.0004,0.0001,0.2451,3.3347,13.2272,14.0775,233.916,35.5258,290.817,
35,0.8444,1.7499,0.6542,3.2575,0.2665,3.6585,7.1938,0.0003,0.0002,0.2209,3.3536,13.1941,14.0454,219.62,35.6076,276.55,
36,0.8526,1.7916,0.67,3.2673,0.2504,3.7234,7.2472,0.0002,0.0002,0.2237,3.3496,13.2981,14.1569,222.58,38.3433,282.431,
37,0.851,1.7988,0.6518,3.1228,0.2146,3.7916,7.14,0.0004,0.0002,0.2388,3.3451,13.1977,14.0567,241.102,36.3952,298.829,
38,0.8484,1.9121,0.6988,3.2856,0.2753,3.5895,7.1605,0.0002,0.0002,0.2426,3.382,13.4171,14.2721,233.475,35.7066,290.77,
