0,0.2319,0.4387,0.4465,0.5816,0.1958,0.7565,1.543,0.0003,0.0002,0.1026,0.9402,3.49,3.7274,48.5952,6.9412,60.6753,
1,0.2305,0.6454,0.4273,0.5883,0.1939,0.7657,1.5559,0.0002,0.0001,0.1139,0.9407,3.7012,3.9353,43.4527,6.9163,55.9193,
2,0.233,0.502,0.4214,0.601,0.1893,0.7925,1.5924,0.0003,0.0001,0.1107,0.9405,3.5867,3.8238,43.6326,6.9292,55.9443,
3,0.2263,0.5115,0.3938,0.5791,0.1717,0.7564,1.5103,0.0003,0.0001,0.11,0.9312,3.4672,3.6968,43.6015,6.9014,55.7819,
4,0.227,0.5119,0.4101,0.5901,0.1806,0.7692,1.5501,0.0002,0.0001,0.1132,0.9327,3.536,3.7665,43.4682,6.855,55.6744,
5,0.2305,0.4933,0.4246,0.5762,0.1943,0.7635,1.5422,0.0002,0.0002,0.1119,0.9366,3.5254,3.7591,43.6589,6.9289,55.9258,
6,0.2284,0.4936,0.4149,0.6085,0.1839,0.771,1.5686,0.0002,0.0002,0.113,0.9371,3.5392,3.7706,43.6016,7.4026,56.3617,
7,0.2245,0.5102,0.4119,0.6102,0.237,0.7804,1.6349,0.0002,0.0002,0.1211,0.9466,3.6431,3.8713,56.3691,7.6029,69.5075,
8,0.2284,0.4327,0.4543,0.6062,0.1988,0.7932,1.6094,0.0002,0.0002,0.1075,0.9156,3.5334,3.7673,58.1106,7.5854,71.0315,
9,0.2214,0.5042,0.4331,0.604,0.2411,0.7913,1.6467,0.0002,0.0002,0.114,0.9372,3.6517,3.8767,46.3901,7.5571,59.497,
10,0.2162,0.5483,0.4279,0.61,0.2303,0.8105,1.665,0.0003,0.0002,0.1123,0.9402,3.7106,3.9305,45.6882,12.9688,64.2703,
11,0.2225,2.0474,0.4431,0.6231,0.245,0.7988,1.677,0.0002,0.0001,0.1115,0.9501,5.2492,5.4758,54.6165,7.5379,69.3119,
12,0.229,0.9268,0.4872,0.6038,0.2247,0.8078,1.64,0.0002,0.0002,0.1087,0.9375,4.1134,4.3458,45.9467,7.5814,59.5813,
13,0.2165,0.588,0.4229,0.612,0.186,0.8294,1.6372,0.0003,0.0001,0.1116,0.9445,3.7227,3.9425,44.2662,8.1851,58.0722,
14,0.217,0.5484,0.4244,0.613,0.2274,0.8101,1.6561,0.0002,0.0002,0.1144,0.9434,3.7011,3.9215,44.6376,7.5283,57.7262,
15,0.2221,0.5124,0.4171,0.6109,0.2272,0.794,1.6398,0.0002,0.0001,0.1118,0.9431,3.6378,3.8631,45.2955,7.5202,58.3713,
16,0.2355,0.5193,0.4134,0.6096,0.2533,0.8229,1.6991,0.0003,0.0002,0.1041,0.9293,3.684,3.9259,50.6073,7.538,63.6569,
17,0.2186,0.5229,0.4316,0.6384,0.1827,0.8189,1.6486,0.0002,0.0001,0.1145,0.9441,3.6775,3.8996,45.0155,7.5517,58.1427,
18,0.2288,0.4967,0.4093,0.6205,0.2375,0.8087,1.676,0.0003,0.0002,0.1141,0.9406,3.6486,3.8807,45.4335,7.5837,58.5446,
19,0.2282,0.504,0.4189,0.6374,0.2427,0.8276,1.7145,0.0002,0.0002,0.1134,0.958,3.7258,3.9594,45.5481,7.5642,58.7218,
