,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Set inverse offsets and counts,Execute kncomputeNeighbours,Neighbour resize,Inverse particle indexes,Copy neighbour data to CPU,Compute neighbours (Excluding),Compute neighbours,neighborhood search (Excluding),neighborhood search, constraint projection,XSPH viscosity computation,SimStep (Excluding),SimStep
382,0.7762,1.5834,12.9814,0.0701,0.0051,1.0738,0.0001,0.0883,2.7585,0.0002,8.5998,7.6084,,20.2225,,35.5801,636.014,86.2146,,774.495
383,0.7883,1.7376,13.9052,0.0619,0.0061,0.8084,0.0002,0.0739,2.7524,0.0002,8.4179,7.6219,,19.807,,36.2581,633.401,86.4516,,772.869
384,0.7996,1.1221,13.2022,0.0693,0.0043,0.8406,0.0002,0.0723,2.7632,0.0002,8.4342,7.6526,,19.8526,,34.9937,627.951,86.5019,,765.588
385,0.7853,1.6259,13.0671,0.0617,0.0046,1.0937,0.0001,0.0849,2.7572,0.0002,8.4718,7.5989,,20.0936,,35.5951,632.61,86.5439,,771.464
386,0.7433,1.9033,13.8852,0.0534,0.0028,0.8461,0.0001,0.0715,2.7576,0.0001,8.4408,7.609,,19.8004,,36.3494,636.652,86.9113,,776.766
387,0.7877,1.6081,13.0601,0.0622,0.0045,0.8155,0.0002,0.0729,2.7539,0.0001,8.5521,7.6024,,19.8844,,35.358,631.626,92.455,,776.377
388,0.7461,1.7062,13.0807,0.0684,0.0044,1.0759,0.0001,0.0876,2.7682,0.0002,8.5021,7.6124,,20.1485,,35.7004,628.761,86.9701,,768.122
389,0.7737,1.6104,12.9969,0.061,0.005,1.057,0.0002,0.0826,2.7669,0.0002,8.5278,7.6322,,20.1572,,35.5594,638.043,90.347,,780.638
390,0.7855,1.7235,13.7772,0.0696,0.0048,0.8275,0.0001,0.0695,2.7636,0.0002,8.5298,7.6248,,19.9091,,36.215,632.055,86.6151,,771.48
391,0.7772,1.5604,13.029,0.0612,0.0052,1.001,0.0001,0.0865,2.7726,0.0002,8.5022,7.6067,,20.0566,,35.4465,637.643,86.7803,,776.613
392,0.8125,1.1312,13.3536,0.0668,0.0045,0.8078,0.0001,0.0709,2.7448,38.1089,11.1606,7.7817,,60.7676,,76.0828,637.443,86.8214,,816.473
393,0.7506,1.6238,13.0886,0.0609,0.0024,1.0149,0.0001,0.0859,2.755,0.0002,8.5468,7.604,,20.0865,,35.5698,634.818,87.112,,774.097
394,0.7416,1.7446,13.9031,0.0624,0.0046,0.8115,0.0002,0.073,2.763,0.0002,8.6256,7.6054,,19.9645,,36.37,634.477,87.0526,,774.531
395,0.7764,1.5682,13.1077,0.0542,0.005,0.7977,0.0001,0.0749,2.7589,0.0002,8.3732,7.6186,,19.7057,,35.1775,635.808,86.8818,,774.644
396,0.7494,1.624,13.247,0.0624,0.0051,1.1366,0.0001,0.0858,2.7335,0.0002,8.6898,7.6221,,20.3561,,35.9981,630.266,86.4677,,769.54
397,0.7897,1.5938,13.0376,0.0613,0.0033,1.0441,0.0001,0.0857,2.75,0.0002,8.5678,7.6003,,20.131,,35.5686,635.774,86.7987,,775.131
398,0.7938,1.7954,13.8771,0.0704,0.0026,0.8219,0.0001,0.0694,2.741,0.0001,8.6546,7.6479,,20.0261,,36.5115,644.86,87.2778,,785.853
399,0.759,1.5905,13.3481,0.0667,0.0053,0.8448,0.0001,0.0757,2.7573,0.0003,8.5964,7.6058,,19.9713,,35.6855,631.676,86.8079,,771.362
400,0.778,1.1198,13.3616,0.0635,0.0053,0.7874,0.0001,0.0778,2.762,0.0003,8.4318,7.6439,,19.7949,,35.0729,625.185,87.5886,,765.147
401,0.7763,1.593,12.7882,0.0579,0.0028,0.9767,0.0001,0.0855,2.7598,0.0003,8.4603,7.6045,,19.97,,35.147,633.522,86.5043,,771.888
402,0.7801,1.7586,14.3349,0.0617,0.0045,0.8318,0.0001,0.0732,2.7651,0.0002,8.7431,7.6044,,20.1034,,36.9955,633.584,87.2791,,774.629
403,0.7796,1.6145,13.0264,0.0614,0.0048,1.0231,0.0002,0.0989,2.7756,0.0002,8.6747,7.6208,,20.2882,,35.7257,634.684,86.5464,,773.748
404,0.7539,1.5881,12.9748,0.0612,0.0047,0.9999,0.0002,0.0882,2.7442,0.0002,8.5005,7.6088,,20.0354,,35.3699,628.343,86.5959,,766.986
405,0.772,1.7305,13.7879,0.0609,0.0028,0.7833,0.0001,0.0732,2.7264,0.0004,8.4495,7.6295,,19.7491,,36.0588,636.164,86.8009,,775.683
406,0.7792,1.585,13.0829,0.0613,0.0045,0.7775,0.0002,0.0726,2.7646,0.0002,8.4152,7.605,,19.7186,,35.1859,631.111,87.3252,,770.499
407,0.7688,1.6058,13.1428,0.0621,0.0042,1.0388,0.0001,0.0823,2.758,0.0002,8.6469,7.6321,,20.2431,,35.7755,629.767,86.5336,,768.908
408,0.7774,1.0606,13.4121,0.0622,0.0055,0.7804,0.0002,0.0804,2.7593,0.0002,8.6967,7.6438,,20.049,,35.3177,626.6,86.589,,765.601
409,0.787,1.5859,12.8145,0.0591,0.0041,0.7911,0.0001,0.0775,2.7564,0.0002,8.543,7.6139,,19.8627,,35.0724,628.499,86.3551,,766.736
410,0.7488,1.6211,12.8925,0.0688,0.0048,0.9782,0,0.0831,2.7431,0.0002,8.6704,7.6215,,20.195,,35.477,634.146,87.0511,,773.364
411,0.7566,1.6206,13.2378,0.0624,0.0052,1.0303,0.0003,0.0878,2.7647,0.0002,8.572,7.608,,20.1607,,35.7948,633.034,86.6964,,772.446
412,0.7861,1.7432,14.4606,0.0633,0.0051,0.8118,0.0001,0.0734,2.7658,0.0002,8.769,7.6011,,20.1114,,37.1207,632.742,91.0366,,777.714
413,0.7802,1.5764,12.8,0.0717,0.0054,0.8152,0.0001,0.0702,2.7286,0.0002,8.479,7.6177,,19.8079,,34.9835,631.342,86.643,,769.939
414,0.7923,1.6079,13.0276,0.0652,0.004,1.0092,0.0001,0.0856,2.7446,0.0002,8.4155,7.6031,,19.9463,,35.3965,634.748,86.8783,,774.024
415,0.7896,1.5644,12.9705,0.0718,0.0051,1.0395,0.0001,0.0849,2.744,0.0002,8.575,7.6223,,20.2122,,35.5528,634.688,87.0938,,774.161
416,0.7682,1.0542,13.4091,0.0606,0.005,0.7784,0.0001,0.077,2.7669,0.0003,8.4576,7.6652,,19.8342,,35.0846,624.272,86.8023,,760.926
417,0.7707,1.639,13.0319,0.0722,0.0056,1.0489,0.0001,0.083,2.7687,0.0003,8.7089,7.6498,,20.3581,,35.8223,630.15,86.5916,,769.541
418,0.7504,1.759,14.0327,0.0528,0.0023,0.793,0.0001,0.0742,2.7475,0.0002,8.497,7.6126,,19.801,,36.3605,639.267,86.3391,,778.434
419,0.7732,1.5749,13.0929,0.0656,0.0055,0.7909,0.0001,0.0736,2.7558,0.0002,8.6886,7.6073,,20.0127,,35.4726,634.719,87.049,,774.066
420,0.79,1.6219,13.1677,0.0605,0.005,1.0193,0.0001,0.0852,2.8417,0.0002,8.7286,7.6097,,20.3767,,35.9784,628.271,92.8763,,774.293
421,0.7942,1.6735,13.1279,0.0655,0.0047,1.0594,0.0001,0.0911,2.7476,0.0002,8.5267,7.6174,,20.1317,,35.7424,632.21,86.5761,,771.56
422,0.7566,1.8501,14.0248,0.0615,0.0047,0.7913,0.0001,0.0742,2.7414,0.0002,8.3954,7.6022,,19.6905,,36.3389,632.714,86.8887,,772.534
423,0.7667,1.5715,13.1477,0.0728,0.0085,0.8554,0.0001,0.0701,2.7475,0.0003,8.6807,7.614,,20.0696,,35.5699,635.708,86.9187,,775.064
424,0.8173,1.0321,13.1077,0.1297,0.004,0.7715,0.0002,0.0756,2.7544,0.0001,8.6763,7.6596,,20.0874,,35.0626,625.208,90.3319,,767.63
425,0.7443,1.6715,13.024,0.0559,0.0043,0.813,0.0001,0.0819,2.7599,0.0001,8.541,7.6265,,19.8988,,35.3546,628.061,86.6507,,766.834
426,0.7877,1.5702,12.7521,0.0667,0.0051,0.9674,0.0001,0.0858,2.7375,0.0002,8.6254,7.614,,20.1251,,35.2563,636.345,86.8999,,775.089
427,0.7809,1.5622,13.008,0.073,0.0032,1.0653,0.0001,0.0868,2.7664,0.0001,8.8091,7.6295,,20.4548,,35.826,636.345,87.0228,,775.893
428,0.7668,1.7226,14.008,0.0652,0.0046,0.8212,0.0002,0.0718,2.7409,0.0003,8.6025,7.6067,,19.9338,,36.4475,631.789,86.9487,,771.96
429,0.769,1.5258,12.8544,0.0753,0.0044,0.7918,0.0001,0.0739,2.7655,0.0002,8.6257,7.5971,,19.9532,,35.1177,632.116,86.9402,,770.9
430,0.7883,1.5934,12.9695,0.0623,0.005,1.0142,0.0001,0.0872,2.7605,0.0002,8.5444,7.6088,,20.1016,,35.4727,634.762,86.3671,,773.158
431,0.7524,1.6973,13.0291,0.0734,0.0055,1.0606,0.0001,0.0872,2.752,0.0002,8.4326,7.6007,,20.0281,,35.5266,639.076,86.5839,,778.092
432,0.8142,1.1132,13.5889,0.0718,0.0042,0.7678,0.0002,0.0718,2.7434,0.0002,8.7209,7.659,,20.0546,,35.5886,628.651,86.9238,,768.312
433,0.7691,1.5696,13.0783,0.0618,0.0058,1.0381,0.0001,0.0867,2.741,0.0001,8.5988,7.6066,,20.1617,,35.5961,629.306,86.5225,,768.063
434,0.791,1.6155,12.9617,0.0619,0.0048,1.0133,0.0001,0.0837,2.7515,0.0002,8.3328,7.6185,,19.8905,,35.2774,631.749,87.5615,,771.701
435,0.7767,1.7244,13.9545,0.0726,0.0052,0.7937,0.0001,0.0756,2.7557,0.0002,8.4162,7.6207,,19.7618,,36.2371,634.253,86.8165,,774.292
436,0.7982,1.5688,13.1215,0.0653,0.0027,0.8235,0.0002,0.0738,2.711,0.0003,8.378,7.6137,,19.6872,,35.1945,639.628,87.7438,,779.755
437,0.7921,1.6089,13.124,0.0618,0.0059,1.0821,0.0002,0.0884,2.7229,0.0002,8.5929,7.6095,,20.1875,,35.734,630.801,86.8371,,770.135
438,0.7778,1.6288,13.0863,0.0606,0.0043,1.0633,0.0001,0.0835,2.7542,0.0002,8.4354,7.5948,,20.0144,,35.5247,633.629,86.85,,772.839
439,0.7774,1.734,13.8427,0.0633,0.0046,0.8288,0.0001,0.0744,2.7437,0.0001,8.4695,7.6358,,19.8387,,36.2114,650.39,87.0222,,790.27
440,0.809,1.0703,13.1665,0.064,0.0045,0.7719,0.0002,0.0712,2.7472,0.0001,8.3792,7.6391,,19.6938,,34.7593,630.027,86.6658,,768.594
441,0.7766,1.5968,13.1536,0.0631,0.0045,1.0075,0.0001,0.0846,2.7213,0.0002,8.5428,7.6028,,20.0446,,35.5899,627.704,86.8312,,766.809
442,0.7593,1.7547,14.2364,0.059,0.0062,0.829,0.0002,0.1461,2.7478,0.0002,8.5492,7.6329,,19.9962,,36.765,631.973,86.9281,,772.198
443,0.7413,1.5738,13.1725,0.0731,0.0058,0.8317,0.0001,0.0756,2.75,0.0002,8.5591,7.6002,,19.9261,,35.4341,634.629,86.8656,,773.638
444,0.7732,1.636,12.9946,0.063,0.0053,1.002,0.0001,0.0854,2.7401,0.0001,8.3077,7.5961,,19.8191,,35.2409,634.747,86.8055,,773.491
445,0.7767,1.5978,13.0244,0.0627,0.0081,1.0313,0.0001,0.0864,2.7555,0.0002,8.5198,7.6098,,20.0928,,35.5113,629.974,89.8461,,772.1
446,0.7941,1.7092,14.3583,0.0607,0.0048,0.7886,0.0002,0.073,2.7477,0.0002,8.4298,7.617,,19.744,,36.6241,631.878,87.082,,772.581
447,0.7791,1.5715,13.1055,0.0592,0.0024,0.7922,0.0001,0.0743,2.7531,0.0001,8.5612,7.6092,,19.9103,,35.3882,636.406,86.9142,,775.508
448,0.8122,1.0679,13.0507,0.095,0.0047,0.8029,0.0002,0.0778,2.7472,0.0001,8.3745,7.6561,,19.7754,,34.7243,629.414,86.7319,,765.479
449,0.7907,1.5837,13.0965,0.0624,0.0052,1.0116,0.0001,0.088,2.7579,0.0001,8.4499,7.6044,,20.0062,,35.5017,629.814,86.8243,,768.871
450,0.7766,1.5694,13.1695,0.0728,0.0024,1.0428,0.0001,0.0837,2.7467,0.0002,8.4559,7.6121,,20.0301,,35.566,630.502,87.0379,,769.966
451,0.7825,1.7515,14.3523,0.0631,0.0042,0.7785,0,0.1516,2.7381,0.0001,8.6451,7.5882,,19.9824,,36.8834,630.71,86.8084,,771.571
452,0.7707,1.569,13.1314,0.0617,0.003,0.8113,0.0002,0.0678,2.7374,0.0003,8.5762,7.5872,,19.8569,,35.3467,644.32,86.5438,,783.086
453,0.7833,1.5571,13.1817,0.0625,0.0024,1.0023,0.0001,0.0856,2.7534,0.0002,8.6163,7.5887,,20.1248,,35.6648,631.776,90.8987,,775.027
454,0.7436,1.6038,13.0313,0.0642,0.0048,1.0038,0.0001,0.0844,2.7562,0.0002,8.4894,7.6288,,20.0484,,35.4506,628.584,89.2155,,769.83
455,0.7663,1.8352,14.0378,0.0606,0.0053,0.8662,0.0001,0.0724,2.7357,0.0002,8.5884,7.6019,,19.9489,,36.6095,632.063,86.8664,,772.312
456,0.8173,1.1606,13.5361,0.0682,0.0048,0.8273,0.0001,0.0784,2.7493,0.0002,8.4689,7.647,,19.8667,,35.3994,630.847,87.1604,,770.468
457,0.7448,1.6248,13.174,0.0726,0.0059,1.0132,0.0001,0.0877,2.7509,0.0002,8.6235,7.6185,,20.1944,,35.7596,629.071,86.6896,,768.207
458,0.7598,1.7097,13.8951,0.0646,0.0051,0.8192,0.0001,0.0774,2.7552,0.0002,8.5512,7.6024,,19.8959,,36.2797,634.897,87.0372,,775.084
459,0.793,1.5428,12.7979,0.0627,0.0065,0.7955,0.0003,0.0733,2.7509,0.0002,8.4568,7.6026,,19.7687,,34.9248,632.77,87.1502,,771.582
460,0.7938,1.618,13.1109,0.0632,0.005,1.0315,0.0001,0.089,2.7559,0.0002,8.3319,7.5999,,19.8962,,35.438,636.462,86.9632,,775.587
461,0.7864,1.6091,13.1055,0.0635,0.0042,1.0134,0.0001,0.0872,2.7494,0.0002,8.5134,7.6029,,20.052,,35.5719,633.611,87.2334,,773.419
462,0.8048,1.7334,13.991,0.0632,0.0055,0.7856,0.0001,0.0738,2.7533,0.0003,8.5897,7.6227,,19.9151,,36.4591,637.363,88.3038,,778.972
463,0.7699,1.6108,12.9771,0.0616,0.0052,0.8767,0.0002,0.0684,2.7377,0.0003,8.4792,7.6095,,19.8578,,35.2355,635.489,87.1653,,774.699
464,0.7921,1.2064,13.6618,0.0675,0.005,0.7823,0.0001,0.0774,2.7583,0.0002,8.2961,7.6345,,19.6434,,35.3231,629.097,86.3786,,768.057
465,0.7774,1.6016,12.9496,0.0625,0.0027,1.048,0.0001,0.0857,2.7514,0.0002,8.5116,7.6183,,20.0959,,35.4457,629.186,87.1522,,768.498
466,0.7937,1.6388,13.8197,0.0576,0.0043,0.8299,0.0001,0.0746,2.7468,0.0002,8.3993,7.5979,,19.7258,,35.9955,633.563,86.7194,,773.094
467,0.7696,1.612,13.02,0.0712,0.0057,1.0073,0.0001,0.0874,2.7708,0.0004,8.5336,7.6094,,20.1085,,35.5306,635.659,86.8728,,774.886
468,0.7817,1.6237,13.091,0.0638,0.0029,1.0189,0.0001,0.0908,2.7408,0.0001,8.4868,7.5997,,20.0237,,35.539,639.737,86.8249,,778.787
469,0.7869,1.8486,13.9621,0.06,0.0036,0.8018,0.0002,0.0752,2.756,0.0001,8.2432,7.5987,,19.5638,,36.181,630.71,90.0492,,773.632
470,0.7825,1.5619,13.079,0.0583,0.0051,0.7801,0.0001,0.0698,2.753,0.0001,8.3685,7.5998,,19.6548,,35.0961,631.465,86.5112,,769.788
471,0.7856,1.6337,13.1889,0.0649,0.0071,0.9991,0.0003,0.086,2.7588,0.0003,8.4532,7.6184,,20.0097,,35.638,635.719,86.5612,,774.764
472,0.7728,1.0579,13.2426,0.0708,0.0057,0.8521,0.0001,0.0769,2.7525,0.0002,8.3702,7.6393,,19.7892,,34.8814,632.512,86.7824,,771.202
473,0.7684,1.5605,12.9023,0.0514,0.0022,0.8654,0.0002,0.0718,2.7296,0.0001,8.2954,7.6027,,19.6409,,34.8953,630.924,89.6869,,772.066
474,0.7526,1.6035,13.0137,0.0617,0.0048,1.0242,0.0001,0.0867,2.7482,0.0002,8.2835,7.6224,,19.8537,,35.2425,631.384,87.1117,,770.34
475,0.745,1.5734,12.9727,0.0585,0.0043,1.0385,0.0001,0.0872,2.7544,0.0003,8.3722,7.6115,,19.9429,,35.2527,640.257,87.1982,,779.574
476,0.7622,1.8352,14.3659,0.058,0.0042,0.7899,0.0001,0.0728,2.8064,0.0002,8.3286,7.5907,,19.6659,,36.6461,640.776,87.0194,,781.407
477,0.7768,1.5385,12.9972,0.0615,0.0044,0.7857,0.0001,0.0716,2.7576,0.0001,8.3142,7.5939,,19.6084,,34.943,630.418,89.3352,,771.473
478,0.7598,1.5671,13.1332,0.0655,0.0025,1.0787,0.0001,0.0879,2.7653,0.0004,8.4287,7.5984,,20.0453,,35.5245,631.794,87.0941,,771.322
479,0.7791,1.6273,13.0597,0.0699,0.0051,1.0263,0.0001,0.0921,2.7564,0.0002,8.3849,7.6456,,20.0416,,35.5274,636.566,87.226,,776.014
480,0.8208,1.0605,13.5718,0.0758,0.0041,0.8473,0.0001,0.0711,2.7209,0.0002,8.3432,7.6596,,19.7389,,35.2097,631.285,86.8639,,769.523
481,0.776,1.6131,13.059,0.0617,0.0047,1,0.0004,0.0849,2.7573,0.0003,8.2771,7.6051,,19.818,,35.2858,642.188,87.2767,,781.525
482,0.7833,1.7971,13.0475,0.0741,0.0048,1.014,0.0001,0.0892,2.7439,0.0002,8.2151,7.6112,,19.7761,,35.4263,637.716,87.2018,,777.504
483,0.7768,1.5954,13.0276,0.0604,0.0066,1.0212,0.0001,0.088,2.7331,0.0002,8.2737,7.6189,,19.8217,,35.2412,637.433,87.0643,,776.797
484,0.7673,1.8103,14.0273,0.0682,0.0028,0.788,0.0001,0.0732,2.7368,0.0003,8.3007,7.6153,,19.6039,,36.2287,642.322,86.9902,,782.672
485,0.7917,1.6052,13.1935,0.0673,0.0057,0.8178,0.0001,0.0722,2.7555,0.0002,8.5024,7.6021,,19.8453,,35.4584,633.218,91.0212,,776.819
486,0.7857,1.5643,12.9361,0.0716,0.005,0.9933,0.0001,0.0841,2.7495,0.0003,8.3718,7.5941,,19.8915,,35.1956,633.913,87.3836,,773.154
487,0.7836,1.5645,13.0133,0.0616,0.0047,0.9897,0.0001,0.088,2.7288,0.0002,8.5733,7.6154,,20.0848,,35.4686,635.891,87.4249,,775.528
488,0.8068,1.1263,13.432,0.0794,0.0041,0.7702,0.0001,0.0721,2.7608,0.0002,8.3273,7.675,,19.7052,,35.0869,629.703,89.456,,770.289
489,0.7787,1.6188,12.8937,0.0757,0.0043,0.8157,0.0002,0.0717,2.7499,0.0002,8.4958,7.5886,,19.8203,,35.1356,629.632,87.56,,769.058
490,0.7719,1.5727,13.058,0.0704,0.0045,1,0.0001,0.086,2.7401,0.0002,8.4705,7.622,,20.0087,,35.4264,640.75,87.3412,,780.51
491,0.7924,1.7353,13.8628,0.0553,0.0029,0.7951,0,0.0745,2.7554,0.0002,8.5368,7.5916,,19.8279,,36.2356,636.91,87.4108,,777.518
492,0.7883,1.562,12.9391,0.0721,0.0024,0.9806,0.0001,0.0884,2.7535,0.0002,8.4977,7.5981,,20.0062,,35.3115,641.802,86.5481,,780.861
493,0.7842,1.7519,14.2539,0.0605,0.0026,0.8247,0.0002,0.0712,2.7399,0.0003,8.5695,7.5876,,19.8699,,36.6769,632.452,87.4622,,773.56
494,0.764,1.6629,13.0848,0.0658,0.0028,1.0032,0.0001,0.086,2.7513,0.0001,8.406,7.613,,19.9414,,35.4668,636.255,87.3062,,775.894
495,0.7889,1.6625,13.0425,0.0606,0.0059,0.9819,0.0001,0.0825,2.7432,0.0002,8.4444,7.6156,,19.9535,,35.4623,635.171,87.2262,,774.608
496,0.813,1.1385,13.47,0.0594,0.0048,0.7618,0.0001,0.0729,2.7373,0.0003,8.4075,7.6525,,19.7133,,35.1513,629.975,87.0213,,768.22
497,0.7465,1.5806,13.013,0.0622,0.0059,1.0536,0.0002,0.0857,2.7649,0.0002,8.5756,7.6291,,20.1943,,35.5539,630.98,88.6984,,772.098
498,0.7981,1.5978,13.121,0.0661,0.006,1.0402,0.0002,0.0956,2.7599,0.0002,8.5213,7.6338,,20.1476,,35.6801,633.548,87.3466,,773.472
499,0.7603,1.7128,13.8908,0.062,0.0028,0.7782,0.0001,0.0807,2.7583,0.0001,8.3479,7.5884,,19.6328,,36.0153,643.012,87.2998,,783.229
500,0.7844,1.5858,12.5242,0.0575,0.0057,0.7634,0.0001,0.072,2.7484,0.0003,8.2499,7.5876,,19.4989,,34.4132,638.917,93.823,,784.253
501,0.7916,1.6369,13.1064,0.062,0.0049,1.0057,0.0001,0.0834,2.7492,0.0002,8.3953,7.6068,,19.9216,,35.4738,631.861,87.0476,,771.253
502,0.7805,1.5799,12.9975,0.0616,0.0023,0.9904,0.0002,0.0869,2.7373,0.0002,8.2906,7.5974,,19.7927,,35.1649,635.499,87.1003,,774.498
503,0.7825,1.7859,13.9919,0.0624,0.0049,0.8073,0.0001,0.0729,2.7371,0.0003,8.4131,7.5909,,19.7105,,36.2899,636.246,87.5998,,777.026
504,0.7429,1.0599,13.445,0.0661,0.0048,0.777,0.0002,0.0753,2.7476,0.0003,8.5542,7.6421,,19.8845,,35.1489,629.499,86.8324,,768.68
505,0.7825,1.5916,13.1126,0.0652,0.005,0.8581,0.0002,0.073,2.7503,0.0002,8.417,7.6119,,19.8022,,35.3083,637.333,88.5746,,777.819
506,0.787,1.7882,13.0943,0.0604,0.0029,1.071,0.0001,0.0897,2.7267,0.0001,8.297,7.5924,,19.862,,35.5513,634.86,87.1015,,774.23
507,0.7813,1.5625,13.1468,0.0597,0.0053,1.0351,0.0001,0.0856,2.7596,0.0002,8.3611,7.6111,,19.9416,,35.45,650.304,86.8106,,789.218
508,0.7412,1.7721,13.808,0.0602,0.005,0.786,0.0002,0.0719,2.754,0.0003,8.7269,7.5962,,20.0259,,36.3651,634.123,89.423,,776.597
509,0.7796,1.6229,13.1916,0.0637,0.0052,1.0173,0.0003,0.0878,2.7541,0.0002,8.2762,7.6045,,19.8376,,35.4512,629.222,87.3321,,768.778
510,0.7783,1.7779,14.3552,0.063,0.0065,0.7932,0.0001,0.0728,2.7977,0.0003,8.5148,7.5883,,19.8534,,36.7869,637.387,87.217,,778.057
511,0.7734,1.6488,13.023,0.0626,0.0059,1.0209,0.0001,0.087,2.7671,0.0002,8.3852,7.5963,,20.0306,,35.4906,637.837,87.1302,,777.29
512,0.8225,1.1509,13.353,0.0684,0.0046,0.7775,0.0002,0.0789,2.7773,0.0005,8.395,7.6261,,19.7518,,35.0976,657.592,86.8897,,795.759
513,0.8073,1.704,13.4553,0.0644,0.0064,0.8004,0.0001,0.0761,2.7562,0.0004,8.5597,7.6448,,19.9365,,35.929,633.023,86.8586,,772.776
514,0.7873,1.5962,13.2711,0.0565,0.0043,0.7918,0.0001,0.0736,2.7262,0.0003,8.371,7.5934,,19.6318,,35.3087,637.567,86.9315,,776.683
515,0.7781,1.7802,13.0928,0.0591,0.0022,1.0023,0.0001,0.0872,2.7393,0.0002,8.4685,7.6224,,19.9986,,35.6688,635.814,87.4852,,775.621
516,0.79,1.6162,13.0456,0.0717,0.0059,1.0248,0.0001,0.0891,2.749,0.0002,8.3009,7.6243,,19.8946,,35.3676,633.53,87.0484,,772.737
517,0.7815,1.7356,13.9957,0.0652,0.0056,0.8429,0.0001,0.0775,2.7168,0.0002,8.4573,7.6003,,19.7912,,36.3269,638.919,87.1314,,779.146
518,0.7936,1.5887,12.8379,0.0546,0.005,0.77,0.0001,0.0731,2.7454,0.0002,8.4562,7.6157,,19.7423,,34.9831,634.616,86.7905,,773.391
519,0.7636,1.6201,13.1992,0.0626,0.0042,1.0137,0.0001,0.0912,2.741,0.0002,8.2903,7.5955,,19.8211,,35.4224,638.81,86.762,,778.023
