,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Set inverse offsets and counts,Execute kncomputeNeighbours,Neighbour resize,Inverse particle indexes,Copy neighbour data to CPU,Compute neighbours (Excluding),Compute neighbours,neighborhood search (Excluding),neighborhood search, constraint projection,XSPH viscosity computation,SimStep (Excluding),SimStep
0,0.8071,1.1482,13.4427,0.0575,0.0081,0.718,0.0001,0.0728,1.9343,0.0002,5.9283,5.8523,,14.5913,,30.0051,350.016,55.1477,,449.661
1,0.7808,1.5932,12.7814,0.062,0.0032,0.9487,0.0001,0.0894,1.9569,0.0002,5.9832,5.8527,,14.9186,,30.0959,349.791,54.1545,,451.295
2,0.7835,1.8535,14.0663,0.063,0.0049,0.8,0.0001,0.0722,1.9228,0.0003,5.8792,5.8134,,14.585,,31.3065,338.33,59.479,,446.2
3,0.7692,1.6204,13.1652,0.0634,0.005,0.9215,0.0001,0.0858,1.9454,0.0002,5.8348,5.8178,,14.6981,,30.2706,338.847,53.828,,439.691
4,0.7639,1.552,13.0514,0.0718,0.0028,0.7151,0.0002,0.0699,1.9256,0.0001,5.7329,5.7938,,14.3263,,29.7139,342.021,53.9143,,442.625
5,0.749,1.5891,12.9799,0.0589,0.0027,0.9169,0.0001,0.0836,1.9395,0.0004,5.9493,5.7921,,14.7583,,30.091,350.283,53.5078,,450.727
6,0.7681,1.589,12.762,0.0581,0.0052,0.7238,0.0002,0.0719,1.9277,0.0002,5.9293,5.8037,,14.5404,,29.6741,343.289,55.0277,,445.198
7,0.8052,1.6025,13.1325,0.062,0.0044,0.9823,0.0001,0.0834,1.9198,0.0002,5.8884,5.8059,,14.7663,,30.3228,348.961,55.6102,,452.168
8,0.8168,1.1316,12.9421,0.0813,0.0045,0.7312,0.0001,0.0703,1.9391,0.0002,5.895,5.9015,,14.6397,,29.5471,339.36,55.1205,,440.498
9,0.7857,1.6186,12.9022,0.061,0.0044,0.9821,0.0002,0.0867,1.9391,0.0002,5.8791,5.8661,,14.8427,,30.1673,338.408,55.3607,,440.562
10,0.7705,1.7435,13.8825,0.057,0.0037,0.7488,0.0001,0.0794,1.9337,0.0002,5.8743,5.8188,,14.5334,,30.9495,346.48,55.3548,,449.699
11,0.7768,1.6141,12.9306,0.0685,0.0052,0.9472,0.0001,0.0833,1.9388,0.0002,5.9034,5.8502,,14.8155,,30.1547,340.407,55.2545,,442.898
12,0.7539,1.5757,12.9136,0.0587,0.0044,0.7644,0,0.0752,1.9415,0.0003,5.9406,5.8252,,14.6381,,29.8999,346.397,55.162,,448.347
13,0.791,1.5447,12.9873,0.0721,0.006,0.9286,0.0001,0.0894,1.9429,0.0001,5.9624,5.8227,,14.8483,,30.1906,349.375,56.3753,,452.895
14,0.7763,1.5709,12.529,0.0607,0.0045,0.7507,0.0002,0.074,1.9298,0.0001,5.8679,5.8049,,14.511,,29.4056,352.5,56.5329,,455.557
15,0.7958,1.6324,12.9788,0.0676,0.0052,0.9746,0.0002,0.0883,1.9622,0.0003,6.0389,5.8384,,15.0013,,30.4271,345.202,55.4055,,448.26
16,0.7727,1.1484,13.4247,0.0612,0.0049,0.781,0.0001,0.0787,1.9628,0.0002,6.0755,5.9199,,14.9055,,30.2696,341.436,55.4805,,444.706
17,0.7598,1.6502,13.0355,0.0748,0.0028,0.9161,0.0001,0.0879,1.9637,0.0002,5.991,5.8472,,14.9013,,30.3645,352.993,55.7878,,456.118
18,0.7696,1.7403,13.8647,0.0551,0.0026,0.7799,0.0001,0.0726,1.9425,0.0002,6.0105,5.8325,,14.7099,,31.0997,349.582,55.7111,,453.615
19,0.7566,1.6579,12.8253,0.0597,0.0041,0.9423,0.0001,0.0841,1.9527,0.0002,6.0495,5.8926,,14.9984,,30.2534,356.475,56.7699,,460.394
20,0.7948,1.5726,13.1286,0.0626,0.0051,0.9115,0.0001,0.0792,1.9662,0.0002,6.0975,5.8522,,14.9971,,30.5122,348.395,55.9721,,451.894
21,0.7927,1.5561,12.9313,0.0565,0.0067,1.0313,0.0001,0.0835,1.9604,0.0001,6.076,5.8748,,15.1124,,30.4116,354.63,55.9946,,458.006
22,0.7561,1.742,14.1352,0.0645,0.0048,0.7699,0.0001,0.072,1.9821,0.0003,6.0332,5.8637,,14.8099,,31.4614,350.695,56.1998,,455.368
23,0.8019,1.5896,12.7618,0.07,0.0047,0.95,0.0001,0.084,1.9652,0.0003,6.0981,5.8687,,15.056,,30.2275,357.138,58.027,,462.435
24,0.8031,1.0557,13.3474,0.0703,0.0049,0.7177,0.0001,0.0801,1.9529,0.0002,6.0316,5.9119,,14.7869,,30.0112,354.909,55.9958,,455.87
25,0.7856,1.6073,13.0397,0.0647,0.0046,0.9792,0.0001,0.0855,2.0164,0.0002,6.1237,5.8864,,15.1782,,30.6262,353.424,56.3007,,457.524
26,0.7853,1.7488,13.9405,0.0634,0.0029,0.7254,0.0001,0.0726,1.9645,0.0001,6.098,5.8856,,14.8305,,31.3251,360.312,56.6901,,465.058
27,0.776,1.5893,12.9789,0.0653,0.0058,0.9892,0.0001,0.0877,1.9745,0.0002,6.1449,5.8893,,15.185,,30.5525,355.698,57.1384,,460.225
28,0.8018,1.7264,13.9045,0.0665,0.0054,0.7744,0.0001,0.0743,1.9511,0.0002,6.1497,5.9058,,14.9459,,31.3991,364.22,56.8269,,469.508
29,0.7954,1.5886,13.1375,0.0598,0.0041,1.0501,0.0001,0.0821,1.9737,0.0003,6.1376,5.907,,15.233,,30.7781,360.149,56.8214,,464.904
30,0.7548,1.7618,14.0277,0.0686,0.0052,0.7712,0.0001,0.0763,1.9805,0.0002,6.1879,5.9188,,15.0285,,31.5918,363.977,56.6277,,469.227
31,0.787,1.5854,12.9373,0.0635,0.0047,0.9394,0.0001,0.0851,1.9725,0.0002,6.1125,5.9096,,15.106,,30.4359,364.706,57.097,,469.197
32,0.8153,1.2277,13.5454,0.0615,0.0059,0.7767,0.0002,0.1048,1.9822,0.0005,6.2616,5.9834,,15.3092,,30.9166,360.306,56.7483,,464.366
33,0.7914,1.6509,12.9474,0.062,0.0046,1.0051,0.0003,0.0859,1.9954,0.0003,6.2744,6.0022,,15.4543,,30.8662,367.945,57.2497,,472.954
34,0.7957,1.6144,13.1958,0.0627,0.0057,0.7786,0.0001,0.073,1.9818,0.0001,6.221,5.9541,,15.1006,,30.7235,366.482,57.4997,,471.893
35,0.792,1.6625,13.1225,0.0638,0.0049,1.0163,0.0002,0.0875,1.9969,0.0002,6.267,5.9431,,15.4014,,30.9973,370.688,57.2573,,476.246
36,0.7605,1.7591,14.0664,0.0549,0.0045,0.7869,0.0001,0.0746,2.0012,0.0002,6.2571,5.9691,,15.1676,,31.766,369.298,57.5213,,476.018
37,0.7642,1.7289,12.9801,0.058,0.0047,0.9477,0.0001,0.0856,1.9862,0.0002,6.1746,5.9587,,15.2359,,30.7245,377.295,57.9163,,483.213
38,0.7858,1.6455,14.2223,0.0645,0.0055,0.7818,0.0001,0.0728,2.0263,0.0004,6.3028,5.9886,,15.2621,,31.9336,373.682,59.7335,,482.363
39,0.7991,1.6205,12.8666,0.0789,0.0044,0.9687,0.0004,0.0866,2.008,0.0002,6.2918,5.9883,,15.449,,30.753,377.311,58.3459,,483.748
40,0.8135,1.1571,13.7454,0.0576,0.0047,0.7786,0.0001,0.0739,1.9976,0.0001,6.3501,6.0679,,15.347,,31.0803,373.276,57.8484,,479.528
41,0.7962,1.6081,12.9726,0.0638,0.0046,1.008,0.0001,0.0869,2.0136,0.0002,6.3702,6.0088,,15.5725,,30.9707,378.038,59.0756,,484.869
42,0.7742,1.6959,14.2544,0.0731,0.0026,0.7405,0.0001,0.0698,2.002,0.0001,6.2377,6.0173,,15.1616,,31.9067,380.733,58.9261,,488.376
43,0.7724,1.5613,12.9258,0.0689,0.0051,0.9915,0.0001,0.0879,2.0495,0.0003,6.3733,6.0361,,15.6323,,30.9128,387.338,59.3278,,494.474
44,0.7976,1.7076,13.8602,0.061,0.0025,0.748,0.0001,0.0733,2.0238,0.0003,6.3742,6.0365,,15.3415,,31.728,392.734,59.8797,,501.332
45,0.7836,1.5928,13.0019,0.0654,0.0025,1.0051,0.0001,0.0904,2.0292,0.0003,6.3159,6.0505,,15.5833,,30.9828,390.385,60.1052,,498.454
46,0.7639,1.715,13.906,0.0604,0.0059,0.8054,0.0001,0.0707,2.0416,0.0002,6.4391,6.0777,,15.5256,,31.9287,394.477,61.3386,,504.853
47,0.8018,1.6257,13.0985,0.0641,0.0059,1.0104,0.0002,0.0839,2.0528,0.0002,6.4559,6.0828,,15.7815,,31.3256,395.551,60.9331,,504.952
48,0.8175,1.1867,13.3207,0.0685,0.0048,0.785,0.0002,0.0744,2.0263,0.0002,6.5832,6.118,,15.682,,31.0258,393.868,60.2503,,501.366
49,0.7781,1.632,13.1074,0.0741,0.0028,0.9896,0.0001,0.0863,2.0525,0.0001,6.5133,6.0956,,15.8333,,31.3714,398.616,61.277,,508.196
50,0.7832,1.755,13.8504,0.0615,0.0027,0.8118,0.0001,0.072,2.0606,0.0002,6.4886,6.1217,,15.6415,,32.0469,403.129,60.9821,,513.239
51,0.7743,1.5934,12.9023,0.0613,0.0045,0.983,0.0001,0.084,2.0708,0.0002,6.4869,6.1219,,15.8332,,31.1245,402.935,61.1358,,512.28
52,0.7889,1.8306,13.9625,0.0707,0.0024,0.7864,0.0002,0.1381,2.0721,0.0001,6.5575,6.1337,,15.7762,,32.3757,408.413,61.3496,,519.243
53,0.7823,1.515,12.9491,0.0601,0.0026,1.0015,0.0001,0.087,2.0611,0.0002,6.5638,6.1478,,15.9429,,31.2135,410.066,62.1757,,520.566
54,0.8454,1.8086,14.2231,0.0747,0.0056,0.7897,0.0001,0.0722,2.0874,0.0001,6.5894,6.1852,,15.8221,,32.7187,417.398,62.3013,,529.597
55,0.7668,1.5919,12.9504,0.0697,0.0054,1.0167,0.0001,0.0858,2.1236,0.0002,6.5546,6.2035,,16.083,,31.4071,415.813,62.7669,,527.053
56,0.8129,1.1659,13.728,0.0686,0.0054,0.7899,0.0002,0.0816,2.0989,0.0002,6.6591,6.2583,,15.9845,,31.711,413.433,63.9855,,525.338
57,0.782,1.5378,12.9792,0.0642,0.0027,0.9897,0.0001,0.0855,2.0902,0.0003,6.7148,6.2134,,16.181,,31.4973,420.759,63.2435,,532.504
58,0.7578,1.8389,13.75,0.0601,0.0086,0.8064,0.0002,0.0741,2.074,0.0002,6.7526,6.2179,,16.0123,,32.3776,430.901,63.9006,,544.146
59,0.7905,1.6298,13.12,0.0621,0.0029,1.0164,0.0001,0.0836,2.1236,0.0002,6.7699,6.2636,,16.3408,,31.9003,428.995,64.2842,,542.195
60,0.7635,1.7303,13.789,0.0745,0.0045,0.7865,0.0002,0.0728,2.1286,0.0003,6.7162,6.2606,,16.062,,32.3634,431.546,64.1193,,545.366
61,0.8005,1.6179,13.1639,0.0742,0.0061,1.0388,0.0001,0.0866,2.1317,0.0002,6.7304,6.2791,,16.3676,,31.9677,436.63,64.8068,,550.704
62,0.8076,1.7095,14.2876,0.0528,0.0049,0.7909,0.0002,0.0739,2.1027,0.0002,6.6713,6.2932,,16.0159,,32.8394,440.331,65.0747,,555.283
63,0.7997,1.6126,13.2147,0.0599,0.0047,1.1038,0.0001,0.0811,2.1648,0.0002,6.7966,6.3847,,16.6143,,32.2598,436.392,65.5496,,551.188
64,0.8089,1.0599,13.3843,0.0709,0.004,0.7719,0.0003,0.0885,2.1579,0.0002,6.8513,6.3616,,16.3956,,31.6657,450.178,65.0653,,564.304
65,0.78,1.6104,13.0311,0.0798,0.0045,1.0223,0.0001,0.0872,2.1475,0.0002,6.8521,6.3282,,16.5372,,31.9759,443.058,66.2357,,558.204
66,0.7975,1.7151,13.8097,0.0511,0.0025,0.786,0.0001,0.0705,2.1454,0.0002,6.8964,6.3519,,16.3209,,32.6603,451.41,66.2003,,567.331
67,0.7532,1.5701,12.7458,0.0684,0.0068,0.9807,0.0001,0.083,2.172,0.0001,6.894,6.3725,,16.5964,,31.6862,451.602,66.5345,,566.861
68,0.7962,1.7567,14.4357,0.0601,0.0061,0.7998,0.0001,0.1276,2.1645,0.0002,6.816,6.3888,,16.3821,,33.389,452.801,66.6284,,569.911
69,0.7538,1.6405,12.8728,0.0723,0.005,0.9951,0.0001,0.0834,2.1872,0.0003,6.9609,6.4108,,16.7352,,32.0166,457.455,66.9245,,573.847
70,0.8006,1.8708,13.9026,0.056,0.0026,0.8189,0.0001,0.0708,2.1906,0.0002,6.845,6.4214,,16.4246,,33.0156,457.147,67.0238,,574.34
71,0.7912,1.5549,13.0608,0.0685,0.0048,1.0273,0.0001,0.0838,2.2208,0.0003,6.9791,6.4215,,16.8251,,32.2515,460.662,68.0102,,578.202
72,0.8274,1.0505,13.3204,0.0738,0.0053,0.8498,0.0001,0.0767,2.2076,0.0003,7.0341,6.4886,,16.7598,,31.9775,456.694,67.4082,,571.268
73,0.7936,1.6497,13.0578,0.0605,0.0039,1.0325,0.0002,0.0895,2.1932,0.0001,7.0732,6.5099,,16.9849,,32.5076,466.305,67.4228,,583.13
74,0.7488,1.7061,14.504,0.0577,0.0053,0.8018,0.0001,0.0763,2.2154,0.0002,7.0359,6.4922,,16.7056,,33.6834,468.771,68.2791,,587.838
75,0.7641,1.6584,12.9901,0.063,0.0051,1.0284,0.0002,0.0821,2.2268,0.0004,7.09,6.4843,,16.9976,,32.4276,477.165,68.1862,,595.226
76,0.7927,1.7155,13.8908,0.0632,0.0047,0.815,0.0001,0.0738,2.2844,0.0002,7.0785,6.5163,,16.8574,,33.2776,474.076,71.6809,,596.085
77,0.7815,1.589,12.7821,0.0609,0.0055,0.9985,0.0001,0.0851,2.237,0.0002,7.1909,6.5181,,17.1105,,32.2833,479.088,69.0498,,597.322
78,0.7631,1.7575,14.1555,0.0602,0.0038,0.7933,0.0001,0.0736,2.2357,0.0002,6.9433,6.5352,,16.6638,,33.3577,485.196,69.2126,,604.874
79,0.7708,1.5807,12.9854,0.0597,0.0048,1.0152,0.0001,0.0841,2.2632,0.0003,7.1869,6.5596,,17.1924,,32.5479,484.894,69.4921,,603.751
80,0.758,1.1475,13.1027,0.0598,0.005,0.8039,0.0001,0.0787,2.2282,0.0001,7.209,6.6024,,17.0095,,32.0361,477.571,69.5678,,596.446
81,0.7818,1.5707,12.9188,0.0658,0.0054,1.0258,0.0001,0.0854,2.2486,0.0002,7.2489,6.5863,,17.2856,,32.5777,485.411,70.1087,,605.225
82,0.8329,1.7472,14.3883,0.0701,0.0049,0.8118,0.0002,0.0746,2.2487,0.0002,7.2477,6.6001,,17.0844,,34.0697,491.09,70.2392,,613.031
83,0.7796,1.6133,13.0706,0.0714,0.0049,1.0324,0.0001,0.0853,2.2542,0.0001,7.2711,6.6173,,17.358,,32.8426,491.272,70.5237,,611.797
84,0.7717,1.7436,13.8145,0.0633,0.0045,0.8081,0.0001,0.0736,2.2624,0.0003,7.2799,6.6199,,17.1289,,33.476,494.644,71.2524,,616.662
85,0.7697,1.5868,13.0089,0.07,0.0043,1.044,0.0001,0.0874,2.2783,0.0002,7.2916,6.6775,,17.4743,,32.8527,499.658,70.9531,,620.807
86,0.7926,1.7641,13.9035,0.0593,0.0056,0.8093,0.0002,0.072,2.2952,0.0002,7.3281,6.6559,,17.2484,,33.7305,504.289,74.2639,,629.685
87,0.7448,1.6359,12.9309,0.0761,0.0091,1.016,0.0002,0.0829,2.2991,0.0002,7.2769,6.6569,,17.4387,,32.7642,501.392,71.3194,,622.493
88,0.8369,1.0952,13.2386,0.0658,0.0047,0.7774,0.0001,0.0703,2.29,0.0002,7.341,6.7102,,17.2775,,32.466,500.219,73.562,,622.648
89,0.752,1.5868,12.6486,0.0718,0.0026,0.9819,0.0001,0.0865,2.3153,0.0003,7.39,6.6834,,17.5551,,32.5594,503.009,71.8839,,624.437
90,0.8001,1.826,13.7934,0.0539,0.0028,0.8199,0.0001,0.0734,2.299,0.0001,7.3821,6.7027,,17.356,,33.7945,510.33,71.8766,,633.065
91,0.7542,1.5558,13.1432,0.0696,0.0052,1.0305,0.0001,0.0846,2.3282,0.0003,7.4001,6.8025,,17.7441,,33.2164,509.895,72.0888,,632.253
92,0.7615,1.828,13.8706,0.061,0.0058,0.801,0.0004,0.0713,2.3072,0.0003,7.4148,6.7227,,17.407,,33.8872,507.699,72.3808,,630.956
93,0.7963,1.6199,13.1053,0.0632,0.0053,1.1064,0.0001,0.0852,2.3334,0.0001,7.4216,6.743,,17.777,,33.3176,531.478,72.3815,,654.176
94,0.7935,1.7679,14.184,0.0631,0.0043,0.8298,0.0002,0.0776,2.3424,0.0002,7.4908,6.7517,,17.5769,,34.3436,518.856,73.4039,,643.445
95,0.7733,1.6217,13.0237,0.0621,0.003,1.0393,0.0001,0.0883,2.3486,0.0002,7.4999,6.7615,,17.8274,,33.268,523.502,72.8972,,646.807
96,0.8162,1.119,13.5331,0.0692,0.005,0.8099,0.0001,0.0772,2.3091,0.0002,7.5274,6.814,,17.6607,,33.1487,515.407,73.6288,,639.762
97,0.7896,1.6644,13.013,0.0591,0.0047,1.0456,0.0001,0.0866,2.3538,0.0002,7.5127,6.7975,,17.8812,,33.371,522.958,78.6715,,652.187
98,0.7836,1.7596,13.9527,0.0552,0.004,0.8507,0.0001,0.0728,2.3741,0.0002,7.5579,6.7985,,17.7324,,34.2461,528.279,73.819,,653.524
99,0.7834,1.5947,12.7381,0.0568,0.0033,1.0001,0.0002,0.0815,2.3721,0.0003,7.4891,6.8436,,17.8699,,32.9997,529.171,74.4286,,653.512
100,0.7486,1.7657,14.0561,0.0637,0.0054,0.8638,0.0001,0.0724,2.3641,0.0003,7.4638,6.8482,,17.702,,34.2926,531.156,74.4669,,657.278
101,0.7839,1.6089,12.9749,0.0717,0.005,1.0244,0.0001,0.0858,2.3544,0.0002,7.637,6.8481,,18.0464,,33.4345,531.655,74.595,,657.026
102,0.7833,1.7292,13.9999,0.0623,0.0047,0.8415,0.0002,0.0725,2.3893,0.0001,7.6215,6.8649,,17.8777,,34.4095,532.73,74.4572,,658.758
103,0.7913,1.6022,13.1384,0.0617,0.0046,1.0512,0.0001,0.085,2.4188,0.0002,7.6756,6.8797,,18.1957,,33.7459,537.01,74.6225,,662.513
104,0.7946,1.1866,13.4026,0.0688,0.0048,0.8284,0.0001,0.0777,2.3815,0.0002,7.7037,6.9208,,18.0091,,33.4098,534.482,75.3248,,660.821
105,0.7736,1.5764,13.0029,0.0625,0.0048,1.0638,0.0001,0.0843,2.4083,0.0002,7.6843,6.9114,,18.2408,,33.6135,537.89,75.3072,,663.92
106,0.7762,1.763,14.279,0.0605,0.0053,0.8147,0.0002,0.0712,2.4198,0.0003,7.695,6.9171,,18.0065,,34.8424,544.977,75.7814,,673.034
107,0.7878,1.6117,13.1851,0.0705,0.0047,1.0746,0.0001,0.0827,2.4346,0.0002,7.6862,6.925,,18.2969,,33.9004,549.781,76.1666,,677.159
108,0.7844,1.799,14.0302,0.0711,0.0066,0.8137,0.0002,0.0715,2.4137,0.0003,7.734,6.9539,,18.0827,,34.7167,541.821,75.6377,,669.884
109,0.7966,1.6113,13.1776,0.0578,0.0048,1.1213,0.0001,0.0844,2.428,0.0002,7.7074,6.9409,,18.3655,,33.9674,548.115,76.2626,,675.367
110,0.7952,1.8223,14.0703,0.1484,0.0047,0.8303,0.0002,0.0721,2.4242,0.0002,7.7914,6.9499,,18.2404,,34.9445,552.734,76.691,,681.512
111,0.7847,1.6613,12.8674,0.0598,0.003,1.0016,0.0002,0.083,2.4711,0.0003,7.743,6.961,,18.3419,,33.6754,550.623,76.3266,,677.496
112,0.8217,1.215,13.5753,0.0649,0.0049,0.8171,0.0003,0.0761,2.4285,0.0002,7.8048,7.0099,,18.2287,,33.8597,554.375,76.5783,,681.277
113,0.7705,1.61,12.9832,0.063,0.0057,1.0173,0.0002,0.0838,2.4512,0.0002,7.8347,7.0002,,18.4806,,33.8626,550.953,77.0531,,679.043
114,0.7859,1.7793,13.7819,0.0543,0.0048,0.8215,0.0001,0.0722,2.4428,0.0003,7.7881,6.9967,,18.201,,34.5707,554.937,77.5217,,684.308
115,0.7436,1.6221,12.9665,0.0589,0.0055,1.0368,0.0001,0.0857,2.4605,0.0002,7.802,7.0237,,18.497,,33.8483,558.133,77.0081,,686.227
116,0.7681,1.7128,14.3644,0.0583,0.0046,0.826,0.0001,0.0709,2.4262,0.0002,7.6616,7.0234,,18.0944,,34.9612,564.072,78.3431,,694.402
117,0.7786,1.601,13.1598,0.0652,0.0048,1.0505,0.0002,0.0826,2.4592,0.0002,7.9806,7.0446,,18.7146,,34.2708,560.077,78.2506,,690.01
118,0.7568,1.7439,13.9124,0.0523,0.0065,0.8299,0.0001,0.0739,2.4987,0.0002,7.8924,7.0507,,18.4228,,34.8527,563.029,78.1002,,693.793
119,0.764,1.5912,13.027,0.0587,0.0049,1.07,0.0001,0.0882,2.4516,0.0002,7.9265,7.0823,,18.7013,,34.1035,568.905,78.3282,,698.93
120,0.8072,1.1679,13.5087,0.0705,0.0038,0.8041,0.0001,0.0703,2.4563,0.0002,7.7098,7.1239,,18.2551,,33.7561,561.493,78.1327,,690.687
121,0.7797,1.7162,13.0632,0.0642,0.0052,1.2571,0.0001,0.0971,2.5055,0.0002,7.9846,7.0849,,19.016,,34.593,570.565,78.3776,,700.655
122,0.7549,1.7132,13.973,0.0654,0.0057,0.8889,0.0001,0.0725,2.4712,0.0002,8.0837,7.0957,,18.7024,,35.1637,572.621,79.0347,,704.101
123,0.7944,1.6234,13.1017,0.0608,0.0054,1.0592,0.0001,0.0873,2.5089,0.0003,7.9807,7.1149,,18.8457,,34.3856,569.693,79.447,,700.67
124,0.736,1.7217,13.9666,0.064,0.0048,0.8229,0.0001,0.072,2.4764,0.0002,7.9973,7.1232,,18.5822,,35.0276,578.127,79.2168,,709.556
125,0.7907,1.5615,13.0378,0.0621,0.0055,1.0114,0.0001,0.0789,2.5289,0.0002,7.9182,7.1468,,18.7751,,34.1829,578.326,79.4496,,709.53
126,0.805,1.9092,13.9719,0.0757,0.009,0.8507,0.0001,0.0729,2.5346,0.0002,8.0303,7.1382,,18.732,,35.4327,574.789,80.0528,,707.456
127,0.8105,1.5548,13.0085,0.0608,0.0027,1.057,0.0001,0.087,2.513,0.0002,8.0126,7.1502,,18.9067,,34.303,575.077,79.9749,,706.759
128,0.8086,1.1392,13.5167,0.0802,0.0051,0.8392,0.0001,0.0715,2.5187,0.0002,8.1065,7.2261,,18.939,,34.4209,577.023,79.8188,,708.587
129,0.7403,1.7513,12.8235,0.0629,0.0057,1.0311,0.0001,0.0876,2.5516,0.0002,8.0707,7.1796,,19.0152,,34.3508,580.363,82.055,,713.673
130,0.7469,1.5704,13.0217,0.0741,0.0056,1.0674,0.0002,0.0877,2.5555,0.0002,8.0644,7.1866,,19.0645,,34.4189,582.181,79.9706,,713.615
131,0.7867,1.6633,14.0188,0.0709,0.0049,0.8352,0.0001,0.0756,2.5303,0.0002,8.1321,7.203,,18.8767,,35.3658,581.689,79.6492,,713.857
132,0.7526,1.5879,13.0678,0.063,0.0064,1.0764,0.0001,0.085,2.5419,0.0003,8.0856,7.2138,,19.0995,,34.5283,588.648,79.719,,720.285
133,0.7869,1.8946,13.9722,0.0617,0.0057,0.8714,0.0001,0.0711,2.5591,0.0002,8.1588,7.233,,18.9824,,35.6563,584.987,80.0683,,717.929
134,0.7948,1.6348,13.048,0.0606,0.0037,1.0882,0.0001,0.0867,2.5822,0.0002,8.1029,7.2267,,19.1781,,34.6767,594.8,80.3193,,726.757
135,0.7425,1.7383,13.986,0.0622,0.0027,0.8875,0.0001,0.0721,2.5503,0.0001,8.1309,7.2592,,18.9852,,35.468,596.273,79.7475,,728.979
136,0.8177,1.0644,13.465,0.0695,0.0049,0.8249,0.0001,0.0764,2.5637,0.0002,8.2134,7.2913,,19.0666,,34.4326,585.486,80.1355,,716.372
137,0.7692,1.7583,13.1517,0.0636,0.005,1.0919,0.0001,0.0874,2.5597,0.0002,8.1942,7.2775,,19.3016,,35.0053,600.18,80.6664,,732.774
138,0.7413,1.7986,13.9212,0.0688,0.004,0.8828,0.0001,0.0716,2.5899,0.0001,8.1975,7.2746,,19.1079,,35.5878,597.815,80.5083,,730.647
139,0.7736,1.5488,13.2048,0.073,0.0052,1.0791,0.0003,0.0871,2.5795,0.0003,8.2284,7.291,,19.3665,,34.9133,594.389,81.0454,,727.22
140,0.7806,1.7796,14.2584,0.0629,0.0062,0.8635,0.0001,0.1283,2.5801,0.0002,8.2634,7.3367,,19.2672,,36.1083,608.214,81.058,,742.546
141,0.7812,1.652,13.0478,0.0645,0.003,1.0817,0.0001,0.0919,2.6142,0.0002,8.2654,7.3393,,19.4862,,34.9905,608.34,80.7619,,741.128
142,0.7843,1.6199,13.1549,0.0671,0.0076,1.1712,0.0001,0.0913,2.6237,0.0001,8.2652,7.4111,,19.6682,,35.2529,607.402,80.9822,,740.723
143,0.784,1.7736,14.5581,0.0623,0.0046,0.8295,0.0001,0.0892,2.584,0.0003,8.3061,7.3466,,19.2472,,36.3843,605.133,82.0223,,740.305
144,0.8708,1.0598,13.3622,0.0692,0.0054,0.8323,0.0001,0.0814,2.6116,0.0003,8.2912,7.3745,,19.2887,,34.6026,600.169,81.8202,,731.514
145,0.7823,1.6285,13.205,0.0648,0.0048,1.0609,0.0002,0.084,2.6132,0.0002,8.3176,7.3603,,19.5233,,35.1591,608.376,82.0295,,742.25
146,0.7759,1.6963,14.1969,0.0697,0.0046,0.8831,0.0001,0.0718,2.6153,0.0002,8.2671,7.3624,,19.2917,,35.9867,606.921,81.8947,,741.624
147,0.7947,1.7452,13.0329,0.063,0.0058,1.0585,0.0001,0.0855,2.6404,0.0001,8.3856,7.3998,,19.664,,35.2612,608.728,82.0858,,743.063
148,0.7449,1.794,14.0205,0.0611,0.0057,0.8079,0.0001,0.0731,2.6387,0.0002,8.3258,7.3758,,19.3074,,35.883,612.643,82.5177,,747.914
149,0.7773,1.6218,13.1382,0.062,0.0047,1.0809,0.0002,0.0863,2.6364,0.0003,8.3298,7.3897,,19.6166,,35.1727,611.641,82.6282,,746.294
150,0.7538,1.6522,13.0191,0.0625,0.0049,1.0727,0.0001,0.086,2.6651,0.0002,8.2918,7.4031,,19.6065,,35.0529,610.889,82.3475,,744.965
151,0.7889,1.7155,13.9312,0.0649,0.0089,0.8491,0.0002,0.0763,2.6362,0.0002,8.3096,7.4104,,19.3787,,35.8354,615.283,82.6952,,750.524
152,0.8502,1.1231,13.4927,0.0983,0.0047,0.8293,0.0002,0.0775,2.6516,0.0003,8.4237,7.4745,,19.5812,,35.0666,609.845,84.0879,,746.315
153,0.78,1.6052,13.1355,0.0606,0.0044,1.0755,0.0001,0.086,2.6735,0.0002,8.458,7.4467,,19.827,,35.3695,609.696,82.4108,,744.132
154,0.7826,1.6082,13.1915,0.0704,0.0048,1.0535,0.0001,0.086,2.6778,0.0002,8.3702,7.498,,19.78,,35.3825,618.804,82.7781,,753.887
155,0.7762,1.7276,14.2184,0.0537,0.0054,0.9106,0.0001,0.0726,2.6732,0.0002,8.3492,7.4371,,19.5234,,36.2604,611.791,82.7863,,747.647
156,0.7811,1.6081,13.1443,0.0595,0.0044,1.0695,0.0001,0.0863,2.6587,0.0002,8.4711,7.4647,,19.8344,,35.3891,613.837,82.7076,,748.681
157,0.7852,1.7301,14.0759,0.0554,0.0046,0.8042,0,0.073,2.6924,0.0002,8.3522,7.4618,,19.4591,,36.0699,629.532,82.9271,,765.298
158,0.7724,1.5859,13.1344,0.0616,0.0053,0.8501,0.0001,0.0719,2.6765,0.0003,8.3757,7.4559,,19.5214,,35.0365,616.415,82.7639,,751.057
