0,0.0347,0.1689,0.3704,0.369,0.1557,0.1977,0.1625,0.5253,0.0002,0.0002,0.0876,0.2237,1.766,1.8053,5.128,0.4535,7.4876,
1,0.0292,0.3295,0.3745,0.3206,0.1659,0.2171,0.1671,0.5531,0.0002,0.0002,0.0766,0.2035,1.8662,1.8984,2.9251,0.4588,5.4026,
2,0.0309,0.3225,0.3512,0.3067,0.1675,0.2152,0.1695,0.5554,0.0002,0.0001,0.0759,0.1892,1.8115,1.8456,3.4553,0.4585,5.8785,
3,0.0309,0.3105,0.3536,0.3085,0.1604,0.1706,0.168,0.5019,0.0002,0.0002,0.0664,0.1897,1.7393,1.7729,2.8943,0.4576,5.2369,
4,0.0308,0.2954,0.3393,0.3063,0.161,0.1692,0.1693,0.5026,0.0002,0.0001,0.0727,0.1955,1.7194,1.7528,2.9039,0.4593,5.2279,
5,0.0302,0.3019,0.3423,0.3028,0.1611,0.1713,0.1718,0.5091,0.0002,0.0002,0.0813,0.2117,1.7573,1.7902,2.903,0.4562,5.2621,
6,0.032,0.2993,0.3477,0.3161,0.1575,0.1665,0.1679,0.495,0.0001,0.0002,0.0768,0.191,1.7337,1.7683,2.8833,0.5405,5.3039,
7,0.0304,0.2961,0.3444,0.2974,0.1936,0.2219,0.1949,0.6132,0.0002,0.0002,0.0802,0.2163,1.8639,1.8977,2.978,0.5444,5.5521,
8,0.0294,0.2063,0.3668,0.343,0.1828,0.2173,0.1845,0.5879,0.0002,0.0002,0.0769,0.1865,1.7827,1.816,5.4481,0.8212,8.2059,
9,0.0302,0.3236,0.3664,0.3197,0.1763,0.1726,0.1838,0.5359,0.0002,0.0001,0.0774,0.2118,1.8438,1.8769,2.9477,0.5269,5.4772,
10,0.031,0.3122,0.3525,0.2983,0.1923,0.2185,0.1963,0.61,0.0002,0.0002,0.0664,0.1902,1.8397,1.8734,2.9358,0.5273,5.4562,
11,0.0316,0.2968,0.3468,0.2993,0.1982,0.2193,0.2037,0.6242,0.0002,0.0001,0.0782,0.1989,1.853,1.8873,2.9468,0.5245,5.4816,
12,0.0321,0.3036,0.3503,0.301,0.1915,0.1683,0.199,0.5623,0.0001,0.0001,0.0762,0.2019,1.8054,1.8401,2.9777,0.5349,5.4733,
13,0.0299,0.2987,0.3479,0.3021,0.1877,0.211,0.1994,0.6011,0.0002,0.0001,0.0772,0.195,1.8304,1.8631,3.0662,0.553,5.6037,
14,0.0294,0.3056,0.3654,0.3067,0.1933,0.2105,0.1997,0.6065,0.0001,0.0001,0.0653,0.1875,1.8468,1.879,3.0624,0.5451,5.6072,
15,0.0293,0.3087,0.3484,0.3084,0.189,0.2129,0.1973,0.6022,0.0002,0.0002,0.0776,0.2019,1.8565,1.8886,3.1347,0.556,5.6991,
16,0.0313,0.168,0.3688,0.3324,0.1907,0.2256,0.234,0.6546,0.0001,0.0002,0.0784,0.2006,1.8145,1.8491,4.2995,0.5535,6.8301,
17,0.0307,0.3166,0.3763,0.3367,0.1955,0.1937,0.2009,0.5979,0.0003,0.0001,0.0823,0.2009,1.9306,1.9649,3.299,0.5376,5.9329,
18,0.0305,0.3184,0.3657,0.3299,0.1877,0.2334,0.1978,0.6261,0.0003,0.0002,0.0796,0.2093,1.9459,1.9797,3.3001,0.5418,5.9505,
19,0.0306,0.3366,0.3615,0.3286,0.1887,0.2379,0.1983,0.6326,0.0002,0.0002,0.0717,0.2173,1.9645,1.9982,3.3155,0.5367,5.9785,
20,0.0303,0.3049,0.3655,0.3369,0.2096,0.2349,0.2227,0.6771,0.0003,0.0002,0.0851,0.2097,1.9947,2.0282,3.3793,0.5411,6.079,
21,0.0311,0.3059,0.3937,0.3321,0.2184,0.2374,0.2287,0.692,0.0002,0.0001,0.0878,0.2083,2.0391,2.0733,3.3266,0.5346,6.0587,
22,0.0289,0.308,0.3753,0.3275,0.2176,0.2289,0.2272,0.6832,0.0003,0.0001,0.0848,0.2021,1.9989,2.0308,3.4248,0.5414,6.1184,
23,0.0295,0.3049,0.3729,0.3311,0.2139,0.1841,0.221,0.6252,0.0002,0.0002,0.0786,0.2045,1.9347,1.9673,3.3525,0.5543,5.9956,
24,0.0316,0.1706,0.3631,0.3304,0.2007,0.2408,0.2081,0.6556,0.0002,0.0001,0.1006,0.3143,1.9522,1.9885,4.5975,0.5504,7.2602,
25,0.03,0.321,0.3718,0.3264,0.2164,0.2196,0.2246,0.6639,0.0001,0.0002,0.0779,0.2161,1.9958,2.029,3.5719,0.5506,6.2764,
