0,0.0422,0.1967,0.3599,0.1921,0.1932,0.2123,0.6071,0.0002,0.0002,0.0685,0.2558,1.5041,1.5513,7.9459,0.8189,10.4791,
1,0.0436,0.305,0.3589,0.2081,0.1849,0.2237,0.6245,0.0002,0.0002,0.0882,0.2682,1.6612,1.7082,5.5059,0.8247,8.2465,
2,0.0436,0.3142,0.3795,0.2021,0.1868,0.2193,0.6166,0.0003,0.0002,0.0823,0.2604,1.6692,1.7161,5.2894,0.8245,8.0362,
3,0.0437,0.3037,0.3562,0.2071,0.1923,0.2241,0.6327,0.0002,0.0001,0.0875,0.264,1.6591,1.7063,5.282,0.8269,8.0223,
4,0.0433,0.3694,0.3594,0.2088,0.1815,0.2269,0.6233,0.0002,0.0002,0.0907,0.263,1.7221,1.7687,5.5709,0.817,8.3605,
5,0.0422,0.4434,0.3756,0.2115,0.1881,0.2241,0.6324,0.0002,0.0002,0.0843,0.2608,1.8109,1.8563,5.7319,0.8217,8.6059,
6,0.0422,0.4207,0.3644,0.1983,0.1894,0.2246,0.6195,0.0002,0.0002,0.0727,0.2457,1.7396,1.785,5.3679,0.9107,8.2661,
7,0.042,0.4386,0.3485,0.2212,0.2235,0.2278,0.6802,0.0002,0.0002,0.074,0.2522,1.8087,1.8543,5.3159,0.9564,8.3389,
8,0.0443,0.3066,0.3521,0.2085,0.2362,0.2143,0.6674,0.0003,0.0001,0.0717,0.2539,1.669,1.7177,8.3807,0.9666,11.2875,
9,0.0435,0.3114,0.3961,0.2198,0.2395,0.2373,0.7059,0.0002,0.0002,0.0934,0.2653,1.7864,1.8333,5.6427,0.9838,8.6825,
10,0.0437,0.3,0.374,0.2219,0.2383,0.2355,0.7047,0.0002,0.0002,0.085,0.266,1.7464,1.7935,6.5849,0.9895,9.5888,
11,0.0422,0.3092,0.3539,0.2269,0.2166,0.2344,0.6818,0.0001,0.0001,0.0626,0.2567,1.6779,1.7234,5.4216,0.9749,8.3318,
12,0.0425,0.298,0.3203,0.2237,0.1687,0.2391,0.6346,0.0002,0.0002,0.0724,0.2669,1.604,1.6499,5.6155,0.9481,8.4281,
13,0.0421,0.3092,0.3683,0.25,0.2373,0.2438,0.7391,0.0002,0.0001,0.0816,0.2598,1.7755,1.8208,5.5481,0.9326,8.5135,
14,0.0412,0.2917,0.3451,0.2224,0.2216,0.2351,0.6874,0.0003,0.0001,0.0859,0.2535,1.6762,1.7205,5.6279,0.9255,8.4891,
15,0.0421,0.3033,0.3687,0.2299,0.2232,0.2532,0.7156,0.0003,0.0002,0.0876,0.2488,1.7384,1.7836,5.5593,0.9241,8.4772,
16,0.0441,0.1963,0.3574,0.2195,0.1855,0.2324,0.6463,0.0002,0.0002,0.0749,0.26,1.5509,1.5997,9.2849,1.7491,12.8482,
17,0.0477,0.3279,0.3437,0.2219,0.2137,0.2346,0.6739,0.0002,0.0002,0.0627,0.2544,1.6753,1.7264,9.1466,1.7318,12.8316,
18,0.0421,0.3705,0.3598,0.2216,0.2175,0.2345,0.6797,0.0002,0.0002,0.0648,0.2609,1.7446,1.7901,5.8086,0.9984,8.8104,
19,0.0427,0.3541,0.3451,0.2446,0.2056,0.2551,0.7084,0.0002,0.0001,0.0717,0.2386,1.7256,1.7712,8.0809,0.966,11.0275,
20,0.0434,0.3367,0.3355,0.2433,0.2164,0.2595,0.722,0.0001,0.0001,0.0707,0.2637,1.7378,1.7844,6.057,1.7211,9.7719,
21,0.0422,0.3497,0.3501,0.2542,0.226,0.2632,0.7469,0.0002,0.0002,0.0688,0.2566,1.7822,1.8274,6.6047,0.9561,9.5982,
22,0.0459,0.4483,0.356,0.2499,0.2317,0.2657,0.7581,0.0003,0.0002,0.0837,0.2582,1.9186,1.9675,8.4679,0.9553,11.6044,
23,0.0418,0.2977,0.3708,0.2445,0.1878,0.2562,0.6973,0.0003,0.0001,0.0857,0.2472,1.7159,1.7609,7.1471,1.7709,10.8869,
