0,0.8524,2.9941,0.4439,4.3545,
1,0.8031,2.9752,0.4286,4.2846,
2,0.7882,2.9264,0.4228,4.2118,
3,0.5908,2.9897,0.4221,4.0771,
4,0.5755,2.965,0.4395,4.0555,
5,0.7651,2.9858,0.4376,4.2629,
6,0.7944,3.0362,0.611,4.5147,
7,0.7639,3.0779,0.5059,4.4246,
8,0.8728,3.0993,0.4823,4.5409,
9,0.6084,3.078,0.4839,4.2529,
10,0.6107,3.0234,0.4759,4.1885,
11,0.6856,3.043,0.4721,4.2793,
12,0.5892,3.2385,0.4922,4.3993,
13,0.5881,3.1703,0.5031,4.3409,
14,0.5954,3.1647,0.4993,4.3384,
15,0.6092,3.1886,0.497,4.3735,
16,0.9322,3.2783,0.4956,4.7957,
17,0.6132,3.2652,0.5126,4.4721,
18,0.6141,3.3558,0.5013,4.5489,
19,0.6192,3.3148,0.4913,4.5043,
20,0.6356,3.3359,0.4939,4.5429,
21,0.6325,3.4085,0.4991,4.6171,
22,0.8986,3.4917,0.486,4.9544,
23,0.6473,3.4631,0.492,4.6827,
24,0.9276,3.6775,0.4865,5.1744,
25,0.6638,3.5826,0.4881,4.8135,
26,0.6566,3.5788,0.5014,4.8146,
27,0.6585,3.7732,0.5108,5.019,
28,0.6899,3.7206,0.5124,4.9995,
29,0.6914,3.7349,0.4998,5.0083,
30,0.6788,3.8706,0.5088,5.134,
31,0.687,3.8211,0.5142,5.0979,
32,0.9516,3.9259,0.527,5.4881,
33,0.9684,3.9534,0.5339,5.5348,
34,1.0165,4.008,0.5356,5.6354,
35,0.9941,4.0619,0.5428,5.6728,
36,1.0459,4.2705,0.5424,5.9358,
37,1.0078,4.2251,0.5427,5.851,
38,1.0099,4.1597,0.542,5.7858,
39,0.8183,4.2385,0.5382,5.6701,
40,1.0864,4.2799,0.5537,5.9978,
41,0.8254,4.2917,0.5502,5.7435,
42,0.7471,4.4267,0.5626,5.8138,
43,1.0745,4.8618,0.7728,6.7844,
44,1.1174,4.4831,0.5607,6.236,
45,0.7438,4.4825,0.5641,5.8658,
46,0.7596,4.4384,0.5697,5.8433,
47,0.759,4.4243,0.5654,5.8237,
48,1.0869,4.5242,0.5641,6.2555,
49,0.7727,4.6027,0.5673,6.0205,
50,0.762,4.4412,0.5758,5.8538,
51,0.8288,4.4263,0.5624,5.8945,
52,0.7568,4.6531,0.5694,6.0566,
53,0.7703,4.4782,0.5676,5.8922,
54,0.7625,4.4998,0.5759,5.9138,
55,0.7582,4.5001,0.5701,5.9064,
56,1.0549,4.5548,0.5863,6.2768,
57,0.7617,4.5249,0.5697,5.9336,
58,0.7639,4.5284,0.5731,5.9404,
59,0.7602,4.5622,0.6958,6.0947,
60,0.7734,4.5552,0.5743,5.9772,
61,0.7634,4.5211,0.5777,5.9371,
62,0.7592,4.5327,0.5693,5.937,
63,0.7599,4.5562,0.5763,5.9686,
64,1.0663,4.5989,0.5759,6.3195,
65,0.7748,4.5536,0.5729,5.9788,
66,0.7646,4.5498,0.5727,5.9645,
67,0.7663,4.6717,0.5795,6.0954,
68,0.7679,4.5517,0.5729,5.97,
69,0.7669,4.5573,0.5709,5.9743,
70,0.7724,4.5786,0.5775,6.0046,
71,0.7578,4.602,0.5687,6.0047,
72,1.0673,4.6028,0.5746,6.3258,
73,0.7758,4.5841,0.5788,6.0171,
74,0.7696,4.5647,0.5683,5.9804,
75,0.7787,4.5543,0.5712,5.9821,
76,0.7791,4.5653,0.5786,6.0007,
77,0.7571,4.6043,0.5684,6.0042,
78,0.7807,4.5794,0.5661,6.0009,
79,0.7812,4.5538,0.5729,5.9832,
80,1.1715,4.6661,0.5896,6.5102,
81,0.7921,4.7267,0.5701,6.1701,
82,0.7789,4.5702,0.5775,6.0035,
83,0.7808,4.5563,0.5727,5.9853,
84,0.8091,4.5805,0.5654,6.0297,
85,0.775,4.6054,0.5786,6.0335,
86,0.7615,4.6118,0.5684,6.0191,
87,0.7728,4.6104,0.5689,6.0315,
88,1.1867,4.6305,0.5704,6.4746,
89,0.7677,4.6226,0.5707,6.0394,
90,0.7822,4.6066,0.5759,6.041,
91,0.777,4.6146,0.5729,6.0418,
92,0.7763,4.6192,0.5643,6.0362,
93,0.7705,4.581,0.5593,5.9887,
94,0.778,4.5958,0.5631,6.0129,
95,0.8712,4.6201,0.5753,6.1432,
96,1.1712,4.7084,0.5646,6.5276,
97,0.7662,4.6074,0.5677,6.0209,
98,0.7687,4.5905,0.568,6.0046,
99,0.7774,4.5848,0.5645,6.004,
100,0.7819,4.6018,0.5683,6.0315,
101,0.7781,4.6208,0.5666,6.0438,
102,0.7798,4.5982,0.5659,6.0224,
103,0.7803,4.5954,0.5759,6.0284,
104,1.1345,4.7019,0.5628,6.4794,
105,0.7774,4.6139,0.5719,6.044,
106,0.7822,4.6333,0.5641,6.0584,
107,0.7697,4.5974,0.571,6.0153,
108,0.7748,4.6186,0.5694,6.0384,
109,0.8849,4.6636,0.5841,6.2129,
110,0.7707,4.6229,0.565,6.0344,
111,0.7776,4.5833,0.5717,6.0085,
112,1.1746,4.6517,0.5725,6.48,
113,0.7727,4.6262,0.5656,6.0488,
114,0.775,4.6017,0.5643,6.0171,
115,0.7741,4.6212,0.5655,6.0395,
116,0.7674,4.621,0.5644,6.0295,
117,0.7671,4.5832,0.5688,5.9976,
118,0.7596,4.6023,0.5626,6.0008,
119,0.7713,4.6273,0.5595,6.0398,
120,1.0822,4.6452,0.5591,6.3704,
121,0.7699,4.54,0.6998,6.0859,
122,0.7615,4.5952,0.5552,5.9922,
123,0.8808,4.5978,0.5569,6.1119,
124,0.7706,4.6762,0.551,6.0731,
125,0.7717,4.5589,0.5519,5.9641,
126,0.7637,4.6182,0.5531,6.0151,
127,0.7671,4.5705,0.5563,5.9692,
128,1.1451,4.6498,0.5563,6.4901,
129,0.7637,4.6026,0.5627,6.0069,
130,0.774,4.5759,0.549,5.9802,
