0,1.7232,7.9725,
1,1.8933,8.1704,
2,1.8437,7.6106,
3,1.8088,7.515,
4,1.8288,7.1212,
5,1.8046,7.9996,
6,1.7873,6.164,
7,1.8653,5.4603,
8,1.7937,7.7663,
9,1.8751,5.9701,
10,1.8706,5.9046,
11,1.8925,7.8887,
12,1.856,5.4867,
13,1.9315,5.6047,
14,1.8181,5.5904,
15,1.9029,7.1687,
16,1.7601,8.1424,
17,1.8767,6.6024,
18,1.8856,5.7549,
19,1.8459,6.9236,
20,2.1265,6.1447,
21,1.9374,5.9357,
22,1.9169,6.0249,
23,1.8518,5.8875,
24,1.878,7.1374,
25,1.9681,6.2717,
26,1.9497,7.131,
27,1.9596,6.2179,
28,1.9257,6.1931,
29,1.9366,6.2435,
30,1.9648,6.6502,
31,1.893,6.2586,
32,2.0329,7.8479,
33,2.0091,7.5021,
34,1.9324,6.4729,
35,1.943,6.6351,
36,1.9033,6.6013,
37,1.8785,6.5767,
38,1.9557,6.6783,
39,1.8994,6.6594,
40,1.7944,8.7068,
41,2.0291,7.7425,
42,2.0158,6.9633,
43,2.015,6.8839,
44,1.9828,7.1335,
45,1.9995,6.9931,
46,2.0162,7.0448,
47,1.9658,7.1157,
48,1.8515,10.0018,
49,2.0076,7.177,
50,1.9827,7.1919,
51,1.9863,7.2146,
52,2.0081,7.3014,
53,2.0268,7.2613,
54,2.0064,7.2334,
55,2.003,7.2419,
56,2.0151,10.3402,
57,2.117,7.4384,
58,1.9709,7.2483,
59,1.9434,7.2194,
60,1.9581,7.26,
61,1.9907,7.2813,
62,2.0547,7.4068,
63,2.0035,7.3006,
64,1.8539,9.5568,
65,2.0274,7.4155,
66,2.0138,7.74,
67,1.9873,7.3603,
68,1.9959,7.3877,
69,1.9751,7.3207,
70,1.8702,7.1768,
71,1.9904,7.31,
72,1.8604,11.5611,
73,1.9484,7.882,
74,2.0548,7.442,
75,1.9577,7.3039,
76,1.94,7.3266,
77,2.0135,7.405,
78,1.9327,7.3086,
79,1.875,7.2608,
80,2.0041,9.045,
81,2.0323,7.5162,
82,2.203,8.3539,
83,2.0731,7.4879,
84,1.9435,7.3276,
85,1.9368,7.3358,
86,1.9248,7.3363,
87,2.0042,7.4698,
88,1.7925,9.4426,
89,2.0091,7.4477,
90,1.9959,7.4562,
91,1.9769,7.8312,
92,2.0121,7.4607,
93,1.9517,7.3628,
94,1.9943,7.3825,
95,1.9667,9.2314,
96,2.0045,10.1503,
97,2.0014,7.4263,
98,1.883,7.325,
99,1.8905,7.3241,
100,1.9722,7.419,
101,2.0309,7.5509,
102,2.0144,7.4591,
103,1.9795,7.4369,
104,1.9726,8.9968,
105,2.0195,7.5699,
106,2.038,8.2304,
107,1.9956,7.5174,
108,1.9933,7.6842,
109,1.9535,7.37,
110,1.9907,7.4396,
111,1.9557,7.4331,
112,1.9376,8.5035,
113,2.0657,7.6918,
114,2.0661,7.9207,
115,1.9836,7.5292,
116,2.0384,8.14,
117,2.0453,7.4827,
118,1.9026,7.3382,
119,1.9255,7.3667,
120,1.8632,9.7351,
121,2.0288,7.4971,
122,1.9573,7.4066,
123,1.9537,7.4236,
124,1.9823,7.4179,
125,1.9316,7.3671,
126,2.03,7.503,
127,2.0594,7.9872,
128,1.979,9.7137,
129,1.9942,7.4325,
130,1.9331,7.4505,
131,2.0309,7.4808,
132,1.9203,7.3814,
133,1.9438,7.3774,
134,1.9631,7.4146,
135,1.924,7.378,
136,1.8746,8.5502,
137,2.0255,7.5692,
138,1.9654,7.9892,
139,1.9626,7.411,
140,1.9564,7.4219,
141,1.9753,7.4599,
142,2.0522,7.5141,
143,1.9428,7.3773,
144,1.9184,9.5596,
145,2.033,8.2182,
146,1.9758,7.9679,
147,2.0711,7.508,
148,1.8851,7.3956,
149,1.9478,7.3775,
150,1.8825,10.8894,
151,2.0991,10.2428,
152,1.9319,11.7307,
153,2.0261,8.0061,
154,1.9871,9.396,
155,1.9512,7.3624,
156,1.952,9.3394,
157,1.8791,7.2872,
158,1.934,9.3014,
159,2.0084,7.4344,
160,1.8934,11.1774,
161,1.9968,9.5901,
162,1.9595,11.6147,
163,1.9748,7.3622,
164,1.9559,9.3788,
165,1.914,7.3007,
166,1.9649,9.4708,
167,1.908,7.4012,
168,1.865,9.3636,
169,1.9568,11.5303,
170,1.9586,9.6251,
171,2.0414,9.1163,
172,1.9915,7.3886,
173,1.9421,7.358,
174,1.9197,7.329,
175,1.9606,7.3546,
176,1.9749,11.6259,
177,2.0588,8.8663,
178,1.9524,7.3649,
179,1.9292,7.3531,
180,1.9661,7.4105,
181,1.9775,7.3761,
182,1.964,7.3852,
183,1.9704,7.3701,
184,1.8326,8.4212,
185,2.0054,8.1931,
186,2.0401,8.0082,
187,1.926,7.3302,
188,1.874,7.2651,
