0,1.4083,4.7196,
1,1.5318,4.7957,
2,1.4263,4.9842,
3,1.4279,4.4512,
4,1.465,5.024,
5,1.4349,4.8972,
6,1.4012,4.5277,
7,1.5582,4.807,
8,1.3916,4.9705,
9,1.5813,5.1122,
10,1.5605,5.3038,
11,1.5069,4.7333,
12,1.4476,4.6186,
13,1.4445,5.2432,
14,1.5195,5.1256,
15,1.544,4.8557,
16,1.3559,4.9007,
17,1.5748,5.033,
18,1.5416,5.5543,
19,1.5564,4.9485,
20,1.5377,5.2687,
21,1.5844,4.8373,
22,1.5959,5.6487,
23,1.5182,5.2205,
24,1.6133,5.4878,
25,1.6198,5.2415,
26,1.4902,5.1511,
27,1.5671,5.8586,
28,1.5451,5.2569,
29,1.6493,5.9196,
30,1.6325,5.4025,
31,1.5339,5.1639,
32,1.4121,5.6866,
33,1.5984,6.0572,
34,1.5549,6.0062,
35,1.5523,5.5201,
36,1.5605,6.1562,
37,1.5991,5.7735,
38,1.5638,6.54,
39,1.6088,6.508,
40,1.5664,6.0634,
41,1.6028,5.7671,
42,1.5921,6.3879,
43,1.5718,6.8661,
44,1.5517,6.8819,
45,1.5879,6.9733,
46,1.5609,6.3919,
47,1.5342,6.8629,
48,1.4315,6.201,
49,1.5729,6.863,
50,1.6231,6.2451,
51,1.5537,6.1635,
52,1.531,6.8962,
53,1.5382,5.5016,
54,1.5521,6.9524,
55,1.5739,6.3701,
56,1.6041,6.7678,
57,1.5261,6.9296,
58,1.5886,6.7456,
59,1.5559,6.2039,
60,1.5545,6.7459,
61,1.577,7.0183,
62,1.5407,6.9805,
63,1.5129,6.0322,
64,1.5778,6.8822,
65,1.6423,6.4585,
66,1.5936,7.1952,
67,1.5774,6.2116,
68,1.5062,6.4593,
69,1.5915,6.5808,
70,1.5606,7.0289,
71,1.5484,6.9779,
72,1.4783,6.4194,
73,1.7083,5.1569,
74,1.5747,5.1304,
75,1.5478,6.8913,
76,1.6396,5.1578,
77,1.6236,6.3946,
78,1.7003,6.137,
79,1.6038,7.0801,
80,1.514,6.5054,
81,1.5747,6.9779,
82,1.5612,6.9042,
83,1.6066,6.9793,
84,1.5604,7.0515,
85,1.5951,5.7972,
86,1.5384,6.9543,
87,1.5894,5.7769,
88,1.4238,6.6459,
89,1.6283,6.88,
90,1.6314,7.1394,
91,1.5627,6.2042,
92,1.5642,5.8997,
93,1.4935,5.9304,
94,1.5267,6.4843,
95,1.5635,7.0565,
96,1.5415,6.3264,
97,1.6013,6.5422,
98,1.5667,6.6448,
99,1.5294,6.9423,
100,1.4877,6.6704,
101,1.5306,5.957,
102,1.559,5.749,
103,1.4809,6.0715,
104,1.6141,6.8683,
105,1.5796,6.757,
106,1.5021,6.9973,
107,1.5734,6.1438,
108,1.6172,6.5,
109,1.5278,6.5081,
110,1.5449,5.8496,
111,1.5632,5.7357,
112,1.4153,6.7047,
113,1.5677,6.462,
114,1.5687,6.2713,
115,1.5156,6.1516,
116,1.582,6.6779,
117,1.5387,6.6042,
118,1.5085,6.5296,
119,1.485,6.3805,
120,1.5691,6.1018,
121,1.5286,6.4653,
122,1.5553,6.0898,
123,1.5053,5.7073,
124,1.5345,6.0869,
125,1.5265,5.9441,
126,1.5293,5.9,
127,1.4961,6.4482,
128,1.4008,6.3232,
129,1.6038,6.7176,
130,1.5028,6.0674,
131,1.5909,5.7276,
132,1.5951,6.7258,
133,1.5599,6.5116,
134,1.529,6.4498,
135,1.5901,6.4478,
136,1.4463,6.4724,
137,1.6067,6.1455,
138,1.5518,6.9313,
139,1.5029,5.8121,
140,1.5617,5.9714,
141,1.4955,5.9875,
142,1.548,6.2487,
143,1.5009,5.9,
144,1.5388,6.2432,
145,1.6025,6.4828,
146,1.5485,6.1469,
147,1.5833,6.2105,
148,1.534,6.1857,
