0,518.226,1275.71,201.517,2030.16,
1,430.555,1360.37,256.861,2089.25,
2,477.405,1606.36,260.9,2384.34,
3,482.226,1616.59,239.944,2378.37,
4,509.771,1647.27,252.554,2450.09,
5,560.743,1812.45,305.559,2719.12,
6,543.582,1788.18,254.332,2626.26,
7,503.451,1646.74,245.19,2435.2,
8,426.858,1593.23,258.706,2315.03,
9,487.276,1626.58,238.342,2392.48,
10,511.84,1593.19,247.704,2393.55,
11,502.349,1572.29,242.118,2357.41,
12,497.066,1594.51,242.04,2374.19,
13,482.596,1592.93,249.358,2365.74,
14,496.652,1773.26,239.048,2549.18,
15,493.1,1709.34,241.323,2484.39,
16,444.574,1593.55,256.162,2334.14,
17,517.238,1651.31,244.748,2454.05,
18,486.636,1610.49,247.317,2385.83,
19,498.786,1644.31,263.132,2447.07,
20,499.575,1627.92,249.522,2417.69,
21,489.141,1618.07,248.572,2396.67,
22,506.649,1629.43,251.109,2428.16,
23,490.312,1658.25,252.885,2442.2,
24,451.981,1625.79,245.731,2362.85,
25,499.825,1650.69,262.851,2453.69,
26,493.03,1643.09,246.272,2422.77,
27,512.882,1635.45,264.577,2453.58,
28,508.999,1639.29,243.422,2434.64,
29,500.723,1666.61,247.294,2456.89,
30,503.116,1675.34,246.327,2466.02,
31,508.03,1755,259.573,2563.05,
32,509.729,1651.36,240.731,2439.26,
33,489.082,1717.99,249.678,2499.86,
34,516.058,1713.64,266.904,2539.12,
35,513.293,1714.06,277.467,2547.34,
36,521.45,1750.62,260.918,2573.9,
37,496.029,1651.26,243.053,2432.77,
38,505.923,1653.85,240.637,2442.97,
39,501.864,1640.22,249.546,2433.74,
40,475.907,1676.2,247.886,2437,
41,502.83,1699.28,261.692,2504.94,
42,519.398,1678.5,249.701,2488.09,
43,523.959,1677.13,257.163,2498.44,
44,517.91,1678.57,262.829,2500.28,
45,504.121,1670.86,244.459,2459.7,
46,521.319,1709.15,259.046,2530.27,
47,528.131,1708.24,265.8,2543.13,
48,463.465,1690.94,255.836,2450.54,
49,536.159,1789.99,254.447,2622.45,
50,515.146,1726.86,267.315,2549.92,
51,514.037,1706.99,258.791,2520.41,
52,541.175,1700.35,245.62,2527.96,
53,524.744,1727.72,304.903,2597.8,
54,551.995,1822.22,255.118,2670.22,
55,570.315,1771.7,252.663,2635.86,
56,475.973,1740.23,266.369,2524.09,
57,533.006,1766.96,250.397,2590.59,
58,576.778,1765.01,256.394,2640.28,
59,568.092,1823.6,268.594,2702.54,
60,545.275,1771.85,279.306,2637.39,
61,545.48,1778.07,253.818,2620.29,
62,537.044,1857.32,322.838,2757.63,
63,612.052,1906.52,262.165,2821.69,
64,527.751,1870.84,369.498,2805.19,
65,674.042,2038.8,306.408,3060.63,
66,588.976,1848.34,267.872,2746.18,
67,546.269,1774.31,289.333,2650.43,
68,544.397,1771.36,278.712,2635.16,
69,549.322,1803.84,267.169,2661.94,
70,543.254,1809.59,257.526,2651.15,
71,564.894,1860.92,270.342,2737.73,
72,506.928,1781.04,262.476,2590.16,
73,549.714,1821,264.636,2676.75,
74,574.873,1814.04,266.789,2697.15,
75,545.462,1815.52,267.565,2668.85,
76,546.259,1792.98,282.092,2663.5,
77,547.964,1789.36,270.145,2648.39,
78,561.183,1808.88,271.136,2681.2,
79,533.448,1827.22,257.99,2658.93,
80,508.075,1814.28,260.194,2622.72,
81,565.732,1843.68,258.212,2708.01,
82,547.482,1880.82,267.885,2737.41,
83,558.553,1809.88,282.788,2692.18,
84,544.597,1858.7,286.716,2730.32,
85,557.544,1865.89,275.205,2738.9,
86,561.693,1835.03,268.19,2705.5,
87,560.293,1846.81,270.152,2717.77,
88,513.458,1833.54,285.239,2671.56,
89,544.884,1849.48,270.399,2706.99,
90,579.668,2036.75,263.415,2920.6,
91,573.779,1863.29,263.524,2741.37,
92,556.413,1857.1,262.37,2716.33,
93,551.193,1879.12,271.934,2742.94,
94,544.3,1842.01,293.714,2720.15,
95,563.612,1880.61,263.678,2748.4,
96,520.007,1834.08,269.872,2664.16,
97,549.979,1886.77,269.776,2746.84,
98,560.893,1903.6,291.239,2797.05,
99,581.843,1924.11,274.092,2820.94,
100,575.311,1903.04,263.533,2782.55,
101,571.214,1922.83,277.513,2812.53,
102,577.442,1879.83,271.673,2769.11,
103,549.386,1908.75,289.161,2788.32,
104,501.568,1936.46,287.83,2764.76,
105,561.266,1928.62,297.581,2828.24,
106,570.946,1874.37,278.406,2764.59,
107,569.24,1897.72,271.136,2778.88,
108,587.421,1900.46,271.765,2801.69,
109,568.882,1923.68,276.951,2812.63,
110,575.172,1926.75,295.879,2838.01,
111,564.319,1922.32,289.171,2816.46,
112,500.77,1914.97,271.036,2726.45,
113,590.914,1933.62,275.066,2840.54,
114,584.9,1918.78,265.278,2811.12,
115,586.863,1903.54,262.255,2794.5,
116,573.16,1924.7,270.445,2808.88,
117,558.276,1897.16,277.581,2773.75,
118,572.118,1900.71,300.594,2814.26,
119,554.948,1940.5,280.095,2816.78,
120,528.823,1914.52,281.113,2763.77,
121,572.68,1926.06,270.007,2809.17,
122,583.314,1891.17,276.476,2791.89,
123,574.733,2000.6,319.722,2936.77,
124,598.566,1982.94,295.909,2918.35,
125,577.907,1893.68,274.738,2788.71,
126,567.053,1895,304.493,2808.44,
127,565.428,1866.26,278.703,2751.64,
128,517.506,1847.46,275.911,2680.55,
129,584.413,1916.1,284.268,2825.64,
130,568.058,1889.19,290.606,2788.29,
131,555.701,1900.68,293.741,2790.75,
132,570.996,1903.34,290.481,2805.41,
133,571.005,1910.25,287.959,2809.52,
134,592.413,1890.22,279.222,2802.56,
135,594.295,1887.17,291.688,2813.88,
136,543.946,1889.69,298.074,2771.93,
137,559.064,1914.18,274.886,2790.51,
138,586.268,1940.26,294.948,2864.19,
139,583.075,1899.92,295.36,2819.97,
140,564.427,1910.48,299.614,2815.33,
141,572.111,1901.94,283.524,2798.78,
142,584.595,1899.36,280.978,2807.05,
143,604.523,1949.22,290.621,2887.26,
144,531.346,1939.79,274.381,2784.97,
145,585.653,1953.04,280.434,2862.35,
146,566.202,1957.63,293.28,2860.07,
147,579.709,1961.11,286.88,2869.26,
148,586.946,1990.84,296.92,2916.04,
149,580.953,1961.21,312.953,2895.74,
150,584.978,2019.29,315.765,2961.62,
151,584.182,1997.25,304.022,2926.91,
152,522.91,1922.5,293.047,2777.34,
153,581.301,1973.28,286.73,2881.76,
154,592.329,1943.52,286.45,2862.84,
155,619.392,1919.35,280.152,2860.46,
156,572.509,1936.3,280.49,2830.45,
157,565.602,1963.72,286.111,2856.69,
158,591.366,1990.42,306.376,2928.68,
159,573.036,1916.84,287.955,2819.18,
160,550.883,1969.49,300.976,2861.12,
161,590.765,1941.13,285.306,2858.51,
162,587.917,1963.01,288.847,2881.77,
163,591.558,1947.2,282.372,2861.93,
164,605.674,1955.18,283.182,2884.77,
165,598.596,1982.69,287.543,2909.13,
166,603.692,1939.55,287.47,2871.81,
167,641.037,1988.58,292.137,2962.45,
168,595.631,1917.1,297.569,2847.61,
169,571.072,1931.56,293.151,2836.85,
170,586.441,1935.3,278.793,2842.66,
171,589.372,1950.78,277.696,2859.07,
172,597.88,1952.76,279.612,2872.52,
173,604.257,1963.91,296.408,2906.06,
174,587.055,1962.82,282.532,2874.8,
175,583.162,1993.59,293.618,2910.79,
176,464.662,1676.6,230.409,2408.18,
177,529.182,1653.55,250.658,2474.5,
178,515.21,1662.41,232.457,2451.53,
179,521.553,1706.66,228.907,2498.84,
180,521.691,1662.62,252.845,2477.53,
181,517.341,1619.68,239.433,2418.72,
182,528.391,1722.85,230.734,2522.76,
183,524.116,1650.11,234.261,2449.66,
184,462.368,1659.8,246.69,2405.1,
185,518.9,2021.44,261.24,2842.51,
186,588.373,1995.02,282.349,2906.88,
187,581.073,1977.05,309.556,2908.21,
188,586.291,1990.89,287.888,2905.97,
189,581.27,1956.94,305.055,2884.82,
190,587.058,1984,286.791,2898.67,
191,589.455,1963.07,281.487,2875.1,
192,
